Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Season,Round,EventName
0 days 01:00:31.298000,HAM,44,0 days 00:01:38.924000,13.0,1.0,,0 days 01:00:29.611000,0 days 00:00:30.770000,0 days 00:00:41.776000,0 days 00:00:26.378000,0 days 00:59:23.146000,0 days 01:00:04.922000,0 days 01:00:31.300000,230.0,253.0,,290.0,False,MEDIUM,16.0,False,Mercedes,0 days 00:58:52.374000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:02:26.304000,HAM,44,0 days 00:01:55.006000,14.0,2.0,0 days 01:00:54.547000,,0 days 00:00:51.319000,0 days 00:00:40.418000,0 days 00:00:23.269000,0 days 01:01:22.619000,0 days 01:02:03.037000,0 days 01:02:26.306000,233.0,257.0,280.0,221.0,False,HARD,1.0,True,Mercedes,0 days 01:00:31.298000,,1,4.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:24:42.938000,HAM,44,0 days 00:01:37.835000,28.0,2.0,,0 days 01:24:41.240000,0 days 00:00:30.543000,0 days 00:00:41.164000,0 days 00:00:26.128000,0 days 01:23:35.648000,0 days 01:24:16.812000,0 days 01:24:42.940000,232.0,255.0,,285.0,False,HARD,15.0,True,Mercedes,0 days 01:23:05.103000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:26:38.132000,HAM,44,0 days 00:01:55.194000,29.0,3.0,0 days 01:25:05.375000,,0 days 00:00:50.613000,0 days 00:00:41.312000,0 days 00:00:23.269000,0 days 01:25:33.553000,0 days 01:26:14.865000,0 days 01:26:38.134000,231.0,255.0,277.0,223.0,False,HARD,1.0,True,Mercedes,0 days 01:24:42.938000,,1,3.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:06:56.905000,VER,33,0 days 00:01:39.153000,17.0,1.0,,0 days 01:06:55.220000,0 days 00:00:31.143000,0 days 00:00:41.614000,0 days 00:00:26.396000,0 days 01:05:48.921000,0 days 01:06:30.535000,0 days 01:06:56.931000,231.0,251.0,,283.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 01:05:17.752000,,1,1.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:08:52.437000,VER,33,0 days 00:01:55.532000,18.0,2.0,0 days 01:07:20.122000,,0 days 00:00:51.372000,0 days 00:00:40.699000,0 days 00:00:23.461000,0 days 01:07:48.303000,0 days 01:08:29.002000,0 days 01:08:52.463000,235.0,258.0,274.0,220.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:06:56.905000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:42:15.088000,VER,33,0 days 00:01:37.828000,39.0,2.0,,0 days 01:42:13.427000,0 days 00:00:30.811000,0 days 00:00:41.084000,0 days 00:00:25.933000,0 days 01:41:08.097000,0 days 01:41:49.181000,0 days 01:42:15.114000,232.0,262.0,,285.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:40:37.260000,,1,1.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:44:08.525000,VER,33,0 days 00:01:53.437000,40.0,3.0,0 days 01:42:37.245000,,0 days 00:00:50.120000,0 days 00:00:40.205000,0 days 00:00:23.112000,0 days 01:43:05.234000,0 days 01:43:45.439000,0 days 01:44:08.551000,235.0,257.0,276.0,220.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:42:15.088000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:05:26.391000,BOT,77,0 days 00:01:39.534000,16.0,1.0,,0 days 01:05:24.696000,0 days 00:00:30.967000,0 days 00:00:41.984000,0 days 00:00:26.583000,0 days 01:04:17.840000,0 days 01:04:59.824000,0 days 01:05:26.407000,232.0,253.0,,288.0,False,MEDIUM,19.0,False,Mercedes,0 days 01:03:46.857000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:07:21.110000,BOT,77,0 days 00:01:54.719000,17.0,2.0,0 days 01:05:48.940000,,0 days 00:00:50.913000,0 days 00:00:40.348000,0 days 00:00:23.458000,0 days 01:06:17.320000,0 days 01:06:57.668000,0 days 01:07:21.126000,238.0,263.0,279.0,220.0,False,HARD,1.0,True,Mercedes,0 days 01:05:26.391000,,1,4.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:28:01.018000,BOT,77,0 days 00:01:38.028000,30.0,2.0,,0 days 01:27:59.311000,0 days 00:00:30.631000,0 days 00:00:41.157000,0 days 00:00:26.240000,0 days 01:26:53.637000,0 days 01:27:34.794000,0 days 01:28:01.034000,233.0,255.0,,295.0,False,HARD,14.0,True,Mercedes,0 days 01:26:22.990000,,1,2.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:30:04.836000,BOT,77,0 days 00:02:03.818000,31.0,3.0,0 days 01:28:32.248000,,0 days 00:00:59.583000,0 days 00:00:40.881000,0 days 00:00:23.354000,0 days 01:29:00.617000,0 days 01:29:41.498000,0 days 01:30:04.852000,236.0,253.0,280.0,221.0,False,HARD,1.0,True,Mercedes,0 days 01:28:01.018000,,1,5.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 02:06:23.439000,BOT,77,0 days 00:01:37.802000,54.0,3.0,,0 days 02:06:21.738000,0 days 00:00:30.429000,0 days 00:00:41.173000,0 days 00:00:26.200000,0 days 02:05:16.082000,0 days 02:05:57.255000,0 days 02:06:23.455000,237.0,255.0,,297.0,False,HARD,24.0,True,Mercedes,0 days 02:04:45.637000,,1,3.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 02:08:19.338000,BOT,77,0 days 00:01:55.899000,55.0,4.0,0 days 02:06:46.324000,,0 days 00:00:51.053000,0 days 00:00:41.034000,0 days 00:00:23.812000,0 days 02:07:14.508000,0 days 02:07:55.542000,0 days 02:08:19.354000,237.0,245.0,280.0,221.0,False,MEDIUM,4.0,False,Mercedes,0 days 02:06:23.439000,,1,3.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:59:07.071000,NOR,4,0 days 00:01:40.425000,12.0,1.0,,0 days 00:59:05.532000,0 days 00:00:31.480000,0 days 00:00:42.090000,0 days 00:00:26.855000,0 days 00:57:58.217000,0 days 00:58:40.307000,0 days 00:59:07.162000,232.0,249.0,,285.0,False,SOFT,15.0,False,McLaren,0 days 00:57:26.646000,,1,5.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:01:04.488000,NOR,4,0 days 00:01:57.417000,13.0,2.0,0 days 00:59:30.380000,,0 days 00:00:52.121000,0 days 00:00:41.374000,0 days 00:00:23.922000,0 days 00:59:59.283000,0 days 01:00:40.657000,0 days 01:01:04.579000,233.0,242.0,291.0,219.0,False,MEDIUM,1.0,True,McLaren,0 days 00:59:07.071000,,1,13.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:33:13.577000,NOR,4,0 days 00:01:39.275000,33.0,2.0,,0 days 01:33:11.987000,0 days 00:00:31.180000,0 days 00:00:41.605000,0 days 00:00:26.490000,0 days 01:32:05.573000,0 days 01:32:47.178000,0 days 01:33:13.668000,234.0,258.0,,283.0,False,MEDIUM,21.0,True,McLaren,0 days 01:31:34.302000,,1,3.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:35:10.387000,NOR,4,0 days 00:01:56.810000,34.0,3.0,0 days 01:33:37.645000,,0 days 00:00:52.362000,0 days 00:00:41.140000,0 days 00:00:23.308000,0 days 01:34:06.030000,0 days 01:34:47.170000,0 days 01:35:10.478000,234.0,248.0,277.0,221.0,False,HARD,1.0,True,McLaren,0 days 01:33:13.577000,,1,6.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:39:38.077000,PER,11,0 days 00:02:27.951000,1.0,1.0,0 days 00:37:22.315000,,,0 days 00:01:02.008000,0 days 00:00:41.807000,,0 days 00:38:56.399000,0 days 00:39:38.202000,231.0,88.0,180.0,204.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:37:09.970000,,124,19.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:41:58.743000,PER,11,0 days 00:02:20.666000,2.0,1.0,,0 days 00:41:57.867000,0 days 00:00:43.624000,0 days 00:00:58.002000,0 days 00:00:39.040000,0 days 00:40:21.741000,0 days 00:41:19.743000,0 days 00:41:58.783000,212.0,243.0,,246.0,False,MEDIUM,5.0,False,Red Bull Racing,0 days 00:39:38.077000,,4,19.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:44:13.989000,PER,11,0 days 00:02:15.246000,3.0,2.0,0 days 00:42:21.058000,,0 days 00:00:52.196000,0 days 00:00:44.804000,0 days 00:00:38.246000,0 days 00:42:50.979000,0 days 00:43:35.783000,0 days 00:44:14.029000,217.0,245.0,230.0,207.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 00:41:58.743000,,41,19.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:10:37.326000,PER,11,0 days 00:01:39.720000,19.0,2.0,,0 days 01:10:35.674000,0 days 00:00:31.247000,0 days 00:00:41.820000,0 days 00:00:26.653000,0 days 01:09:28.893000,0 days 01:10:10.713000,0 days 01:10:37.366000,235.0,258.0,,293.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 01:08:57.606000,,1,4.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:12:33.838000,PER,11,0 days 00:01:56.512000,20.0,3.0,0 days 01:10:59.792000,,0 days 00:00:51.242000,0 days 00:00:41.359000,0 days 00:00:23.911000,0 days 01:11:28.608000,0 days 01:12:09.967000,0 days 01:12:33.878000,231.0,248.0,287.0,217.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:10:37.326000,,1,12.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:41:22.298000,PER,11,0 days 00:01:38.802000,38.0,3.0,,0 days 01:41:20.638000,0 days 00:00:31.134000,0 days 00:00:41.447000,0 days 00:00:26.221000,0 days 01:40:14.670000,0 days 01:40:56.117000,0 days 01:41:22.338000,235.0,259.0,,293.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:39:43.496000,,1,4.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:43:19.048000,PER,11,0 days 00:01:56.750000,39.0,4.0,0 days 01:41:44.805000,,0 days 00:00:51.080000,0 days 00:00:42.082000,0 days 00:00:23.588000,0 days 01:42:13.418000,0 days 01:42:55.500000,0 days 01:43:19.088000,235.0,255.0,289.0,219.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:41:22.298000,,1,8.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:59:08.573000,LEC,16,0 days 00:01:40.477000,12.0,1.0,,0 days 00:59:06.889000,0 days 00:00:31.199000,0 days 00:00:42.368000,0 days 00:00:26.910000,0 days 00:57:59.328000,0 days 00:58:41.696000,0 days 00:59:08.606000,234.0,255.0,,296.0,False,SOFT,15.0,False,Ferrari,0 days 00:57:28.096000,,1,6.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:01:05.346000,LEC,16,0 days 00:01:56.773000,13.0,2.0,0 days 00:59:31.829000,,0 days 00:00:51.617000,0 days 00:00:41.410000,0 days 00:00:23.746000,0 days 01:00:00.223000,0 days 01:00:41.633000,0 days 01:01:05.379000,237.0,249.0,289.0,223.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:59:08.573000,,1,14.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:31:42.292000,LEC,16,0 days 00:01:39.973000,32.0,2.0,,0 days 01:31:40.633000,0 days 00:00:31.279000,0 days 00:00:42.007000,0 days 00:00:26.687000,0 days 01:30:33.631000,0 days 01:31:15.638000,0 days 01:31:42.325000,235.0,254.0,,291.0,False,MEDIUM,20.0,True,Ferrari,0 days 01:30:02.319000,,1,5.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:33:37.548000,LEC,16,0 days 00:01:55.256000,33.0,3.0,0 days 01:32:04.850000,,0 days 00:00:50.776000,0 days 00:00:40.957000,0 days 00:00:23.523000,0 days 01:32:33.101000,0 days 01:33:14.058000,0 days 01:33:37.581000,237.0,249.0,275.0,221.0,False,HARD,1.0,True,Ferrari,0 days 01:31:42.292000,,1,7.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:00:47.265000,RIC,3,0 days 00:01:40.195000,13.0,1.0,,0 days 01:00:45.671000,0 days 00:00:31.212000,0 days 00:00:42.104000,0 days 00:00:26.879000,0 days 00:59:38.311000,0 days 01:00:20.415000,0 days 01:00:47.294000,231.0,251.0,,280.0,False,SOFT,16.0,False,McLaren,0 days 00:59:07.070000,,1,4.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:02:44.692000,RIC,3,0 days 00:01:57.427000,14.0,2.0,0 days 01:01:10.325000,,0 days 00:00:51.318000,0 days 00:00:42.275000,0 days 00:00:23.834000,0 days 01:01:38.612000,0 days 01:02:20.887000,0 days 01:02:44.721000,235.0,252.0,296.0,224.0,False,MEDIUM,1.0,True,McLaren,0 days 01:00:47.265000,,1,11.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:31:47,RIC,3,0 days 00:01:39.803000,32.0,2.0,,0 days 01:31:45.358000,0 days 00:00:31.695000,0 days 00:00:41.897000,0 days 00:00:26.211000,0 days 01:30:38.921000,0 days 01:31:20.818000,0 days 01:31:47.029000,237.0,252.0,,290.0,False,MEDIUM,19.0,True,McLaren,0 days 01:30:07.197000,,1,7.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:33:43.039000,RIC,3,0 days 00:01:56.039000,33.0,3.0,0 days 01:32:10.049000,,0 days 00:00:51.165000,0 days 00:00:41.228000,0 days 00:00:23.646000,0 days 01:32:38.194000,0 days 01:33:19.422000,0 days 01:33:43.068000,235.0,255.0,278.0,224.0,False,HARD,1.0,True,McLaren,0 days 01:31:47,,1,9.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:04:06.170000,SAI,55,0 days 00:01:40.840000,15.0,1.0,,0 days 01:04:04.526000,0 days 00:00:31.479000,0 days 00:00:42.401000,0 days 00:00:26.960000,0 days 01:02:56.819000,0 days 01:03:39.220000,0 days 01:04:06.180000,239.0,252.0,,287.0,False,SOFT,18.0,False,Ferrari,0 days 01:02:25.330000,,1,5.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:06:02.718000,SAI,55,0 days 00:01:56.548000,16.0,2.0,0 days 01:04:28.934000,,0 days 00:00:50.832000,0 days 00:00:41.908000,0 days 00:00:23.808000,0 days 01:04:57.012000,0 days 01:05:38.920000,0 days 01:06:02.728000,236.0,244.0,274.0,221.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:04:06.170000,,1,11.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:39:55.764000,SAI,55,0 days 00:01:39.631000,37.0,2.0,,0 days 01:39:54.069000,0 days 00:00:31.119000,0 days 00:00:41.822000,0 days 00:00:26.690000,0 days 01:38:47.262000,0 days 01:39:29.084000,0 days 01:39:55.774000,237.0,257.0,,287.0,False,MEDIUM,22.0,True,Ferrari,0 days 01:38:16.133000,,1,6.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:41:50.892000,SAI,55,0 days 00:01:55.128000,38.0,3.0,0 days 01:40:18.443000,,0 days 00:00:51.122000,0 days 00:00:40.635000,0 days 00:00:23.371000,0 days 01:40:46.896000,0 days 01:41:27.531000,0 days 01:41:50.902000,238.0,250.0,275.0,214.0,False,HARD,1.0,True,Ferrari,0 days 01:39:55.764000,,1,9.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:04:14.831000,TSU,22,0 days 00:01:40.580000,15.0,1.0,,0 days 01:04:13.137000,0 days 00:00:31.299000,0 days 00:00:42.159000,0 days 00:00:27.122000,0 days 01:03:05.560000,0 days 01:03:47.719000,0 days 01:04:14.841000,233.0,257.0,,284.0,False,MEDIUM,18.0,False,AlphaTauri,0 days 01:02:34.251000,,1,7.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:06:11.958000,TSU,22,0 days 00:01:57.127000,16.0,2.0,0 days 01:04:38.216000,,0 days 00:00:51.855000,0 days 00:00:41.497000,0 days 00:00:23.775000,0 days 01:05:06.696000,0 days 01:05:48.193000,0 days 01:06:11.968000,233.0,255.0,277.0,221.0,False,HARD,1.0,True,AlphaTauri,0 days 01:04:14.831000,,1,14.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:33:38.580000,TSU,22,0 days 00:01:39.388000,33.0,2.0,,0 days 01:33:36.906000,0 days 00:00:31.161000,0 days 00:00:41.857000,0 days 00:00:26.370000,0 days 01:32:30.363000,0 days 01:33:12.220000,0 days 01:33:38.590000,235.0,259.0,,289.0,False,HARD,18.0,True,AlphaTauri,0 days 01:31:59.192000,,1,8.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:35:34.353000,TSU,22,0 days 00:01:55.773000,34.0,3.0,0 days 01:34:01.225000,,0 days 00:00:51.115000,0 days 00:00:41.196000,0 days 00:00:23.462000,0 days 01:34:29.705000,0 days 01:35:10.901000,0 days 01:35:34.363000,235.0,261.0,281.0,223.0,False,HARD,1.0,True,AlphaTauri,0 days 01:33:38.580000,,1,13.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:59:11.217000,STR,18,0 days 00:01:40.751000,12.0,1.0,,0 days 00:59:09.889000,0 days 00:00:31.237000,0 days 00:00:42.461000,0 days 00:00:27.053000,0 days 00:58:01.728000,0 days 00:58:44.189000,0 days 00:59:11.242000,229.0,245.0,,291.0,False,SOFT,15.0,False,Aston Martin,0 days 00:57:30.466000,,1,8.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:01:08.057000,STR,18,0 days 00:01:56.840000,13.0,2.0,0 days 00:59:35.926000,,0 days 00:00:51.740000,0 days 00:00:41.457000,0 days 00:00:23.643000,0 days 01:00:02.982000,0 days 01:00:44.439000,0 days 01:01:08.082000,232.0,247.0,281.0,223.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:59:11.217000,,1,16.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:25:25.967000,STR,18,0 days 00:01:39.588000,28.0,2.0,,0 days 01:25:24.368000,0 days 00:00:31.075000,0 days 00:00:42.120000,0 days 00:00:26.393000,0 days 01:24:17.479000,0 days 01:24:59.599000,0 days 01:25:25.992000,231.0,251.0,,298.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:23:46.379000,,1,9.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:27:23.480000,STR,18,0 days 00:01:57.513000,29.0,3.0,0 days 01:25:50.113000,,0 days 00:00:52.669000,0 days 00:00:41.210000,0 days 00:00:23.634000,0 days 01:26:18.661000,0 days 01:26:59.871000,0 days 01:27:23.505000,234.0,253.0,275.0,221.0,False,HARD,1.0,True,Aston Martin,0 days 01:25:25.967000,,1,15.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:00:54.348000,RAI,7,0 days 00:01:39.710000,13.0,1.0,,0 days 01:00:52.633000,0 days 00:00:30.751000,0 days 00:00:42.156000,0 days 00:00:26.803000,0 days 00:59:45.402000,0 days 01:00:27.558000,0 days 01:00:54.361000,232.0,250.0,,306.0,False,MEDIUM,13.0,True,Alfa Romeo Racing,0 days 00:59:14.638000,,1,7.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:02:51.381000,RAI,7,0 days 00:01:57.033000,14.0,2.0,0 days 01:01:16.777000,,0 days 00:00:51.087000,0 days 00:00:42.119000,0 days 00:00:23.827000,0 days 01:01:45.448000,0 days 01:02:27.567000,0 days 01:02:51.394000,230.0,239.0,273.0,222.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:00:54.348000,,1,14.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:27:08.440000,RAI,7,0 days 00:01:39.035000,29.0,2.0,,0 days 01:27:06.760000,0 days 00:00:31.020000,0 days 00:00:41.636000,0 days 00:00:26.379000,0 days 01:26:00.438000,0 days 01:26:42.074000,0 days 01:27:08.453000,234.0,257.0,,291.0,False,HARD,16.0,True,Alfa Romeo Racing,0 days 01:25:29.405000,,1,9.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:29:05.074000,RAI,7,0 days 00:01:56.634000,30.0,3.0,0 days 01:27:30.884000,,0 days 00:00:51.035000,0 days 00:00:42.023000,0 days 00:00:23.576000,0 days 01:27:59.488000,0 days 01:28:41.511000,0 days 01:29:05.087000,234.0,242.0,274.0,223.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:27:08.440000,,1,14.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 00:59:16.754000,GIO,99,0 days 00:01:40.892000,12.0,1.0,,0 days 00:59:15.082000,0 days 00:00:31.343000,0 days 00:00:42.449000,0 days 00:00:27.100000,0 days 00:58:07.224000,0 days 00:58:49.673000,0 days 00:59:16.773000,232.0,252.0,,294.0,False,MEDIUM,12.0,True,Alfa Romeo Racing,0 days 00:57:35.862000,,1,11.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:01:22.105000,GIO,99,0 days 00:02:05.351000,13.0,2.0,0 days 00:59:47.110000,,0 days 00:00:59.554000,0 days 00:00:42.018000,0 days 00:00:23.779000,0 days 01:00:16.327000,0 days 01:00:58.345000,0 days 01:01:22.124000,235.0,247.0,275.0,220.0,False,HARD,1.0,True,Alfa Romeo Racing,0 days 00:59:16.754000,,1,18.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:28:55.884000,GIO,99,0 days 00:01:39.490000,30.0,2.0,,0 days 01:28:55.899000,0 days 00:00:30.964000,0 days 00:00:42.096000,0 days 00:00:26.430000,0 days 01:27:47.377000,0 days 01:28:29.473000,0 days 01:28:55.903000,237.0,251.0,,297.0,False,HARD,18.0,True,Alfa Romeo Racing,0 days 01:27:16.394000,,1,11.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:30:52.257000,GIO,99,0 days 00:01:56.373000,31.0,3.0,0 days 01:29:18.438000,,0 days 00:00:51.401000,0 days 00:00:41.491000,0 days 00:00:23.481000,0 days 01:29:47.304000,0 days 01:30:28.795000,0 days 01:30:52.276000,238.0,243.0,295.0,220.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:28:55.884000,,1,17.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:00:57.665000,OCO,31,0 days 00:01:40.503000,13.0,1.0,,0 days 01:00:55.991000,0 days 00:00:31.269000,0 days 00:00:42.403000,0 days 00:00:26.831000,0 days 00:59:48.446000,0 days 01:00:30.849000,0 days 01:00:57.680000,229.0,252.0,,293.0,False,SOFT,13.0,True,Alpine,0 days 00:59:17.162000,,1,9.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:02:54.887000,OCO,31,0 days 00:01:57.222000,14.0,2.0,0 days 01:01:21.236000,,0 days 00:00:52.025000,0 days 00:00:41.447000,0 days 00:00:23.750000,0 days 01:01:49.705000,0 days 01:02:31.152000,0 days 01:02:54.902000,233.0,254.0,276.0,221.0,False,MEDIUM,1.0,True,Alpine,0 days 01:00:57.665000,,1,15.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:30:31.409000,OCO,31,0 days 00:01:39.268000,31.0,2.0,,0 days 01:30:29.744000,0 days 00:00:31.100000,0 days 00:00:41.772000,0 days 00:00:26.396000,0 days 01:29:23.256000,0 days 01:30:05.028000,0 days 01:30:31.424000,232.0,255.0,,287.0,False,MEDIUM,18.0,True,Alpine,0 days 01:28:52.141000,,1,10.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:32:27.723000,OCO,31,0 days 00:01:56.314000,32.0,3.0,0 days 01:30:54.204000,,0 days 00:00:51.068000,0 days 00:00:41.533000,0 days 00:00:23.713000,0 days 01:31:22.492000,0 days 01:32:04.025000,0 days 01:32:27.738000,240.0,253.0,292.0,222.0,False,HARD,1.0,True,Alpine,0 days 01:30:31.409000,,1,15.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:01:04.369000,RUS,63,0 days 00:01:40.821000,13.0,1.0,,0 days 01:01:02.699000,0 days 00:00:31.452000,0 days 00:00:42.773000,0 days 00:00:26.596000,0 days 00:59:55,0 days 01:00:37.773000,0 days 01:01:04.369000,228.0,241.0,,296.0,False,SOFT,13.0,True,Williams,0 days 00:59:23.548000,,1,12.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:03:01.505000,RUS,63,0 days 00:01:57.136000,14.0,2.0,0 days 01:01:27.323000,,0 days 00:00:51.578000,0 days 00:00:41.732000,0 days 00:00:23.826000,0 days 01:01:55.947000,0 days 01:02:37.679000,0 days 01:03:01.505000,230.0,248.0,281.0,221.0,False,MEDIUM,1.0,True,Williams,0 days 01:01:04.369000,,1,18.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:38:50.216000,RUS,63,0 days 00:01:42.693000,36.0,2.0,,0 days 01:38:48.507000,0 days 00:00:31.921000,0 days 00:00:44.028000,0 days 00:00:26.744000,0 days 01:37:39.444000,0 days 01:38:23.472000,0 days 01:38:50.216000,232.0,241.0,,287.0,False,MEDIUM,23.0,True,Williams,0 days 01:37:07.523000,,1,13.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:40:45.436000,RUS,63,0 days 00:01:55.220000,37.0,3.0,0 days 01:39:12.755000,,0 days 00:00:50.862000,0 days 00:00:41.124000,0 days 00:00:23.234000,0 days 01:39:41.078000,0 days 01:40:22.202000,0 days 01:40:45.436000,233.0,253.0,281.0,223.0,False,MEDIUM,1.0,True,Williams,0 days 01:38:50.216000,,1,16.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:19:10.868000,VET,5,0 days 00:01:41.508000,24.0,1.0,,0 days 01:19:09.201000,0 days 00:00:31.588000,0 days 00:00:42.821000,0 days 00:00:27.099000,0 days 01:18:00.976000,0 days 01:18:43.797000,0 days 01:19:10.896000,232.0,249.0,,294.0,False,MEDIUM,24.0,True,Aston Martin,0 days 01:17:29.360000,,1,14.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:21:07.462000,VET,5,0 days 00:01:56.594000,25.0,2.0,0 days 01:19:33.805000,,0 days 00:00:51.479000,0 days 00:00:41.404000,0 days 00:00:23.711000,0 days 01:20:02.375000,0 days 01:20:43.779000,0 days 01:21:07.490000,231.0,246.0,275.0,222.0,False,HARD,1.0,True,Aston Martin,0 days 01:19:10.868000,,1,17.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:03:00.145000,MSC,47,0 days 00:01:42.903000,14.0,1.0,,0 days 01:02:58.451000,0 days 00:00:31.583000,0 days 00:00:43.799000,0 days 00:00:27.521000,0 days 01:01:48.848000,0 days 01:02:32.647000,0 days 01:03:00.168000,233.0,246.0,,289.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:01:17.242000,,1,17.0,,,False,False,2021,1,Bahrain Grand Prix
0 days 01:05:02.016000,MSC,47,0 days 00:02:01.871000,15.0,2.0,0 days 01:03:24.248000,,0 days 00:00:54.601000,0 days 00:00:42.851000,0 days 00:00:24.419000,0 days 01:03:54.769000,0 days 01:04:37.620000,0 days 01:05:02.039000,231.0,239.0,272.0,213.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:03:00.145000,,1,19.0,,,False,False,2021,1,Bahrain Grand Prix
