Year,RoundNumber,EventName,EventDate,DriverNumber,Abbreviation,FullName,TeamName,GridPosition,Position,Status,Points,Laps,Time
2018,10,British Grand Prix,2018-07-08,8,GRO,Romain Grosjean,Haas F1 Team,8.0,16.0,Collision,0.0,37.0,
2018,10,British Grand Prix,2018-07-08,55,SAI,Carlos Sainz,Renault,16.0,17.0,Collision,0.0,37.0,
2018,10,British Grand Prix,2018-07-08,9,ERI,Marcus Ericsson,Sauber,15.0,18.0,Accident,0.0,31.0,
2018,10,British Grand Prix,2018-07-08,16,LEC,Charles Leclerc,Sauber,9.0,19.0,Tyre,0.0,18.0,
2018,10,British Grand Prix,2018-07-08,28,HAR,Brendon Hartley,Toro Rosso,0.0,20.0,Power Unit,0.0,1.0,
2018,11,German Grand Prix,2018-07-22,44,HAM,Lewis Hamilton,Mercedes,14.0,1.0,Finished,25.0,67.0,0 days 01:32:29.845000
2018,11,German Grand Prix,2018-07-22,77,BOT,Valtteri Bottas,Mercedes,2.0,2.0,Finished,18.0,67.0,0 days 00:00:04.535000
2018,11,German Grand Prix,2018-07-22,7,RAI,Kimi Räikkönen,Ferrari,3.0,3.0,Finished,15.0,67.0,0 days 00:00:06.732000
2018,11,German Grand Prix,2018-07-22,33,VER,Max Verstappen,Red Bull Racing,4.0,4.0,Finished,12.0,67.0,0 days 00:00:07.654000
2018,11,German Grand Prix,2018-07-22,27,HUL,Nico Hulkenberg,Renault,7.0,5.0,Finished,10.0,67.0,0 days 00:00:26.609000
2018,11,German Grand Prix,2018-07-22,8,GRO,Romain Grosjean,Haas F1 Team,6.0,6.0,Finished,8.0,67.0,0 days 00:00:28.871000
2018,11,German Grand Prix,2018-07-22,11,PER,Sergio Perez,Force India,10.0,7.0,Finished,6.0,67.0,0 days 00:00:30.556000
2018,11,German Grand Prix,2018-07-22,31,OCO,Esteban Ocon,Force India,15.0,8.0,Finished,4.0,67.0,0 days 00:00:31.750000
2018,11,German Grand Prix,2018-07-22,9,ERI,Marcus Ericsson,Sauber,13.0,9.0,Finished,2.0,67.0,0 days 00:00:32.362000
2018,11,German Grand Prix,2018-07-22,28,HAR,Brendon Hartley,Toro Rosso,17.0,10.0,Finished,1.0,67.0,0 days 00:00:34.197000
2018,11,German Grand Prix,2018-07-22,20,MAG,Kevin Magnussen,Haas F1 Team,5.0,11.0,Finished,0.0,67.0,0 days 00:00:34.919000
2018,11,German Grand Prix,2018-07-22,55,SAI,Carlos Sainz,Renault,8.0,12.0,Finished,0.0,67.0,0 days 00:00:43.069000
2018,11,German Grand Prix,2018-07-22,2,VAN,Stoffel Vandoorne,McLaren,19.0,13.0,Finished,0.0,67.0,0 days 00:00:46.617000
2018,11,German Grand Prix,2018-07-22,10,GAS,Pierre Gasly,Toro Rosso,16.0,14.0,+1 Lap,0.0,66.0,
2018,11,German Grand Prix,2018-07-22,16,LEC,Charles Leclerc,Sauber,9.0,15.0,+1 Lap,0.0,66.0,
2018,11,German Grand Prix,2018-07-22,14,ALO,Fernando Alonso,McLaren,11.0,16.0,Retired,0.0,65.0,
2018,11,German Grand Prix,2018-07-22,18,STR,Lance Stroll,Williams,18.0,17.0,Engine,0.0,53.0,
2018,11,German Grand Prix,2018-07-22,5,VET,Sebastian Vettel,Ferrari,1.0,18.0,Accident,0.0,51.0,
2018,11,German Grand Prix,2018-07-22,35,SIR,Sergey Sirotkin,Williams,12.0,19.0,Engine,0.0,51.0,
2018,11,German Grand Prix,2018-07-22,3,RIC,Daniel Ricciardo,Red Bull Racing,20.0,20.0,Engine,0.0,27.0,
2018,12,Hungarian Grand Prix,2018-07-29,44,HAM,Lewis Hamilton,Mercedes,1.0,1.0,Finished,25.0,70.0,0 days 01:37:16.427000
2018,12,Hungarian Grand Prix,2018-07-29,5,VET,Sebastian Vettel,Ferrari,4.0,2.0,Finished,18.0,70.0,0 days 00:00:17.123000
2018,12,Hungarian Grand Prix,2018-07-29,7,RAI,Kimi Räikkönen,Ferrari,3.0,3.0,Finished,15.0,70.0,0 days 00:00:20.101000
2018,12,Hungarian Grand Prix,2018-07-29,3,RIC,Daniel Ricciardo,Red Bull Racing,12.0,4.0,Finished,12.0,70.0,0 days 00:00:46.419000
2018,12,Hungarian Grand Prix,2018-07-29,77,BOT,Valtteri Bottas,Mercedes,2.0,5.0,Finished,10.0,70.0,0 days 00:00:50
2018,12,Hungarian Grand Prix,2018-07-29,10,GAS,Pierre Gasly,Toro Rosso,6.0,6.0,Finished,8.0,70.0,0 days 00:01:13.273000
2018,12,Hungarian Grand Prix,2018-07-29,20,MAG,Kevin Magnussen,Haas F1 Team,9.0,7.0,+1 Lap,6.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,14,ALO,Fernando Alonso,McLaren,11.0,8.0,+1 Lap,4.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,55,SAI,Carlos Sainz,Renault,5.0,9.0,+1 Lap,2.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,8,GRO,Romain Grosjean,Haas F1 Team,10.0,10.0,+1 Lap,1.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,28,HAR,Brendon Hartley,Toro Rosso,8.0,11.0,+1 Lap,0.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,27,HUL,Nico Hulkenberg,Renault,13.0,12.0,+1 Lap,0.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,31,OCO,Esteban Ocon,Force India,18.0,13.0,+1 Lap,0.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,11,PER,Sergio Perez,Force India,19.0,14.0,+1 Lap,0.0,69.0,
2018,12,Hungarian Grand Prix,2018-07-29,9,ERI,Marcus Ericsson,Sauber,14.0,15.0,+2 Laps,0.0,68.0,
2018,12,Hungarian Grand Prix,2018-07-29,35,SIR,Sergey Sirotkin,Williams,20.0,16.0,+2 Laps,0.0,68.0,
2018,12,Hungarian Grand Prix,2018-07-29,18,STR,Lance Stroll,Williams,15.0,17.0,+2 Laps,0.0,68.0,
2018,12,Hungarian Grand Prix,2018-07-29,2,VAN,Stoffel Vandoorne,McLaren,16.0,18.0,Gearbox,0.0,49.0,
2018,12,Hungarian Grand Prix,2018-07-29,33,VER,Max Verstappen,Red Bull Racing,7.0,19.0,Power loss,0.0,5.0,
2018,12,Hungarian Grand Prix,2018-07-29,16,LEC,Charles Leclerc,Sauber,17.0,20.0,Suspension,0.0,0.0,
2018,13,Belgian Grand Prix,2018-08-26,5,VET,Sebastian Vettel,Ferrari,2.0,1.0,Finished,25.0,44.0,0 days 01:23:34.476000
2018,13,Belgian Grand Prix,2018-08-26,44,HAM,Lewis Hamilton,Mercedes,1.0,2.0,Finished,18.0,44.0,0 days 00:00:11.061000
2018,13,Belgian Grand Prix,2018-08-26,33,VER,Max Verstappen,Red Bull Racing,7.0,3.0,Finished,15.0,44.0,0 days 00:00:31.372000
2018,13,Belgian Grand Prix,2018-08-26,77,BOT,Valtteri Bottas,Mercedes,19.0,4.0,Finished,12.0,44.0,0 days 00:01:03.605000
2018,13,Belgian Grand Prix,2018-08-26,11,PER,Sergio Perez,Racing Point,4.0,5.0,Finished,10.0,44.0,0 days 00:01:11.023000
2018,13,Belgian Grand Prix,2018-08-26,31,OCO,Esteban Ocon,Racing Point,3.0,6.0,Finished,8.0,44.0,0 days 00:01:19.520000
2018,13,Belgian Grand Prix,2018-08-26,8,GRO,Romain Grosjean,Haas F1 Team,5.0,7.0,Finished,6.0,44.0,0 days 00:01:25.953000
2018,13,Belgian Grand Prix,2018-08-26,20,MAG,Kevin Magnussen,Haas F1 Team,9.0,8.0,Finished,4.0,44.0,0 days 00:01:27.639000
2018,13,Belgian Grand Prix,2018-08-26,10,GAS,Pierre Gasly,Toro Rosso,10.0,9.0,Finished,2.0,44.0,0 days 00:01:45.892000
2018,13,Belgian Grand Prix,2018-08-26,9,ERI,Marcus Ericsson,Sauber,13.0,10.0,+1 Lap,1.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,55,SAI,Carlos Sainz,Renault,14.0,11.0,+1 Lap,0.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,35,SIR,Sergey Sirotkin,Williams,16.0,12.0,+1 Lap,0.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,18,STR,Lance Stroll,Williams,17.0,13.0,+1 Lap,0.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,28,HAR,Brendon Hartley,Toro Rosso,11.0,14.0,+1 Lap,0.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,2,VAN,Stoffel Vandoorne,McLaren,18.0,15.0,+1 Lap,0.0,43.0,
2018,13,Belgian Grand Prix,2018-08-26,3,RIC,Daniel Ricciardo,Red Bull Racing,8.0,16.0,Retired,0.0,28.0,
2018,13,Belgian Grand Prix,2018-08-26,7,RAI,Kimi Räikkönen,Ferrari,6.0,17.0,Brakes,0.0,8.0,
2018,13,Belgian Grand Prix,2018-08-26,16,LEC,Charles Leclerc,Sauber,12.0,18.0,Accident,0.0,0.0,
2018,13,Belgian Grand Prix,2018-08-26,14,ALO,Fernando Alonso,McLaren,15.0,19.0,Accident,0.0,0.0,
2018,13,Belgian Grand Prix,2018-08-26,27,HUL,Nico Hulkenberg,Renault,20.0,20.0,Accident,0.0,0.0,
2018,14,Italian Grand Prix,2018-09-02,44,HAM,Lewis Hamilton,Mercedes,3.0,1.0,Finished,25.0,53.0,0 days 01:16:54.484000
2018,14,Italian Grand Prix,2018-09-02,7,RAI,Kimi Räikkönen,Ferrari,1.0,2.0,Finished,18.0,53.0,0 days 00:00:08.705000
2018,14,Italian Grand Prix,2018-09-02,77,BOT,Valtteri Bottas,Mercedes,4.0,3.0,Finished,15.0,53.0,0 days 00:00:14.066000
2018,14,Italian Grand Prix,2018-09-02,5,VET,Sebastian Vettel,Ferrari,2.0,4.0,Finished,12.0,53.0,0 days 00:00:16.151000
2018,14,Italian Grand Prix,2018-09-02,33,VER,Max Verstappen,Red Bull Racing,5.0,5.0,Finished,10.0,53.0,0 days 00:00:18.208000
2018,14,Italian Grand Prix,2018-09-02,31,OCO,Esteban Ocon,Racing Point,8.0,6.0,Finished,8.0,53.0,0 days 00:00:57.761000
2018,14,Italian Grand Prix,2018-09-02,11,PER,Sergio Perez,Racing Point,14.0,7.0,Finished,6.0,53.0,0 days 00:00:58.678000
2018,14,Italian Grand Prix,2018-09-02,55,SAI,Carlos Sainz,Renault,7.0,8.0,Finished,4.0,53.0,0 days 00:01:18.140000
2018,14,Italian Grand Prix,2018-09-02,18,STR,Lance Stroll,Williams,10.0,9.0,+1 Lap,2.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,35,SIR,Sergey Sirotkin,Williams,12.0,10.0,+1 Lap,1.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,16,LEC,Charles Leclerc,Sauber,15.0,11.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,2,VAN,Stoffel Vandoorne,McLaren,17.0,12.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,27,HUL,Nico Hulkenberg,Renault,20.0,13.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,10,GAS,Pierre Gasly,Toro Rosso,9.0,14.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,9,ERI,Marcus Ericsson,Sauber,18.0,15.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,20,MAG,Kevin Magnussen,Haas F1 Team,11.0,16.0,+1 Lap,0.0,52.0,
2018,14,Italian Grand Prix,2018-09-02,3,RIC,Daniel Ricciardo,Red Bull Racing,19.0,17.0,Engine,0.0,23.0,
2018,14,Italian Grand Prix,2018-09-02,14,ALO,Fernando Alonso,McLaren,13.0,18.0,Engine,0.0,9.0,
2018,14,Italian Grand Prix,2018-09-02,28,HAR,Brendon Hartley,Toro Rosso,16.0,19.0,Brakes,0.0,0.0,
2018,14,Italian Grand Prix,2018-09-02,8,GRO,Romain Grosjean,Haas F1 Team,6.0,20.0,Disqualified,0.0,53.0,
2018,15,Singapore Grand Prix,2018-09-16,44,HAM,Lewis Hamilton,Mercedes,1.0,1.0,Finished,25.0,61.0,0 days 01:51:11.611000
2018,15,Singapore Grand Prix,2018-09-16,33,VER,Max Verstappen,Red Bull Racing,2.0,2.0,Finished,18.0,61.0,0 days 00:00:08.961000
2018,15,Singapore Grand Prix,2018-09-16,5,VET,Sebastian Vettel,Ferrari,3.0,3.0,Finished,15.0,61.0,0 days 00:00:39.984000
2018,15,Singapore Grand Prix,2018-09-16,77,BOT,Valtteri Bottas,Mercedes,4.0,4.0,Finished,12.0,61.0,0 days 00:00:51.930000
2018,15,Singapore Grand Prix,2018-09-16,7,RAI,Kimi Räikkönen,Ferrari,5.0,5.0,Finished,10.0,61.0,0 days 00:00:53.001000
2018,15,Singapore Grand Prix,2018-09-16,3,RIC,Daniel Ricciardo,Red Bull Racing,6.0,6.0,Finished,8.0,61.0,0 days 00:00:53.982000
2018,15,Singapore Grand Prix,2018-09-16,14,ALO,Fernando Alonso,McLaren,11.0,7.0,Finished,6.0,61.0,0 days 00:01:43.001000
2018,15,Singapore Grand Prix,2018-09-16,55,SAI,Carlos Sainz,Renault,12.0,8.0,+1 Lap,4.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,16,LEC,Charles Leclerc,Sauber,13.0,9.0,+1 Lap,2.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,27,HUL,Nico Hulkenberg,Renault,10.0,10.0,+1 Lap,1.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,9,ERI,Marcus Ericsson,Sauber,14.0,11.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,2,VAN,Stoffel Vandoorne,McLaren,18.0,12.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,10,GAS,Pierre Gasly,Toro Rosso,15.0,13.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,18,STR,Lance Stroll,Williams,20.0,14.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,8,GRO,Romain Grosjean,Haas F1 Team,8.0,15.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,11,PER,Sergio Perez,Racing Point,7.0,16.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,28,HAR,Brendon Hartley,Toro Rosso,17.0,17.0,+1 Lap,0.0,60.0,
2018,15,Singapore Grand Prix,2018-09-16,20,MAG,Kevin Magnussen,Haas F1 Team,16.0,18.0,+2 Laps,0.0,59.0,
2018,15,Singapore Grand Prix,2018-09-16,35,SIR,Sergey Sirotkin,Williams,19.0,19.0,+2 Laps,0.0,59.0,
2018,15,Singapore Grand Prix,2018-09-16,31,OCO,Esteban Ocon,Racing Point,9.0,20.0,Collision,0.0,0.0,
2018,16,Russian Grand Prix,2018-09-30,44,HAM,Lewis Hamilton,Mercedes,2.0,1.0,Finished,25.0,53.0,0 days 01:27:25.181000
2018,16,Russian Grand Prix,2018-09-30,77,BOT,Valtteri Bottas,Mercedes,1.0,2.0,Finished,18.0,53.0,0 days 00:00:02.545000
2018,16,Russian Grand Prix,2018-09-30,5,VET,Sebastian Vettel,Ferrari,3.0,3.0,Finished,15.0,53.0,0 days 00:00:07.487000
2018,16,Russian Grand Prix,2018-09-30,7,RAI,Kimi Räikkönen,Ferrari,4.0,4.0,Finished,12.0,53.0,0 days 00:00:16.543000
2018,16,Russian Grand Prix,2018-09-30,33,VER,Max Verstappen,Red Bull Racing,19.0,5.0,Finished,10.0,53.0,0 days 00:00:31.016000
2018,16,Russian Grand Prix,2018-09-30,3,RIC,Daniel Ricciardo,Red Bull Racing,18.0,6.0,Finished,8.0,53.0,0 days 00:01:20.451000
2018,16,Russian Grand Prix,2018-09-30,16,LEC,Charles Leclerc,Sauber,7.0,7.0,Finished,6.0,53.0,0 days 00:01:38.390000
2018,16,Russian Grand Prix,2018-09-30,20,MAG,Kevin Magnussen,Haas F1 Team,5.0,8.0,+1 Lap,4.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,31,OCO,Esteban Ocon,Racing Point,6.0,9.0,+1 Lap,2.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,11,PER,Sergio Perez,Racing Point,8.0,10.0,+1 Lap,1.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,8,GRO,Romain Grosjean,Haas F1 Team,9.0,11.0,+1 Lap,0.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,27,HUL,Nico Hulkenberg,Renault,12.0,12.0,+1 Lap,0.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,9,ERI,Marcus Ericsson,Sauber,10.0,13.0,+1 Lap,0.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,14,ALO,Fernando Alonso,McLaren,16.0,14.0,+1 Lap,0.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,18,STR,Lance Stroll,Williams,14.0,15.0,+1 Lap,0.0,52.0,
2018,16,Russian Grand Prix,2018-09-30,2,VAN,Stoffel Vandoorne,McLaren,15.0,16.0,+2 Laps,0.0,51.0,
2018,16,Russian Grand Prix,2018-09-30,55,SAI,Carlos Sainz,Renault,11.0,17.0,+2 Laps,0.0,51.0,
2018,16,Russian Grand Prix,2018-09-30,35,SIR,Sergey Sirotkin,Williams,13.0,18.0,+2 Laps,0.0,51.0,
2018,16,Russian Grand Prix,2018-09-30,10,GAS,Pierre Gasly,Toro Rosso,17.0,19.0,Brakes,0.0,4.0,
2018,16,Russian Grand Prix,2018-09-30,28,HAR,Brendon Hartley,Toro Rosso,20.0,20.0,Brakes,0.0,4.0,
2018,17,Japanese Grand Prix,2018-10-07,44,HAM,Lewis Hamilton,Mercedes,1.0,1.0,Finished,25.0,53.0,0 days 01:27:17.062000
2018,17,Japanese Grand Prix,2018-10-07,77,BOT,Valtteri Bottas,Mercedes,2.0,2.0,Finished,18.0,53.0,0 days 00:00:12.919000
2018,17,Japanese Grand Prix,2018-10-07,33,VER,Max Verstappen,Red Bull Racing,3.0,3.0,Finished,15.0,53.0,0 days 00:00:14.295000
2018,17,Japanese Grand Prix,2018-10-07,3,RIC,Daniel Ricciardo,Red Bull Racing,15.0,4.0,Finished,12.0,53.0,0 days 00:00:19.495000
2018,17,Japanese Grand Prix,2018-10-07,7,RAI,Kimi Räikkönen,Ferrari,4.0,5.0,Finished,10.0,53.0,0 days 00:00:50.998000
2018,17,Japanese Grand Prix,2018-10-07,5,VET,Sebastian Vettel,Ferrari,8.0,6.0,Finished,8.0,53.0,0 days 00:01:09.873000
2018,17,Japanese Grand Prix,2018-10-07,11,PER,Sergio Perez,Racing Point,9.0,7.0,Finished,6.0,53.0,0 days 00:01:19.379000
2018,17,Japanese Grand Prix,2018-10-07,8,GRO,Romain Grosjean,Haas F1 Team,5.0,8.0,Finished,4.0,53.0,0 days 00:01:27.198000
2018,17,Japanese Grand Prix,2018-10-07,31,OCO,Esteban Ocon,Racing Point,11.0,9.0,Finished,2.0,53.0,0 days 00:01:28.055000
2018,17,Japanese Grand Prix,2018-10-07,55,SAI,Carlos Sainz,Renault,13.0,10.0,+1 Lap,1.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,10,GAS,Pierre Gasly,Toro Rosso,7.0,11.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,9,ERI,Marcus Ericsson,Sauber,20.0,12.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,28,HAR,Brendon Hartley,Toro Rosso,6.0,13.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,14,ALO,Fernando Alonso,McLaren,18.0,14.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,2,VAN,Stoffel Vandoorne,McLaren,19.0,15.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,35,SIR,Sergey Sirotkin,Williams,17.0,16.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,18,STR,Lance Stroll,Williams,14.0,17.0,+1 Lap,0.0,52.0,
2018,17,Japanese Grand Prix,2018-10-07,16,LEC,Charles Leclerc,Sauber,10.0,18.0,Mechanical,0.0,38.0,
2018,17,Japanese Grand Prix,2018-10-07,27,HUL,Nico Hulkenberg,Renault,16.0,19.0,Engine,0.0,37.0,
2018,17,Japanese Grand Prix,2018-10-07,20,MAG,Kevin Magnussen,Haas F1 Team,12.0,20.0,Collision damage,0.0,8.0,
2018,18,United States Grand Prix,2018-10-21,7,RAI,Kimi Räikkönen,Ferrari,2.0,1.0,Finished,25.0,56.0,0 days 01:34:18.643000
2018,18,United States Grand Prix,2018-10-21,33,VER,Max Verstappen,Red Bull Racing,18.0,2.0,Finished,18.0,56.0,0 days 00:00:01.281000
2018,18,United States Grand Prix,2018-10-21,44,HAM,Lewis Hamilton,Mercedes,1.0,3.0,Finished,15.0,56.0,0 days 00:00:02.342000
2018,18,United States Grand Prix,2018-10-21,5,VET,Sebastian Vettel,Ferrari,5.0,4.0,Finished,12.0,56.0,0 days 00:00:18.222000
2018,18,United States Grand Prix,2018-10-21,77,BOT,Valtteri Bottas,Mercedes,3.0,5.0,Finished,10.0,56.0,0 days 00:00:24.744000
2018,18,United States Grand Prix,2018-10-21,27,HUL,Nico Hulkenberg,Renault,7.0,6.0,Finished,8.0,56.0,0 days 00:01:27.210000
2018,18,United States Grand Prix,2018-10-21,55,SAI,Carlos Sainz,Renault,11.0,7.0,Finished,6.0,56.0,0 days 00:01:34.994000
2018,18,United States Grand Prix,2018-10-21,11,PER,Sergio Perez,Racing Point,10.0,8.0,Finished,4.0,56.0,0 days 00:01:41.080000
2018,18,United States Grand Prix,2018-10-21,28,HAR,Brendon Hartley,Toro Rosso,20.0,9.0,+1 Lap,2.0,55.0,
2018,18,United States Grand Prix,2018-10-21,9,ERI,Marcus Ericsson,Sauber,16.0,10.0,+1 Lap,1.0,55.0,
2018,18,United States Grand Prix,2018-10-21,2,VAN,Stoffel Vandoorne,McLaren,17.0,11.0,+1 Lap,0.0,55.0,
2018,18,United States Grand Prix,2018-10-21,10,GAS,Pierre Gasly,Toro Rosso,19.0,12.0,+1 Lap,0.0,55.0,
2018,18,United States Grand Prix,2018-10-21,35,SIR,Sergey Sirotkin,Williams,14.0,13.0,+1 Lap,0.0,55.0,
2018,18,United States Grand Prix,2018-10-21,18,STR,Lance Stroll,Williams,15.0,14.0,+2 Laps,0.0,54.0,
2018,18,United States Grand Prix,2018-10-21,16,LEC,Charles Leclerc,Sauber,9.0,15.0,Collision damage,0.0,31.0,
2018,18,United States Grand Prix,2018-10-21,3,RIC,Daniel Ricciardo,Red Bull Racing,4.0,16.0,Battery,0.0,8.0,
2018,18,United States Grand Prix,2018-10-21,8,GRO,Romain Grosjean,Haas F1 Team,8.0,17.0,Collision damage,0.0,2.0,
2018,18,United States Grand Prix,2018-10-21,14,ALO,Fernando Alonso,McLaren,13.0,18.0,Collision,0.0,1.0,
2018,18,United States Grand Prix,2018-10-21,31,OCO,Esteban Ocon,Racing Point,6.0,19.0,Disqualified,0.0,56.0,
2018,18,United States Grand Prix,2018-10-21,20,MAG,Kevin Magnussen,Haas F1 Team,12.0,20.0,Disqualified,0.0,56.0,
2018,19,Mexican Grand Prix,2018-10-28,33,VER,Max Verstappen,Red Bull Racing,2.0,1.0,Finished,25.0,71.0,0 days 01:38:28.851000
2018,19,Mexican Grand Prix,2018-10-28,5,VET,Sebastian Vettel,Ferrari,4.0,2.0,Finished,18.0,71.0,0 days 00:00:17.316000
2018,19,Mexican Grand Prix,2018-10-28,7,RAI,Kimi Räikkönen,Ferrari,6.0,3.0,Finished,15.0,71.0,0 days 00:00:49.914000
2018,19,Mexican Grand Prix,2018-10-28,44,HAM,Lewis Hamilton,Mercedes,3.0,4.0,Finished,12.0,71.0,0 days 00:01:18.738000
2018,19,Mexican Grand Prix,2018-10-28,77,BOT,Valtteri Bottas,Mercedes,5.0,5.0,+1 Lap,10.0,70.0,
2018,19,Mexican Grand Prix,2018-10-28,27,HUL,Nico Hulkenberg,Renault,7.0,6.0,+2 Laps,8.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,16,LEC,Charles Leclerc,Sauber,9.0,7.0,+2 Laps,6.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,2,VAN,Stoffel Vandoorne,McLaren,15.0,8.0,+2 Laps,4.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,9,ERI,Marcus Ericsson,Sauber,10.0,9.0,+2 Laps,2.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,10,GAS,Pierre Gasly,Toro Rosso,20.0,10.0,+2 Laps,1.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,31,OCO,Esteban Ocon,Racing Point,11.0,11.0,+2 Laps,0.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,18,STR,Lance Stroll,Williams,17.0,12.0,+2 Laps,0.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,35,SIR,Sergey Sirotkin,Williams,19.0,13.0,+2 Laps,0.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,28,HAR,Brendon Hartley,Toro Rosso,14.0,14.0,+2 Laps,0.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,20,MAG,Kevin Magnussen,Haas F1 Team,16.0,15.0,+2 Laps,0.0,69.0,
2018,19,Mexican Grand Prix,2018-10-28,8,GRO,Romain Grosjean,Haas F1 Team,18.0,16.0,+3 Laps,0.0,68.0,
2018,19,Mexican Grand Prix,2018-10-28,3,RIC,Daniel Ricciardo,Red Bull Racing,1.0,17.0,Engine,0.0,61.0,
2018,19,Mexican Grand Prix,2018-10-28,11,PER,Sergio Perez,Racing Point,13.0,18.0,Brakes,0.0,38.0,
2018,19,Mexican Grand Prix,2018-10-28,55,SAI,Carlos Sainz,Renault,8.0,19.0,Suspension,0.0,28.0,
2018,19,Mexican Grand Prix,2018-10-28,14,ALO,Fernando Alonso,McLaren,12.0,20.0,Engine,0.0,3.0,
2018,20,Brazilian Grand Prix,2018-11-11,44,HAM,Lewis Hamilton,Mercedes,1.0,1.0,Finished,25.0,71.0,0 days 01:27:09.066000
2018,20,Brazilian Grand Prix,2018-11-11,33,VER,Max Verstappen,Red Bull Racing,5.0,2.0,Finished,18.0,71.0,0 days 00:00:01.469000
2018,20,Brazilian Grand Prix,2018-11-11,7,RAI,Kimi Räikkönen,Ferrari,4.0,3.0,Finished,15.0,71.0,0 days 00:00:04.764000
2018,20,Brazilian Grand Prix,2018-11-11,3,RIC,Daniel Ricciardo,Red Bull Racing,11.0,4.0,Finished,12.0,71.0,0 days 00:00:05.193000
2018,20,Brazilian Grand Prix,2018-11-11,77,BOT,Valtteri Bottas,Mercedes,3.0,5.0,Finished,10.0,71.0,0 days 00:00:22.943000
2018,20,Brazilian Grand Prix,2018-11-11,5,VET,Sebastian Vettel,Ferrari,2.0,6.0,Finished,8.0,71.0,0 days 00:00:26.997000
2018,20,Brazilian Grand Prix,2018-11-11,16,LEC,Charles Leclerc,Sauber,7.0,7.0,Finished,6.0,71.0,0 days 00:00:44.199000
2018,20,Brazilian Grand Prix,2018-11-11,8,GRO,Romain Grosjean,Haas F1 Team,8.0,8.0,Finished,4.0,71.0,0 days 00:00:51.230000
2018,20,Brazilian Grand Prix,2018-11-11,20,MAG,Kevin Magnussen,Haas F1 Team,10.0,9.0,Finished,2.0,71.0,0 days 00:00:52.857000
2018,20,Brazilian Grand Prix,2018-11-11,11,PER,Sergio Perez,Racing Point,12.0,10.0,+1 Lap,1.0,70.0,
