Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RoundNumber
0 days 01:13:20.253000,BOT,77,0 days 00:01:39.656000,11.0,1.0,,0 days 01:13:14.893000,0 days 00:00:32.257000,0 days 00:00:36.122000,0 days 00:00:31.277000,0 days 01:12:12.909000,0 days 01:12:49.031000,0 days 01:13:20.308000,211.0,182.0,,319.0,False,SOFT,11.0,True,Kick Sauber,0 days 01:11:40.597000,,1,19.0,,,False,False,2024,6
0 days 01:15:09.812000,BOT,77,0 days 00:01:49.559000,12.0,2.0,0 days 01:13:38.589000,,0 days 00:00:47.772000,0 days 00:00:35.654000,0 days 00:00:26.133000,0 days 01:14:08.080000,0 days 01:14:43.734000,0 days 01:15:09.867000,214.0,185.0,274.0,311.0,False,HARD,1.0,True,Kick Sauber,0 days 01:13:20.253000,,1,20.0,,,False,False,2024,6
0 days 01:42:59.496000,BOT,77,0 days 00:02:10.736000,29.0,2.0,,0 days 01:42:54.063000,0 days 00:00:43.424000,0 days 00:00:47.662000,0 days 00:00:39.650000,0 days 01:41:32.239000,0 days 01:42:19.901000,0 days 01:42:59.551000,147.0,125.0,,207.0,False,HARD,18.0,True,Kick Sauber,0 days 01:40:48.760000,,4,18.0,,,False,False,2024,6
0 days 01:44:58.911000,BOT,77,0 days 00:01:59.415000,30.0,3.0,0 days 01:43:16.848000,,0 days 00:00:54.472000,0 days 00:00:37.204000,0 days 00:00:27.739000,0 days 01:43:54.023000,0 days 01:44:31.227000,0 days 01:44:58.966000,209.0,142.0,272.0,307.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:42:59.496000,,4,18.0,,,False,False,2024,6
0 days 01:37:56.424000,PIA,81,0 days 00:01:37.602000,27.0,1.0,,0 days 01:37:51.167000,0 days 00:00:31.089000,0 days 00:00:35.412000,0 days 00:00:31.101000,0 days 01:36:49.975000,0 days 01:37:25.387000,0 days 01:37:56.488000,211.0,185.0,,315.0,False,MEDIUM,27.0,True,McLaren,0 days 01:36:18.822000,,1,2.0,,,False,False,2024,6
0 days 01:39:51.903000,PIA,81,0 days 00:01:55.479000,28.0,2.0,0 days 01:38:13.325000,,0 days 00:00:45.644000,0 days 00:00:34.902000,0 days 00:00:34.933000,0 days 01:38:42.132000,0 days 01:39:17.034000,0 days 01:39:51.967000,212.0,186.0,209.0,92.0,False,HARD,1.0,True,McLaren,0 days 01:37:56.424000,,124,4.0,,,False,False,2024,6
0 days 02:00:59.905000,PIA,81,0 days 00:01:40.795000,40.0,2.0,,0 days 02:00:54.597000,0 days 00:00:32.940000,0 days 00:00:36.587000,0 days 00:00:31.268000,0 days 01:59:52.114000,0 days 02:00:28.701000,0 days 02:00:59.969000,210.0,184.0,,314.0,False,HARD,13.0,True,McLaren,0 days 01:59:19.110000,,1,11.0,,,False,False,2024,6
0 days 02:02:53.628000,PIA,81,0 days 00:01:53.723000,41.0,3.0,0 days 02:01:24.847000,,0 days 00:00:53.185000,0 days 00:00:34.726000,0 days 00:00:25.812000,0 days 02:01:53.154000,0 days 02:02:27.880000,0 days 02:02:53.692000,217.0,187.0,274.0,310.0,False,MEDIUM,7.0,False,McLaren,0 days 02:00:59.905000,,1,19.0,,,False,False,2024,6
0 days 01:28:11.027000,VER,1,0 days 00:01:26.212000,24.0,1.0,,0 days 01:28:06.696000,0 days 00:00:25.862000,0 days 00:00:28.604000,0 days 00:00:31.746000,0 days 01:27:10.718000,0 days 01:27:39.322000,0 days 01:28:11.068000,215.0,255.0,,293.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:26:44.815000,,1,1.0,,,False,False,2024,7
0 days 01:29:54.629000,VER,1,0 days 00:01:43.602000,25.0,2.0,0 days 01:28:36.985000,,0 days 00:00:48.939000,0 days 00:00:27.886000,0 days 00:00:26.777000,0 days 01:29:00.007000,0 days 01:29:27.893000,0 days 01:29:54.670000,219.0,255.0,280.0,287.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:28:11.027000,,1,4.0,,,False,False,2024,7
0 days 01:25:33.674000,NOR,4,0 days 00:01:26.107000,22.0,1.0,,0 days 01:25:29.323000,0 days 00:00:25.645000,0 days 00:00:28.672000,0 days 00:00:31.790000,0 days 01:24:33.258000,0 days 01:25:01.930000,0 days 01:25:33.720000,217.0,254.0,,289.0,False,MEDIUM,22.0,True,McLaren,0 days 01:24:07.567000,,1,3.0,,,False,False,2024,7
0 days 01:27:18.367000,NOR,4,0 days 00:01:44.693000,23.0,2.0,0 days 01:25:59.166000,,0 days 00:00:49.204000,0 days 00:00:28.332000,0 days 00:00:27.157000,0 days 01:26:22.924000,0 days 01:26:51.256000,0 days 01:27:18.413000,215.0,256.0,286.0,291.0,False,HARD,2.0,False,McLaren,0 days 01:25:33.674000,,1,7.0,,,False,False,2024,7
0 days 01:29:40.616000,LEC,16,0 days 00:01:26.023000,25.0,1.0,,0 days 01:29:36.294000,0 days 00:00:25.762000,0 days 00:00:28.527000,0 days 00:00:31.734000,0 days 01:28:40.423000,0 days 01:29:08.950000,0 days 01:29:40.684000,215.0,251.0,,284.0,False,MEDIUM,25.0,True,Ferrari,0 days 01:28:14.593000,,1,2.0,,,False,False,2024,7
0 days 01:31:25.622000,LEC,16,0 days 00:01:45.006000,26.0,2.0,0 days 01:30:06.526000,,0 days 00:00:49.059000,0 days 00:00:28.385000,0 days 00:00:27.562000,0 days 01:30:29.743000,0 days 01:30:58.128000,0 days 01:31:25.690000,216.0,253.0,285.0,287.0,False,HARD,1.0,True,Ferrari,0 days 01:29:40.616000,,1,6.0,,,False,False,2024,7
0 days 01:27:02.575000,PIA,81,0 days 00:01:26.220000,23.0,1.0,,0 days 01:26:58.283000,0 days 00:00:25.643000,0 days 00:00:28.630000,0 days 00:00:31.947000,0 days 01:26:02.041000,0 days 01:26:30.671000,0 days 01:27:02.618000,215.0,257.0,,290.0,False,MEDIUM,23.0,True,McLaren,0 days 01:25:36.355000,,1,4.0,,,False,False,2024,7
0 days 01:28:45.839000,PIA,81,0 days 00:01:43.264000,24.0,2.0,0 days 01:27:28.004000,,0 days 00:00:48.272000,0 days 00:00:27.676000,0 days 00:00:27.316000,0 days 01:27:50.890000,0 days 01:28:18.566000,0 days 01:28:45.882000,221.0,259.0,285.0,289.0,False,HARD,2.0,False,McLaren,0 days 01:27:02.575000,,1,8.0,,,False,False,2024,7
0 days 01:32:28.444000,SAI,55,0 days 00:01:26.350000,27.0,1.0,,0 days 01:32:24.118000,0 days 00:00:25.836000,0 days 00:00:28.607000,0 days 00:00:31.907000,0 days 01:31:28.008000,0 days 01:31:56.615000,0 days 01:32:28.522000,215.0,253.0,,282.0,False,MEDIUM,27.0,True,Ferrari,0 days 01:31:02.094000,,1,1.0,,,False,False,2024,7
0 days 01:34:12.572000,SAI,55,0 days 00:01:44.128000,28.0,2.0,0 days 01:32:54.582000,,0 days 00:00:49.013000,0 days 00:00:28.032000,0 days 00:00:27.083000,0 days 01:33:17.535000,0 days 01:33:45.567000,0 days 01:34:12.650000,214.0,252.0,278.0,282.0,False,HARD,1.0,True,Ferrari,0 days 01:32:28.444000,,1,6.0,,,False,False,2024,7
0 days 01:32:39.090000,HAM,44,0 days 00:01:26.215000,27.0,1.0,,0 days 01:32:34.729000,0 days 00:00:25.439000,0 days 00:00:28.833000,0 days 00:00:31.943000,0 days 01:31:38.335000,0 days 01:32:07.168000,0 days 01:32:39.111000,210.0,245.0,,278.0,False,MEDIUM,27.0,True,Mercedes,0 days 01:31:12.875000,,1,3.0,,,False,False,2024,7
0 days 01:34:22.496000,HAM,44,0 days 00:01:43.406000,28.0,2.0,0 days 01:33:04.332000,,0 days 00:00:48.223000,0 days 00:00:28.219000,0 days 00:00:26.964000,0 days 01:33:27.334000,0 days 01:33:55.553000,0 days 01:34:22.517000,213.0,254.0,277.0,280.0,False,HARD,1.0,True,Mercedes,0 days 01:32:39.090000,,1,9.0,,,False,False,2024,7
0 days 01:24:22.375000,RUS,63,0 days 00:01:26.880000,21.0,1.0,,0 days 01:24:17.932000,0 days 00:00:26.123000,0 days 00:00:28.523000,0 days 00:00:32.234000,0 days 01:23:21.654000,0 days 01:23:50.177000,0 days 01:24:22.411000,215.0,253.0,,287.0,False,MEDIUM,21.0,True,Mercedes,0 days 01:22:55.495000,,1,7.0,,,False,False,2024,7
0 days 01:26:07.313000,RUS,63,0 days 00:01:44.938000,22.0,2.0,0 days 01:24:47.699000,,0 days 00:00:48.506000,0 days 00:00:28.710000,0 days 00:00:27.722000,0 days 01:25:10.917000,0 days 01:25:39.627000,0 days 01:26:07.349000,214.0,251.0,283.0,283.0,False,HARD,1.0,True,Mercedes,0 days 01:24:22.375000,,1,10.0,,,False,False,2024,7
0 days 02:06:47.068000,RUS,63,0 days 00:01:26.242000,52.0,2.0,,0 days 02:06:42.659000,0 days 00:00:25.615000,0 days 00:00:28.670000,0 days 00:00:31.957000,0 days 02:05:46.477000,0 days 02:06:15.147000,0 days 02:06:47.104000,213.0,253.0,,285.0,False,HARD,31.0,True,Mercedes,0 days 02:05:20.826000,,1,7.0,,,False,False,2024,7
0 days 02:08:29.913000,RUS,63,0 days 00:01:42.845000,53.0,3.0,0 days 02:07:12.366000,,0 days 00:00:48.194000,0 days 00:00:27.850000,0 days 00:00:26.801000,0 days 02:07:35.298000,0 days 02:08:03.148000,0 days 02:08:29.949000,219.0,253.0,281.0,283.0,False,MEDIUM,3.0,False,Mercedes,0 days 02:06:47.068000,,1,7.0,,,False,False,2024,7
0 days 01:46:41.320000,PER,11,0 days 00:01:28.056000,37.0,1.0,,0 days 01:46:37.081000,0 days 00:00:26.711000,0 days 00:00:28.799000,0 days 00:00:32.546000,0 days 01:45:40.001000,0 days 01:46:08.800000,0 days 01:46:41.346000,213.0,254.0,,289.0,False,HARD,37.0,True,Red Bull Racing,0 days 01:45:13.264000,,1,8.0,,,False,False,2024,7
0 days 01:48:24.634000,PER,11,0 days 00:01:43.314000,38.0,2.0,0 days 01:47:06.652000,,0 days 00:00:48.607000,0 days 00:00:27.678000,0 days 00:00:27.029000,0 days 01:47:29.953000,0 days 01:47:57.631000,0 days 01:48:24.660000,218.0,255.0,286.0,295.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:46:41.320000,,1,11.0,,,False,False,2024,7
0 days 01:46:47.094000,STR,18,0 days 00:01:26.977000,37.0,1.0,,0 days 01:46:42.677000,0 days 00:00:25.993000,0 days 00:00:28.701000,0 days 00:00:32.283000,0 days 01:45:46.110000,0 days 01:46:14.811000,0 days 01:46:47.094000,213.0,256.0,,286.0,False,MEDIUM,38.0,False,Aston Martin,0 days 01:45:20.117000,,1,9.0,,,False,False,2024,7
0 days 01:48:30.844000,STR,18,0 days 00:01:43.750000,38.0,2.0,0 days 01:47:12.805000,,0 days 00:00:48.621000,0 days 00:00:28.081000,0 days 00:00:27.048000,0 days 01:47:35.715000,0 days 01:48:03.796000,0 days 01:48:30.844000,216.0,253.0,281.0,285.0,False,HARD,2.0,False,Aston Martin,0 days 01:46:47.094000,,1,13.0,,,False,False,2024,7
0 days 01:12:14.448000,TSU,22,0 days 00:01:26.755000,12.0,1.0,,0 days 01:12:10.076000,0 days 00:00:26.005000,0 days 00:00:28.752000,0 days 00:00:31.998000,0 days 01:11:13.751000,0 days 01:11:42.503000,0 days 01:12:14.501000,213.0,248.0,,288.0,False,MEDIUM,12.0,True,RB,0 days 01:10:47.693000,,1,11.0,,,False,False,2024,7
0 days 01:13:58.055000,TSU,22,0 days 00:01:43.607000,13.0,2.0,0 days 01:12:39.839000,,0 days 00:00:48.587000,0 days 00:00:28.042000,0 days 00:00:26.978000,0 days 01:13:03.088000,0 days 01:13:31.130000,0 days 01:13:58.108000,213.0,249.0,276.0,285.0,False,HARD,1.0,True,RB,0 days 01:12:14.448000,,1,15.0,,,False,False,2024,7
0 days 01:13:36.401000,HUL,27,0 days 00:01:26.982000,13.0,1.0,,0 days 01:13:32.002000,0 days 00:00:26.325000,0 days 00:00:28.824000,0 days 00:00:31.833000,0 days 01:12:35.807000,0 days 01:13:04.631000,0 days 01:13:36.464000,212.0,251.0,,285.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:12:09.419000,,1,9.0,,,False,False,2024,7
0 days 01:15:20.754000,HUL,27,0 days 00:01:44.353000,14.0,2.0,0 days 01:14:01.809000,,0 days 00:00:48.552000,0 days 00:00:28.482000,0 days 00:00:27.319000,0 days 01:14:25.016000,0 days 01:14:53.498000,0 days 01:15:20.817000,211.0,253.0,280.0,283.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:13:36.401000,,1,15.0,,,False,False,2024,7
0 days 01:47:01.096000,MAG,20,0 days 00:01:27.682000,37.0,1.0,,0 days 01:46:56.679000,0 days 00:00:26.221000,0 days 00:00:29.129000,0 days 00:00:32.332000,0 days 01:45:59.673000,0 days 01:46:28.802000,0 days 01:47:01.134000,208.0,254.0,,283.0,False,MEDIUM,37.0,True,Haas F1 Team,0 days 01:45:33.414000,,1,12.0,,,False,False,2024,7
0 days 01:48:47.084000,MAG,20,0 days 00:01:45.988000,38.0,2.0,0 days 01:47:27.990000,,0 days 00:00:50.539000,0 days 00:00:28.330000,0 days 00:00:27.119000,0 days 01:47:51.673000,0 days 01:48:20.003000,0 days 01:48:47.122000,212.0,254.0,285.0,287.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:47:01.096000,,1,17.0,,,False,False,2024,7
0 days 01:10:54.766000,RIC,3,0 days 00:01:27.088000,11.0,1.0,,0 days 01:10:50.384000,0 days 00:00:26.084000,0 days 00:00:28.759000,0 days 00:00:32.245000,0 days 01:09:53.786000,0 days 01:10:22.545000,0 days 01:10:54.790000,213.0,253.0,,287.0,False,MEDIUM,11.0,True,RB,0 days 01:09:27.678000,,1,13.0,,,False,False,2024,7
0 days 01:12:39.544000,RIC,3,0 days 00:01:44.778000,12.0,2.0,0 days 01:11:20.512000,,0 days 00:00:49.366000,0 days 00:00:28.365000,0 days 00:00:27.047000,0 days 01:11:44.156000,0 days 01:12:12.521000,0 days 01:12:39.568000,215.0,249.0,275.0,283.0,False,HARD,1.0,True,RB,0 days 01:10:54.766000,,1,16.0,,,False,False,2024,7
0 days 01:30:21.661000,OCO,31,0 days 00:01:27.881000,25.0,1.0,,0 days 01:30:17.343000,0 days 00:00:26.183000,0 days 00:00:29.003000,0 days 00:00:32.695000,0 days 01:29:20.017000,0 days 01:29:49.020000,0 days 01:30:21.715000,211.0,251.0,,280.0,False,MEDIUM,25.0,True,Alpine,0 days 01:28:53.780000,,1,11.0,,,False,False,2024,7
0 days 01:32:07.186000,OCO,31,0 days 00:01:45.525000,26.0,2.0,0 days 01:30:48.013000,,0 days 00:00:49.847000,0 days 00:00:28.294000,0 days 00:00:27.384000,0 days 01:31:11.562000,0 days 01:31:39.856000,0 days 01:32:07.240000,210.0,250.0,276.0,280.0,False,HARD,1.0,True,Alpine,0 days 01:30:21.661000,,1,19.0,,,False,False,2024,7
0 days 01:41:34.245000,ZHO,24,0 days 00:01:29.428000,33.0,1.0,,0 days 01:41:29.875000,0 days 00:00:27.296000,0 days 00:00:29.389000,0 days 00:00:32.743000,0 days 01:40:32.148000,0 days 01:41:01.537000,0 days 01:41:34.280000,208.0,250.0,,285.0,False,HARD,33.0,True,Kick Sauber,0 days 01:40:04.817000,,1,14.0,,,False,False,2024,7
0 days 01:43:19.415000,ZHO,24,0 days 00:01:45.170000,34.0,2.0,0 days 01:42:00.075000,,0 days 00:00:49.470000,0 days 00:00:28.484000,0 days 00:00:27.216000,0 days 01:42:23.750000,0 days 01:42:52.234000,0 days 01:43:19.450000,211.0,250.0,277.0,282.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:41:34.245000,,1,17.0,,,False,False,2024,7
0 days 01:06:51.157000,GAS,10,0 days 00:01:26.945000,8.0,1.0,,0 days 01:06:46.787000,0 days 00:00:26.002000,0 days 00:00:28.792000,0 days 00:00:32.151000,0 days 01:05:50.283000,0 days 01:06:19.075000,0 days 01:06:51.226000,210.0,247.0,,282.0,False,SOFT,8.0,True,Alpine,0 days 01:05:24.212000,,1,18.0,,,False,False,2024,7
0 days 01:08:36.460000,GAS,10,0 days 00:01:45.303000,9.0,2.0,0 days 01:07:16.906000,,0 days 00:00:49.733000,0 days 00:00:28.420000,0 days 00:00:27.150000,0 days 01:07:40.959000,0 days 01:08:09.379000,0 days 01:08:36.529000,214.0,245.0,272.0,278.0,False,HARD,1.0,True,Alpine,0 days 01:06:51.157000,,1,17.0,,,False,False,2024,7
0 days 01:37:31.042000,GAS,10,0 days 00:01:27.963000,30.0,2.0,,0 days 01:37:26.752000,0 days 00:00:26.274000,0 days 00:00:29.122000,0 days 00:00:32.567000,0 days 01:36:29.422000,0 days 01:36:58.544000,0 days 01:37:31.111000,211.0,250.0,,283.0,False,HARD,22.0,True,Alpine,0 days 01:36:03.079000,,1,17.0,,,False,False,2024,7
0 days 01:39:15.711000,GAS,10,0 days 00:01:44.669000,31.0,3.0,0 days 01:37:57.328000,,0 days 00:00:49.632000,0 days 00:00:28.061000,0 days 00:00:26.976000,0 days 01:38:20.743000,0 days 01:38:48.804000,0 days 01:39:15.780000,212.0,249.0,274.0,279.0,False,MEDIUM,1.0,True,Alpine,0 days 01:37:31.042000,,1,19.0,,,False,False,2024,7
0 days 01:38:53.439000,SAR,2,0 days 00:01:28.215000,31.0,1.0,,0 days 01:38:49.118000,0 days 00:00:26.435000,0 days 00:00:29.260000,0 days 00:00:32.520000,0 days 01:37:51.701000,0 days 01:38:20.961000,0 days 01:38:53.481000,210.0,256.0,,297.0,False,HARD,31.0,True,Williams,0 days 01:37:25.224000,,1,16.0,,,False,False,2024,7
0 days 01:40:41.651000,SAR,2,0 days 00:01:48.212000,32.0,2.0,0 days 01:39:20.200000,,0 days 00:00:51.056000,0 days 00:00:29.798000,0 days 00:00:27.358000,0 days 01:39:44.537000,0 days 01:40:14.335000,0 days 01:40:41.693000,155.0,257.0,281.0,293.0,False,MEDIUM,1.0,True,Williams,0 days 01:38:53.439000,,1,19.0,,,False,False,2024,7
0 days 01:06:53.337000,BOT,77,0 days 00:01:27.265000,8.0,1.0,,0 days 01:06:48.959000,0 days 00:00:26.265000,0 days 00:00:28.851000,0 days 00:00:32.149000,0 days 01:05:52.380000,0 days 01:06:21.231000,0 days 01:06:53.380000,208.0,249.0,,285.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 01:05:26.072000,,1,19.0,,,False,False,2024,7
0 days 01:08:39.173000,BOT,77,0 days 00:01:45.836000,9.0,2.0,0 days 01:07:19.233000,,0 days 00:00:50.119000,0 days 00:00:28.439000,0 days 00:00:27.278000,0 days 01:07:43.499000,0 days 01:08:11.938000,0 days 01:08:39.216000,212.0,251.0,277.0,281.0,False,HARD,1.0,True,Kick Sauber,0 days 01:06:53.337000,,1,18.0,,,False,False,2024,7
0 days 00:57:10.498000,ALO,14,0 days 00:01:33.648000,1.0,1.0,0 days 00:55:49.877000,,,0 days 00:00:28.533000,0 days 00:00:27.778000,,0 days 00:56:42.834000,0 days 00:57:10.699000,211.0,248.0,276.0,278.0,False,SOFT,1.0,True,Aston Martin,0 days 00:55:36.608000,,1,20.0,,,False,False,2024,7
0 days 01:05:33.672000,ALO,14,0 days 00:01:27.448000,7.0,1.0,,0 days 01:05:29.283000,0 days 00:00:25.784000,0 days 00:00:29.141000,0 days 00:00:32.523000,0 days 01:04:32.048000,0 days 01:05:01.189000,0 days 01:05:33.712000,211.0,254.0,,286.0,False,SOFT,7.0,True,Aston Martin,0 days 01:04:06.224000,,1,20.0,,,False,False,2024,7
0 days 01:07:19.552000,ALO,14,0 days 00:01:45.880000,8.0,2.0,0 days 01:06:00.638000,,0 days 00:00:50.438000,0 days 00:00:28.329000,0 days 00:00:27.113000,0 days 01:06:24.150000,0 days 01:06:52.479000,0 days 01:07:19.592000,213.0,250.0,275.0,278.0,False,HARD,2.0,False,Aston Martin,0 days 01:05:33.672000,,1,20.0,,,False,False,2024,7
0 days 01:51:28.469000,ALO,14,0 days 00:01:27.500000,40.0,2.0,,0 days 01:51:24.157000,0 days 00:00:26.182000,0 days 00:00:28.973000,0 days 00:00:32.345000,0 days 01:50:27.191000,0 days 01:50:56.164000,0 days 01:51:28.509000,216.0,256.0,,286.0,False,HARD,34.0,False,Aston Martin,0 days 01:50:00.969000,,1,15.0,,,False,False,2024,7
0 days 01:53:14.329000,ALO,14,0 days 00:01:45.860000,41.0,3.0,0 days 01:51:54.632000,,0 days 00:00:49.537000,0 days 00:00:28.603000,0 days 00:00:27.720000,0 days 01:52:18.046000,0 days 01:52:46.649000,0 days 01:53:14.369000,216.0,248.0,279.0,279.0,False,MEDIUM,2.0,False,Aston Martin,0 days 01:51:28.469000,,1,19.0,,,False,False,2024,7
0 days 02:17:48.084000,ALO,14,0 days 00:01:28.385000,59.0,3.0,,0 days 02:17:43.791000,0 days 00:00:25.827000,0 days 00:00:29.259000,0 days 00:00:33.299000,0 days 02:16:45.566000,0 days 02:17:14.825000,0 days 02:17:48.124000,215.0,258.0,,292.0,False,MEDIUM,20.0,False,Aston Martin,0 days 02:16:19.699000,,1,19.0,,,False,False,2024,7
0 days 02:19:33.833000,ALO,14,0 days 00:01:45.749000,60.0,4.0,0 days 02:18:13.731000,,0 days 00:00:49.108000,0 days 00:00:28.755000,0 days 00:00:27.886000,0 days 02:18:37.232000,0 days 02:19:05.987000,0 days 02:19:33.873000,218.0,246.0,279.0,278.0,False,SOFT,1.0,True,Aston Martin,0 days 02:17:48.084000,,1,19.0,,,False,False,2024,7
0 days 01:06:50.174000,ALB,23,0 days 00:01:26.643000,8.0,1.0,,0 days 01:06:45.741000,0 days 00:00:25.937000,0 days 00:00:28.807000,0 days 00:00:31.899000,0 days 01:05:49.563000,0 days 01:06:18.370000,0 days 01:06:50.269000,213.0,255.0,,286.0,False,MEDIUM,8.0,True,Williams,0 days 01:05:23.531000,,1,15.0,,,False,False,2024,7
0 days 01:09:33.154000,ALB,23,,9.0,2.0,0 days 01:07:15.914000,0 days 01:09:28.708000,0 days 00:01:00.351000,0 days 00:00:47.746000,0 days 00:00:54.951000,0 days 01:07:50.701000,0 days 01:08:38.453000,0 days 01:09:33.408000,121.0,128.0,,155.0,False,HARD,1.0,True,Williams,0 days 01:06:50.174000,,1,20.0,,,False,False,2024,7
0 days 01:11:26.530000,ALB,23,0 days 00:01:53.376000,10.0,3.0,0 days 01:10:01.861000,,0 days 00:00:54.585000,0 days 00:00:30.497000,0 days 00:00:28.294000,0 days 01:10:27.834000,0 days 01:10:58.331000,0 days 01:11:26.625000,176.0,245.0,279.0,259.0,False,MEDIUM,1.0,False,Williams,0 days 01:09:33.154000,,1,20.0,,,False,False,2024,7
0 days 01:29:17.597000,ALB,23,0 days 00:01:26.978000,23.0,3.0,,0 days 01:29:13.267000,0 days 00:00:26.016000,0 days 00:00:28.792000,0 days 00:00:32.170000,0 days 01:28:16.730000,0 days 01:28:45.522000,0 days 01:29:17.692000,211.0,255.0,,282.0,False,MEDIUM,14.0,False,Williams,0 days 01:27:50.619000,,1,20.0,,,False,False,2024,7
0 days 01:31:11.932000,ALB,23,0 days 00:01:54.335000,24.0,4.0,0 days 01:29:51.662000,,0 days 00:00:57.719000,0 days 00:00:28.826000,0 days 00:00:27.790000,0 days 01:30:15.411000,0 days 01:30:44.237000,0 days 01:31:12.027000,214.0,255.0,277.0,282.0,False,MEDIUM,15.0,False,Williams,0 days 01:29:17.597000,,1,20.0,,,False,False,2024,7
0 days 01:36:50.163000,ALB,23,0 days 00:01:28.256000,28.0,4.0,,0 days 01:36:45.856000,0 days 00:00:25.975000,0 days 00:00:30.311000,0 days 00:00:31.970000,0 days 01:35:47.977000,0 days 01:36:18.288000,0 days 01:36:50.258000,214.0,256.0,,294.0,False,MEDIUM,19.0,False,Williams,0 days 01:35:21.907000,,1,20.0,,,False,False,2024,7
0 days 01:38:37.179000,ALB,23,0 days 00:01:47.016000,29.0,5.0,0 days 01:37:16.938000,,0 days 00:00:50.912000,0 days 00:00:28.713000,0 days 00:00:27.391000,0 days 01:37:41.170000,0 days 01:38:09.883000,0 days 01:38:37.274000,211.0,256.0,283.0,296.0,False,MEDIUM,9.0,False,Williams,0 days 01:36:50.163000,,1,20.0,,,False,False,2024,7
0 days 02:08:44.511000,ALB,23,0 days 00:01:29.784000,51.0,5.0,,0 days 02:08:40.148000,0 days 00:00:25.664000,0 days 00:00:28.625000,0 days 00:00:35.495000,0 days 02:07:40.486000,0 days 02:08:09.111000,0 days 02:08:44.606000,219.0,258.0,,251.0,False,MEDIUM,31.0,False,Williams,0 days 02:07:14.727000,,1,20.0,,,False,False,2024,7
0 days 01:36:02.319000,LEC,16,0 days 00:40:56.330000,1.0,1.0,,0 days 00:56:45.433000,,0 days 00:00:46.389000,,,0 days 00:56:17.802000,,197.0,80.0,,270.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:55:05.680000,,1254,1.0,,,False,False,2024,8
0 days 01:39:00.140000,LEC,16,,2.0,2.0,0 days 01:36:03.182000,,0 days 00:00:26.854000,0 days 00:00:41.743000,,0 days 01:36:29.220000,0 days 01:37:11.027000,,173.0,137.0,2.0,241.0,False,HARD,1.0,True,Ferrari,0 days 01:35:54.733000,,14,1.0,,,False,False,2024,8
0 days 01:36:04.820000,PIA,81,0 days 00:40:58.744000,1.0,1.0,,0 days 00:56:48.100000,,0 days 00:00:47.944000,,,0 days 00:56:19.845000,,174.0,86.0,,277.0,False,MEDIUM,2.0,False,McLaren,0 days 00:55:05.680000,,1254,2.0,,,False,False,2024,8
0 days 01:39:00.824000,PIA,81,,2.0,2.0,0 days 01:36:05.541000,,0 days 00:00:26.081000,0 days 00:00:41.880000,,0 days 01:36:30.968000,0 days 01:37:12.818000,,172.0,133.0,2.0,233.0,False,HARD,2.0,False,McLaren,0 days 01:35:54.733000,,14,2.0,,,False,False,2024,8
0 days 01:36:08.740000,SAI,55,0 days 00:41:02.721000,1.0,1.0,,0 days 00:57:22.741000,,0 days 00:00:58.173000,,,0 days 00:56:50.806000,,96.0,94.0,,135.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:55:05.680000,,1254,3.0,,,False,False,2024,8
0 days 01:39:01.338000,SAI,55,,2.0,2.0,0 days 01:36:09.554000,,0 days 00:00:26.909000,0 days 00:00:39.245000,,0 days 01:36:35.656000,0 days 01:37:15.056000,,163.0,176.0,2.0,262.0,False,HARD,1.0,True,Ferrari,0 days 01:35:54.733000,,14,3.0,,,False,False,2024,8
0 days 01:36:14.241000,NOR,4,0 days 00:41:08.042000,1.0,1.0,,0 days 00:56:49.559000,,0 days 00:00:47.606000,,,0 days 00:56:22.289000,,182.0,76.0,,270.0,False,MEDIUM,2.0,False,McLaren,0 days 00:55:05.680000,,1254,4.0,,,False,False,2024,8
0 days 01:39:01.661000,NOR,4,,2.0,2.0,0 days 01:36:14.893000,,0 days 00:00:26.504000,0 days 00:00:38.810000,,0 days 01:36:40.660000,0 days 01:37:19.432000,,179.0,181.0,2.0,249.0,False,HARD,2.0,False,McLaren,0 days 01:35:54.733000,,14,4.0,,,False,False,2024,8
0 days 01:36:19.967000,RUS,63,0 days 00:41:13.884000,1.0,1.0,,0 days 00:56:51.329000,,0 days 00:00:49.669000,,,0 days 00:56:24.655000,,160.0,70.0,,274.0,False,HARD,1.0,True,Mercedes,0 days 00:55:05.680000,,1254,5.0,,,False,False,2024,8
