Timestamp,Category,Flag,Scope,Sector,DriverNumber,LapNumber,Message,Status
2020-12-06 18:08:54,SafetyCar,,,,,55,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED
2020-12-06 18:09:32,Flag,CLEAR,Sector,7.0,,56,CLEAR IN TRACK SECTOR 7,
2020-12-06 18:09:34,Flag,CLEAR,Sector,8.0,,56,CLEAR IN TRACK SECTOR 8,
2020-12-06 18:09:36,SafetyCar,,,,,56,VIRTUAL SAFETY CAR ENDING,ENDING
2020-12-06 18:09:49,Flag,CLEAR,Track,,,56,TRACK CLEAR,
2020-12-06 18:09:52,Drs,,,,,56,DRS ENABLED,ENABLED
2020-12-06 18:10:18,Flag,BLUE,Driver,,7,56,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 21:10:18,
2020-12-06 18:11:39,Flag,BLUE,Driver,,4,58,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 21:11:39,
2020-12-06 18:13:37,Other,,,,,60,PIT LANE INCIDENT INVOLVING CARS 5 (VET) AND 99 (GIO) NOTED,
2020-12-06 18:14:36,Flag,BLUE,Driver,,10,61,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 21:14:35,
2020-12-06 18:14:56,Flag,YELLOW,Sector,11.0,,61,YELLOW IN TRACK SECTOR 11,
2020-12-06 18:14:57,Other,,,,,61,DRS DISABLED IN ZONE 2,
2020-12-06 18:14:58,Other,,,,,61,DRS ENABLED IN ZONE 2,
2020-12-06 18:14:58,Flag,CLEAR,Sector,11.0,,61,CLEAR IN TRACK SECTOR 11,
2020-12-06 18:14:59,Flag,YELLOW,Sector,11.0,,61,YELLOW IN TRACK SECTOR 11,
2020-12-06 18:15:00,Other,,,,,61,DRS DISABLED IN ZONE 2,
2020-12-06 18:15:01,Other,,,,,61,DRS ENABLED IN ZONE 2,
2020-12-06 18:15:01,Flag,CLEAR,Sector,11.0,,61,CLEAR IN TRACK SECTOR 11,
2020-12-06 18:15:04,Flag,BLUE,Driver,,89,61,WAVED BLUE FLAG FOR CAR 89 (AIT) TIMED AT 21:15:04,
2020-12-06 18:15:10,Flag,YELLOW,Sector,11.0,,61,YELLOW IN TRACK SECTOR 11,
2020-12-06 18:15:11,Other,,,,,61,DRS DISABLED IN ZONE 2,
2020-12-06 18:15:18,SafetyCar,,,,,62,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED
2020-12-06 18:15:42,Flag,YELLOW,Sector,10.0,,62,YELLOW IN TRACK SECTOR 10,
2020-12-06 18:16:19,SafetyCar,,,,,62,SAFETY CAR DEPLOYED,DEPLOYED
2020-12-06 18:20:42,Other,,,,,65,"LAPPED CARS MAY NOW OVERTAKE - 5,7,20,51,89,99",
2020-12-06 18:23:31,Flag,CLEAR,Sector,10.0,,67,CLEAR IN TRACK SECTOR 10,
2020-12-06 18:23:35,Flag,CLEAR,Sector,11.0,,67,CLEAR IN TRACK SECTOR 11,
2020-12-06 18:23:58,Flag,YELLOW,Sector,2.0,,67,YELLOW IN TRACK SECTOR 2,
2020-12-06 18:24:43,Flag,CLEAR,Sector,2.0,,68,CLEAR IN TRACK SECTOR 2,
2020-12-06 18:24:53,SafetyCar,,,,,68,SAFETY CAR IN THIS LAP,IN THIS LAP
2020-12-06 18:25:49,Flag,CLEAR,Track,,,68,TRACK CLEAR,
2020-12-06 18:27:45,Other,,,,,70,PIT LAN INCIDENT INVOLVING CARS 5 (VET) AND 99 (GIO) NOTED - NO INVESTIGATION NECESSARY,
2020-12-06 18:27:52,Drs,,,,,71,DRS ENABLED,ENABLED
2020-12-06 18:28:21,Other,,,,,71,CAR 20 (MAG) TIME 0:59.631 DELETED - TRACK LIMITS AT TURN 8,
2020-12-06 18:29:02,Other,,,,,72,BLACK AND WHITE FLAG FOR CAR 20 (MAG) - TRACK LIMITS,
2020-12-06 18:33:03,Other,,,,,76,CAR 10 (GAS) TIME 0:57.433 DELETED - TRACK LIMITS AT TURN 8,
2020-12-06 18:37:59,Other,,,,,81,INCIDENT INVOLVING CAR 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - INCORRECT TYRES,
2020-12-06 18:40:35,Other,,,,,84,CAR 10 (GAS) TIME 0:57.458 DELETED - TRACK LIMITS AT TURN 8,
2020-12-06 18:43:38,Other,,,,,87,CAR 26 (KVY) TIME 0:57.326 DELETED - TRACK LIMITS AT TURN 8,
2020-12-06 18:43:57,Flag,CHEQUERED,Track,,,87,CHEQUERED FLAG,
