Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Deleted,DeletedReason,IsAccurate,Year,RoundNumber
5331.429,VET,5,85.804,40.0,2.0,,5328.743,23.019,30.75,32.035,282.0,274.0,,306.0,False,MEDIUM,21.0,True,Ferrari,5245.625,1,4.0,,,False,2019,5
5431.037,VET,5,99.608,41.0,3.0,5350.4,,41.492,30.266,27.85,278.0,302.0,276.0,253.0,False,MEDIUM,1.0,True,Ferrari,5331.429,1,5.0,,,False,2019,5
4033.23,SAI,55,89.857,24.0,1.0,,4030.577,24.932,32.045,32.88,264.0,260.0,,304.0,False,SOFT,24.0,True,McLaren,3943.373,1,10.0,,,False,2019,5
4134.731,SAI,55,101.501,25.0,2.0,4052.015,,41.889,31.286,28.326,267.0,260.0,289.0,257.0,False,MEDIUM,1.0,True,McLaren,4033.23,1,15.0,,,False,2019,5
5938.485,SAI,55,121.382,46.0,2.0,,5935.833,34.681,48.335,38.366,177.0,136.0,,274.0,False,MEDIUM,22.0,True,McLaren,5817.103,4,10.0,,,False,2019,5
6043.863,SAI,55,105.378,47.0,3.0,5957.347,,44.013,32.452,28.913,214.0,246.0,273.0,251.0,False,SOFT,4.0,False,McLaren,5938.485,4,10.0,,,False,2019,5
4776.144,RUS,63,90.685,32.0,1.0,,4773.453,24.15,33.031,33.504,265.0,225.0,,297.0,False,MEDIUM,32.0,True,Williams,4685.459,1,19.0,,,False,2019,5
4880.336,RUS,63,104.192,33.0,2.0,4795.893,,43.317,31.751,29.124,263.0,254.0,271.0,253.0,False,SOFT,1.0,True,Williams,4776.144,1,19.0,,,False,2019,5
5851.98,RUS,63,112.042,44.0,2.0,,5849.349,25.322,47.588,39.132,249.0,153.0,,295.0,False,SOFT,12.0,True,Williams,5739.938,124,19.0,,,False,2019,5
5987.903,RUS,63,135.923,45.0,3.0,5871.157,,50.888,45.648,39.387,145.0,118.0,251.0,252.0,False,MEDIUM,1.0,True,Williams,5851.98,4,17.0,,,False,2019,5
4385.337,RAI,7,89.118,28.0,1.0,,4382.692,24.361,31.975,32.782,274.0,264.0,,300.0,False,MEDIUM,28.0,True,Alfa Romeo Racing,4296.219,1,13.0,,,False,2019,5
4488.176,RAI,7,102.839,29.0,2.0,4405.272,,42.547,31.683,28.609,276.0,263.0,275.0,253.0,False,HARD,1.0,True,Alfa Romeo Racing,4385.337,1,17.0,,,False,2019,5
5861.674,RAI,7,115.481,45.0,2.0,,5859.011,26.697,49.433,39.351,128.0,189.0,,305.0,False,HARD,17.0,True,Alfa Romeo Racing,5746.193,24,15.0,,,False,2019,5
5998.118,RAI,7,136.444,46.0,3.0,5881.545,,50.708,47.074,38.662,109.0,135.0,225.0,254.0,False,SOFT,1.0,True,Alfa Romeo Racing,5861.674,4,15.0,,,False,2019,5
4147.949,BOT,77,87.529,26.0,1.0,,4145.258,23.64,31.358,32.531,273.0,261.0,,305.0,False,SOFT,29.0,False,Mercedes,4060.42,1,2.0,,,False,2019,5
4248.994,BOT,77,101.045,27.0,2.0,4167.308,,42.566,30.727,27.752,260.0,264.0,276.0,250.0,False,MEDIUM,1.0,True,Mercedes,4147.949,1,2.0,,,False,2019,5
5724.247,BOT,77,84.69,45.0,2.0,,5721.533,22.704,30.334,31.652,278.0,271.0,,307.0,False,MEDIUM,19.0,True,Mercedes,5639.557,1,2.0,,,False,2019,5
5854.632,BOT,77,130.385,46.0,3.0,5743.537,,43.289,48.187,38.909,273.0,142.0,173.0,253.0,False,SOFT,4.0,False,Mercedes,5724.247,124,2.0,,,False,2019,5
4183.078,GRO,8,87.596,26.0,1.0,,4180.424,23.793,31.223,32.58,274.0,259.0,,293.0,False,SOFT,29.0,False,Haas F1 Team,4095.482,1,6.0,,,False,2019,5
4285.585,GRO,8,102.507,27.0,2.0,4202.805,,42.468,31.392,28.647,246.0,291.0,269.0,251.0,False,MEDIUM,1.0,True,Haas F1 Team,4183.078,1,7.0,,,False,2019,5
5896.614,GRO,8,124.674,46.0,2.0,,5893.936,45.731,38.802,40.141,226.0,154.0,,233.0,False,MEDIUM,20.0,True,Haas F1 Team,5771.94,4,7.0,,,False,2019,5
6032.987,GRO,8,136.373,47.0,3.0,5916.656,,50.537,46.763,39.073,163.0,171.0,204.0,248.0,False,SOFT,4.0,False,Haas F1 Team,5896.614,4,7.0,,,False,2019,5
4699.494,KUB,88,90.896,31.0,1.0,,4696.815,24.449,32.887,33.56,261.0,256.0,,296.0,False,MEDIUM,31.0,True,Williams,4608.598,1,20.0,,,False,2019,5
4810.443,KUB,88,110.949,32.0,2.0,4718.843,,44.354,35.141,31.454,179.0,192.0,272.0,254.0,False,SOFT,1.0,True,Williams,4699.494,1,20.0,,,False,2019,5
5882.107,KUB,88,121.716,44.0,2.0,,5879.661,35.839,44.825,41.052,168.0,183.0,,296.0,False,SOFT,13.0,True,Williams,5760.391,24,20.0,,,False,2019,5
6018.162,KUB,88,136.055,45.0,3.0,5901.623,,50.975,46.165,38.915,148.0,178.0,230.0,251.0,False,MEDIUM,1.0,True,Williams,5882.107,4,18.0,,,False,2019,5
2518.769,GIO,99,90.587,6.0,1.0,,2517.697,24.576,32.711,33.3,257.0,231.0,,306.0,False,SOFT,6.0,True,Alfa Romeo Racing,2428.182,1,18.0,,,False,2019,5
2622.591,GIO,99,103.822,7.0,2.0,2538.479,,43.194,31.66,28.968,268.0,256.0,272.0,251.0,False,HARD,1.0,True,Alfa Romeo Racing,2518.769,1,20.0,,,False,2019,5
5532.112,GIO,99,91.113,41.0,2.0,,5529.457,24.362,32.998,33.753,263.0,256.0,,299.0,False,HARD,35.0,True,Alfa Romeo Racing,5440.999,1,18.0,,,False,2019,5
5637.335,GIO,99,105.223,42.0,3.0,5552.942,,45.911,31.013,28.299,267.0,257.0,288.0,254.0,False,SOFT,1.0,True,Alfa Romeo Racing,5532.112,1,18.0,,,False,2019,5
2847.224,HAM,44,109.838,11.0,1.0,,2823.699,20.281,50.232,39.325,194.0,177.0,,186.0,False,SOFT,16.0,False,Mercedes,2737.386,24,1.0,,,False,2019,6
2966.567,HAM,44,119.343,12.0,2.0,2847.966,,29.589,55.374,34.38,108.0,144.0,142.0,126.0,False,MEDIUM,1.0,True,Mercedes,2847.224,4,1.0,,,False,2019,6
2856.253,VET,5,114.374,11.0,1.0,,2832.553,20.192,51.184,42.998,205.0,154.0,,137.0,False,SOFT,14.0,False,Ferrari,2741.879,24,4.0,,,False,2019,6
2969.021,VET,5,112.768,12.0,2.0,2856.982,,28.358,51.637,32.773,140.0,134.0,148.0,191.0,False,HARD,1.0,True,Ferrari,2856.253,4,3.0,,,False,2019,6
2855.653,BOT,77,117.137,11.0,1.0,,2831.357,20.413,53.303,43.421,196.0,129.0,,174.0,False,SOFT,16.0,False,Mercedes,2738.516,24,3.0,,,False,2019,6
2982.211,BOT,77,126.558,12.0,2.0,2856.415,2958.179,27.821,51.333,47.404,147.0,149.0,,176.0,False,MEDIUM,1.0,True,Mercedes,2855.653,4,4.0,,,False,2019,6
3082.958,BOT,77,100.747,13.0,3.0,2983.04,,24.951,44.88,30.916,170.0,148.0,215.0,231.0,False,HARD,1.0,True,Mercedes,2982.211,4,4.0,,,False,2019,6
2855.273,VER,33,115.101,11.0,1.0,,2831.987,20.279,52.235,42.587,195.0,150.0,,136.0,False,SOFT,14.0,False,Red Bull Racing,2740.172,24,2.0,,,False,2019,6
2967.506,VER,33,112.233,12.0,2.0,2855.998,,26.92,51.381,33.932,171.0,148.0,159.0,202.0,False,HARD,1.0,True,Red Bull Racing,2855.273,4,2.0,,,False,2019,6
4242.196,GAS,10,94.305,27.0,1.0,,4218.787,20.286,36.373,37.646,204.0,185.0,,279.0,False,SOFT,31.0,False,Red Bull Racing,4147.891,1,9.0,,,False,2019,6
4324.68,GAS,10,82.484,28.0,2.0,4242.945,,23.857,37.364,21.263,188.0,177.0,256.0,277.0,False,MEDIUM,1.0,True,Red Bull Racing,4242.196,1,9.0,,,False,2019,6
6965.444,GAS,10,93.363,62.0,2.0,,6942.338,20.192,35.908,37.263,208.0,187.0,,277.0,False,MEDIUM,35.0,True,Red Bull Racing,6872.081,1,5.0,,,False,2019,6
7047.148,GAS,10,81.704,63.0,3.0,6966.203,,23.634,36.963,21.107,193.0,182.0,255.0,276.0,False,SOFT,4.0,False,Red Bull Racing,6965.444,1,5.0,,,False,2019,6
4478.127,SAI,55,94.373,30.0,1.0,,4455.078,20.513,36.534,37.326,198.0,194.0,,283.0,False,SOFT,35.0,False,McLaren,4383.754,1,8.0,,,False,2019,6
4558.084,SAI,55,79.957,31.0,2.0,4478.871,,23.289,36.116,20.552,192.0,197.0,263.0,283.0,False,MEDIUM,1.0,True,McLaren,4478.127,1,9.0,,,False,2019,6
4631.889,KVY,26,93.115,32.0,1.0,,4608.63,20.03,35.867,37.218,208.0,194.0,,280.0,False,SOFT,37.0,False,Toro Rosso,4538.774,1,7.0,,,False,2019,6
4713.601,KVY,26,81.712,33.0,2.0,4632.632,,23.412,37.076,21.224,193.0,184.0,259.0,282.0,False,MEDIUM,1.0,True,Toro Rosso,4631.889,1,9.0,,,False,2019,6
5260.173,ALB,23,96.341,40.0,1.0,,5235.845,20.579,36.861,38.901,194.0,190.0,,280.0,False,SOFT,45.0,False,Toro Rosso,5163.832,1,9.0,,,False,2019,6
5338.528,ALB,23,78.355,41.0,2.0,5260.93,,22.875,35.377,20.103,191.0,193.0,258.0,280.0,False,MEDIUM,1.0,True,Toro Rosso,5260.173,12,9.0,,,False,2019,6
2898.656,RIC,3,125.595,11.0,1.0,,2875.14,36.483,47.539,41.573,168.0,152.0,,190.0,False,SOFT,16.0,False,Renault,2773.061,4,12.0,,,False,2019,6
3000.366,RIC,3,101.71,12.0,2.0,2899.392,,29.241,44.822,27.647,146.0,155.0,175.0,224.0,False,MEDIUM,1.0,True,Renault,2898.656,4,13.0,,,False,2019,6
6035.362,GRO,8,95.08,50.0,1.0,,6011.881,20.507,36.736,37.837,198.0,191.0,,281.0,False,SOFT,50.0,True,Haas F1 Team,5940.282,1,9.0,,,False,2019,6
6115.983,GRO,8,80.621,51.0,2.0,6036.115,,23.055,36.374,21.192,193.0,187.0,262.0,280.0,False,MEDIUM,1.0,True,Haas F1 Team,6035.362,1,9.0,,,False,2019,6
5841.206,NOR,4,96.145,47.0,1.0,,5817.038,20.484,37.008,38.653,204.0,192.0,,282.0,False,MEDIUM,47.0,True,McLaren,5745.061,1,10.0,,,False,2019,6
5921.195,NOR,4,79.989,48.0,2.0,5842.117,,23.469,36.09,20.43,190.0,185.0,266.0,283.0,False,SOFT,1.0,True,McLaren,5841.206,1,11.0,,,False,2019,6
2917.576,PER,11,123.212,11.0,1.0,,2891.099,29.037,48.046,46.129,134.0,132.0,,228.0,False,MEDIUM,11.0,True,Racing Point,2794.364,4,17.0,,,False,2019,6
3010.73,PER,11,93.154,12.0,2.0,2918.316,,29.676,40.798,22.68,144.0,168.0,244.0,239.0,False,HARD,1.0,True,Racing Point,2917.576,4,17.0,,,False,2019,6
2724.274,HUL,27,107.635,9.0,1.0,,2699.484,22.992,40.87,43.773,167.0,129.0,,225.0,False,MEDIUM,9.0,True,Renault,2616.639,12,19.0,,,False,2019,6
2820.283,HUL,27,96.009,10.0,2.0,2725.018,,23.964,47.746,24.299,185.0,151.0,126.0,133.0,False,HARD,1.0,True,Renault,2724.274,124,18.0,,,False,2019,6
2900.31,MAG,20,125.58,11.0,1.0,,2875.625,35.96,47.476,42.144,152.0,145.0,,219.0,False,SOFT,16.0,False,Haas F1 Team,2774.73,4,14.0,,,False,2019,6
3001.254,MAG,20,100.944,12.0,2.0,2901.034,,28.515,44.945,27.484,148.0,159.0,178.0,241.0,False,MEDIUM,1.0,True,Haas F1 Team,2900.31,4,14.0,,,False,2019,6
2820.62,RUS,63,110.285,10.0,1.0,,2795.306,21.29,37.999,50.996,189.0,180.0,,281.0,False,MEDIUM,10.0,True,Williams,2710.335,124,19.0,,,False,2019,6
2926.024,RUS,63,105.404,11.0,2.0,2821.355,,31.031,48.47,25.903,123.0,154.0,242.0,151.0,False,HARD,1.0,True,Williams,2820.62,4,19.0,,,False,2019,6
5219.118,STR,18,96.398,39.0,1.0,,5195.268,20.632,37.276,38.49,197.0,189.0,,278.0,False,MEDIUM,39.0,True,Racing Point,5122.72,1,18.0,,,False,2019,6
5299.701,STR,18,80.583,40.0,1.0,5219.88,,23.432,36.517,20.634,188.0,193.0,262.0,283.0,False,MEDIUM,40.0,True,Racing Point,5219.118,12,18.0,,,False,2019,6
5784.958,RAI,7,100.956,46.0,1.0,,5759.532,21.729,38.612,40.615,183.0,172.0,,276.0,False,SOFT,46.0,True,Alfa Romeo Racing,5684.002,1,17.0,,,False,2019,6
5870.184,RAI,7,85.226,47.0,2.0,5785.689,,25.741,38.331,21.154,186.0,183.0,256.0,275.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,5784.958,1,17.0,,,False,2019,6
3812.16,KUB,88,97.659,21.0,1.0,,3789.109,21.595,37.727,38.337,185.0,181.0,,277.0,False,MEDIUM,21.0,True,Williams,3714.501,1,19.0,,,False,2019,6
3895.137,KUB,88,82.977,22.0,2.0,3813.002,,24.346,37.424,21.207,182.0,181.0,257.0,274.0,False,HARD,1.0,True,Williams,3812.16,1,19.0,,,False,2019,6
5643.824,GIO,99,108.861,44.0,1.0,,5609.057,21.375,37.795,49.691,193.0,186.0,,282.0,False,SOFT,44.0,True,Alfa Romeo Racing,5534.963,1,19.0,,,False,2019,6
5724.799,GIO,99,80.975,45.0,2.0,5644.552,,23.936,36.375,20.664,192.0,186.0,261.0,281.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,5643.824,1,19.0,,,False,2019,6
2736.74,LEC,16,117.179,9.0,1.0,,2711.52,23.384,47.39,46.405,174.0,98.0,,206.0,False,MEDIUM,9.0,True,Ferrari,2619.561,12,20.0,,,False,2019,6
2842.328,LEC,16,105.588,10.0,2.0,2737.474,,27.34,54.257,23.991,174.0,135.0,253.0,129.0,False,HARD,1.0,True,Ferrari,2736.74,24,20.0,,,False,2019,6
3416.095,LEC,16,103.124,16.0,2.0,,3391.14,22.61,40.203,40.311,180.0,159.0,,250.0,False,HARD,7.0,True,Ferrari,3312.971,1,20.0,,,False,2019,6
3498.167,LEC,16,,17.0,3.0,3416.827,3498.248,25.343,39.551,,188.0,141.0,,251.0,False,SOFT,1.0,True,Ferrari,3416.095,1,20.0,,,False,2019,6
2553.904,GAS,10,93.794,7.0,1.0,,2532.698,21.837,25.243,46.714,236.0,279.0,,306.0,False,SOFT,10.0,False,Red Bull Racing,2460.11,1,13.0,,,False,2019,7
2634.032,GAS,10,80.128,8.0,2.0,2555.338,,23.84,24.842,31.446,248.0,279.0,278.0,304.0,False,HARD,1.0,True,Red Bull Racing,2553.904,1,13.0,,,False,2019,7
2883.689,PER,11,95.697,11.0,1.0,,2861.105,22.399,25.479,47.819,250.0,279.0,,314.0,False,MEDIUM,11.0,True,Racing Point,2787.992,21,15.0,,,False,2019,7
2963.429,PER,11,79.74,12.0,2.0,2885.275,,23.626,25.041,31.073,249.0,278.0,281.0,310.0,False,HARD,1.0,True,Racing Point,2883.689,12,15.0,,,False,2019,7
4548.108,LEC,16,93.611,33.0,1.0,,4525.898,21.588,25.014,47.009,257.0,283.0,,307.0,False,MEDIUM,38.0,False,Ferrari,4454.497,1,3.0,,,False,2019,7
4627.771,LEC,16,79.663,34.0,2.0,4549.854,,24.224,24.851,30.588,247.0,286.0,284.0,311.0,False,HARD,1.0,False,Ferrari,4548.108,1,4.0,,,False,2019,7
5514.616,STR,18,93.215,45.0,1.0,,5494.32,21.383,24.691,47.141,251.0,277.0,,300.0,False,HARD,45.0,True,Racing Point,5421.401,1,10.0,,,False,2019,7
5593.635,STR,18,79.019,46.0,2.0,5516.122,,23.647,24.633,30.739,252.0,279.0,279.0,301.0,False,MEDIUM,1.0,True,Racing Point,5514.616,1,10.0,,,False,2019,7
2082.731,MAG,20,98.531,1.0,1.0,1998.385,,,27.888,31.883,249.0,278.0,277.0,304.0,False,HARD,1.0,True,Haas F1 Team,1984.006,12,19.0,,,False,2019,7
5117.774,MAG,20,94.788,39.0,1.0,,5094.893,21.804,25.119,47.865,246.0,277.0,,297.0,False,HARD,39.0,True,Haas F1 Team,5022.986,1,18.0,,,False,2019,7
5197.899,MAG,20,80.125,40.0,2.0,5119.295,,23.944,25.094,31.087,254.0,281.0,279.0,305.0,False,MEDIUM,1.0,True,Haas F1 Team,5117.774,1,18.0,,,False,2019,7
2110.544,ALB,23,126.344,1.0,1.0,,2074.058,,29.665,63.849,168.0,245.0,,297.0,False,MEDIUM,1.0,True,Toro Rosso,1984.006,12,20.0,,,False,2019,7
2193.276,ALB,23,82.732,2.0,2.0,2112.151,,24.973,25.917,31.842,229.0,274.0,270.0,296.0,False,HARD,1.0,True,Toro Rosso,2110.544,1,20.0,,,False,2019,7
6746.565,ALB,23,,60.0,2.0,,6746.569,23.165,25.299,,250.0,268.0,,268.0,False,HARD,59.0,True,Toro Rosso,6670.603,1,16.0,,,False,2019,7
2959.42,KVY,26,94.409,12.0,1.0,,2937.335,21.892,24.974,47.543,250.0,276.0,,296.0,False,MEDIUM,12.0,True,Toro Rosso,2865.011,12,13.0,,,False,2019,7
3040.589,KVY,26,81.169,13.0,2.0,2960.847,,24.47,25.312,31.387,239.0,279.0,290.0,323.0,False,HARD,1.0,True,Toro Rosso,2959.42,21,14.0,,,False,2019,7
3254.732,HUL,27,93.666,16.0,1.0,,3232.402,21.462,24.523,47.681,249.0,275.0,,300.0,False,SOFT,19.0,False,Renault,3161.066,1,7.0,,,False,2019,7
3334.808,HUL,27,80.076,17.0,2.0,3256.267,,23.64,25.008,31.428,247.0,272.0,271.0,294.0,False,HARD,1.0,True,Renault,3254.732,1,7.0,,,False,2019,7
2630.681,RIC,3,93.91,8.0,1.0,,2608.699,21.502,24.907,47.501,245.0,275.0,,299.0,False,SOFT,11.0,False,Renault,2536.771,1,11.0,,,False,2019,7
2710.828,RIC,3,80.147,9.0,2.0,2632.778,,23.963,25.076,31.108,246.0,276.0,280.0,324.0,False,HARD,1.0,True,Renault,2630.681,12,11.0,,,False,2019,7
5718.047,VER,33,92.785,48.0,1.0,,5696.174,21.349,24.504,46.932,254.0,281.0,,299.0,False,HARD,48.0,True,Red Bull Racing,5625.262,1,5.0,,,False,2019,7
5796.906,VER,33,78.859,49.0,2.0,5720.014,,23.782,24.646,30.431,247.0,284.0,286.0,310.0,False,MEDIUM,6.0,False,Red Bull Racing,5718.047,1,7.0,,,False,2019,7
4160.41,HAM,44,93.606,28.0,1.0,,4138.234,21.469,24.819,47.318,255.0,281.0,,303.0,False,MEDIUM,31.0,False,Mercedes,4066.804,1,3.0,,,False,2019,7
4238.782,HAM,44,78.372,29.0,2.0,4161.893,,23.309,24.443,30.62,252.0,279.0,277.0,300.0,False,HARD,1.0,True,Mercedes,4160.41,1,3.0,,,False,2019,7
4004.127,VET,5,93.538,26.0,1.0,,3981.979,21.377,24.776,47.385,256.0,283.0,,304.0,False,MEDIUM,31.0,False,Ferrari,3910.589,1,3.0,,,False,2019,7
4082.694,VET,5,78.567,27.0,2.0,4005.619,,23.487,24.528,30.552,256.0,283.0,282.0,306.0,False,HARD,1.0,False,Ferrari,4004.127,1,3.0,,,False,2019,7
2249.341,SAI,55,95.736,3.0,1.0,,2226.597,22.041,25.069,48.626,249.0,286.0,,331.0,False,SOFT,6.0,False,McLaren,2153.605,1,19.0,,,False,2019,7
2329.297,SAI,55,79.956,4.0,1.0,2250.839,,23.95,25.025,30.981,247.0,274.0,275.0,301.0,False,SOFT,7.0,False,McLaren,2249.341,1,19.0,,,False,2019,7
2737.512,RUS,63,97.342,9.0,1.0,,2715.312,22.981,25.845,48.516,241.0,281.0,,309.0,False,MEDIUM,9.0,True,Williams,2640.17,12,17.0,,,False,2019,7
2818.803,RUS,63,81.291,10.0,2.0,2741.77,,24.169,25.479,31.643,245.0,276.0,276.0,298.0,False,HARD,1.0,True,Williams,2737.512,2,17.0,,,False,2019,7
2493.315,RAI,7,97.155,6.0,1.0,,2469.599,22.205,25.597,49.353,247.0,273.0,,301.0,False,MEDIUM,6.0,True,Alfa Romeo Racing,2396.16,1,19.0,,,False,2019,7
2574.202,RAI,7,80.887,7.0,2.0,2494.787,,24.038,25.319,31.53,246.0,273.0,276.0,295.0,False,HARD,1.0,True,Alfa Romeo Racing,2493.315,1,19.0,,,False,2019,7
6561.569,RAI,7,95.566,58.0,2.0,,6538.401,21.92,25.036,48.61,255.0,281.0,,303.0,False,HARD,52.0,True,Alfa Romeo Racing,6466.003,1,15.0,,,False,2019,7
6640.009,RAI,7,78.44,59.0,3.0,6563.169,,23.307,24.62,30.513,253.0,281.0,284.0,306.0,False,SOFT,1.0,True,Alfa Romeo Racing,6561.569,1,15.0,,,False,2019,7
4333.888,BOT,77,93.553,30.0,1.0,,4314.586,21.489,24.851,47.213,256.0,281.0,,302.0,False,MEDIUM,33.0,False,Mercedes,4240.335,12,6.0,,,False,2019,7
4411.994,BOT,77,78.106,31.0,2.0,4335.677,,23.259,24.516,30.331,251.0,280.0,281.0,301.0,False,HARD,1.0,True,Mercedes,4333.888,21,6.0,,,False,2019,7
7154.85,BOT,77,91.24,67.0,2.0,,7136.473,20.671,23.982,46.587,260.0,285.0,,307.0,False,HARD,37.0,True,Mercedes,7063.61,1,4.0,,,False,2019,7
7234.056,BOT,77,79.206,68.0,3.0,7156.374,,23.603,24.725,30.878,254.0,281.0,283.0,290.0,False,SOFT,3.0,False,Mercedes,7154.85,1,4.0,,,False,2019,7
4699.264,GRO,8,95.392,34.0,1.0,,4678.302,22.317,25.067,48.008,250.0,278.0,,299.0,False,MEDIUM,34.0,True,Haas F1 Team,4603.872,1,15.0,,,False,2019,7
4782.839,GRO,8,83.575,35.0,2.0,4702.255,,24.612,27.622,31.341,204.0,278.0,278.0,304.0,False,HARD,1.0,True,Haas F1 Team,4699.264,1,15.0,,,False,2019,7
2664.266,KUB,88,98.012,8.0,1.0,,2640.63,22.711,25.911,49.39,240.0,276.0,,301.0,False,MEDIUM,8.0,True,Williams,2566.254,12,19.0,,,False,2019,7
2748.261,KUB,88,83.995,9.0,1.0,2665.706,,25.04,25.948,33.007,239.0,275.0,265.0,297.0,False,MEDIUM,9.0,True,Williams,2664.266,2,19.0,,,False,2019,7
5081.794,KUB,88,95.999,38.0,2.0,,5060.994,23.236,25.496,47.267,254.0,279.0,,299.0,False,HARD,29.0,True,Williams,4985.795,1,19.0,,,False,2019,7
5165.315,KUB,88,83.521,39.0,3.0,5083.334,,25.045,25.474,33.002,252.0,278.0,279.0,241.0,False,HARD,1.0,True,Williams,5081.794,1,19.0,,,False,2019,7
4613.254,GIO,99,95.209,33.0,1.0,,4590.886,22.272,25.248,47.689,255.0,282.0,,308.0,False,HARD,33.0,True,Alfa Romeo Racing,4518.045,1,15.0,,,False,2019,7
4694.806,GIO,99,81.552,34.0,2.0,4615.07,,24.594,25.695,31.263,212.0,280.0,280.0,303.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,4613.254,1,14.0,,,False,2019,7
4325.175,HAM,44,115.359,24.0,1.0,,4295.777,23.992,29.274,62.093,109.0,279.0,,303.0,False,MEDIUM,28.0,False,Mercedes,4209.816,1,1.0,,,False,2019,8
4423.885,HAM,44,98.71,25.0,2.0,4325.953,,27.444,29.333,41.933,110.0,276.0,285.0,301.0,False,HARD,1.0,True,Mercedes,4325.175,1,1.0,,,False,2019,8
4239.386,BOT,77,116.655,23.0,1.0,,4209.905,24.442,29.496,62.717,110.0,280.0,,300.0,False,MEDIUM,28.0,False,Mercedes,4122.731,12,3.0,,,False,2019,8
4339.232,BOT,77,99.846,24.0,2.0,4240.144,,28.165,29.54,42.141,107.0,276.0,287.0,296.0,False,HARD,1.0,True,Mercedes,4239.386,1,3.0,,,False,2019,8
4053.076,LEC,16,116.162,21.0,1.0,,4023.644,24.459,29.575,62.128,113.0,277.0,,303.0,False,MEDIUM,24.0,False,Ferrari,3936.914,1,4.0,,,False,2019,8
4152.868,LEC,16,99.792,22.0,2.0,4055.209,,28.148,29.56,42.084,110.0,277.0,284.0,306.0,False,HARD,1.0,False,Ferrari,4053.076,12,4.0,,,False,2019,8
3963.072,VER,33,116.028,20.0,1.0,,3934.455,24.314,29.592,62.122,112.0,275.0,,297.0,False,MEDIUM,25.0,False,Red Bull Racing,3847.044,1,5.0,,,False,2019,8
4063.268,VER,33,100.196,21.0,2.0,3963.846,,28.29,29.702,42.204,109.0,271.0,281.0,288.0,False,HARD,1.0,True,Red Bull Racing,3963.072,1,5.0,,,False,2019,8
4446.164,VET,5,116.447,25.0,1.0,,4416.901,24.809,29.534,62.104,111.0,279.0,,303.0,False,MEDIUM,28.0,False,Ferrari,4329.717,1,5.0,,,False,2019,8
4545.704,VET,5,99.54,26.0,2.0,4446.97,,28.061,29.373,42.106,108.0,280.0,286.0,303.0,False,HARD,1.0,True,Ferrari,4446.164,1,5.0,,,False,2019,8
6943.552,VET,5,115.077,51.0,2.0,,6913.91,23.945,29.14,61.992,116.0,280.0,,304.0,False,HARD,26.0,True,Ferrari,6828.475,1,5.0,,,False,2019,8
7046.406,VET,5,102.854,52.0,3.0,6944.493,,28.738,30.177,43.939,108.0,276.0,288.0,296.0,False,SOFT,1.0,True,Ferrari,6943.552,1,5.0,,,False,2019,8
3889.503,SAI,55,116.821,19.0,1.0,,3860.357,24.59,29.766,62.465,111.0,276.0,,296.0,False,MEDIUM,24.0,False,McLaren,3772.682,1,9.0,,,False,2019,8
3989.441,SAI,55,99.938,20.0,2.0,3890.279,,27.77,29.71,42.458,110.0,277.0,288.0,297.0,False,HARD,1.0,True,McLaren,3889.503,1,10.0,,,False,2019,8
5060.621,RAI,7,116.389,31.0,1.0,,5031.593,24.368,29.767,62.254,104.0,274.0,,301.0,False,HARD,31.0,True,Alfa Romeo Racing,4944.232,1,11.0,,,False,2019,8
5160.215,RAI,7,99.594,32.0,2.0,5061.426,,27.355,29.595,42.644,104.0,268.0,278.0,302.0,False,MEDIUM,2.0,False,Alfa Romeo Racing,5060.621,1,11.0,,,False,2019,8
5351.444,HUL,27,117.722,34.0,1.0,,5321.364,24.59,29.78,,110.0,277.0,,300.0,False,HARD,34.0,True,Renault,5233.722,1,10.0,,,False,2019,8
5451.176,HUL,27,99.732,35.0,2.0,5356.671,,27.896,29.418,42.418,108.0,276.0,286.0,317.0,False,MEDIUM,5.0,False,Renault,5351.444,12,11.0,,,False,2019,8
3794.2,NOR,4,116.987,18.0,1.0,,3764.481,24.69,29.578,62.719,111.0,280.0,,303.0,False,MEDIUM,23.0,False,McLaren,3677.213,1,11.0,,,False,2019,8
3894.968,NOR,4,100.768,19.0,2.0,3794.962,,28.521,29.751,42.496,104.0,278.0,302.0,298.0,False,HARD,1.0,True,McLaren,3794.2,1,12.0,,,False,2019,8
3703.101,GAS,10,117.63,17.0,1.0,,3673.66,24.918,29.876,62.836,112.0,274.0,,296.0,False,SOFT,20.0,False,Red Bull Racing,3585.471,1,15.0,,,False,2019,8
3805.729,GAS,10,102.628,18.0,2.0,3703.776,,28.523,30.764,43.341,103.0,274.0,285.0,305.0,False,HARD,1.0,True,Red Bull Racing,3703.101,1,15.0,,,False,2019,8
3607.07,RIC,3,118.275,16.0,1.0,,3576.813,24.989,29.362,63.924,108.0,280.0,,319.0,False,MEDIUM,20.0,False,Renault,3488.795,1,16.0,,,False,2019,8
