Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Deleted,DeletedReason,IsAccurate,Year,RoundNumber
5430.9,HAM,44,,30.0,4.0,5322.154,,87.496,45.754,41.904,136.0,218.0,234.0,285.0,False,INTERMEDIATE,1.0,True,Mercedes,5255.776,4,5.0,,,False,2019,11
7213.448,HAM,44,91.518,47.0,4.0,,7211.058,19.291,40.059,32.168,180.0,245.0,,299.0,False,INTERMEDIATE,18.0,True,Mercedes,7121.93,1,1.0,,,False,2019,11
7321.533,HAM,44,108.085,48.0,5.0,7238.121,,44.54,38.57,24.975,163.0,251.0,259.0,302.0,False,SOFT,6.0,False,Mercedes,7213.448,1,12.0,,,False,2019,11
7736.038,HAM,44,97.709,53.0,5.0,,7733.646,27.957,39.362,30.39,172.0,244.0,,300.0,False,SOFT,11.0,False,Mercedes,7638.329,12,14.0,,,False,2019,11
7833.908,HAM,44,97.87,54.0,6.0,7753.653,,36.234,37.392,24.244,187.0,255.0,263.0,299.0,False,SOFT,5.0,False,Mercedes,7736.038,1,15.0,,,False,2019,11
8011.791,HAM,44,98.634,56.0,6.0,,8009.39,17.305,38.134,43.195,209.0,164.0,,299.0,False,SOFT,7.0,False,Mercedes,7913.157,124,15.0,,,False,2019,11
8141.006,HAM,44,129.215,57.0,7.0,8028.983,,38.017,54.694,36.504,123.0,132.0,246.0,111.0,False,SOFT,6.0,False,Mercedes,8011.791,4,14.0,,,False,2019,11
2620.857,VET,5,107.381,2.0,1.0,,2618.47,23.293,45.635,38.453,151.0,222.0,,298.0,False,WET,2.0,True,Ferrari,2513.476,14,12.0,,,False,2019,11
2752.711,VET,5,131.854,3.0,2.0,2638.553,,41.397,52.958,37.499,127.0,175.0,249.0,199.0,False,INTERMEDIATE,1.0,True,Ferrari,2620.857,4,18.0,,,False,2019,11
4662.761,VET,5,98.863,23.0,2.0,,4660.402,20.591,42.874,35.398,172.0,234.0,,302.0,False,INTERMEDIATE,21.0,True,Ferrari,4563.898,1,8.0,,,False,2019,11
4775.915,VET,5,113.154,24.0,3.0,4681.15,,39.413,40.893,32.848,145.0,243.0,232.0,299.0,False,SOFT,1.0,True,Ferrari,4662.761,1,11.0,,,False,2019,11
5203.502,VET,5,122.599,28.0,3.0,,5201.083,26.701,47.224,48.674,138.0,107.0,,295.0,False,SOFT,5.0,True,Ferrari,5080.903,67124,7.0,,,False,2019,11
5331.633,VET,5,128.131,29.0,4.0,5223.098,,40.584,48.59,38.957,139.0,212.0,246.0,262.0,False,INTERMEDIATE,1.0,True,Ferrari,5203.502,4,8.0,,,False,2019,11
6563.544,VET,5,114.838,41.0,4.0,,6561.192,19.642,53.235,41.961,185.0,179.0,,150.0,False,INTERMEDIATE,13.0,True,Ferrari,6448.706,24,7.0,,,False,2019,11
6694.707,VET,5,131.163,42.0,5.0,6582.428,,37.85,57.372,35.941,131.0,149.0,209.0,220.0,False,INTERMEDIATE,1.0,True,Ferrari,6563.544,4,10.0,,,False,2019,11
7216.964,VET,5,91.812,47.0,5.0,,7214.619,18.902,40.283,32.627,175.0,249.0,,314.0,False,INTERMEDIATE,6.0,True,Ferrari,7125.152,1,3.0,,,False,2019,11
7315.042,VET,5,98.078,48.0,6.0,7234.199,,35.637,37.813,24.628,190.0,256.0,264.0,308.0,False,SOFT,1.0,True,Ferrari,7216.964,1,9.0,,,False,2019,11
2737.181,SAI,55,119.561,3.0,1.0,,2734.793,25.969,52.937,40.655,141.0,217.0,,131.0,False,WET,3.0,True,McLaren,2617.62,4,10.0,,,False,2019,11
2871.312,SAI,55,134.131,4.0,2.0,2758.136,,42.253,52.649,39.229,142.0,163.0,245.0,227.0,False,INTERMEDIATE,1.0,True,McLaren,2737.181,41,13.0,,,False,2019,11
5086.043,SAI,55,116.592,27.0,2.0,,5083.669,21.222,52.728,42.642,171.0,179.0,,91.0,False,INTERMEDIATE,24.0,True,McLaren,4969.451,26,9.0,,,False,2019,11
5205.235,SAI,55,119.192,28.0,3.0,5103.652,,35.183,44.986,39.023,178.0,192.0,175.0,316.0,False,INTERMEDIATE,1.0,True,McLaren,5086.043,67124,8.0,,,False,2019,11
7127.093,SAI,55,91.802,46.0,3.0,,7124.738,19.384,40.506,31.912,201.0,247.0,,293.0,False,INTERMEDIATE,19.0,True,McLaren,7035.291,1,6.0,,,False,2019,11
7227.506,SAI,55,100.413,47.0,4.0,7145.427,,36.495,38.551,25.367,194.0,251.0,264.0,305.0,False,SOFT,4.0,False,McLaren,7127.093,1,10.0,,,False,2019,11
3178.707,RUS,63,105.319,7.0,1.0,,3176.331,22.948,45.618,36.753,160.0,224.0,,287.0,False,WET,7.0,True,Williams,3073.388,1,17.0,,,False,2019,11
3287.457,RUS,63,108.75,8.0,2.0,3197.052,,36.19,42.579,29.981,186.0,234.0,247.0,288.0,False,INTERMEDIATE,1.0,True,Williams,3178.707,1,18.0,,,False,2019,11
4837.418,RUS,63,100.667,24.0,2.0,,4835.056,21.79,43.548,35.329,162.0,229.0,,292.0,False,INTERMEDIATE,17.0,True,Williams,4736.751,1,17.0,,,False,2019,11
4946.425,RUS,63,109.007,25.0,3.0,4854.307,,35.34,42.977,30.69,171.0,233.0,246.0,295.0,False,INTERMEDIATE,1.0,True,Williams,4837.418,12,17.0,,,False,2019,11
6617.185,RUS,63,121.647,41.0,3.0,,6614.805,26.666,55.09,39.891,153.0,212.0,,208.0,False,INTERMEDIATE,17.0,True,Williams,6495.538,4,14.0,,,False,2019,11
6723.768,RUS,63,106.583,42.0,4.0,6634.152,,35.329,42.4,28.854,173.0,236.0,248.0,291.0,False,INTERMEDIATE,1.0,True,Williams,6617.185,4,13.0,,,False,2019,11
7226.616,RUS,63,96.238,47.0,4.0,,7224.251,20.472,42.78,32.986,172.0,232.0,,294.0,False,INTERMEDIATE,6.0,True,Williams,7130.378,1,9.0,,,False,2019,11
7330.352,RUS,63,103.736,48.0,5.0,7245.902,,37.724,39.86,26.152,193.0,248.0,260.0,296.0,False,SOFT,1.0,True,Williams,7226.616,1,14.0,,,False,2019,11
8111.36,RUS,63,123.258,57.0,5.0,,8108.995,25.56,55.292,42.406,102.0,187.0,,245.0,False,SOFT,10.0,True,Williams,7988.102,4,13.0,,,False,2019,11
8215.158,RUS,63,103.798,58.0,6.0,8132.413,,39.009,39.179,25.61,195.0,248.0,260.0,293.0,False,SOFT,4.0,False,Williams,8111.36,4,13.0,,,False,2019,11
2725.587,RAI,7,123.694,3.0,1.0,,2723.197,29.921,52.838,40.935,166.0,171.0,,240.0,False,WET,3.0,True,Alfa Romeo Racing,2601.893,4,4.0,,,False,2019,11
2870.381,RAI,7,144.794,4.0,2.0,2750.45,,47.181,56.491,41.122,113.0,138.0,240.0,173.0,False,INTERMEDIATE,1.0,True,Alfa Romeo Racing,2725.587,41,11.0,,,False,2019,11
4938.211,RAI,7,97.544,26.0,2.0,,4935.905,20.88,41.552,35.112,173.0,237.0,,300.0,False,INTERMEDIATE,23.0,True,Alfa Romeo Racing,4840.667,12,6.0,,,False,2019,11
5074.963,RAI,7,136.752,27.0,3.0,4958.142,,42.368,53.157,41.227,138.0,180.0,179.0,292.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,4938.211,126,7.0,,,False,2019,11
5202.911,RAI,7,127.948,28.0,3.0,,5200.457,28.107,51.257,48.584,120.0,108.0,,281.0,False,MEDIUM,2.0,True,Alfa Romeo Racing,5074.963,67124,6.0,,,False,2019,11
5330.595,RAI,7,127.684,29.0,4.0,5221.635,,40.491,47.708,39.485,143.0,149.0,219.0,268.0,False,INTERMEDIATE,1.0,True,Alfa Romeo Racing,5202.911,4,7.0,,,False,2019,11
7216.271,RAI,7,91.536,47.0,4.0,,7213.901,19.046,40.104,32.386,184.0,242.0,,301.0,False,INTERMEDIATE,19.0,True,Alfa Romeo Racing,7124.735,1,2.0,,,False,2019,11
7318.397,RAI,7,102.126,48.0,5.0,7234.855,,37.694,38.993,25.439,184.0,249.0,259.0,309.0,False,SOFT,4.0,False,Alfa Romeo Racing,7216.271,1,11.0,,,False,2019,11
2722.52,BOT,77,125.182,3.0,1.0,,2720.027,28.26,55.551,41.371,127.0,157.0,,184.0,False,WET,3.0,True,Mercedes,2597.338,14,2.0,,,False,2019,11
2864.564,BOT,77,142.044,4.0,2.0,2742.233,,39.478,59.898,42.668,153.0,136.0,249.0,158.0,False,INTERMEDIATE,1.0,True,Mercedes,2722.52,41,3.0,,,False,2019,11
4902.716,BOT,77,96.761,26.0,2.0,,4900.293,20.429,41.572,34.76,174.0,238.0,,299.0,False,INTERMEDIATE,23.0,True,Mercedes,4805.955,1,2.0,,,False,2019,11
5024.464,BOT,77,121.748,27.0,3.0,4920.83,,39.864,43.267,38.617,141.0,229.0,209.0,296.0,False,MEDIUM,4.0,False,Mercedes,4902.716,126,3.0,,,False,2019,11
5394.813,BOT,77,136.954,30.0,3.0,,5392.352,29.571,58.42,48.963,120.0,169.0,,279.0,False,MEDIUM,7.0,False,Mercedes,5257.859,4,2.0,,,False,2019,11
5535.37,BOT,77,140.557,31.0,4.0,5413.491,,37.007,57.298,46.252,158.0,181.0,131.0,170.0,False,INTERMEDIATE,1.0,True,Mercedes,5394.813,4,3.0,,,False,2019,11
7123.857,BOT,77,90.493,46.0,4.0,,7121.456,18.898,39.489,32.106,191.0,243.0,,301.0,False,INTERMEDIATE,16.0,True,Mercedes,7033.364,1,3.0,,,False,2019,11
7226.288,BOT,77,102.431,47.0,5.0,7142.626,,37.619,38.333,26.479,188.0,250.0,261.0,304.0,False,SOFT,3.0,False,Mercedes,7123.857,1,8.0,,,False,2019,11
2733.677,GRO,8,121.462,3.0,1.0,,2731.291,26.311,53.971,41.18,148.0,179.0,,160.0,False,WET,3.0,True,Haas F1 Team,2612.215,4,7.0,,,False,2019,11
2872.88,GRO,8,139.203,4.0,2.0,2758.529,,48.026,52.861,38.316,119.0,172.0,247.0,209.0,False,INTERMEDIATE,1.0,True,Haas F1 Team,2733.677,41,15.0,,,False,2019,11
4967.01,GRO,8,99.333,26.0,2.0,,4964.628,21.567,42.446,35.32,162.0,235.0,,294.0,False,INTERMEDIATE,23.0,True,Haas F1 Team,4867.677,12,11.0,,,False,2019,11
5118.682,GRO,8,,27.0,3.0,4986.253,,41.843,54.939,54.887,113.0,199.0,190.0,202.0,False,SOFT,4.0,False,Haas F1 Team,4967.01,2671,13.0,,,False,2019,11
5249.991,GRO,8,131.309,28.0,3.0,,5247.603,26.703,62.085,42.521,128.0,193.0,,178.0,False,SOFT,5.0,False,Haas F1 Team,5118.682,124,13.0,,,False,2019,11
5392.783,GRO,8,142.792,29.0,4.0,5271.607,,39.412,57.861,45.519,150.0,121.0,164.0,269.0,False,INTERMEDIATE,1.0,True,Haas F1 Team,5249.991,4,13.0,,,False,2019,11
6578.01,GRO,8,117.482,41.0,4.0,,6575.584,23.461,53.847,40.174,101.0,184.0,,196.0,False,INTERMEDIATE,13.0,True,Haas F1 Team,6460.528,24,11.0,,,False,2019,11
6710.553,GRO,8,132.543,42.0,5.0,6596.258,,39.111,54.558,38.874,92.0,184.0,217.0,197.0,False,INTERMEDIATE,1.0,True,Haas F1 Team,6578.01,4,12.0,,,False,2019,11
7131.681,GRO,8,92.974,46.0,5.0,,7129.99,19.57,40.933,32.471,190.0,240.0,,315.0,False,INTERMEDIATE,5.0,True,Haas F1 Team,7038.707,1,12.0,,,False,2019,11
7236.093,GRO,8,104.412,47.0,6.0,7150.723,,38.008,40.168,26.236,174.0,239.0,254.0,297.0,False,SOFT,7.0,False,Haas F1 Team,7131.681,1,14.0,,,False,2019,11
3183.021,KUB,88,106.75,7.0,1.0,,3180.553,24.114,45.865,36.771,157.0,223.0,,291.0,False,WET,7.0,True,Williams,3076.271,1,19.0,,,False,2019,11
3295.158,KUB,88,112.137,8.0,2.0,3204.34,,39.749,43.29,29.098,161.0,229.0,248.0,299.0,False,INTERMEDIATE,1.0,True,Williams,3183.021,1,19.0,,,False,2019,11
4751.178,KUB,88,102.771,23.0,2.0,,4748.797,22.153,43.929,36.689,158.0,229.0,,294.0,False,INTERMEDIATE,16.0,True,Williams,4648.407,1,18.0,,,False,2019,11
4861.286,KUB,88,110.108,24.0,3.0,4769.236,,36.43,43.068,30.61,161.0,234.0,243.0,300.0,False,INTERMEDIATE,1.0,True,Williams,4751.178,1,18.0,,,False,2019,11
5649.879,KUB,88,116.527,31.0,3.0,,5647.495,30.426,50.731,35.37,134.0,227.0,,253.0,False,INTERMEDIATE,8.0,True,Williams,5533.352,4,15.0,,,False,2019,11
5760.768,KUB,88,110.889,32.0,4.0,5667.135,,35.527,44.123,31.239,158.0,226.0,244.0,291.0,False,INTERMEDIATE,1.0,True,Williams,5649.879,4,16.0,,,False,2019,11
7141.49,KUB,88,98.969,46.0,4.0,,7139.129,21.854,43.282,33.833,155.0,226.0,,293.0,False,INTERMEDIATE,15.0,True,Williams,7042.521,1,14.0,,,False,2019,11
7246.301,KUB,88,104.811,47.0,5.0,7159.49,,38.485,40.237,26.089,158.0,246.0,257.0,296.0,False,SOFT,1.0,True,Williams,7141.49,1,15.0,,,False,2019,11
8107.169,KUB,88,120.067,57.0,5.0,,8104.712,24.887,55.441,39.739,124.0,167.0,,231.0,False,SOFT,11.0,True,Williams,7987.102,4,12.0,,,False,2019,11
8212.577,KUB,88,105.408,58.0,6.0,8124.631,,37.305,41.034,27.069,166.0,242.0,256.0,293.0,False,SOFT,4.0,False,Williams,8107.169,4,12.0,,,False,2019,11
2740.168,GIO,99,120.644,3.0,1.0,,2737.793,26.868,52.073,41.703,160.0,203.0,,205.0,False,WET,3.0,True,Alfa Romeo Racing,2619.524,4,12.0,,,False,2019,11
2874.055,GIO,99,133.887,4.0,2.0,2760.293,,41.911,53.393,38.583,121.0,166.0,242.0,195.0,False,INTERMEDIATE,1.0,True,Alfa Romeo Racing,2740.168,41,16.0,,,False,2019,11
4955.82,GIO,99,98.802,26.0,2.0,,4953.468,21.43,42.325,35.047,167.0,230.0,,297.0,False,INTERMEDIATE,23.0,True,Alfa Romeo Racing,4857.018,12,8.0,,,False,2019,11
5092.08,GIO,99,136.26,27.0,3.0,4974.331,,39.575,55.561,41.124,140.0,191.0,179.0,135.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,4955.82,1267,10.0,,,False,2019,11
5225.421,GIO,99,133.341,28.0,3.0,,5223.055,35.908,48.805,48.628,122.0,187.0,,289.0,False,MEDIUM,2.0,True,Alfa Romeo Racing,5092.08,7124,10.0,,,False,2019,11
5353.641,GIO,99,128.22,29.0,4.0,5243.15,,36.813,53.193,38.214,152.0,136.0,218.0,148.0,False,INTERMEDIATE,1.0,True,Alfa Romeo Racing,5225.421,4,10.0,,,False,2019,11
7220.338,GIO,99,93.035,47.0,4.0,,7218.056,19.578,40.481,32.976,187.0,242.0,,298.0,False,INTERMEDIATE,19.0,True,Alfa Romeo Racing,7127.303,1,6.0,,,False,2019,11
7329.032,GIO,99,108.694,48.0,5.0,7245.953,,44.992,38.273,25.429,189.0,248.0,259.0,324.0,False,SOFT,1.0,True,Alfa Romeo Racing,7220.338,1,13.0,,,False,2019,11
4517.628,HAM,44,85.483,31.0,1.0,,4516.009,29.713,29.855,25.915,275.0,240.0,,294.0,False,MEDIUM,34.0,False,Mercedes,4432.145,1,1.0,,,False,2019,12
4617.398,HAM,44,99.77,32.0,2.0,4539.077,,48.664,28.777,22.329,273.0,243.0,252.0,294.0,False,HARD,1.0,True,Mercedes,4517.628,1,2.0,,,False,2019,12
5906.589,HAM,44,82.452,48.0,2.0,,5906.659,28.741,28.348,25.363,286.0,248.0,,298.0,False,HARD,17.0,True,Mercedes,5824.137,1,2.0,,,False,2019,12
6002.711,HAM,44,96.122,49.0,2.0,5926.426,,46.653,27.638,21.831,282.0,252.0,253.0,298.0,False,HARD,18.0,True,Mercedes,5906.589,1,2.0,,,False,2019,12
4021.973,VER,33,84.195,25.0,1.0,,4020.32,29.552,29.192,25.451,274.0,240.0,,286.0,False,MEDIUM,28.0,False,Red Bull Racing,3937.778,1,2.0,,,False,2019,12
4121.758,VER,33,99.785,26.0,2.0,4042.056,,47.457,29.017,23.311,279.0,238.0,254.0,286.0,False,HARD,1.0,True,Red Bull Racing,4021.973,1,2.0,,,False,2019,12
7434.694,VER,33,85.724,67.0,2.0,,7433.303,30.011,30.055,25.658,280.0,237.0,,293.0,False,HARD,42.0,True,Red Bull Racing,7348.97,1,2.0,,,False,2019,12
7534.34,VER,33,99.646,68.0,3.0,7454.235,,46.977,29.641,23.028,273.0,246.0,252.0,293.0,False,SOFT,4.0,False,Red Bull Racing,7434.694,1,2.0,,,False,2019,12
5215.759,VET,5,86.496,39.0,1.0,,5214.147,29.844,30.302,26.35,280.0,233.0,,291.0,False,MEDIUM,42.0,False,Ferrari,5129.263,1,3.0,,,False,2019,12
5317.494,VET,5,101.735,40.0,2.0,5238.949,,50.249,28.821,22.665,281.0,243.0,255.0,291.0,False,SOFT,1.0,True,Ferrari,5215.759,1,4.0,,,False,2019,12
4211.873,LEC,16,85.952,27.0,1.0,,4210.258,29.69,30.259,26.003,282.0,237.0,,310.0,False,MEDIUM,30.0,False,Ferrari,4125.921,1,4.0,,,False,2019,12
4312.582,LEC,16,100.709,28.0,2.0,4231.822,,48.183,29.592,22.934,278.0,244.0,251.0,310.0,False,HARD,1.0,False,Ferrari,4211.873,1,4.0,,,False,2019,12
4402.311,SAI,55,86.033,29.0,1.0,,4400.707,29.633,30.155,26.245,281.0,239.0,,291.0,False,SOFT,32.0,False,McLaren,4316.278,1,5.0,,,False,2019,12
4502.679,SAI,55,100.368,30.0,2.0,4422.585,,47.695,29.493,23.18,276.0,242.0,249.0,291.0,False,HARD,1.0,True,McLaren,4402.311,1,5.0,,,False,2019,12
4324.504,GAS,10,85.8,28.0,1.0,,4322.932,29.763,30.159,25.878,279.0,234.0,,290.0,False,MEDIUM,31.0,False,Red Bull Racing,4238.704,1,8.0,,,False,2019,12
4423.762,GAS,10,99.258,29.0,2.0,4344.98,,48.188,28.623,22.447,274.0,243.0,248.0,290.0,False,HARD,1.0,True,Red Bull Racing,4324.504,1,8.0,,,False,2019,12
4405.971,RAI,7,85.083,29.0,1.0,,4404.378,29.307,29.847,25.929,278.0,234.0,,300.0,False,SOFT,32.0,False,Alfa Romeo Racing,4320.888,1,6.0,,,False,2019,12
4507.097,RAI,7,101.126,30.0,2.0,4426.54,,47.997,30.116,23.013,278.0,237.0,248.0,300.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,4405.971,1,8.0,,,False,2019,12
2400.79,BOT,77,86.664,5.0,1.0,,2399.158,30.046,30.55,26.068,272.0,230.0,,285.0,False,MEDIUM,8.0,False,Mercedes,2314.126,1,6.0,,,False,2019,12
2512.824,BOT,77,112.034,6.0,2.0,2432.633,,59.83,29.284,22.92,273.0,239.0,248.0,285.0,False,HARD,1.0,True,Mercedes,2400.79,1,20.0,,,False,2019,12
5833.905,BOT,77,83.828,46.0,2.0,,5832.281,29.222,29.247,25.359,285.0,241.0,,295.0,False,HARD,41.0,True,Mercedes,5750.077,1,9.0,,,False,2019,12
5933.851,BOT,77,99.946,47.0,3.0,5854.0,,47.857,29.299,22.79,284.0,246.0,260.0,295.0,False,MEDIUM,1.0,False,Mercedes,5833.905,1,12.0,,,False,2019,12
4322.558,NOR,4,86.203,28.0,1.0,,4320.938,29.782,30.19,26.231,279.0,238.0,,291.0,False,SOFT,31.0,False,McLaren,4236.355,1,7.0,,,False,2019,12
4428.871,NOR,4,106.313,29.0,2.0,4347.002,,52.404,30.622,23.287,280.0,238.0,259.0,291.0,False,HARD,1.0,True,McLaren,4322.558,1,11.0,,,False,2019,12
4340.483,ALB,23,85.322,28.0,1.0,,4338.876,29.744,29.755,25.823,279.0,236.0,,289.0,False,MEDIUM,28.0,True,Toro Rosso,4255.161,1,10.0,,,False,2019,12
4442.767,ALB,23,102.284,29.0,2.0,4362.52,,49.579,29.561,23.144,274.0,236.0,247.0,289.0,False,HARD,1.0,True,Toro Rosso,4340.483,1,15.0,,,False,2019,12
3505.519,PER,11,86.394,18.0,1.0,,3504.337,30.176,30.112,26.106,286.0,236.0,,291.0,False,MEDIUM,18.0,True,Racing Point,3419.125,1,12.0,,,False,2019,12
3605.415,PER,11,99.896,19.0,2.0,3526.072,,47.619,29.307,22.97,280.0,242.0,248.0,291.0,False,HARD,1.0,True,Racing Point,3505.519,1,16.0,,,False,2019,12
5009.939,HUL,27,85.938,36.0,1.0,,5008.35,29.827,30.137,25.974,275.0,233.0,,285.0,False,MEDIUM,36.0,True,Renault,4924.001,1,10.0,,,False,2019,12
5110.551,HUL,27,100.612,37.0,2.0,5030.115,,47.608,29.704,23.3,275.0,235.0,247.0,285.0,False,SOFT,1.0,True,Renault,5009.939,1,15.0,,,False,2019,12
5183.481,MAG,20,86.189,38.0,1.0,,5181.863,29.924,29.869,26.396,273.0,237.0,,284.0,False,MEDIUM,38.0,True,Haas F1 Team,5097.292,1,10.0,,,False,2019,12
5283.177,MAG,20,99.696,39.0,2.0,5203.477,,47.592,29.153,22.951,277.0,240.0,246.0,284.0,False,SOFT,1.0,True,Haas F1 Team,5183.481,1,15.0,,,False,2019,12
5850.816,RIC,3,85.885,46.0,1.0,,5849.11,29.563,30.317,26.005,281.0,234.0,,290.0,False,HARD,46.0,True,Renault,5764.931,1,12.0,,,False,2019,12
5951.098,RIC,3,100.282,47.0,2.0,5871.663,,47.845,29.331,23.106,284.0,237.0,251.0,290.0,False,SOFT,1.0,True,Renault,5850.816,1,15.0,,,False,2019,12
3757.935,KVY,26,85.357,21.0,1.0,,3756.283,29.976,29.683,25.698,277.0,238.0,,284.0,False,MEDIUM,21.0,True,Toro Rosso,3672.578,1,11.0,,,False,2019,12
3860.752,KVY,26,102.817,22.0,2.0,3780.693,,49.487,29.887,23.443,278.0,239.0,247.0,284.0,False,HARD,1.0,True,Toro Rosso,3757.935,1,16.0,,,False,2019,12
3349.808,RUS,63,87.336,16.0,1.0,,3348.174,30.354,30.841,26.141,273.0,230.0,,283.0,False,MEDIUM,16.0,True,Williams,3262.472,1,17.0,,,False,2019,12
3450.324,RUS,63,100.516,17.0,2.0,3369.518,,47.388,29.717,23.411,278.0,238.0,245.0,283.0,False,HARD,1.0,True,Williams,3349.808,1,18.0,,,False,2019,12
3351.303,STR,18,87.668,16.0,1.0,,3349.645,30.309,30.775,26.584,281.0,230.0,,290.0,False,MEDIUM,16.0,True,Racing Point,3263.635,1,18.0,,,False,2019,12
3452.348,STR,18,101.045,17.0,2.0,3371.706,,48.132,29.56,23.353,281.0,237.0,245.0,290.0,False,HARD,1.0,True,Racing Point,3351.303,1,19.0,,,False,2019,12
6227.367,STR,18,86.29,50.0,2.0,,6225.73,29.817,30.276,26.197,281.0,236.0,,291.0,False,HARD,34.0,True,Racing Point,6141.077,1,18.0,,,False,2019,12
6327.265,STR,18,99.898,51.0,3.0,6247.295,,47.096,29.224,23.578,286.0,239.0,256.0,291.0,False,SOFT,1.0,True,Racing Point,6227.367,1,19.0,,,False,2019,12
3267.874,GIO,99,88.085,15.0,1.0,,3266.26,30.481,31.12,26.484,275.0,229.0,,288.0,False,MEDIUM,15.0,True,Alfa Romeo Racing,3179.789,1,19.0,,,False,2019,12
3370.527,GIO,99,102.653,16.0,2.0,3289.448,,49.473,29.853,23.327,277.0,237.0,247.0,288.0,False,HARD,1.0,True,Alfa Romeo Racing,3267.874,1,20.0,,,False,2019,12
3527.036,KUB,88,87.711,18.0,1.0,,3525.25,30.263,30.707,26.741,273.0,236.0,,284.0,False,MEDIUM,18.0,True,Williams,3439.325,1,17.0,,,False,2019,12
3631.631,KUB,88,104.595,19.0,2.0,3547.004,,49.772,30.953,23.87,274.0,235.0,245.0,284.0,False,HARD,1.0,True,Williams,3527.036,1,20.0,,,False,2019,12
3587.569,GRO,8,86.535,19.0,1.0,,3586.154,30.114,30.166,26.255,269.0,234.0,,281.0,False,SOFT,22.0,False,Haas F1 Team,3501.034,1,10.0,,,False,2019,12
3693.164,GRO,8,105.595,20.0,2.0,3607.994,,48.339,32.495,24.761,273.0,191.0,244.0,281.0,False,HARD,1.0,True,Haas F1 Team,3587.569,1,16.0,,,False,2019,12
6136.159,GRO,8,99.624,49.0,2.0,,6134.523,29.591,38.504,31.529,271.0,191.0,,287.0,False,HARD,30.0,True,Haas F1 Team,6036.535,1,16.0,,,False,2019,12
3695.134,GAS,10,114.888,13.0,1.0,,3691.631,31.956,48.808,34.124,305.0,195.0,,305.0,False,SOFT,13.0,True,Toro Rosso,3580.246,1,9.0,,,False,2019,13
3818.138,GAS,10,123.004,14.0,2.0,3714.707,,45.339,48.273,29.392,339.0,203.0,219.0,307.0,False,MEDIUM,1.0,True,Toro Rosso,3695.134,1,16.0,,,False,2019,13
3913.308,PER,11,115.359,15.0,1.0,,3909.756,31.534,49.951,33.874,317.0,192.0,,311.0,False,SOFT,18.0,False,Racing Point,3797.949,1,7.0,,,False,2019,13
4039.218,PER,11,125.91,16.0,2.0,3932.905,,45.683,50.534,29.693,343.0,191.0,220.0,307.0,False,MEDIUM,1.0,True,Racing Point,3913.308,1,12.0,,,False,2019,13
4541.897,LEC,16,113.378,21.0,1.0,,4538.462,31.371,48.353,33.654,320.0,199.0,,310.0,False,SOFT,24.0,False,Ferrari,4428.519,1,2.0,,,False,2019,13
4664.292,LEC,16,122.395,22.0,2.0,4560.809,,46.08,47.39,28.925,317.0,209.0,223.0,291.0,False,MEDIUM,1.0,True,Ferrari,4541.897,1,4.0,,,False,2019,13
3809.011,STR,18,115.009,14.0,1.0,,3805.558,31.617,49.391,34.001,313.0,194.0,,309.0,False,SOFT,14.0,True,Racing Point,3694.002,1,10.0,,,False,2019,13
3932.683,STR,18,123.672,15.0,2.0,3828.281,,45.608,48.807,29.257,342.0,199.0,220.0,292.0,False,MEDIUM,1.0,True,Racing Point,3809.011,1,17.0,,,False,2019,13
5595.885,STR,18,114.898,30.0,2.0,,5592.392,31.216,49.965,33.717,342.0,196.0,,314.0,False,MEDIUM,16.0,True,Racing Point,5480.987,1,13.0,,,False,2019,13
5721.275,STR,18,125.39,31.0,3.0,5617.722,,48.137,47.78,29.473,317.0,201.0,222.0,307.0,False,SOFT,1.0,True,Racing Point,5595.885,1,14.0,,,False,2019,13
5052.196,MAG,20,116.06,25.0,1.0,,5048.83,31.978,49.393,34.689,315.0,191.0,,307.0,False,SOFT,28.0,False,Haas F1 Team,4936.136,1,15.0,,,False,2019,13
5175.722,MAG,20,123.526,26.0,2.0,5071.257,,46.238,47.771,29.517,312.0,203.0,221.0,289.0,False,MEDIUM,1.0,True,Haas F1 Team,5052.196,1,18.0,,,False,2019,13
4811.915,ALB,23,114.745,23.0,1.0,,4808.374,31.476,49.401,33.868,317.0,196.0,,312.0,False,MEDIUM,23.0,True,Red Bull Racing,4697.17,1,11.0,,,False,2019,13
4935.221,ALB,23,123.306,24.0,2.0,4830.906,,45.324,48.951,29.031,329.0,199.0,220.0,313.0,False,SOFT,1.0,True,Red Bull Racing,4811.915,1,14.0,,,False,2019,13
4919.256,KVY,26,114.845,24.0,1.0,,4915.68,31.82,48.91,34.115,316.0,190.0,,305.0,False,MEDIUM,24.0,True,Toro Rosso,4804.411,1,7.0,,,False,2019,13
5041.826,KVY,26,122.57,25.0,2.0,4938.822,,45.886,47.557,29.127,306.0,204.0,221.0,305.0,False,SOFT,1.0,True,Toro Rosso,4919.256,1,13.0,,,False,2019,13
