Season,Round,Race,Timestamp,Category,Status,Flag,Scope,Sector,LapNumber,DriverNumber,Message
2020,9,Tuscan Grand Prix,2020-09-13 13:14:03,SafetyCar,DEPLOYED,,,,1,,SAFETY CAR DEPLOYED
2020,9,Tuscan Grand Prix,2020-09-13 13:25:47,SafetyCar,IN THIS LAP,,,,6,,SAFETY CAR IN THIS LAP
2020,9,Tuscan Grand Prix,2020-09-13 13:26:57,SafetyCar,DEPLOYED,,,,7,,SAFETY CAR DEPLOYED
2020,9,Tuscan Grand Prix,2020-09-13 13:27:13,SafetyCar,THROUGH THE PIT LANE,,,,7,,SAFETY CAR THROUGH THE PIT LANE
2020,9,Tuscan Grand Prix,2020-09-13 13:56:02,Other,,,,,9,,SAFETY CAR WILL ENTER PITS: STANDING START
2020,9,Tuscan Grand Prix,2020-09-13 14:45:54,SafetyCar,DEPLOYED,,,,43,,SAFETY CAR DEPLOYED
2020,9,Tuscan Grand Prix,2020-09-13 15:13:00,Other,,,,,46,,SAFETY CAR WILL ENTER PITS: STANDING START
