Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Year,RoundNumber
4752.0,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,31.0,2019,1
4760.0,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,31.0,2019,1
4788.0,CarEvent,CAR 8 (GRO) STOPPED AT TURN 15,,,,,8.0,32.0,2019,1
4881.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 17:01:25,,BLUE,Driver,,99.0,33.0,2019,1
4923.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:02:06,,BLUE,Driver,,63.0,33.0,2019,1
5084.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:04:47,,BLUE,Driver,,88.0,35.0,2019,1
5102.0,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 17:05:05,,BLUE,Driver,,23.0,35.0,2019,1
5110.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 17:05:14,,BLUE,Driver,,99.0,35.0,2019,1
5318.0,CarEvent,CAR 26 (KVY) OFF TRACK AND CONTINUED AT TURN 3,,,,,26.0,38.0,2019,1
5387.0,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:09:51,,BLUE,Driver,,11.0,38.0,2019,1
5728.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 17:15:32,,BLUE,Driver,,4.0,42.0,2019,1
5737.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 17:15:41,,BLUE,Driver,,99.0,43.0,2019,1
5839.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:17:22,,BLUE,Driver,,63.0,44.0,2019,1
5941.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:19:05,,BLUE,Driver,,63.0,45.0,2019,1
6136.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:22:20,,BLUE,Driver,,88.0,47.0,2019,1
6239.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:24:03,,BLUE,Driver,,88.0,48.0,2019,1
6257.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:24:20,,BLUE,Driver,,88.0,48.0,2019,1
6373.0,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 17:26:16,,BLUE,Driver,,23.0,50.0,2019,1
6437.0,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 17:27:21,,BLUE,Driver,,23.0,51.0,2019,1
6447.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:27:31,,BLUE,Driver,,88.0,51.0,2019,1
6464.0,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 17:27:47,,BLUE,Driver,,10.0,51.0,2019,1
6510.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:28:34,,BLUE,Driver,,88.0,51.0,2019,1
6543.0,Flag,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 17:29:06,,BLUE,Driver,,26.0,52.0,2019,1
6568.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:29:32,,BLUE,Driver,,63.0,52.0,2019,1
6582.0,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:29:46,,BLUE,Driver,,11.0,52.0,2019,1
6593.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:29:57,,BLUE,Driver,,63.0,52.0,2019,1
6601.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 17:30:05,,BLUE,Driver,,4.0,52.0,2019,1
6616.0,Flag,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 17:30:19,,BLUE,Driver,,26.0,53.0,2019,1
6616.0,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 17:30:20,,BLUE,Driver,,11.0,53.0,2019,1
6641.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 17:30:45,,BLUE,Driver,,4.0,53.0,2019,1
6723.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:32:07,,BLUE,Driver,,18.0,54.0,2019,1
6749.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 17:32:32,,BLUE,Driver,,88.0,54.0,2019,1
6820.0,Flag,WAVED BLUE FLAG FOR CAR 7 (RAI) TIMED AT 17:33:44,,BLUE,Driver,,7.0,55.0,2019,1
6868.0,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 17:34:32,,BLUE,Driver,,27.0,55.0,2019,1
6906.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:35:09,,BLUE,Driver,,63.0,56.0,2019,1
7136.0,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,58.0,2019,1
1245679.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,1.0,2019,2
1245703.0,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,1.0,2019,2
1246497.0,Other,RISK OF RAIN FOR THIS SESSION IS 10%,,,,,,1.0,2019,2
1246527.0,Other,AIR TEMPERATURE 15 MINS BEFORE THE RACE = 26 DEGREES,,,,,,1.0,2019,2
1247220.0,Drs,DRS DISABLED,DISABLED,,,,,1.0,2019,2
1247607.0,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2019,2
1247650.0,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,1.0,2019,2
1247651.0,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,1.0,2019,2
1247657.0,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,1.0,2019,2
1247659.0,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,1.0,2019,2
1247678.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,1.0,2019,2
1247684.0,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,1.0,2019,2
1247693.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,1.0,2019,2
1247702.0,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,1.0,2019,2
1247706.0,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,2.0,2019,2
1247712.0,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,2.0,2019,2
1247757.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,2.0,2019,2
1247761.0,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,2.0,2019,2
1247798.0,Drs,DRS ENABLED,ENABLED,,,,,2.0,2019,2
1247938.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,4.0,2019,2
1247944.0,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,,4.0,2019,2
1247945.0,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,4.0,2019,2
1247947.0,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,4.0,2019,2
1247952.0,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,4.0,2019,2
1247953.0,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,4.0,2019,2
1248087.0,Other,"LAP 1, TURN 2 INCIDENT INVOLVING CARS 8 (GRO) AND 18 (STR) NOTED",,,,,,5.0,2019,2
1248146.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,6.0,2019,2
1248153.0,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,6.0,2019,2
1248433.0,Other,TURN 4 INCIDENT INVOLVING CARS 33 (VER) AND 55 (SAI) UNDER INVESTIGATION,,,,,,9.0,2019,2
1248530.0,Other,TURN 2 INCIDENT INVOLVING CARS 8 (GRO) AND 18 (STR) - NO INVESTIGATION NECESSARY,,,,,,10.0,2019,2
1248656.0,Other,TURN 4 INCIDENT INVOLVING CARS 33 (VER) AND 55 (SAI) - NO FURTHER ACTION,,,,,,11.0,2019,2
1248776.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,13.0,2019,2
1248776.0,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,13.0,2019,2
1248777.0,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,13.0,2019,2
1248783.0,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,13.0,2019,2
1248785.0,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,13.0,2019,2
1248793.0,CarEvent,CAR 26 (KVY) SPUN AND CONTINUED AT TURN 11,,,,,26.0,13.0,2019,2
1249039.0,Other,TURN 11 INCIDENT INVOLVING CARS 26 (KVY) AND 99 (GIO) UNDER INVESTIGATION,,,,,,15.0,2019,2
1249313.0,Other,5 SECOND TIME PENALTY FOR CAR 26 (KVY) - SPEEDING IN THE PIT LANE,,,,,,18.0,2019,2
1249508.0,Other,TURN 12 INCIDENT INVOLVING CARS 26 (KVY) AND 99 (GIO) - NO FURTHER ACTION,,,,,,20.0,2019,2
1249946.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 18:52:29,,BLUE,Driver,,55.0,24.0,2019,2
1249976.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 18:53:00,,BLUE,Driver,,18.0,25.0,2019,2
1250212.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 18:56:56,,BLUE,Driver,,88.0,27.0,2019,2
1250263.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 18:57:47,,BLUE,Driver,,63.0,28.0,2019,2
1250664.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 19:04:28,,BLUE,Driver,,18.0,32.0,2019,2
1250958.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 19:09:21,,BLUE,Driver,,55.0,35.0,2019,2
1250995.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 19:09:59,,BLUE,Driver,,18.0,35.0,2019,2
1251022.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:10:26,,BLUE,Driver,,63.0,36.0,2019,2
1251263.0,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,38.0,2019,2
1251265.0,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,38.0,2019,2
1251270.0,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,38.0,2019,2
1251274.0,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,38.0,2019,2
1251282.0,CarEvent,CAR 5 (VET) SPUN AND CONTINUED AT TURN 4,,,,,5.0,38.0,2019,2
1251289.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 19:14:53,,BLUE,Driver,,18.0,38.0,2019,2
1251301.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:15:05,,BLUE,Driver,,88.0,38.0,2019,2
1251306.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:15:10,,BLUE,Driver,,63.0,38.0,2019,2
1251310.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 19:15:13,,BLUE,Driver,,55.0,38.0,2019,2
1251384.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:16:28,,BLUE,Driver,,88.0,39.0,2019,2
1251522.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,41.0,2019,2
1251531.0,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,41.0,2019,2
1251599.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 19:20:02,,BLUE,Driver,,55.0,41.0,2019,2
1251621.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:20:24,,BLUE,Driver,,99.0,42.0,2019,2
1251644.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:20:47,,BLUE,Driver,,63.0,42.0,2019,2
1251766.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,43.0,2019,2
1251769.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:22:53,,BLUE,Driver,,63.0,43.0,2019,2
1251770.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 19:22:54,,BLUE,Driver,,18.0,43.0,2019,2
1251774.0,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,43.0,2019,2
1251912.0,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 19:25:16,,BLUE,Driver,,11.0,45.0,2019,2
1251964.0,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 19:26:08,,BLUE,Driver,,18.0,45.0,2019,2
1252089.0,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 19:28:13,,BLUE,Driver,,11.0,47.0,2019,2
1252094.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:28:17,,BLUE,Driver,,88.0,47.0,2019,2
1252125.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:28:49,,BLUE,Driver,,88.0,47.0,2019,2
1252203.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:30:06,,BLUE,Driver,,88.0,48.0,2019,2
1252240.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:30:43,,BLUE,Driver,,88.0,48.0,2019,2
1252313.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:31:56,,BLUE,Driver,,99.0,49.0,2019,2
1252335.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:32:18,,BLUE,Driver,,88.0,49.0,2019,2
1252476.0,Flag,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 19:34:39,,BLUE,Driver,,26.0,50.0,2019,2
1252549.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:35:52,,BLUE,Driver,,63.0,51.0,2019,2
1252637.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:37:20,,BLUE,Driver,,99.0,52.0,2019,2
1252642.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:37:25,,BLUE,Driver,,63.0,52.0,2019,2
1252654.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:37:37,,BLUE,Driver,,88.0,52.0,2019,2
1252694.0,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:38:18,,BLUE,Driver,,20.0,53.0,2019,2
1252699.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 19:38:22,,BLUE,Driver,,99.0,53.0,2019,2
1252701.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:38:24,,BLUE,Driver,,88.0,53.0,2019,2
1252756.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:39:19,,BLUE,Driver,,63.0,53.0,2019,2
1252803.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:40:07,,BLUE,Driver,,88.0,54.0,2019,2
1252821.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 19:40:25,,BLUE,Driver,,63.0,54.0,2019,2
1252821.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 19:40:25,,BLUE,Driver,,88.0,54.0,2019,2
1252843.0,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,,54.0,2019,2
1252892.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,55.0,2019,2
1252914.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 19:41:57,,BLUE,Driver,,55.0,55.0,2019,2
1252928.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,55.0,2019,2
1252930.0,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,55.0,2019,2
1252931.0,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,55.0,2019,2
1253106.0,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,56.0,2019,2
1253146.0,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,57.0,2019,2
1253266.0,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,57.0,2019,2
1253460.0,Flag,TRACK CLEAR,,CLEAR,Track,,,57.0,2019,2
1253519.0,Other,INCIDENT INVOLVING CAR 3 (RIC) UNDER INVESTIGATION - FAILURE TO RE-ATTACH STEERING WHEEL AFTER LEAVING CAR,,,,,,57.0,2019,2
2423696.0,Other,AIR TEMPERATURE 15 MINS BEFORE THE RACE  = 19 DEGREES,,,,,,1.0,2019,3
2423705.0,Other,RISK OF RAIN FOR THIS SESSION IS 40%,,,,,,1.0,2019,3
2424430.0,Drs,DRS DISABLED,DISABLED,,,,,1.0,2019,3
2424805.0,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0,2019,3
2424854.0,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,,1.0,2019,3
2424859.0,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,,1.0,2019,3
2424890.0,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,1.0,2019,3
2424941.0,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,2.0,2019,3
2424954.0,Flag,TRACK CLEAR,,CLEAR,Track,,,2.0,2019,3
2425020.0,Drs,DRS ENABLED,ENABLED,,,,,2.0,2019,3
2425105.0,Other,"TURN 6 INCIDENT INVOLVING CARS 4 (NOR), 55 (SAI) AND 26 (KVY) NOTED",,,,,,3.0,2019,3
2425245.0,Other,"TURN 6 INCIDENT INVOLVING CARS 4 (NOR), 26 (KVY) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION",,,,,,5.0,2019,3
2425389.0,Other,DRIVE THROUGH PENALTY FOR CAR 26 (KVY) - CAUSING A COLLISION,,,,,,6.0,2019,3
2426550.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 14:42:34,,BLUE,Driver,,4.0,18.0,2019,3
2426673.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 14:44:37,,BLUE,Driver,,4.0,19.0,2019,3
2427043.0,Other,TURN 14 INCIDENT INVOLVING CARS 5 (VET) AND 33 (VER) NOTED,,,,,,23.0,2019,3
2427240.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 14:54:04,,BLUE,Driver,,4.0,25.0,2019,3
2427370.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:56:13,,BLUE,Driver,,63.0,26.0,2019,3
2427374.0,Other,TURN 14 INCIDENT INVOLVING CARS 5 (VET) AND 33 (VER) - NO INVESTIGATION NECESSARY,,,,,,26.0,2019,3
2427403.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:56:47,,BLUE,Driver,,63.0,26.0,2019,3
2427482.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:58:05,,BLUE,Driver,,88.0,27.0,2019,3
2427539.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:59:03,,BLUE,Driver,,88.0,28.0,2019,3
2427546.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:59:09,,BLUE,Driver,,88.0,28.0,2019,3
2427673.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:01:16,,BLUE,Driver,,63.0,29.0,2019,3
2427844.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:04:07,,BLUE,Driver,,63.0,31.0,2019,3
2427916.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 15:05:20,,BLUE,Driver,,99.0,32.0,2019,3
2427952.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:05:56,,BLUE,Driver,,4.0,32.0,2019,3
2427982.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:06:25,,BLUE,Driver,,63.0,32.0,2019,3
2428044.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:07:28,,BLUE,Driver,,55.0,33.0,2019,3
2428179.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:09:43,,BLUE,Driver,,55.0,34.0,2019,3
2428296.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 15:11:39,,BLUE,Driver,,99.0,36.0,2019,3
2428363.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:12:46,,BLUE,Driver,,4.0,36.0,2019,3
2428367.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:12:51,,BLUE,Driver,,63.0,36.0,2019,3
2428372.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:12:56,,BLUE,Driver,,4.0,36.0,2019,3
2428494.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 15:14:58,,BLUE,Driver,,99.0,37.0,2019,3
2428556.0,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 15:15:59,,BLUE,Driver,,63.0,38.0,2019,3
2428632.0,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:17:15,,BLUE,Driver,,20.0,39.0,2019,3
2428635.0,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:17:18,,BLUE,Driver,,55.0,39.0,2019,3
2428638.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:17:22,,BLUE,Driver,,4.0,39.0,2019,3
2428642.0,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 15:17:25,,BLUE,Driver,,99.0,39.0,2019,3
2428751.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:19:14,,BLUE,Driver,,88.0,40.0,2019,3
2428853.0,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 15:20:57,,BLUE,Driver,,8.0,41.0,2019,3
2428871.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:21:15,,BLUE,Driver,,4.0,41.0,2019,3
2428904.0,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:21:47,,BLUE,Driver,,20.0,42.0,2019,3
2428916.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:22:00,,BLUE,Driver,,4.0,42.0,2019,3
2428985.0,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:23:09,,BLUE,Driver,,4.0,43.0,2019,3
2429023.0,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:23:46,,BLUE,Driver,,20.0,43.0,2019,3
2429057.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:24:21,,BLUE,Driver,,88.0,43.0,2019,3
2429083.0,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:24:46,,BLUE,Driver,,88.0,44.0,2019,3
