Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RoundNumber
0 days 01:12:36.378000,DOO,7,0 days 00:01:58.082000,10.0,2.0,0 days 01:11:01.409000,,0 days 00:00:52.353000,0 days 00:00:41.858000,0 days 00:00:23.871000,0 days 01:11:30.697000,0 days 01:12:12.555000,0 days 01:12:36.426000,229.0,255.0,278.0,219.0,False,MEDIUM,1.0,True,Alpine,0 days 01:10:38.296000,,1,18.0,,,False,False,2025,4
0 days 01:42:18.467000,DOO,7,0 days 00:01:41.908000,28.0,2.0,,0 days 01:42:16.778000,0 days 00:00:31.897000,0 days 00:00:43.285000,0 days 00:00:26.726000,,0 days 01:41:51.789000,0 days 01:42:18.515000,233.0,254.0,,296.0,False,MEDIUM,19.0,True,Alpine,0 days 01:40:36.559000,,1,9.0,,,False,False,2025,4
0 days 01:44:16.481000,DOO,7,0 days 00:01:58.014000,29.0,3.0,0 days 01:42:41.917000,,0 days 00:00:52.474000,0 days 00:00:41.745000,0 days 00:00:23.795000,0 days 01:43:10.989000,0 days 01:43:52.734000,0 days 01:44:16.529000,233.0,258.0,284.0,218.0,False,HARD,1.0,True,Alpine,0 days 01:42:18.467000,,1,17.0,,,False,False,2025,4
0 days 01:22:26.025000,ALO,14,0 days 00:01:43.567000,16.0,1.0,,0 days 01:22:24.299000,0 days 00:00:32.204000,0 days 00:00:43.835000,0 days 00:00:27.528000,0 days 01:21:14.682000,0 days 01:21:58.517000,0 days 01:22:26.045000,231.0,250.0,,284.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:20:42.458000,,1,12.0,,,False,False,2025,4
0 days 01:24:24.314000,ALO,14,0 days 00:01:58.289000,17.0,2.0,0 days 01:22:49.257000,,0 days 00:00:51.870000,0 days 00:00:42.411000,0 days 00:00:24.008000,0 days 01:23:17.915000,0 days 01:24:00.326000,0 days 01:24:24.334000,226.0,241.0,288.0,220.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:22:26.025000,,1,19.0,,,False,False,2025,4
0 days 01:49:32.506000,ALO,14,0 days 00:02:06.361000,32.0,2.0,,0 days 01:49:30.793000,0 days 00:00:32.185000,0 days 00:00:59.501000,0 days 00:00:34.675000,0 days 01:47:58.350000,0 days 01:48:57.851000,0 days 01:49:32.526000,138.0,180.0,,284.0,False,MEDIUM,16.0,True,Aston Martin,0 days 01:47:26.145000,,14,14.0,,,False,False,2025,4
0 days 01:52:04.249000,ALO,14,,33.0,3.0,0 days 01:49:55.576000,,0 days 00:00:59.597000,0 days 00:00:59.293000,0 days 00:00:32.817000,0 days 01:50:32.334000,0 days 01:51:31.508000,0 days 01:52:04.428000,214.0,181.0,231.0,222.0,False,HARD,1.0,True,Aston Martin,0 days 01:49:32.506000,,4,15.0,,,False,False,2025,4
0 days 01:19:07.052000,LAW,30,0 days 00:01:43.984000,14.0,1.0,,0 days 01:19:05.384000,0 days 00:00:32.735000,0 days 00:00:43.877000,0 days 00:00:27.372000,0 days 01:17:55.845000,0 days 01:18:39.722000,0 days 01:19:07.094000,232.0,244.0,,298.0,False,MEDIUM,14.0,True,Racing Bulls,0 days 01:17:23.068000,,1,14.0,,,False,False,2025,4
0 days 01:21:07.860000,LAW,30,0 days 00:02:00.808000,15.0,2.0,0 days 01:19:30.576000,,0 days 00:00:53.820000,0 days 00:00:42.929000,0 days 00:00:24.059000,0 days 01:20:00.914000,0 days 01:20:43.843000,0 days 01:21:07.902000,234.0,252.0,281.0,220.0,False,HARD,1.0,True,Racing Bulls,0 days 01:19:07.052000,,1,19.0,,,False,False,2025,4
0 days 01:49:44.132000,LAW,30,0 days 00:02:09.302000,32.0,2.0,,0 days 01:49:42.611000,0 days 00:00:38.462000,0 days 00:00:56.293000,0 days 00:00:34.547000,0 days 01:48:13.334000,0 days 01:49:09.627000,0 days 01:49:44.174000,151.0,212.0,,328.0,False,HARD,18.0,True,Racing Bulls,0 days 01:47:34.830000,,14,16.0,,,False,False,2025,4
0 days 01:52:16.235000,LAW,30,,33.0,3.0,0 days 01:50:06.553000,,0 days 00:01:00.504000,0 days 00:00:58.612000,0 days 00:00:32.998000,0 days 01:50:44.824000,0 days 01:51:43.584000,0 days 01:52:16.430000,171.0,205.0,167.0,219.0,False,SOFT,1.0,True,Racing Bulls,0 days 01:49:44.132000,,4,18.0,,,False,False,2025,4
0 days 01:15:47.778000,STR,18,0 days 00:01:42.834000,12.0,1.0,,0 days 01:15:46.098000,0 days 00:00:31.897000,0 days 00:00:43.638000,0 days 00:00:27.299000,0 days 01:14:36.875000,0 days 01:15:20.513000,0 days 01:15:47.812000,232.0,240.0,,293.0,False,SOFT,12.0,True,Aston Martin,0 days 01:14:04.944000,,1,14.0,,,False,False,2025,4
0 days 01:17:45.535000,STR,18,0 days 00:01:57.757000,13.0,2.0,0 days 01:16:10.701000,,0 days 00:00:51.437000,0 days 00:00:42.093000,0 days 00:00:24.227000,0 days 01:16:39.249000,0 days 01:17:21.342000,0 days 01:17:45.569000,231.0,251.0,278.0,219.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:15:47.778000,,1,20.0,,,False,False,2025,4
0 days 01:49:44.918000,STR,18,0 days 00:02:10.743000,32.0,2.0,,0 days 01:49:43.251000,0 days 00:00:39.601000,0 days 00:00:56.575000,0 days 00:00:34.567000,0 days 01:48:13.810000,0 days 01:49:10.385000,0 days 01:49:44.952000,157.0,195.0,,303.0,False,MEDIUM,20.0,True,Aston Martin,0 days 01:47:34.175000,,14,17.0,,,False,False,2025,4
0 days 01:52:17.571000,STR,18,,33.0,3.0,0 days 01:50:07.742000,,0 days 00:01:00.569000,0 days 00:00:58.722000,0 days 00:00:33.329000,0 days 01:50:45.590000,0 days 01:51:44.453000,0 days 01:52:17.697000,174.0,178.0,170.0,219.0,False,HARD,1.0,True,Aston Martin,0 days 01:49:44.918000,,4,19.0,,,False,False,2025,4
0 days 01:17:30.233000,BOR,5,0 days 00:01:42.993000,13.0,1.0,,0 days 01:17:28.545000,0 days 00:00:31.613000,0 days 00:00:44.026000,0 days 00:00:27.354000,0 days 01:16:18.877000,0 days 01:17:02.903000,0 days 01:17:30.257000,230.0,248.0,,312.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:15:47.240000,,1,15.0,,,False,False,2025,4
0 days 01:19:29.307000,BOR,5,0 days 00:01:59.074000,14.0,2.0,0 days 01:17:52.614000,,0 days 00:00:52.203000,0 days 00:00:42.690000,0 days 00:00:24.181000,0 days 01:18:22.460000,0 days 01:19:05.150000,0 days 01:19:29.331000,229.0,256.0,279.0,222.0,False,HARD,1.0,True,Kick Sauber,0 days 01:17:30.233000,,1,20.0,,,False,False,2025,4
0 days 01:49:52.419000,BOR,5,0 days 00:02:12.657000,32.0,2.0,,0 days 01:49:50.777000,0 days 00:00:37.983000,0 days 00:00:58.226000,0 days 00:00:36.448000,0 days 01:48:17.769000,0 days 01:49:15.995000,0 days 01:49:52.443000,158.0,188.0,,302.0,False,HARD,19.0,True,Kick Sauber,0 days 01:47:39.762000,,14,18.0,,,False,False,2025,4
0 days 01:52:24.362000,BOR,5,,33.0,3.0,0 days 01:50:16.083000,,0 days 00:01:00.144000,0 days 00:00:56.162000,0 days 00:00:35.593000,0 days 01:50:52.744000,0 days 01:51:48.883000,0 days 01:52:24.551000,141.0,218.0,216.0,203.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:49:52.419000,,4,20.0,,,False,False,2025,4
0 days 01:18:58.887000,SAI,55,0 days 00:01:42.908000,14.0,1.0,,0 days 01:18:57.126000,0 days 00:00:31.787000,0 days 00:00:43.679000,0 days 00:00:27.442000,0 days 01:17:47.766000,0 days 01:18:31.445000,0 days 01:18:58.887000,232.0,250.0,,300.0,False,SOFT,17.0,False,Williams,0 days 01:17:15.979000,,1,5.0,,,False,False,2025,4
0 days 01:20:57.190000,SAI,55,0 days 00:01:58.303000,15.0,2.0,0 days 01:19:21.703000,,0 days 00:00:51.911000,0 days 00:00:42.364000,0 days 00:00:24.028000,0 days 01:19:50.798000,0 days 01:20:33.162000,0 days 01:20:57.190000,233.0,253.0,288.0,221.0,False,MEDIUM,1.0,True,Williams,0 days 01:18:58.887000,,1,16.0,,,False,False,2025,4
0 days 01:49:19.644000,SAI,55,0 days 00:02:03.071000,32.0,2.0,,0 days 01:49:17.919000,0 days 00:00:32.009000,0 days 00:00:56.480000,0 days 00:00:34.582000,0 days 01:47:48.582000,0 days 01:48:45.062000,0 days 01:49:19.644000,227.0,154.0,,303.0,False,MEDIUM,18.0,True,Williams,0 days 01:47:16.573000,,14,6.0,,,False,False,2025,4
0 days 01:51:51.427000,SAI,55,,33.0,3.0,0 days 01:49:42.374000,,0 days 00:00:59.675000,0 days 00:00:57.963000,0 days 00:00:34.055000,0 days 01:50:19.441000,0 days 01:51:17.388000,0 days 01:51:51.554000,186.0,188.0,190.0,215.0,False,HARD,1.0,True,Williams,0 days 01:49:19.644000,,4,10.0,,,False,False,2025,4
0 days 02:10:59.417000,SAI,55,0 days 00:01:43.871000,44.0,3.0,,0 days 02:10:57.722000,0 days 00:00:32.838000,0 days 00:00:44.242000,0 days 00:00:26.791000,0 days 02:09:48.384000,0 days 02:10:32.626000,0 days 02:10:59.417000,233.0,244.0,,309.0,False,HARD,12.0,True,Williams,0 days 02:09:15.546000,,1,20.0,,,False,False,2025,4
0 days 02:13:11.767000,SAI,55,0 days 00:02:12.350000,45.0,4.0,0 days 02:11:34.683000,0 days 02:13:09.914000,0 days 00:01:04.649000,0 days 00:00:41.807000,0 days 00:00:25.894000,0 days 02:12:04.066000,0 days 02:12:45.873000,0 days 02:13:11.767000,235.0,254.0,,220.0,False,SOFT,4.0,False,Williams,0 days 02:10:59.417000,,1,20.0,,,False,False,2025,4
0 days 01:04:07.056000,HUL,27,0 days 00:01:41.958000,5.0,1.0,,0 days 01:04:05.488000,0 days 00:00:31.095000,0 days 00:00:43.509000,0 days 00:00:27.354000,0 days 01:02:56.235000,0 days 01:03:39.744000,0 days 01:04:07.098000,227.0,244.0,,326.0,False,SOFT,5.0,True,Kick Sauber,0 days 01:02:25.098000,,1,20.0,,,False,False,2025,4
0 days 01:06:04.680000,HUL,27,0 days 00:01:57.624000,6.0,2.0,0 days 01:04:29.591000,,0 days 00:00:51.249000,0 days 00:00:42.098000,0 days 00:00:24.277000,0 days 01:04:58.347000,0 days 01:05:40.445000,0 days 01:06:04.722000,234.0,252.0,278.0,221.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:04:07.056000,,1,20.0,,,False,False,2025,4
0 days 01:40:55.605000,HUL,27,0 days 00:01:42.461000,27.0,2.0,,0 days 01:40:53.992000,0 days 00:00:31.679000,0 days 00:00:43.688000,0 days 00:00:27.094000,0 days 01:39:44.865000,0 days 01:40:28.553000,0 days 01:40:55.647000,232.0,253.0,,302.0,False,MEDIUM,22.0,True,Kick Sauber,0 days 01:39:13.144000,,1,17.0,,,False,False,2025,4
0 days 01:42:54.417000,HUL,27,0 days 00:01:58.812000,28.0,3.0,0 days 01:41:18.179000,,0 days 00:00:51.551000,0 days 00:00:43.203000,0 days 00:00:24.058000,0 days 01:41:47.198000,0 days 01:42:30.401000,0 days 01:42:54.459000,233.0,239.0,282.0,225.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:40:55.605000,,1,20.0,,,False,False,2025,4
0 days 01:29:47.232000,PIA,81,0 days 00:01:36.450000,19.0,1.0,,0 days 01:29:46.222000,0 days 00:00:34.626000,0 days 00:00:29.498000,0 days 00:00:32.326000,0 days 01:28:45.408000,0 days 01:29:14.906000,0 days 01:29:47.232000,288.0,301.0,,309.0,False,MEDIUM,19.0,True,McLaren,0 days 01:28:10.782000,,1,2.0,,,False,False,2025,5
0 days 01:31:37.838000,PIA,81,0 days 00:01:50.606000,20.0,2.0,0 days 01:30:07.523000,,0 days 00:00:51.972000,0 days 00:00:29.347000,0 days 00:00:29.287000,0 days 01:30:39.204000,0 days 01:31:08.551000,0 days 01:31:37.838000,290.0,302.0,299.0,310.0,False,HARD,1.0,True,McLaren,0 days 01:29:47.232000,,1,6.0,,,False,False,2025,5
0 days 01:32:52.420000,VER,1,0 days 00:01:36.500000,21.0,1.0,,0 days 01:32:51.477000,0 days 00:00:34.592000,0 days 00:00:29.564000,0 days 00:00:32.344000,0 days 01:31:50.663000,0 days 01:32:20.227000,0 days 01:32:52.571000,288.0,297.0,,314.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:31:15.920000,,1,1.0,,,False,False,2025,5
0 days 01:34:48.252000,VER,1,0 days 00:01:55.832000,22.0,2.0,0 days 01:33:17.527000,,0 days 00:00:56.930000,0 days 00:00:29.397000,0 days 00:00:29.505000,0 days 01:33:49.501000,0 days 01:34:18.898000,0 days 01:34:48.403000,286.0,299.0,309.0,305.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:32:52.420000,,1,5.0,,,False,False,2025,5
0 days 01:45:32.098000,LEC,16,0 days 00:01:36.062000,29.0,1.0,,0 days 01:45:31.143000,0 days 00:00:34.438000,0 days 00:00:29.368000,0 days 00:00:32.256000,0 days 01:44:30.633000,0 days 01:45:00.001000,0 days 01:45:32.257000,289.0,308.0,,313.0,False,MEDIUM,29.0,True,Ferrari,0 days 01:43:56.036000,,1,1.0,,,False,False,2025,5
0 days 01:47:22.592000,LEC,16,0 days 00:01:50.494000,30.0,2.0,0 days 01:45:51.296000,,0 days 00:00:51.763000,0 days 00:00:29.368000,0 days 00:00:29.363000,0 days 01:46:24.020000,0 days 01:46:53.388000,0 days 01:47:22.751000,289.0,303.0,299.0,309.0,False,HARD,1.0,True,Ferrari,0 days 01:45:32.098000,,1,5.0,,,False,False,2025,5
0 days 01:53:21.005000,NOR,4,0 days 00:01:36.105000,34.0,1.0,,0 days 01:53:19.918000,0 days 00:00:34.225000,0 days 00:00:29.429000,0 days 00:00:32.451000,0 days 01:52:19.146000,0 days 01:52:48.575000,0 days 01:53:21.026000,290.0,302.0,,306.0,False,HARD,34.0,True,McLaren,0 days 01:51:44.900000,,1,2.0,,,False,False,2025,5
0 days 01:55:10.872000,NOR,4,0 days 00:01:49.867000,35.0,2.0,0 days 01:53:40.312000,,0 days 00:00:50.942000,0 days 00:00:29.517000,0 days 00:00:29.408000,0 days 01:54:11.968000,0 days 01:54:41.485000,0 days 01:55:10.893000,290.0,300.0,298.0,301.0,False,MEDIUM,1.0,True,McLaren,0 days 01:53:21.005000,,1,5.0,,,False,False,2025,5
0 days 01:31:27.383000,RUS,63,0 days 00:01:36.707000,20.0,1.0,,0 days 01:31:26.484000,0 days 00:00:34.929000,0 days 00:00:29.482000,0 days 00:00:32.296000,0 days 01:30:25.702000,0 days 01:30:55.184000,0 days 01:31:27.480000,289.0,306.0,,317.0,False,MEDIUM,20.0,True,Mercedes,0 days 01:29:50.676000,,1,3.0,,,False,False,2025,5
0 days 01:33:17.799000,RUS,63,0 days 00:01:50.416000,21.0,2.0,0 days 01:31:46.719000,,0 days 00:00:51.335000,0 days 00:00:29.370000,0 days 00:00:29.711000,0 days 01:32:18.815000,0 days 01:32:48.185000,0 days 01:33:17.896000,289.0,316.0,305.0,333.0,False,HARD,1.0,True,Mercedes,0 days 01:31:27.383000,,1,6.0,,,False,False,2025,5
0 days 01:30:02.309000,ANT,12,0 days 00:01:38.932000,19.0,1.0,,0 days 01:30:01.263000,0 days 00:00:36.098000,0 days 00:00:30.027000,0 days 00:00:32.807000,0 days 01:28:59.589000,0 days 01:29:29.616000,0 days 01:30:02.423000,289.0,309.0,,314.0,False,MEDIUM,19.0,True,Mercedes,0 days 01:28:23.377000,,1,7.0,,,False,False,2025,5
0 days 01:31:54.185000,ANT,12,0 days 00:01:51.876000,20.0,2.0,0 days 01:30:21.732000,,0 days 00:00:52.537000,0 days 00:00:29.628000,0 days 00:00:29.711000,0 days 01:30:54.960000,0 days 01:31:24.588000,0 days 01:31:54.299000,287.0,305.0,295.0,310.0,False,HARD,1.0,True,Mercedes,0 days 01:30:02.309000,,1,11.0,,,False,False,2025,5
0 days 01:36:25.504000,HAM,44,0 days 00:01:37.866000,23.0,1.0,,0 days 01:36:24.747000,0 days 00:00:35.125000,0 days 00:00:29.895000,0 days 00:00:32.846000,0 days 01:35:22.808000,0 days 01:35:52.703000,0 days 01:36:25.549000,289.0,308.0,,313.0,False,MEDIUM,23.0,True,Ferrari,0 days 01:34:47.638000,,1,6.0,,,False,False,2025,5
0 days 01:38:17.305000,HAM,44,0 days 00:01:51.801000,24.0,2.0,0 days 01:36:45.028000,,0 days 00:00:52.086000,0 days 00:00:29.895000,0 days 00:00:29.820000,0 days 01:37:17.635000,0 days 01:37:47.530000,0 days 01:38:17.350000,285.0,300.0,297.0,306.0,False,HARD,1.0,True,Ferrari,0 days 01:36:25.504000,,1,8.0,,,False,False,2025,5
0 days 01:33:20.200000,SAI,55,0 days 00:01:37.788000,21.0,1.0,,0 days 01:33:19.262000,0 days 00:00:35.368000,0 days 00:00:29.806000,0 days 00:00:32.614000,0 days 01:32:17.799000,0 days 01:32:47.605000,0 days 01:33:20.219000,290.0,311.0,,320.0,False,MEDIUM,21.0,True,Williams,0 days 01:31:42.412000,,1,7.0,,,False,False,2025,5
0 days 01:35:16.024000,SAI,55,0 days 00:01:55.824000,22.0,2.0,0 days 01:33:43.258000,,0 days 00:00:56.154000,0 days 00:00:30.081000,0 days 00:00:29.589000,0 days 01:34:16.373000,0 days 01:34:46.454000,0 days 01:35:16.043000,286.0,313.0,300.0,339.0,False,HARD,1.0,True,Williams,0 days 01:33:20.200000,,1,14.0,,,False,False,2025,5
0 days 01:34:59.490000,ALB,23,0 days 00:01:38.088000,22.0,1.0,,0 days 01:34:58.462000,0 days 00:00:35.651000,0 days 00:00:29.950000,0 days 00:00:32.487000,0 days 01:33:57.076000,0 days 01:34:27.026000,0 days 01:34:59.513000,291.0,313.0,,318.0,False,MEDIUM,22.0,True,Williams,0 days 01:33:21.402000,,1,8.0,,,False,False,2025,5
0 days 01:36:53.094000,ALB,23,0 days 00:01:53.604000,23.0,2.0,0 days 01:35:20.580000,,0 days 00:00:54.057000,0 days 00:00:29.828000,0 days 00:00:29.719000,0 days 01:35:53.570000,0 days 01:36:23.398000,0 days 01:36:53.117000,288.0,314.0,311.0,318.0,False,HARD,1.0,True,Williams,0 days 01:34:59.490000,,1,15.0,,,False,False,2025,5
0 days 01:53:55.656000,HAD,6,0 days 00:01:36.999000,34.0,1.0,,0 days 01:53:54.834000,0 days 00:00:34.831000,0 days 00:00:29.486000,0 days 00:00:32.682000,0 days 01:52:53.592000,0 days 01:53:23.078000,0 days 01:53:55.760000,287.0,305.0,,307.0,False,HARD,34.0,True,Racing Bulls,0 days 01:52:18.657000,,1,8.0,,,False,False,2025,5
0 days 01:55:46.146000,HAD,6,0 days 00:01:50.490000,35.0,2.0,0 days 01:54:15.533000,,0 days 00:00:51.670000,0 days 00:00:29.094000,0 days 00:00:29.726000,0 days 01:54:47.430000,0 days 01:55:16.524000,0 days 01:55:46.250000,288.0,304.0,300.0,304.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 01:53:55.656000,,1,10.0,,,False,False,2025,5
0 days 01:30:19.184000,ALO,14,0 days 00:01:38.587000,19.0,1.0,,0 days 01:30:18.138000,0 days 00:00:35.676000,0 days 00:00:30.047000,0 days 00:00:32.864000,0 days 01:29:16.349000,0 days 01:29:46.396000,0 days 01:30:19.260000,280.0,300.0,,310.0,False,MEDIUM,20.0,False,Aston Martin,0 days 01:28:40.597000,,1,12.0,,,False,False,2025,5
0 days 01:32:11.664000,ALO,14,0 days 00:01:52.480000,20.0,2.0,0 days 01:30:40.125000,,0 days 00:00:52.999000,0 days 00:00:29.540000,0 days 00:00:29.941000,0 days 01:31:12.259000,0 days 01:31:41.799000,0 days 01:32:11.740000,284.0,296.0,294.0,306.0,False,HARD,2.0,False,Aston Martin,0 days 01:30:19.184000,,1,17.0,,,False,False,2025,5
0 days 01:31:52.170000,LAW,30,0 days 00:01:37.855000,20.0,1.0,,0 days 01:31:51.235000,0 days 00:00:35.276000,0 days 00:00:30.067000,0 days 00:00:32.512000,0 days 01:30:49.701000,0 days 01:31:19.768000,0 days 01:31:52.280000,287.0,305.0,,311.0,False,MEDIUM,20.0,True,Racing Bulls,0 days 01:30:14.315000,,1,10.0,,,False,False,2025,5
0 days 01:33:43.968000,LAW,30,0 days 00:01:51.798000,21.0,2.0,0 days 01:32:11.783000,,0 days 00:00:52.303000,0 days 00:00:29.716000,0 days 00:00:29.779000,0 days 01:32:44.583000,0 days 01:33:14.299000,0 days 01:33:44.078000,288.0,305.0,298.0,308.0,False,HARD,2.0,False,Racing Bulls,0 days 01:31:52.170000,,1,16.0,,,False,False,2025,5
0 days 01:28:46.375000,BEA,87,0 days 00:01:38.409000,18.0,1.0,,0 days 01:28:45.478000,0 days 00:00:35.632000,0 days 00:00:30.409000,0 days 00:00:32.368000,0 days 01:27:43.690000,0 days 01:28:14.099000,0 days 01:28:46.467000,285.0,302.0,,308.0,False,MEDIUM,18.0,True,Haas F1 Team,0 days 01:27:07.966000,,1,14.0,,,False,False,2025,5
0 days 01:30:39.679000,BEA,87,0 days 00:01:53.304000,19.0,2.0,0 days 01:29:07.420000,,0 days 00:00:53.406000,0 days 00:00:30.050000,0 days 00:00:29.848000,0 days 01:29:39.873000,0 days 01:30:09.923000,0 days 01:30:39.771000,281.0,297.0,294.0,304.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:28:46.375000,,1,18.0,,,False,False,2025,5
0 days 00:59:26.753000,OCO,31,0 days 00:02:29.408000,1.0,1.0,,0 days 00:59:25.637000,,0 days 00:00:43.922000,0 days 00:01:01.646000,,0 days 00:58:25.233000,0 days 00:59:26.902000,284.0,88.0,,158.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:56:57.036000,,124,17.0,,,False,False,2025,5
0 days 01:02:08.292000,OCO,31,,2.0,2.0,0 days 00:59:47.200000,,0 days 00:01:05.086000,0 days 00:00:48.759000,0 days 00:00:47.808000,0 days 01:00:31.851000,0 days 01:01:20.619000,0 days 01:02:08.597000,243.0,155.0,259.0,168.0,False,HARD,1.0,True,Haas F1 Team,0 days 00:59:26.753000,,4,17.0,,,False,False,2025,5
0 days 01:52:45.304000,HUL,27,0 days 00:01:38.006000,33.0,1.0,,0 days 01:52:44.409000,0 days 00:00:35.228000,0 days 00:00:29.931000,0 days 00:00:32.847000,0 days 01:51:42.714000,0 days 01:52:12.645000,0 days 01:52:45.492000,286.0,306.0,,310.0,False,HARD,33.0,True,Kick Sauber,0 days 01:51:07.298000,,1,15.0,,,False,False,2025,5
0 days 01:54:34.973000,HUL,27,0 days 00:01:49.669000,34.0,2.0,0 days 01:53:04.909000,,0 days 00:00:51.150000,0 days 00:00:29.143000,0 days 00:00:29.376000,0 days 01:53:36.642000,0 days 01:54:05.785000,0 days 01:54:35.161000,291.0,303.0,302.0,305.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:52:45.304000,,1,17.0,,,False,False,2025,5
0 days 02:02:15.884000,STR,18,0 days 00:01:39.544000,39.0,1.0,,0 days 02:02:14.864000,0 days 00:00:36.362000,0 days 00:00:29.965000,0 days 00:00:33.217000,0 days 02:01:12.714000,0 days 02:01:42.679000,0 days 02:02:15.896000,288.0,308.0,,313.0,False,HARD,40.0,False,Aston Martin,0 days 02:00:36.340000,,1,15.0,,,False,False,2025,5
0 days 02:04:06.442000,STR,18,0 days 00:01:50.558000,40.0,2.0,0 days 02:02:35.330000,,0 days 00:00:51.438000,0 days 00:00:29.293000,0 days 00:00:29.827000,0 days 02:03:07.334000,0 days 02:03:36.627000,0 days 02:04:06.454000,288.0,296.0,296.0,301.0,False,MEDIUM,2.0,False,Aston Martin,0 days 02:02:15.884000,,1,17.0,,,False,False,2025,5
0 days 00:59:25.565000,DOO,7,0 days 00:02:28.383000,1.0,1.0,,0 days 00:59:24.793000,,0 days 00:00:41.751000,0 days 00:01:03.695000,,0 days 00:58:22.046000,0 days 00:59:25.730000,289.0,84.0,,153.0,False,MEDIUM,1.0,True,Alpine,0 days 00:56:57.036000,,124,16.0,,,False,False,2025,5
0 days 01:02:06.948000,DOO,7,,2.0,2.0,0 days 00:59:45.200000,,0 days 00:01:05.091000,0 days 00:00:48.360000,0 days 00:00:47.885000,0 days 01:00:30.976000,0 days 01:01:19.228000,0 days 01:02:07.181000,251.0,132.0,270.0,169.0,False,HARD,1.0,True,Alpine,0 days 00:59:25.565000,,4,16.0,,,False,False,2025,5
0 days 01:51:18.970000,DOO,7,0 days 00:01:38.193000,32.0,2.0,,0 days 01:51:18.017000,0 days 00:00:35.389000,0 days 00:00:29.999000,0 days 00:00:32.805000,0 days 01:50:16.331000,0 days 01:50:46.330000,0 days 01:51:19.135000,289.0,306.0,,313.0,False,HARD,31.0,True,Alpine,0 days 01:49:40.777000,,1,18.0,,,False,False,2025,5
0 days 01:53:12.555000,DOO,7,0 days 00:01:53.585000,33.0,3.0,0 days 01:51:39.651000,,0 days 00:00:54.059000,0 days 00:00:29.647000,0 days 00:00:29.879000,0 days 01:52:13.194000,0 days 01:52:42.841000,0 days 01:53:12.720000,290.0,303.0,297.0,309.0,False,HARD,1.0,True,Alpine,0 days 01:51:18.970000,,1,18.0,,,False,False,2025,5
0 days 00:59:27.159000,BOR,5,0 days 00:02:29.952000,1.0,1.0,,0 days 00:59:26.199000,,0 days 00:00:44.862000,0 days 00:01:00.721000,,0 days 00:58:26.717000,0 days 00:59:27.293000,282.0,92.0,,157.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:56:57.036000,,124,18.0,,,False,False,2025,5
0 days 01:02:09.016000,BOR,5,,2.0,2.0,0 days 00:59:48.044000,,0 days 00:01:05.215000,0 days 00:00:48.645000,0 days 00:00:47.983000,0 days 01:00:32.522000,0 days 01:01:21.244000,0 days 01:02:09.221000,194.0,142.0,263.0,156.0,False,HARD,1.0,True,Kick Sauber,0 days 00:59:27.159000,,4,18.0,,,False,False,2025,5
0 days 00:59:43.086000,TSU,22,0 days 00:02:45.662000,1.0,1.0,,0 days 00:59:41.846000,,0 days 00:00:33.152000,0 days 00:00:37.433000,,0 days 00:59:05.653000,0 days 00:59:43.091000,266.0,272.0,,266.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:56:57.036000,,124,19.0,,,False,False,2025,5
0 days 01:38:27.254000,VER,1,0 days 00:01:36.935000,26.0,1.0,,0 days 01:38:21.934000,0 days 00:00:30.974000,0 days 00:00:35.241000,0 days 00:00:30.720000,0 days 01:37:21.322000,0 days 01:37:56.563000,0 days 01:38:27.283000,208.0,183.0,,309.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 01:36:50.319000,,1,4.0,,,False,False,2025,6
0 days 01:40:12.765000,VER,1,0 days 00:01:45.511000,27.0,1.0,0 days 01:38:44.374000,,0 days 00:00:45.272000,0 days 00:00:34.872000,0 days 00:00:25.367000,0 days 01:39:12.555000,0 days 01:39:47.427000,0 days 01:40:12.794000,215.0,188.0,278.0,328.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:38:27.254000,,1,5.0,,,False,False,2025,6
