Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Year,RoundNumber
2023-03-19 17:30:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,17,2023,2
2023-03-19 17:30:49,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,18,2023,2
2023-03-19 17:30:59,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,18,2023,2
2023-03-19 17:31:01,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,18,2023,2
2023-03-19 17:31:10,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,18,2023,2
2023-03-19 17:34:23,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,19,2023,2
2023-03-19 17:34:26,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,19,2023,2
2023-03-19 17:36:10,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,20,2023,2
2023-03-19 17:38:27,Flag,TRACK CLEAR,,CLEAR,Track,,,20,2023,2
2023-03-19 17:42:04,Drs,DRS ENABLED,ENABLED,,,,,23,2023,2
2023-03-19 17:43:56,Flag,BLACK AND WHITE FLAG FOR CAR 55 (SAI) - WEAVING ON STRAIGHT,,BLACK AND WHITE,Driver,,55,24,2023,2
2023-03-19 17:44:02,Other,CAR 77 (BOT) TIME 1:38.366 DELETED - TRACK LIMITS AT TURN 2 LAP 22 20:40:33,,,,,,24,2023,2
2023-03-19 17:44:22,Other,CAR 20 (MAG) TIME 1:35.702 DELETED - TRACK LIMITS AT TURN 23 LAP 23 20:43:09,,,,,,24,2023,2
2023-03-19 17:48:54,Other,CAR 23 (ALB) TIME 1:38.229 DELETED - TRACK LIMITS AT TURN 23 LAP 26 20:47:59,,,,,,27,2023,2
2023-03-19 17:50:05,Other,CAR 77 (BOT) TIME 1:38.366 WILL BE REINSTATED,,,,,,28,2023,2
2023-03-19 17:50:26,Other,CAR 24 (ZHO) TIME 1:37.391 DELETED - TRACK LIMITS AT TURN 2 LAP 22 20:40:33,,,,,,28,2023,2
2023-03-19 17:57:10,Other,CAR 16 (LEC) TIME 1:34.082 DELETED - TRACK LIMITS AT TURN 23 LAP 31 20:55:40,,,,,,32,2023,2
2023-03-19 17:58:08,Other,CAR 16 (LEC) TIME 1:34.701 DELETED - TRACK LIMITS AT TURN 2 LAP 32 20:56:15,,,,,,33,2023,2
2023-03-19 17:58:25,Other,CAR 4 (NOR) TIME 1:35.478 DELETED - TRACK LIMITS AT TURN 23 LAP 32 20:57:34,,,,,,33,2023,2
2023-03-19 18:05:43,Other,CAR 11 (PER) TIME 1:32.638 DELETED - TRACK LIMITS AT TURN 23 LAP 37 21:04:35,,,,,,38,2023,2
2023-03-19 18:06:09,Other,CAR 1 (VER) TIME 1:32.496 DELETED - TRACK LIMITS AT TURN 23 LAP 37 21:04:40,,,,,,38,2023,2
2023-03-19 18:09:23,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:09:23,,BLUE,Driver,,77,40,2023,2
2023-03-19 18:11:14,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:11:14,,BLUE,Driver,,77,42,2023,2
2023-03-19 18:15:39,Other,CAR 81 (PIA) TIME 1:35.257 DELETED - TRACK LIMITS AT TURN 23 LAP 43 21:15:03,,,,,,44,2023,2
2023-03-19 18:21:31,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:21:31,,BLUE,Driver,,77,48,2023,2
2023-03-19 18:23:23,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:23:22,,BLUE,Driver,,77,49,2023,2
2023-03-19 18:25:07,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,50,2023,2
2023-03-19 18:38:13,Other,PIT LANE INCIDENT INVOLVING CAR 14 (ALO) NOTED - SERVING PENALTY INCORRECTLY ,,,,,,50,2023,2
2023-03-19 18:38:32,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - SERVING PENALTY INCORRECTLY ,,,,,,50,2023,2
2023-03-19 18:45:07,Other,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - SERVING PENALTY INCORRECTLY ,,,,,,50,2023,2
2023-04-02 04:05:11,Other,DRS DISABLED IN ZONE 3,,,,,,1,2023,3
2023-04-02 04:05:31,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,1,2023,3
2023-04-02 04:14:09,Other,DRS ENABLED IN ZONE 3,,,,,,1,2023,3
2023-04-02 04:20:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2023,3
2023-04-02 04:30:00,Other,PIT EXIT CLOSED,,,,,,1,2023,3
2023-04-02 04:31:48,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,,1,2023,3
2023-04-02 04:31:50,Other,DRS DISABLED IN ZONE 2,,,,,,1,2023,3
2023-04-02 04:31:50,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,,1,2023,3
2023-04-02 04:32:22,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,1,2023,3
2023-04-02 04:34:02,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,1,2023,3
2023-04-02 04:35:18,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,1,2023,3
2023-04-02 04:35:36,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,1,2023,3
2023-04-02 04:37:08,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,1,2023,3
2023-04-02 04:39:31,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,1,2023,3
2023-04-02 04:40:14,Other,DRS ENABLED IN ZONE 2,,,,,,1,2023,3
2023-04-02 04:40:14,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,1,2023,3
2023-04-02 04:45:09,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1,2023,3
2023-04-02 04:57:10,Drs,DRS DISABLED,DISABLED,,,,,1,2023,3
2023-04-02 05:03:18,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,2023,3
2023-04-02 05:03:46,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,1,2023,3
2023-04-02 05:04:25,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,1,2023,3
2023-04-02 05:04:27,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,1,2023,3
2023-04-02 05:05:41,Other,TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 18 (STR) NOTED - CAUSING A COLLISION,,,,,,2,2023,3
2023-04-02 05:06:04,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 18 (STR) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,,,,,2,2023,3
2023-04-02 05:07:27,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,3,2023,3
2023-04-02 05:07:34,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,3,2023,3
2023-04-02 05:09:12,Flag,TRACK CLEAR,,CLEAR,Track,,,3,2023,3
2023-04-02 05:12:15,Drs,DRS ENABLED,ENABLED,,,,,6,2023,3
2023-04-02 05:14:12,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,7,2023,3
2023-04-02 05:14:24,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,7,2023,3
2023-04-02 05:15:22,Other,RECOVERY VEHICLE ON TRACK AT TURN 6,,,,,,8,2023,3
2023-04-02 05:17:02,Flag,RED FLAG,,RED,Track,,,8,2023,3
2023-04-02 05:17:02,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,8,2023,3
2023-04-02 05:22:27,Other,RACE WILL RESUME AT 15:33,,,,,,9,2023,3
2023-04-02 05:32:01,Other,RACE WILL RESUME AT 15:33 - STANDING START PROCEDURE,,,,,,9,2023,3
2023-04-02 05:32:43,Flag,TRACK CLEAR,,CLEAR,Track,,,9,2023,3
2023-04-02 05:34:05,Other,STANDING START PROCEDURE,,,,,,9,2023,3
2023-04-02 05:36:23,Other,RESTART PROCEDURE UNDER INVESTIGATION,,,,,,10,2023,3
2023-04-02 05:36:39,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 9,,,,,,10,2023,3
2023-04-02 05:39:29,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,11,2023,3
2023-04-02 05:39:46,Drs,DRS ENABLED,ENABLED,,,,,12,2023,3
2023-04-02 05:40:23,Other,TURN 3 INCIDENT INVOLVING CARS 21 (DEV) AND 31 (OCO) NOTED - CAUSING A COLLISION,,,,,,12,2023,3
2023-04-02 05:41:58,Other,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 21 (DEV) AND 31 (OCO) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,,,,,13,2023,3
2023-04-02 05:46:30,Other,RESTART PROCEDURE NO FURTHER ACTION ,,,,,,16,2023,3
2023-04-02 05:47:52,Other,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 81 (PIA) NOTED - CAUSING A COLLISION,,,,,,17,2023,3
2023-04-02 05:48:31,Other,PIT LANE ENTRY CLOSED,,,,,,18,2023,3
2023-04-02 05:48:36,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,18,2023,3
2023-04-02 05:50:38,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,19,2023,3
2023-04-02 05:50:52,Flag,TRACK CLEAR,,CLEAR,Track,,,19,2023,3
2023-04-02 05:51:32,Drs,DRS ENABLED,ENABLED,,,,,20,2023,3
2023-04-02 05:53:02,Other,PIT LANE ENTRY OPEN,,,,,,21,2023,3
2023-04-02 05:54:02,Other,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 81 (PIA) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,,,,,,21,2023,3
2023-04-02 06:17:17,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:17:17,,BLUE,Driver,,2,39,2023,3
2023-04-02 06:23:50,Flag,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:23:49,,BLUE,Driver,,21,43,2023,3
2023-04-02 06:29:30,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:30,,BLUE,Driver,,2,48,2023,3
2023-04-02 06:29:54,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:54,,BLUE,Driver,,2,48,2023,3
2023-04-02 06:30:08,CarEvent,CAR 1 (VER) OFF TRACK AND CONTINUED AT TURN 13,,,,,1,48,2023,3
2023-04-02 06:30:41,Other,CAR 1 (VER) TIME 1:24.107 DELETED - TRACK LIMITS AT TURN 13 LAP 47 16:29:18,,,,,,48,2023,3
2023-04-02 06:30:58,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:30:57,,BLUE,Driver,,2,49,2023,3
2023-04-02 06:32:21,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:32:21,,BLUE,Driver,,2,50,2023,3
2023-04-02 06:33:44,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:33:44,,BLUE,Driver,,2,51,2023,3
2023-04-02 06:34:01,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:34:01,,BLUE,Driver,,2,51,2023,3
2023-04-02 06:35:08,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:07,,BLUE,Driver,,2,52,2023,3
2023-04-02 06:35:26,Flag,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:25,,BLUE,Driver,,2,52,2023,3
2023-04-02 06:36:10,CarEvent,CAR 27 (HUL) OFF TRACK AND CONTINUED AT TURN 12,,,,,27,52,2023,3
2023-04-02 06:37:31,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,53,2023,3
2023-04-02 06:37:32,Other,DRS DISABLED IN ZONE 4,,,,,,53,2023,3
2023-04-02 06:37:39,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,54,2023,3
2023-04-02 06:37:39,Other,DRS ENABLED IN ZONE 4,,,,,,54,2023,3
2023-04-02 06:37:49,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 4,,,,,,54,2023,3
2023-04-02 06:38:20,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:38:20,,BLUE,Driver,,77,54,2023,3
2023-04-02 06:38:27,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,,,,,,54,2023,3
2023-04-02 06:38:32,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,54,2023,3
2023-04-02 06:38:32,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,54,2023,3
2023-04-02 06:38:32,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,54,2023,3
