Time,Driver,DriverNumber,LapNumber,Stint,PitInTime,PitOutTime,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 01:13:17.604000,SAR,2,11.0,1.0,0 days 01:13:12.243000,,MEDIUM,11.0,True,Williams,0 days 01:11:38.212000,1,16.0,2024,6
0 days 01:15:06.452000,SAR,2,12.0,2.0,,0 days 01:13:34.772000,HARD,1.0,True,Williams,0 days 01:13:17.604000,1,19.0,2024,6
0 days 01:30:44.085000,MAG,20,22.0,1.0,0 days 01:30:38.153000,,HARD,22.0,True,Haas F1 Team,0 days 01:28:59.618000,16,14.0,2024,6
0 days 01:32:32.869000,MAG,20,23.0,2.0,,0 days 01:31:01.443000,MEDIUM,1.0,True,Haas F1 Team,0 days 01:30:44.085000,671,19.0,2024,6
0 days 01:41:13.071000,MAG,20,28.0,2.0,0 days 01:41:07.689000,,MEDIUM,6.0,True,Haas F1 Team,0 days 01:38:46.948000,124,19.0,2024,6
0 days 01:43:38.334000,MAG,20,29.0,3.0,,0 days 01:41:37.344000,MEDIUM,1.0,True,Haas F1 Team,0 days 01:41:13.071000,4,19.0,2024,6
0 days 01:47:01.976000,MAG,20,31.0,3.0,0 days 01:46:56.666000,,MEDIUM,3.0,True,Haas F1 Team,0 days 01:45:21.603000,4,19.0,2024,6
0 days 01:48:57.062000,MAG,20,32.0,4.0,,0 days 01:47:27.339000,MEDIUM,4.0,False,Haas F1 Team,0 days 01:47:01.976000,41,19.0,2024,6
0 days 01:40:09.203000,TSU,22,28.0,1.0,0 days 01:40:03.755000,,MEDIUM,28.0,True,RB,0 days 01:38:21.533000,124,7.0,2024,6
0 days 01:42:27.406000,TSU,22,29.0,2.0,,0 days 01:40:25.988000,HARD,1.0,True,RB,0 days 01:40:09.203000,4,7.0,2024,6
0 days 01:11:41.127000,ALB,23,10.0,1.0,0 days 01:11:35.822000,,MEDIUM,10.0,True,Williams,0 days 01:10:01.526000,1,18.0,2024,6
0 days 01:13:29.040000,ALB,23,11.0,2.0,,0 days 01:11:58.502000,HARD,1.0,True,Williams,0 days 01:11:41.127000,1,20.0,2024,6
0 days 02:21:28.191000,ALB,23,53.0,2.0,0 days 02:21:22.882000,,HARD,43.0,True,Williams,0 days 02:19:41.494000,1,19.0,2024,6
0 days 02:23:15.089000,ALB,23,54.0,3.0,,0 days 02:21:45.328000,SOFT,1.0,True,Williams,0 days 02:21:28.191000,1,19.0,2024,6
0 days 01:40:26.297000,ZHO,24,28.0,1.0,0 days 01:40:20.831000,,MEDIUM,28.0,True,Kick Sauber,0 days 01:38:33.189000,124,10.0,2024,6
0 days 01:42:45.643000,ZHO,24,29.0,2.0,,0 days 01:40:43.856000,SOFT,1.0,True,Kick Sauber,0 days 01:40:26.297000,4,14.0,2024,6
0 days 01:14:46.800000,HUL,27,12.0,1.0,0 days 01:14:41.427000,,MEDIUM,12.0,True,Haas F1 Team,0 days 01:13:06.380000,1,12.0,2024,6
0 days 01:16:35.395000,HUL,27,13.0,2.0,,0 days 01:15:04.507000,HARD,1.0,True,Haas F1 Team,0 days 01:14:46.800000,1,15.0,2024,6
0 days 01:40:38.129000,HUL,27,28.0,2.0,0 days 01:40:32.693000,,HARD,16.0,True,Haas F1 Team,0 days 01:38:42.700000,124,16.0,2024,6
0 days 01:42:56.114000,HUL,27,29.0,3.0,,0 days 01:40:55.214000,MEDIUM,1.0,True,Haas F1 Team,0 days 01:40:38.129000,4,16.0,2024,6
0 days 01:40:30.766000,RIC,3,28.0,1.0,0 days 01:40:25.382000,,HARD,28.0,True,RB,0 days 01:38:37.337000,124,13.0,2024,6
0 days 01:42:48.330000,RIC,3,29.0,2.0,,0 days 01:40:48.017000,MEDIUM,6.0,False,RB,0 days 01:40:30.766000,4,15.0,2024,6
0 days 01:30:33.274000,OCO,31,22.0,1.0,0 days 01:30:27.838000,,MEDIUM,22.0,True,Alpine,0 days 01:28:50.917000,16,10.0,2024,6
0 days 01:32:25.202000,OCO,31,23.0,2.0,,0 days 01:30:50.581000,HARD,1.0,True,Alpine,0 days 01:30:33.274000,671,13.0,2024,6
0 days 01:41:40.949000,NOR,4,29.0,1.0,0 days 01:41:35.597000,,MEDIUM,29.0,True,McLaren,0 days 01:39:27.585000,4,1.0,2024,6
0 days 01:43:58.964000,NOR,4,30.0,2.0,,0 days 01:41:57.649000,HARD,1.0,True,McLaren,0 days 01:41:40.949000,4,1.0,2024,6
0 days 01:36:48.386000,HAM,44,26.0,1.0,0 days 01:36:42.939000,,HARD,26.0,True,Mercedes,0 days 01:35:09.337000,1,7.0,2024,6
0 days 01:38:34.350000,HAM,44,27.0,2.0,,0 days 01:37:05.074000,MEDIUM,4.0,False,Mercedes,0 days 01:36:48.386000,1,9.0,2024,6
0 days 01:37:58.809000,SAI,55,27.0,1.0,0 days 01:37:53.348000,,MEDIUM,27.0,True,Ferrari,0 days 01:36:21.527000,1,3.0,2024,6
0 days 01:39:55.690000,SAI,55,28.0,2.0,,0 days 01:38:16.439000,HARD,1.0,True,Ferrari,0 days 01:37:58.809000,124,5.0,2024,6
0 days 01:33:44.054000,RUS,63,24.0,1.0,0 days 01:33:38.696000,,MEDIUM,27.0,False,Mercedes,0 days 01:32:05.984000,1,9.0,2024,6
0 days 01:35:31.492000,RUS,63,25.0,2.0,,0 days 01:34:01.544000,HARD,1.0,True,Mercedes,0 days 01:33:44.054000,1,12.0,2024,6
0 days 01:13:20.253000,BOT,77,11.0,1.0,0 days 01:13:14.893000,,SOFT,11.0,True,Kick Sauber,0 days 01:11:40.597000,1,19.0,2024,6
0 days 01:15:09.812000,BOT,77,12.0,2.0,,0 days 01:13:38.589000,HARD,1.0,True,Kick Sauber,0 days 01:13:20.253000,1,20.0,2024,6
0 days 01:42:59.496000,BOT,77,29.0,2.0,0 days 01:42:54.063000,,HARD,18.0,True,Kick Sauber,0 days 01:40:48.760000,4,18.0,2024,6
0 days 01:44:58.911000,BOT,77,30.0,3.0,,0 days 01:43:16.848000,MEDIUM,1.0,True,Kick Sauber,0 days 01:42:59.496000,4,18.0,2024,6
0 days 01:37:56.424000,PIA,81,27.0,1.0,0 days 01:37:51.167000,,MEDIUM,27.0,True,McLaren,0 days 01:36:18.822000,1,2.0,2024,6
0 days 01:39:51.903000,PIA,81,28.0,2.0,,0 days 01:38:13.325000,HARD,1.0,True,McLaren,0 days 01:37:56.424000,124,4.0,2024,6
0 days 02:00:59.905000,PIA,81,40.0,2.0,0 days 02:00:54.597000,,HARD,13.0,True,McLaren,0 days 01:59:19.110000,1,11.0,2024,6
0 days 02:02:53.628000,PIA,81,41.0,3.0,,0 days 02:01:24.847000,MEDIUM,7.0,False,McLaren,0 days 02:00:59.905000,1,19.0,2024,6
0 days 01:28:11.027000,VER,1,24.0,1.0,0 days 01:28:06.696000,,MEDIUM,24.0,True,Red Bull Racing,0 days 01:26:44.815000,1,1.0,2024,7
0 days 01:29:54.629000,VER,1,25.0,2.0,,0 days 01:28:36.985000,HARD,1.0,True,Red Bull Racing,0 days 01:28:11.027000,1,4.0,2024,7
0 days 01:25:33.674000,NOR,4,22.0,1.0,0 days 01:25:29.323000,,MEDIUM,22.0,True,McLaren,0 days 01:24:07.567000,1,3.0,2024,7
0 days 01:27:18.367000,NOR,4,23.0,2.0,,0 days 01:25:59.166000,HARD,2.0,False,McLaren,0 days 01:25:33.674000,1,7.0,2024,7
0 days 01:29:40.616000,LEC,16,25.0,1.0,0 days 01:29:36.294000,,MEDIUM,25.0,True,Ferrari,0 days 01:28:14.593000,1,2.0,2024,7
0 days 01:31:25.622000,LEC,16,26.0,2.0,,0 days 01:30:06.526000,HARD,1.0,True,Ferrari,0 days 01:29:40.616000,1,6.0,2024,7
0 days 01:27:02.575000,PIA,81,23.0,1.0,0 days 01:26:58.283000,,MEDIUM,23.0,True,McLaren,0 days 01:25:36.355000,1,4.0,2024,7
0 days 01:28:45.839000,PIA,81,24.0,2.0,,0 days 01:27:28.004000,HARD,2.0,False,McLaren,0 days 01:27:02.575000,1,8.0,2024,7
0 days 01:32:28.444000,SAI,55,27.0,1.0,0 days 01:32:24.118000,,MEDIUM,27.0,True,Ferrari,0 days 01:31:02.094000,1,1.0,2024,7
0 days 01:34:12.572000,SAI,55,28.0,2.0,,0 days 01:32:54.582000,HARD,1.0,True,Ferrari,0 days 01:32:28.444000,1,6.0,2024,7
0 days 01:32:39.090000,HAM,44,27.0,1.0,0 days 01:32:34.729000,,MEDIUM,27.0,True,Mercedes,0 days 01:31:12.875000,1,3.0,2024,7
0 days 01:34:22.496000,HAM,44,28.0,2.0,,0 days 01:33:04.332000,HARD,1.0,True,Mercedes,0 days 01:32:39.090000,1,9.0,2024,7
0 days 01:24:22.375000,RUS,63,21.0,1.0,0 days 01:24:17.932000,,MEDIUM,21.0,True,Mercedes,0 days 01:22:55.495000,1,7.0,2024,7
0 days 01:26:07.313000,RUS,63,22.0,2.0,,0 days 01:24:47.699000,HARD,1.0,True,Mercedes,0 days 01:24:22.375000,1,10.0,2024,7
0 days 02:06:47.068000,RUS,63,52.0,2.0,0 days 02:06:42.659000,,HARD,31.0,True,Mercedes,0 days 02:05:20.826000,1,7.0,2024,7
0 days 02:08:29.913000,RUS,63,53.0,3.0,,0 days 02:07:12.366000,MEDIUM,3.0,False,Mercedes,0 days 02:06:47.068000,1,7.0,2024,7
0 days 01:46:41.320000,PER,11,37.0,1.0,0 days 01:46:37.081000,,HARD,37.0,True,Red Bull Racing,0 days 01:45:13.264000,1,8.0,2024,7
0 days 01:48:24.634000,PER,11,38.0,2.0,,0 days 01:47:06.652000,MEDIUM,1.0,True,Red Bull Racing,0 days 01:46:41.320000,1,11.0,2024,7
0 days 01:46:47.094000,STR,18,37.0,1.0,0 days 01:46:42.677000,,MEDIUM,38.0,False,Aston Martin,0 days 01:45:20.117000,1,9.0,2024,7
0 days 01:48:30.844000,STR,18,38.0,2.0,,0 days 01:47:12.805000,HARD,2.0,False,Aston Martin,0 days 01:46:47.094000,1,13.0,2024,7
0 days 01:12:14.448000,TSU,22,12.0,1.0,0 days 01:12:10.076000,,MEDIUM,12.0,True,RB,0 days 01:10:47.693000,1,11.0,2024,7
0 days 01:13:58.055000,TSU,22,13.0,2.0,,0 days 01:12:39.839000,HARD,1.0,True,RB,0 days 01:12:14.448000,1,15.0,2024,7
0 days 01:13:36.401000,HUL,27,13.0,1.0,0 days 01:13:32.002000,,MEDIUM,13.0,True,Haas F1 Team,0 days 01:12:09.419000,1,9.0,2024,7
0 days 01:15:20.754000,HUL,27,14.0,2.0,,0 days 01:14:01.809000,HARD,1.0,True,Haas F1 Team,0 days 01:13:36.401000,1,15.0,2024,7
0 days 01:47:01.096000,MAG,20,37.0,1.0,0 days 01:46:56.679000,,MEDIUM,37.0,True,Haas F1 Team,0 days 01:45:33.414000,1,12.0,2024,7
0 days 01:48:47.084000,MAG,20,38.0,2.0,,0 days 01:47:27.990000,HARD,1.0,True,Haas F1 Team,0 days 01:47:01.096000,1,17.0,2024,7
0 days 01:10:54.766000,RIC,3,11.0,1.0,0 days 01:10:50.384000,,MEDIUM,11.0,True,RB,0 days 01:09:27.678000,1,13.0,2024,7
0 days 01:12:39.544000,RIC,3,12.0,2.0,,0 days 01:11:20.512000,HARD,1.0,True,RB,0 days 01:10:54.766000,1,16.0,2024,7
0 days 01:30:21.661000,OCO,31,25.0,1.0,0 days 01:30:17.343000,,MEDIUM,25.0,True,Alpine,0 days 01:28:53.780000,1,11.0,2024,7
0 days 01:32:07.186000,OCO,31,26.0,2.0,,0 days 01:30:48.013000,HARD,1.0,True,Alpine,0 days 01:30:21.661000,1,19.0,2024,7
0 days 01:41:34.245000,ZHO,24,33.0,1.0,0 days 01:41:29.875000,,HARD,33.0,True,Kick Sauber,0 days 01:40:04.817000,1,14.0,2024,7
0 days 01:43:19.415000,ZHO,24,34.0,2.0,,0 days 01:42:00.075000,MEDIUM,1.0,True,Kick Sauber,0 days 01:41:34.245000,1,17.0,2024,7
0 days 01:06:51.157000,GAS,10,8.0,1.0,0 days 01:06:46.787000,,SOFT,8.0,True,Alpine,0 days 01:05:24.212000,1,18.0,2024,7
0 days 01:08:36.460000,GAS,10,9.0,2.0,,0 days 01:07:16.906000,HARD,1.0,True,Alpine,0 days 01:06:51.157000,1,17.0,2024,7
0 days 01:37:31.042000,GAS,10,30.0,2.0,0 days 01:37:26.752000,,HARD,22.0,True,Alpine,0 days 01:36:03.079000,1,17.0,2024,7
0 days 01:39:15.711000,GAS,10,31.0,3.0,,0 days 01:37:57.328000,MEDIUM,1.0,True,Alpine,0 days 01:37:31.042000,1,19.0,2024,7
0 days 01:38:53.439000,SAR,2,31.0,1.0,0 days 01:38:49.118000,,HARD,31.0,True,Williams,0 days 01:37:25.224000,1,16.0,2024,7
0 days 01:40:41.651000,SAR,2,32.0,2.0,,0 days 01:39:20.200000,MEDIUM,1.0,True,Williams,0 days 01:38:53.439000,1,19.0,2024,7
0 days 01:06:53.337000,BOT,77,8.0,1.0,0 days 01:06:48.959000,,MEDIUM,8.0,True,Kick Sauber,0 days 01:05:26.072000,1,19.0,2024,7
0 days 01:08:39.173000,BOT,77,9.0,2.0,,0 days 01:07:19.233000,HARD,1.0,True,Kick Sauber,0 days 01:06:53.337000,1,18.0,2024,7
0 days 00:57:10.498000,ALO,14,1.0,1.0,,0 days 00:55:49.877000,SOFT,1.0,True,Aston Martin,0 days 00:55:36.608000,1,20.0,2024,7
0 days 01:05:33.672000,ALO,14,7.0,1.0,0 days 01:05:29.283000,,SOFT,7.0,True,Aston Martin,0 days 01:04:06.224000,1,20.0,2024,7
0 days 01:07:19.552000,ALO,14,8.0,2.0,,0 days 01:06:00.638000,HARD,2.0,False,Aston Martin,0 days 01:05:33.672000,1,20.0,2024,7
0 days 01:51:28.469000,ALO,14,40.0,2.0,0 days 01:51:24.157000,,HARD,34.0,False,Aston Martin,0 days 01:50:00.969000,1,15.0,2024,7
0 days 01:53:14.329000,ALO,14,41.0,3.0,,0 days 01:51:54.632000,MEDIUM,2.0,False,Aston Martin,0 days 01:51:28.469000,1,19.0,2024,7
0 days 02:17:48.084000,ALO,14,59.0,3.0,0 days 02:17:43.791000,,MEDIUM,20.0,False,Aston Martin,0 days 02:16:19.699000,1,19.0,2024,7
0 days 02:19:33.833000,ALO,14,60.0,4.0,,0 days 02:18:13.731000,SOFT,1.0,True,Aston Martin,0 days 02:17:48.084000,1,19.0,2024,7
0 days 01:06:50.174000,ALB,23,8.0,1.0,0 days 01:06:45.741000,,MEDIUM,8.0,True,Williams,0 days 01:05:23.531000,1,15.0,2024,7
0 days 01:09:33.154000,ALB,23,9.0,2.0,0 days 01:09:28.708000,0 days 01:07:15.914000,HARD,1.0,True,Williams,0 days 01:06:50.174000,1,20.0,2024,7
0 days 01:11:26.530000,ALB,23,10.0,3.0,,0 days 01:10:01.861000,MEDIUM,1.0,False,Williams,0 days 01:09:33.154000,1,20.0,2024,7
0 days 01:29:17.597000,ALB,23,23.0,3.0,0 days 01:29:13.267000,,MEDIUM,14.0,False,Williams,0 days 01:27:50.619000,1,20.0,2024,7
0 days 01:31:11.932000,ALB,23,24.0,4.0,,0 days 01:29:51.662000,MEDIUM,15.0,False,Williams,0 days 01:29:17.597000,1,20.0,2024,7
0 days 01:36:50.163000,ALB,23,28.0,4.0,0 days 01:36:45.856000,,MEDIUM,19.0,False,Williams,0 days 01:35:21.907000,1,20.0,2024,7
0 days 01:38:37.179000,ALB,23,29.0,5.0,,0 days 01:37:16.938000,MEDIUM,9.0,False,Williams,0 days 01:36:50.163000,1,20.0,2024,7
0 days 02:08:44.511000,ALB,23,51.0,5.0,0 days 02:08:40.148000,,MEDIUM,31.0,False,Williams,0 days 02:07:14.727000,1,20.0,2024,7
0 days 01:36:02.319000,LEC,16,1.0,1.0,0 days 00:56:45.433000,,MEDIUM,1.0,True,Ferrari,0 days 00:55:05.680000,1254,1.0,2024,8
0 days 01:39:00.140000,LEC,16,2.0,2.0,,0 days 01:36:03.182000,HARD,1.0,True,Ferrari,0 days 01:35:54.733000,14,1.0,2024,8
0 days 01:36:04.820000,PIA,81,1.0,1.0,0 days 00:56:48.100000,,MEDIUM,2.0,False,McLaren,0 days 00:55:05.680000,1254,2.0,2024,8
0 days 01:39:00.824000,PIA,81,2.0,2.0,,0 days 01:36:05.541000,HARD,2.0,False,McLaren,0 days 01:35:54.733000,14,2.0,2024,8
0 days 01:36:08.740000,SAI,55,1.0,1.0,0 days 00:57:22.741000,,MEDIUM,1.0,True,Ferrari,0 days 00:55:05.680000,1254,3.0,2024,8
0 days 01:39:01.338000,SAI,55,2.0,2.0,,0 days 01:36:09.554000,HARD,1.0,True,Ferrari,0 days 01:35:54.733000,14,3.0,2024,8
0 days 01:36:14.241000,NOR,4,1.0,1.0,0 days 00:56:49.559000,,MEDIUM,2.0,False,McLaren,0 days 00:55:05.680000,1254,4.0,2024,8
0 days 01:39:01.661000,NOR,4,2.0,2.0,,0 days 01:36:14.893000,HARD,2.0,False,McLaren,0 days 01:35:54.733000,14,4.0,2024,8
0 days 01:36:19.967000,RUS,63,1.0,1.0,0 days 00:56:51.329000,,HARD,1.0,True,Mercedes,0 days 00:55:05.680000,1254,5.0,2024,8
0 days 01:39:02.003000,RUS,63,2.0,2.0,,0 days 01:36:20.812000,MEDIUM,1.0,True,Mercedes,0 days 01:35:54.733000,14,5.0,2024,8
0 days 01:36:25.073000,VER,1,1.0,1.0,0 days 00:56:53.182000,,HARD,1.0,True,Red Bull Racing,0 days 00:55:05.680000,1254,6.0,2024,8
0 days 01:39:02.340000,VER,1,2.0,2.0,,0 days 01:36:25.661000,MEDIUM,1.0,True,Red Bull Racing,0 days 01:35:54.733000,14,6.0,2024,8
0 days 02:45:44.606000,VER,1,52.0,2.0,0 days 02:45:21.756000,,MEDIUM,51.0,True,Red Bull Racing,0 days 02:44:10.701000,12,6.0,2024,8
0 days 02:47:03.330000,VER,1,53.0,3.0,,0 days 02:45:45.422000,HARD,2.0,False,Red Bull Racing,0 days 02:45:44.606000,1,6.0,2024,8
0 days 01:36:29.909000,HAM,44,1.0,1.0,0 days 00:56:55.473000,,HARD,1.0,True,Mercedes,0 days 00:55:05.680000,1254,7.0,2024,8
0 days 01:39:02.569000,HAM,44,2.0,2.0,,0 days 01:36:30.616000,MEDIUM,1.0,True,Mercedes,0 days 01:35:54.733000,14,7.0,2024,8
0 days 02:44:29.210000,HAM,44,51.0,2.0,0 days 02:44:05.864000,,MEDIUM,50.0,True,Mercedes,0 days 02:42:54.001000,1,7.0,2024,8
0 days 02:45:48.912000,HAM,44,52.0,3.0,,0 days 02:44:29.955000,HARD,2.0,False,Mercedes,0 days 02:44:29.210000,12,7.0,2024,8
0 days 01:36:34.562000,TSU,22,1.0,1.0,0 days 00:56:58.053000,,MEDIUM,1.0,True,RB,0 days 00:55:05.680000,1254,8.0,2024,8
0 days 01:39:02.839000,TSU,22,2.0,2.0,,0 days 01:36:35.390000,HARD,2.0,False,RB,0 days 01:36:34.562000,41,8.0,2024,8
0 days 01:36:40.770000,ALB,23,1.0,1.0,0 days 00:57:00.668000,,MEDIUM,1.0,True,Williams,0 days 00:55:05.680000,1254,9.0,2024,8
0 days 01:39:03.025000,ALB,23,2.0,2.0,,0 days 01:36:41.722000,HARD,1.0,True,Williams,0 days 01:36:40.770000,41,9.0,2024,8
0 days 01:36:43.648000,GAS,10,1.0,1.0,0 days 00:57:02.934000,,HARD,1.0,True,Alpine,0 days 00:55:05.680000,1254,10.0,2024,8
0 days 01:39:03.266000,GAS,10,2.0,2.0,,0 days 01:36:44.525000,MEDIUM,1.0,True,Alpine,0 days 01:36:43.648000,41,10.0,2024,8
0 days 01:36:59.137000,ALO,14,1.0,1.0,0 days 00:57:10.782000,,HARD,2.0,False,Aston Martin,0 days 00:55:05.680000,1254,13.0,2024,8
0 days 01:39:03.708000,ALO,14,2.0,2.0,,0 days 01:37:00.031000,MEDIUM,2.0,False,Aston Martin,0 days 01:36:59.137000,41,13.0,2024,8
0 days 01:36:53.560000,RIC,3,1.0,1.0,0 days 00:57:09.029000,,MEDIUM,1.0,True,RB,0 days 00:55:05.680000,1254,12.0,2024,8
0 days 01:39:03.668000,RIC,3,2.0,2.0,,0 days 01:36:54.504000,HARD,2.0,False,RB,0 days 01:36:53.560000,41,12.0,2024,8
0 days 01:37:07.701000,BOT,77,1.0,1.0,0 days 00:57:14.608000,,HARD,1.0,True,Kick Sauber,0 days 00:55:05.680000,1254,15.0,2024,8
0 days 01:39:04.059000,BOT,77,2.0,2.0,,0 days 01:37:08.441000,MEDIUM,1.0,True,Kick Sauber,0 days 01:37:07.701000,41,15.0,2024,8
0 days 01:57:15.970000,BOT,77,15.0,2.0,0 days 01:56:52.474000,,MEDIUM,14.0,True,Kick Sauber,0 days 01:55:38.071000,1,16.0,2024,8
0 days 01:58:35.982000,BOT,77,16.0,3.0,,0 days 01:57:16.741000,HARD,2.0,False,Kick Sauber,0 days 01:57:15.970000,1,16.0,2024,8
0 days 01:36:48.601000,STR,18,1.0,1.0,0 days 00:57:06.173000,,HARD,2.0,False,Aston Martin,0 days 00:55:05.680000,1254,11.0,2024,8
0 days 01:39:03.445000,STR,18,2.0,2.0,,0 days 01:36:49.541000,MEDIUM,2.0,False,Aston Martin,0 days 01:36:48.601000,41,11.0,2024,8
0 days 02:33:24.410000,STR,18,42.0,2.0,0 days 02:33:01.090000,,MEDIUM,42.0,False,Aston Martin,0 days 02:31:47.348000,1,11.0,2024,8
0 days 02:34:47.185000,STR,18,43.0,3.0,,0 days 02:33:25.167000,HARD,3.0,False,Aston Martin,0 days 02:33:24.410000,1,11.0,2024,8
0 days 02:41:50.032000,STR,18,48.0,3.0,0 days 02:41:22.662000,,HARD,8.0,False,Aston Martin,0 days 02:40:00.900000,1,16.0,2024,8
0 days 02:43:09.121000,STR,18,49.0,4.0,,0 days 02:41:50.787000,SOFT,1.0,True,Aston Martin,0 days 02:41:50.032000,1,16.0,2024,8
0 days 01:37:02.811000,SAR,2,1.0,1.0,0 days 00:57:12.277000,,HARD,1.0,True,Williams,0 days 00:55:05.680000,1254,14.0,2024,8
0 days 01:39:04.046000,SAR,2,2.0,2.0,,0 days 01:37:03.705000,HARD,2.0,False,Williams,0 days 01:37:02.811000,41,14.0,2024,8
0 days 02:54:02.440000,SAR,2,57.0,2.0,0 days 02:53:38.899000,,HARD,57.0,False,Williams,0 days 02:52:24.694000,1,16.0,2024,8
0 days 02:55:22.249000,SAR,2,58.0,3.0,,0 days 02:54:03.280000,MEDIUM,1.0,True,Williams,0 days 02:54:02.440000,1,16.0,2024,8
0 days 01:37:12.206000,ZHO,24,1.0,1.0,0 days 00:57:26.533000,,MEDIUM,1.0,True,Kick Sauber,0 days 00:55:05.680000,1254,16.0,2024,8
0 days 01:39:04.337000,ZHO,24,2.0,2.0,,0 days 01:37:13.050000,HARD,1.0,True,Kick Sauber,0 days 01:37:12.206000,41,16.0,2024,8
0 days 03:11:23.290000,ZHO,24,70.0,2.0,0 days 03:10:59.688000,,HARD,69.0,True,Kick Sauber,0 days 03:09:42.392000,1,16.0,2024,8
0 days 03:12:48.585000,ZHO,24,71.0,3.0,,0 days 03:11:24.136000,SOFT,1.0,True,Kick Sauber,0 days 03:11:23.290000,1,16.0,2024,8
0 days 00:42:09.229000,VER,1,25.0,1.0,0 days 00:41:46.553000,,INTERMEDIATE,25.0,True,Red Bull Racing,0 days 00:40:15.333000,124,2.0,2024,9
0 days 00:43:59.078000,VER,1,26.0,2.0,,0 days 00:42:10.800000,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:42:09.229000,4,1.0,2024,9
0 days 01:13:46.139000,VER,1,45.0,2.0,0 days 01:13:23.616000,,INTERMEDIATE,20.0,True,Red Bull Racing,0 days 01:12:05.527000,1,2.0,2024,9
0 days 01:15:16.962000,VER,1,46.0,3.0,,0 days 01:13:47.784000,MEDIUM,1.0,True,Red Bull Racing,0 days 01:13:46.139000,1,2.0,2024,9
0 days 00:43:24.286000,GAS,10,25.0,1.0,0 days 00:43:00.922000,,INTERMEDIATE,25.0,True,Alpine,0 days 00:41:15.413000,24,16.0,2024,9
0 days 00:45:17.686000,GAS,10,26.0,2.0,,0 days 00:43:25.842000,INTERMEDIATE,1.0,True,Alpine,0 days 00:43:24.286000,4,16.0,2024,9
0 days 01:07:13.123000,GAS,10,40.0,2.0,0 days 01:06:50.228000,,INTERMEDIATE,15.0,True,Alpine,0 days 01:05:30.856000,1,18.0,2024,9
0 days 01:08:53.672000,GAS,10,41.0,3.0,,0 days 01:07:14.779000,HARD,1.0,True,Alpine,0 days 01:07:13.123000,12,18.0,2024,9
0 days 00:43:35.992000,PER,11,25.0,1.0,0 days 00:43:03.779000,,INTERMEDIATE,25.0,True,Red Bull Racing,0 days 00:41:19.576000,24,17.0,2024,9
0 days 00:45:28.069000,PER,11,26.0,2.0,,0 days 00:43:37.581000,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:43:35.992000,4,17.0,2024,9
0 days 01:11:30.211000,PER,11,43.0,2.0,0 days 01:11:07.409000,,INTERMEDIATE,18.0,True,Red Bull Racing,0 days 01:09:48.205000,1,15.0,2024,9
0 days 01:13:04.291000,PER,11,44.0,3.0,,0 days 01:11:31.784000,MEDIUM,1.0,True,Red Bull Racing,0 days 01:11:30.211000,1,14.0,2024,9
0 days 01:24:22.835000,PER,11,52.0,3.0,0 days 01:24:22.873000,,MEDIUM,9.0,True,Red Bull Racing,0 days 01:22:36.641000,12,17.0,2024,9
0 days 00:42:31.622000,ALO,14,25.0,1.0,0 days 00:42:07.332000,,INTERMEDIATE,25.0,True,Aston Martin,0 days 00:40:32.792000,124,6.0,2024,9
0 days 00:44:31.116000,ALO,14,26.0,2.0,,0 days 00:42:33.239000,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:42:31.622000,4,6.0,2024,9
0 days 01:12:40.923000,ALO,14,44.0,2.0,0 days 01:12:20.177000,,INTERMEDIATE,19.0,True,Aston Martin,0 days 01:11:00.417000,1,6.0,2024,9
0 days 01:14:14.380000,ALO,14,45.0,3.0,,0 days 01:12:42.501000,HARD,1.0,True,Aston Martin,0 days 01:12:40.923000,1,6.0,2024,9
0 days 00:43:15.585000,LEC,16,25.0,1.0,0 days 00:42:53.214000,,INTERMEDIATE,25.0,True,Ferrari,0 days 00:41:10.628000,24,12.0,2024,9
0 days 00:45:07.176000,LEC,16,26.0,2.0,,0 days 00:43:17.156000,INTERMEDIATE,1.0,True,Ferrari,0 days 00:43:15.585000,4,12.0,2024,9
0 days 00:49:11.217000,LEC,16,28.0,2.0,0 days 00:48:25.703000,,INTERMEDIATE,3.0,True,Ferrari,0 days 00:46:52.467000,4,19.0,2024,9
0 days 00:50:51.126000,LEC,16,29.0,3.0,,0 days 00:49:12.929000,HARD,1.0,True,Ferrari,0 days 00:49:11.217000,412,19.0,2024,9
0 days 00:54:49.489000,LEC,16,31.0,3.0,0 days 00:54:26.372000,,HARD,3.0,True,Ferrari,0 days 00:52:35.832000,1,19.0,2024,9
0 days 00:56:23.836000,LEC,16,32.0,4.0,,0 days 00:54:51.044000,INTERMEDIATE,1.0,True,Ferrari,0 days 00:54:49.489000,1,19.0,2024,9
0 days 01:09:30.714000,LEC,16,41.0,4.0,0 days 01:09:30.763000,,INTERMEDIATE,10.0,True,Ferrari,0 days 01:08:09.181000,1,19.0,2024,9
0 days 00:43:04.421000,STR,18,25.0,1.0,0 days 00:42:41.761000,,INTERMEDIATE,25.0,True,Aston Martin,0 days 00:41:01.279000,24,9.0,2024,9
0 days 00:44:57.211000,STR,18,26.0,2.0,,0 days 00:43:06.042000,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:43:04.421000,4,8.0,2024,9
