Time,Driver,DriverNumber,LapNumber,Stint,PitInTime,PitOutTime,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 01:25:35.552000,VER,1,14.0,1.0,0 days 01:25:33.830000,,SOFT,17.0,False,Red Bull Racing,0 days 01:23:54.257000,1,1.0,2023,1
0 days 01:27:33.930000,VER,1,15.0,2.0,,0 days 01:25:58.127000,SOFT,1.0,False,Red Bull Racing,0 days 01:25:35.552000,1,2.0,2023,1
0 days 02:01:47.330000,VER,1,36.0,2.0,0 days 02:01:45.619000,,SOFT,22.0,False,Red Bull Racing,0 days 02:00:06.366000,1,1.0,2023,1
0 days 02:03:45.820000,VER,1,37.0,3.0,,0 days 02:02:10.556000,HARD,1.0,True,Red Bull Racing,0 days 02:01:47.330000,1,1.0,2023,1
0 days 01:17:56.943000,GAS,10,9.0,1.0,0 days 01:17:55.198000,,SOFT,9.0,True,Alpine,0 days 01:16:12.742000,1,19.0,2023,1
0 days 01:19:58.205000,GAS,10,10.0,2.0,,0 days 01:18:21.104000,HARD,1.0,True,Alpine,0 days 01:17:56.943000,1,20.0,2023,1
0 days 01:44:48.280000,GAS,10,25.0,2.0,0 days 01:44:46.559000,,HARD,16.0,True,Alpine,0 days 01:43:05.992000,1,12.0,2023,1
0 days 01:46:47.684000,GAS,10,26.0,3.0,,0 days 01:45:11.481000,HARD,1.0,True,Alpine,0 days 01:44:48.280000,1,17.0,2023,1
0 days 02:09:52.679000,GAS,10,40.0,3.0,0 days 02:09:50.970000,,HARD,15.0,True,Alpine,0 days 02:08:02.972000,126,10.0,2023,1
0 days 02:12:01.223000,GAS,10,41.0,4.0,,0 days 02:10:15.719000,SOFT,1.0,True,Alpine,0 days 02:09:52.679000,671,10.0,2023,1
0 days 01:30:42.752000,PER,11,17.0,1.0,0 days 01:30:41.043000,,SOFT,20.0,False,Red Bull Racing,0 days 01:29:01.392000,1,1.0,2023,1
0 days 01:32:41.549000,PER,11,18.0,2.0,,0 days 01:31:05.324000,SOFT,3.0,False,Red Bull Racing,0 days 01:30:42.752000,1,3.0,2023,1
0 days 01:58:45.520000,PER,11,34.0,2.0,0 days 01:58:43.794000,,SOFT,19.0,False,Red Bull Racing,0 days 01:57:04.834000,1,2.0,2023,1
0 days 02:00:44.305000,PER,11,35.0,3.0,,0 days 01:59:08.856000,HARD,1.0,True,Red Bull Racing,0 days 01:58:45.520000,1,2.0,2023,1
0 days 01:26:03.067000,ALO,14,14.0,1.0,0 days 01:26:01.361000,,SOFT,17.0,False,Aston Martin,0 days 01:24:20.855000,1,4.0,2023,1
0 days 01:28:02.759000,ALO,14,15.0,2.0,,0 days 01:26:27.142000,HARD,1.0,True,Aston Martin,0 days 01:26:03.067000,1,8.0,2023,1
0 days 01:59:09.527000,ALO,14,34.0,2.0,0 days 01:59:07.809000,,HARD,20.0,True,Aston Martin,0 days 01:57:29.174000,1,3.0,2023,1
0 days 02:01:06.916000,ALO,14,35.0,3.0,,0 days 01:59:32.653000,HARD,1.0,True,Aston Martin,0 days 01:59:09.527000,1,6.0,2023,1
0 days 01:24:06.557000,LEC,16,13.0,1.0,0 days 01:24:04.832000,,SOFT,13.0,True,Ferrari,0 days 01:22:24.489000,1,3.0,2023,1
0 days 01:26:05.327000,LEC,16,14.0,2.0,,0 days 01:24:29.253000,HARD,1.0,True,Ferrari,0 days 01:24:06.557000,1,5.0,2023,1
0 days 01:57:16.511000,LEC,16,33.0,2.0,0 days 01:57:14.968000,,HARD,20.0,True,Ferrari,0 days 01:55:35.188000,1,3.0,2023,1
0 days 01:59:15.988000,LEC,16,34.0,3.0,,0 days 01:57:39.468000,HARD,1.0,True,Ferrari,0 days 01:57:16.511000,1,4.0,2023,1
0 days 01:27:45.642000,STR,18,15.0,1.0,0 days 01:27:43.906000,,SOFT,18.0,False,Aston Martin,0 days 01:26:02.801000,1,4.0,2023,1
0 days 01:29:45.518000,STR,18,16.0,2.0,,0 days 01:28:09.343000,HARD,1.0,True,Aston Martin,0 days 01:27:45.642000,1,9.0,2023,1
0 days 01:52:46.206000,STR,18,30.0,2.0,0 days 01:52:44.504000,,HARD,15.0,True,Aston Martin,0 days 01:51:04.739000,1,8.0,2023,1
0 days 01:54:43.269000,STR,18,31.0,3.0,,0 days 01:53:09.128000,HARD,1.0,True,Aston Martin,0 days 01:52:46.206000,1,8.0,2023,1
0 days 01:22:56.104000,SAR,2,12.0,1.0,0 days 01:22:54.364000,,SOFT,12.0,True,Williams,0 days 01:21:12.224000,1,10.0,2023,1
0 days 01:24:56.359000,SAR,2,13.0,2.0,,0 days 01:23:19.958000,SOFT,1.0,True,Williams,0 days 01:22:56.104000,1,15.0,2023,1
0 days 01:53:09.719000,SAR,2,30.0,2.0,0 days 01:53:07.988000,,SOFT,18.0,True,Williams,0 days 01:51:27.310000,1,10.0,2023,1
0 days 01:55:09.022000,SAR,2,31.0,3.0,,0 days 01:53:33.675000,HARD,1.0,True,Williams,0 days 01:53:09.719000,1,14.0,2023,1
0 days 02:10:05.715000,SAR,2,40.0,3.0,0 days 02:10:03.987000,,HARD,10.0,True,Williams,0 days 02:08:11.962000,126,12.0,2023,1
0 days 02:12:11.329000,SAR,2,41.0,4.0,,0 days 02:10:29.016000,SOFT,1.0,True,Williams,0 days 02:10:05.715000,671,14.0,2023,1
0 days 01:28:10.442000,MAG,20,15.0,1.0,0 days 01:28:08.734000,,HARD,15.0,True,Haas F1 Team,0 days 01:26:25.543000,1,11.0,2023,1
0 days 01:30:11.029000,MAG,20,16.0,2.0,,0 days 01:28:34.186000,HARD,1.0,True,Haas F1 Team,0 days 01:28:10.442000,1,18.0,2023,1
0 days 01:51:41.151000,MAG,20,29.0,2.0,0 days 01:51:39.396000,,HARD,14.0,True,Haas F1 Team,0 days 01:49:59.172000,1,13.0,2023,1
0 days 01:53:42.084000,MAG,20,30.0,3.0,,0 days 01:52:04.754000,SOFT,1.0,True,Haas F1 Team,0 days 01:51:41.151000,1,17.0,2023,1
0 days 02:10:20.845000,MAG,20,40.0,3.0,0 days 02:10:19.125000,,SOFT,11.0,True,Haas F1 Team,0 days 02:08:23.048000,126,15.0,2023,1
0 days 02:12:23.392000,MAG,20,41.0,4.0,,0 days 02:10:44.250000,SOFT,1.0,True,Haas F1 Team,0 days 02:10:20.845000,671,15.0,2023,1
0 days 01:21:22.268000,DEV,21,11.0,1.0,0 days 01:21:20.585000,,SOFT,11.0,True,AlphaTauri,0 days 01:19:36.808000,1,17.0,2023,1
0 days 01:23:23.452000,DEV,21,12.0,2.0,,0 days 01:21:45.569000,HARD,1.0,True,AlphaTauri,0 days 01:21:22.268000,1,19.0,2023,1
0 days 01:48:16.576000,DEV,21,27.0,2.0,0 days 01:48:14.665000,,HARD,16.0,True,AlphaTauri,0 days 01:46:34.267000,1,12.0,2023,1
0 days 01:50:16.659000,DEV,21,28.0,3.0,,0 days 01:48:39.899000,HARD,1.0,True,AlphaTauri,0 days 01:48:16.576000,1,16.0,2023,1
0 days 01:19:34.278000,TSU,22,10.0,1.0,0 days 01:19:32.587000,,SOFT,10.0,True,AlphaTauri,0 days 01:17:50.529000,1,14.0,2023,1
0 days 01:21:34.121000,TSU,22,11.0,2.0,,0 days 01:19:57.836000,HARD,1.0,True,AlphaTauri,0 days 01:19:34.278000,1,18.0,2023,1
0 days 01:46:26.766000,TSU,22,26.0,2.0,0 days 01:46:25.026000,,HARD,16.0,True,AlphaTauri,0 days 01:44:44.539000,1,11.0,2023,1
0 days 01:48:27.066000,TSU,22,27.0,3.0,,0 days 01:46:49.416000,HARD,1.0,True,AlphaTauri,0 days 01:46:26.766000,1,16.0,2023,1
0 days 02:09:54.020000,TSU,22,40.0,3.0,0 days 02:09:52.391000,,HARD,14.0,True,AlphaTauri,0 days 02:08:03.670000,126,11.0,2023,1
0 days 02:12:04.802000,TSU,22,41.0,4.0,,0 days 02:10:18.125000,SOFT,4.0,False,AlphaTauri,0 days 02:09:54.020000,671,13.0,2023,1
0 days 01:21:12.620000,ALB,23,11.0,1.0,0 days 01:21:10.913000,,SOFT,11.0,True,Williams,0 days 01:19:28.672000,1,12.0,2023,1
0 days 01:23:12.065000,ALB,23,12.0,2.0,,0 days 01:21:35.928000,SOFT,1.0,True,Williams,0 days 01:21:12.620000,1,15.0,2023,1
0 days 01:46:25.624000,ALB,23,26.0,2.0,0 days 01:46:23.948000,,SOFT,15.0,True,Williams,0 days 01:44:43.014000,1,10.0,2023,1
0 days 01:48:25.494000,ALB,23,27.0,3.0,,0 days 01:46:48.838000,HARD,1.0,True,Williams,0 days 01:46:25.624000,1,14.0,2023,1
0 days 02:09:52.194000,ALB,23,40.0,3.0,0 days 02:09:50.485000,,HARD,14.0,True,Williams,0 days 02:08:02.017000,126,9.0,2023,1
0 days 02:12:00.853000,ALB,23,41.0,4.0,,0 days 02:10:14.985000,SOFT,1.0,False,Williams,0 days 02:09:52.194000,671,9.0,2023,1
0 days 01:23:01.488000,ZHO,24,12.0,1.0,0 days 01:22:59.739000,,SOFT,12.0,True,Alfa Romeo,0 days 01:21:17.618000,1,12.0,2023,1
0 days 01:25:03.589000,ZHO,24,13.0,2.0,,0 days 01:23:25.536000,HARD,1.0,True,Alfa Romeo,0 days 01:23:01.488000,1,20.0,2023,1
0 days 01:56:31.469000,ZHO,24,32.0,2.0,0 days 01:56:29.718000,,HARD,20.0,True,Alfa Romeo,0 days 01:54:49.373000,1,10.0,2023,1
0 days 01:58:31.128000,ZHO,24,33.0,3.0,,0 days 01:56:55.077000,SOFT,4.0,False,Alfa Romeo,0 days 01:56:31.469000,1,15.0,2023,1
0 days 02:33:31.599000,ZHO,24,54.0,3.0,0 days 02:33:29.882000,,SOFT,25.0,False,Alfa Romeo,0 days 02:31:49.632000,1,13.0,2023,1
0 days 02:35:39.272000,ZHO,24,55.0,4.0,,0 days 02:34:00.006000,SOFT,4.0,False,Alfa Romeo,0 days 02:33:31.599000,1,16.0,2023,1
0 days 01:21:21.488000,HUL,27,11.0,1.0,0 days 01:21:19.757000,,SOFT,14.0,False,Haas F1 Team,0 days 01:19:34.698000,1,16.0,2023,1
0 days 01:23:24.067000,HUL,27,12.0,2.0,,0 days 01:21:45.834000,HARD,1.0,True,Haas F1 Team,0 days 01:21:21.488000,1,20.0,2023,1
0 days 01:46:41.859000,HUL,27,26.0,2.0,0 days 01:46:40.135000,,HARD,15.0,True,Haas F1 Team,0 days 01:44:58.928000,1,16.0,2023,1
0 days 01:48:53.896000,HUL,27,27.0,3.0,,0 days 01:47:17.900000,HARD,1.0,True,Haas F1 Team,0 days 01:46:41.859000,1,19.0,2023,1
0 days 02:10:26.755000,HUL,27,40.0,3.0,0 days 02:10:24.985000,,HARD,14.0,True,Haas F1 Team,0 days 02:08:28.066000,126,16.0,2023,1
0 days 02:12:32.030000,HUL,27,41.0,4.0,,0 days 02:10:52.078000,SOFT,4.0,False,Haas F1 Team,0 days 02:10:26.755000,671,16.0,2023,1
0 days 01:22:50.957000,OCO,31,12.0,1.0,0 days 01:22:49.224000,,SOFT,15.0,False,Alpine,0 days 01:21:07.170000,1,9.0,2023,1
0 days 01:24:51.338000,OCO,31,13.0,2.0,,0 days 01:23:14.208000,HARD,1.0,True,Alpine,0 days 01:22:50.957000,1,12.0,2023,1
0 days 01:28:11.850000,OCO,31,15.0,2.0,0 days 01:28:10.124000,,HARD,3.0,True,Alpine,0 days 01:26:29.987000,1,13.0,2023,1
0 days 01:30:27.558000,OCO,31,16.0,3.0,,0 days 01:28:51.608000,HARD,4.0,False,Alpine,0 days 01:28:11.850000,1,19.0,2023,1
0 days 01:57:03.846000,OCO,31,32.0,3.0,0 days 01:57:02.140000,,HARD,20.0,False,Alpine,0 days 01:55:19.550000,1,18.0,2023,1
0 days 01:59:22.540000,OCO,31,33.0,4.0,,0 days 01:57:46.639000,HARD,1.0,True,Alpine,0 days 01:57:03.846000,1,19.0,2023,1
0 days 02:12:56.449000,OCO,31,41.0,4.0,0 days 02:12:54.779000,,HARD,9.0,True,Alpine,0 days 02:11:13.765000,1,17.0,2023,1
0 days 01:19:32.089000,NOR,4,10.0,1.0,0 days 01:19:30.368000,,SOFT,10.0,True,McLaren,0 days 01:17:48.568000,1,13.0,2023,1
0 days 01:21:41.975000,NOR,4,11.0,2.0,,0 days 01:20:03.117000,HARD,1.0,True,McLaren,0 days 01:19:32.089000,1,20.0,2023,1
0 days 01:31:39.273000,NOR,4,17.0,2.0,0 days 01:31:37.542000,,HARD,7.0,True,McLaren,0 days 01:29:57.772000,1,15.0,2023,1
0 days 01:33:47.880000,NOR,4,18.0,3.0,,0 days 01:32:11.464000,SOFT,4.0,False,McLaren,0 days 01:31:39.273000,1,19.0,2023,1
0 days 01:48:36.243000,NOR,4,27.0,3.0,0 days 01:48:34.493000,,SOFT,13.0,False,McLaren,0 days 01:46:55.270000,1,17.0,2023,1
0 days 01:50:43.906000,NOR,4,28.0,4.0,,0 days 01:49:07.976000,MEDIUM,1.0,True,McLaren,0 days 01:48:36.243000,1,19.0,2023,1
0 days 02:05:28.110000,NOR,4,37.0,4.0,0 days 02:05:26.365000,,MEDIUM,10.0,True,McLaren,0 days 02:03:47.913000,1,18.0,2023,1
0 days 02:07:36.792000,NOR,4,38.0,5.0,,0 days 02:05:59.599000,HARD,1.0,True,McLaren,0 days 02:05:28.110000,1,19.0,2023,1
0 days 02:22:45.903000,NOR,4,47.0,5.0,0 days 02:22:44.159000,,HARD,10.0,True,McLaren,0 days 02:21:05.470000,1,17.0,2023,1
0 days 02:24:52.808000,NOR,4,48.0,6.0,,0 days 02:23:14.893000,SOFT,5.0,False,McLaren,0 days 02:22:45.903000,1,17.0,2023,1
0 days 02:34:35.408000,NOR,4,54.0,6.0,0 days 02:34:33.677000,,SOFT,11.0,False,McLaren,0 days 02:32:55.619000,1,17.0,2023,1
0 days 02:36:40.255000,NOR,4,55.0,7.0,,0 days 02:35:05.192000,SOFT,7.0,False,McLaren,0 days 02:34:35.408000,1,17.0,2023,1
0 days 01:22:40.570000,HAM,44,12.0,1.0,0 days 01:22:38.865000,,SOFT,15.0,False,Mercedes,0 days 01:20:57.234000,1,7.0,2023,1
0 days 01:24:39.749000,HAM,44,13.0,2.0,,0 days 01:23:03.520000,HARD,1.0,True,Mercedes,0 days 01:22:40.570000,1,8.0,2023,1
0 days 01:52:36.367000,HAM,44,30.0,2.0,0 days 01:52:34.645000,,HARD,18.0,True,Mercedes,0 days 01:50:55.192000,1,6.0,2023,1
0 days 01:54:35.870000,HAM,44,31.0,3.0,,0 days 01:52:59.316000,HARD,1.0,True,Mercedes,0 days 01:52:36.367000,1,7.0,2023,1
0 days 01:24:17.568000,SAI,55,13.0,1.0,0 days 01:24:15.816000,,SOFT,16.0,False,Ferrari,0 days 01:22:34.258000,1,4.0,2023,1
0 days 01:26:16.574000,SAI,55,14.0,2.0,,0 days 01:24:40.347000,HARD,1.0,True,Ferrari,0 days 01:24:17.568000,1,6.0,2023,1
0 days 01:54:11.574000,SAI,55,31.0,2.0,0 days 01:54:09.846000,,HARD,18.0,True,Ferrari,0 days 01:52:30.300000,1,4.0,2023,1
0 days 01:56:10.066000,SAI,55,32.0,3.0,,0 days 01:54:34.096000,HARD,1.0,True,Ferrari,0 days 01:54:11.574000,1,5.0,2023,1
0 days 01:24:24.737000,RUS,63,13.0,1.0,0 days 01:24:23.066000,,SOFT,16.0,False,Mercedes,0 days 01:22:40.046000,1,7.0,2023,1
0 days 01:26:26.006000,RUS,63,14.0,2.0,,0 days 01:24:50.050000,HARD,1.0,True,Mercedes,0 days 01:24:24.737000,1,10.0,2023,1
0 days 01:54:22.219000,RUS,63,31.0,2.0,0 days 01:54:20.502000,,HARD,18.0,True,Mercedes,0 days 01:52:41.184000,1,6.0,2023,1
0 days 01:56:20.913000,RUS,63,32.0,3.0,,0 days 01:54:44.892000,HARD,1.0,True,Mercedes,0 days 01:54:22.219000,1,8.0,2023,1
0 days 01:21:06.682000,BOT,77,11.0,1.0,0 days 01:21:04.976000,,SOFT,11.0,True,Alfa Romeo,0 days 01:19:23.413000,1,9.0,2023,1
0 days 01:23:06.132000,BOT,77,12.0,2.0,,0 days 01:21:30.319000,HARD,1.0,True,Alfa Romeo,0 days 01:21:06.682000,1,14.0,2023,1
0 days 01:51:16.719000,BOT,77,29.0,2.0,0 days 01:51:15.021000,,HARD,18.0,True,Alfa Romeo,0 days 01:49:34.499000,1,9.0,2023,1
0 days 01:53:15.605000,BOT,77,30.0,3.0,,0 days 01:51:40.630000,HARD,1.0,True,Alfa Romeo,0 days 01:51:16.719000,1,11.0,2023,1
0 days 01:24:59.468000,PIA,81,13.0,1.0,0 days 01:24:56.987000,,SOFT,13.0,True,McLaren,0 days 01:22:57.397000,1,16.0,2023,1
0 days 01:32:16.363000,VER,1,18.0,1.0,0 days 01:32:15.366000,,MEDIUM,18.0,True,Red Bull Racing,0 days 01:30:02.015000,24,4.0,2023,2
0 days 01:35:03.681000,VER,1,19.0,2.0,,0 days 01:32:36.225000,HARD,1.0,True,Red Bull Racing,0 days 01:32:16.363000,4,4.0,2023,2
0 days 01:25:27.633000,GAS,10,14.0,1.0,0 days 01:25:26.654000,,MEDIUM,14.0,True,Alpine,0 days 01:23:49.082000,1,9.0,2023,2
0 days 01:27:20.761000,GAS,10,15.0,2.0,,0 days 01:25:47.357000,HARD,1.0,True,Alpine,0 days 01:25:27.633000,1,14.0,2023,2
0 days 01:31:47.855000,PER,11,18.0,1.0,0 days 01:31:46.882000,,MEDIUM,18.0,True,Red Bull Racing,0 days 01:29:40.498000,24,1.0,2023,2
0 days 01:34:58.167000,PER,11,19.0,2.0,,0 days 01:32:07.553000,HARD,1.0,True,Red Bull Racing,0 days 01:31:47.855000,4,1.0,2023,2
0 days 01:31:56.092000,ALO,14,18.0,1.0,0 days 01:31:55.100000,,MEDIUM,18.0,True,Aston Martin,0 days 01:29:46.469000,24,2.0,2023,2
0 days 01:35:00.274000,ALO,14,19.0,2.0,,0 days 01:32:21.959000,HARD,2.0,False,Aston Martin,0 days 01:31:56.092000,4,2.0,2023,2
0 days 01:28:30.428000,LEC,16,16.0,1.0,0 days 01:28:29.432000,,SOFT,16.0,True,Ferrari,0 days 01:26:52.747000,1,5.0,2023,2
0 days 01:30:29.862000,LEC,16,17.0,2.0,,0 days 01:28:49.494000,HARD,1.0,True,Ferrari,0 days 01:28:30.428000,124,8.0,2023,2
0 days 01:23:40.928000,STR,18,13.0,1.0,0 days 01:23:39.953000,,MEDIUM,13.0,True,Aston Martin,0 days 01:22:02.385000,1,5.0,2023,2
0 days 01:25:35.233000,STR,18,14.0,2.0,,0 days 01:24:01.109000,HARD,2.0,False,Aston Martin,0 days 01:23:40.928000,1,11.0,2023,2
0 days 01:32:56.584000,SAR,2,18.0,1.0,0 days 01:32:55.505000,,HARD,18.0,True,Williams,0 days 01:30:40.359000,4,10.0,2023,2
0 days 01:35:19.222000,SAR,2,19.0,2.0,,0 days 01:33:16.568000,MEDIUM,1.0,True,Williams,0 days 01:32:56.584000,4,15.0,2023,2
0 days 01:15:56.402000,MAG,20,8.0,1.0,0 days 01:15:55.430000,,MEDIUM,8.0,True,Haas F1 Team,0 days 01:14:17.215000,1,14.0,2023,2
0 days 01:17:49.366000,MAG,20,9.0,2.0,,0 days 01:16:16.352000,HARD,1.0,True,Haas F1 Team,0 days 01:15:56.402000,1,18.0,2023,2
0 days 01:30:40.808000,DEV,21,17.0,1.0,0 days 01:30:39.820000,,MEDIUM,17.0,True,AlphaTauri,0 days 01:28:51.486000,124,11.0,2023,2
0 days 01:33:10.315000,DEV,21,18.0,2.0,,0 days 01:31:00.929000,HARD,1.0,True,AlphaTauri,0 days 01:30:40.808000,4,16.0,2023,2
0 days 01:30:25.629000,TSU,22,17.0,1.0,0 days 01:30:24.649000,,MEDIUM,17.0,True,AlphaTauri,0 days 01:28:43.219000,124,6.0,2023,2
0 days 01:32:54.918000,TSU,22,18.0,2.0,,0 days 01:30:46.055000,HARD,1.0,True,AlphaTauri,0 days 01:30:25.629000,4,8.0,2023,2
0 days 01:30:33.822000,ALB,23,17.0,1.0,0 days 01:30:32.836000,,MEDIUM,17.0,True,Williams,0 days 01:28:49.187000,124,9.0,2023,2
0 days 01:33:04.240000,ALB,23,18.0,2.0,,0 days 01:30:54.211000,HARD,1.0,True,Williams,0 days 01:30:33.822000,4,13.0,2023,2
0 days 01:49:56.803000,ALB,23,27.0,2.0,0 days 01:49:55.362000,,HARD,10.0,True,Williams,0 days 01:47:24.822000,1,19.0,2023,2
0 days 01:20:42.427000,ZHO,24,11.0,1.0,0 days 01:20:41.441000,,MEDIUM,11.0,True,Alfa Romeo,0 days 01:19:03.180000,1,11.0,2023,2
0 days 01:22:38.301000,ZHO,24,12.0,2.0,,0 days 01:21:03.128000,HARD,1.0,True,Alfa Romeo,0 days 01:20:42.427000,1,17.0,2023,2
0 days 01:33:07.748000,ZHO,24,18.0,2.0,0 days 01:33:06.755000,,HARD,7.0,True,Alfa Romeo,0 days 01:30:50.035000,4,14.0,2023,2
0 days 01:35:23.046000,ZHO,24,19.0,3.0,,0 days 01:33:28.021000,MEDIUM,1.0,True,Alfa Romeo,0 days 01:33:07.748000,4,17.0,2023,2
0 days 01:20:44.723000,HUL,27,11.0,1.0,0 days 01:20:43.753000,,MEDIUM,11.0,True,Haas F1 Team,0 days 01:19:05.657000,1,13.0,2023,2
0 days 01:22:38.176000,HUL,27,12.0,2.0,,0 days 01:21:05.268000,HARD,1.0,True,Haas F1 Team,0 days 01:20:44.723000,1,16.0,2023,2
0 days 01:28:36.101000,OCO,31,16.0,1.0,0 days 01:28:35.104000,,MEDIUM,16.0,True,Alpine,0 days 01:26:57.534000,1,7.0,2023,2
0 days 01:30:42.069000,OCO,31,17.0,2.0,,0 days 01:28:55.901000,HARD,1.0,True,Alpine,0 days 01:28:36.101000,124,12.0,2023,2
0 days 01:06:20.189000,NOR,4,2.0,1.0,0 days 01:06:19.191000,,SOFT,2.0,True,McLaren,0 days 01:04:37.119000,1,19.0,2023,2
0 days 01:08:23.723000,NOR,4,3.0,2.0,,0 days 01:06:48.612000,HARD,1.0,True,McLaren,0 days 01:06:20.189000,1,20.0,2023,2
0 days 01:35:27.222000,NOR,4,19.0,2.0,0 days 01:35:26.222000,,HARD,17.0,True,McLaren,0 days 01:33:26.734000,4,18.0,2023,2
0 days 01:37:45.570000,NOR,4,20.0,3.0,,0 days 01:35:47.565000,MEDIUM,1.0,True,McLaren,0 days 01:35:27.222000,41,19.0,2023,2
0 days 01:32:25.657000,HAM,44,18.0,1.0,0 days 01:32:24.694000,,HARD,18.0,True,Mercedes,0 days 01:30:08.897000,24,5.0,2023,2
0 days 01:35:06.115000,HAM,44,19.0,2.0,,0 days 01:32:45.756000,MEDIUM,1.0,True,Mercedes,0 days 01:32:25.657000,4,6.0,2023,2
0 days 01:26:51.211000,SAI,55,15.0,1.0,0 days 01:26:50.215000,,MEDIUM,15.0,True,Ferrari,0 days 01:25:13.688000,1,4.0,2023,2
0 days 01:28:44.610000,SAI,55,16.0,2.0,,0 days 01:27:10.965000,HARD,1.0,True,Ferrari,0 days 01:26:51.211000,1,9.0,2023,2
0 days 01:32:06.767000,RUS,63,18.0,1.0,0 days 01:32:05.756000,,MEDIUM,18.0,True,Mercedes,0 days 01:29:54.550000,24,3.0,2023,2
0 days 01:35:02.296000,RUS,63,19.0,2.0,,0 days 01:32:26.584000,HARD,1.0,True,Mercedes,0 days 01:32:06.767000,4,3.0,2023,2
0 days 01:17:39.475000,BOT,77,9.0,1.0,0 days 01:17:38.475000,,MEDIUM,9.0,True,Alfa Romeo,0 days 01:15:59.858000,1,17.0,2023,2
0 days 01:19:33.964000,BOT,77,10.0,2.0,,0 days 01:18:00.006000,HARD,1.0,True,Alfa Romeo,0 days 01:17:39.475000,1,19.0,2023,2
0 days 01:31:10.184000,BOT,77,17.0,2.0,0 days 01:31:09.289000,,HARD,8.0,True,Alfa Romeo,0 days 01:29:11.223000,124,19.0,2023,2
0 days 01:33:41.314000,BOT,77,18.0,3.0,,0 days 01:31:31.366000,MEDIUM,1.0,True,Alfa Romeo,0 days 01:31:10.184000,4,19.0,2023,2
0 days 02:01:58.334000,BOT,77,35.0,3.0,0 days 02:01:57.365000,,MEDIUM,18.0,True,Alfa Romeo,0 days 02:00:19.500000,1,18.0,2023,2
0 days 02:03:52.443000,BOT,77,36.0,4.0,,0 days 02:02:19.161000,SOFT,1.0,True,Alfa Romeo,0 days 02:01:58.334000,1,18.0,2023,2
0 days 01:04:38.050000,PIA,81,1.0,1.0,0 days 01:04:37.177000,,MEDIUM,1.0,True,McLaren,0 days 01:02:50.632000,1,19.0,2023,2
0 days 01:06:42.855000,PIA,81,2.0,2.0,,0 days 01:05:08.567000,HARD,1.0,True,McLaren,0 days 01:04:38.050000,1,20.0,2023,2
0 days 01:32:06.797000,VER,1,8.0,1.0,0 days 01:16:44.650000,,MEDIUM,8.0,True,Red Bull Racing,0 days 01:14:05.841000,451,2.0,2023,3
0 days 01:35:48.176000,VER,1,9.0,2.0,,0 days 01:32:09.671000,HARD,1.0,True,Red Bull Racing,0 days 01:31:58.608000,1,2.0,2023,3
0 days 02:40:52.448000,VER,1,55.0,2.0,0 days 02:40:37.639000,,HARD,47.0,True,Red Bull Racing,0 days 02:38:03.843000,45,1.0,2023,3
0 days 02:58:21.280000,VER,1,56.0,3.0,,0 days 02:55:05.363000,SOFT,4.0,False,Red Bull Racing,0 days 02:54:58.598000,1,1.0,2023,3
0 days 03:01:20.814000,VER,1,57.0,3.0,0 days 03:01:08.797000,,SOFT,5.0,False,Red Bull Racing,0 days 02:58:21.280000,125,1.0,2023,3
0 days 03:34:55.509000,VER,1,58.0,4.0,,0 days 03:32:05.353000,SOFT,6.0,False,Red Bull Racing,0 days 03:31:58.635000,1,1.0,2023,3
0 days 01:32:16.815000,GAS,10,8.0,1.0,0 days 01:16:52.150000,,SOFT,8.0,True,Alpine,0 days 01:14:13.609000,451,5.0,2023,3
0 days 01:35:49.275000,GAS,10,9.0,2.0,,0 days 01:32:19.155000,HARD,1.0,True,Alpine,0 days 01:31:58.608000,1,5.0,2023,3
0 days 02:55:17.258000,GAS,10,55.0,2.0,0 days 02:40:46.560000,,HARD,47.0,True,Alpine,0 days 02:38:29.017000,451,5.0,2023,3
0 days 02:59:00.740000,GAS,10,56.0,3.0,,0 days 02:55:21.769000,SOFT,2.0,False,Alpine,0 days 02:54:58.598000,1,5.0,2023,3
0 days 01:04:29.196000,PER,11,1.0,1.0,0 days 01:04:13.705000,0 days 01:02:25.722000,HARD,1.0,True,Red Bull Racing,0 days 01:02:16.863000,124,18.0,2023,3
0 days 01:06:40.985000,PER,11,2.0,2.0,0 days 01:06:25.251000,0 days 01:04:31.424000,MEDIUM,1.0,True,Red Bull Racing,0 days 01:04:29.196000,4,18.0,2023,3
0 days 01:08:31.634000,PER,11,3.0,3.0,,0 days 01:06:43.047000,HARD,1.0,True,Red Bull Racing,0 days 01:06:40.985000,41,18.0,2023,3
0 days 01:32:49.357000,PER,11,8.0,3.0,0 days 01:17:15.352000,,HARD,6.0,True,Red Bull Racing,0 days 01:14:25.937000,451,14.0,2023,3
0 days 01:35:51.137000,PER,11,9.0,4.0,,0 days 01:32:52.889000,HARD,2.0,False,Red Bull Racing,0 days 01:31:58.608000,1,14.0,2023,3
0 days 02:55:25.519000,PER,11,55.0,4.0,0 days 02:40:51.795000,,HARD,48.0,False,Red Bull Racing,0 days 02:38:34.078000,451,7.0,2023,3
0 days 02:59:01.376000,PER,11,56.0,5.0,,0 days 02:55:28.238000,SOFT,1.0,True,Red Bull Racing,0 days 02:54:58.598000,1,7.0,2023,3
