time,lap,compound,stint,s1,s2,s3,ms1,ms2,ms3,life,pos,status,pb,sesT,drv,dNum,pout,pin,s1T,s2T,s3T,vi1,vi2,vfl,vst,fresh,team,lST,lSD,del,delR,ff1G,iacc,wT,wAT,wH,wP,wR,wTT,wWD,wWS
91.423,16,HARD,2,29.159,37.288,24.976,None,None,None,2,4,1,True,3493.293,HAM,44,None,None,3431.045,3468.333,3493.309,288.0,260.0,249.0,304.0,True,Mercedes,3401.87,2020-08-09T13:36:41.916000000,False,None,False,True,3390.154,25.4,58.4,1000.9,False,43.5,61,2.3
91.441,17,HARD,2,29.142,37.361,24.938,None,None,None,3,4,1,False,3584.734,HAM,44,None,None,3522.451,3559.812,3584.75,289.0,261.0,248.0,304.0,True,Mercedes,3493.293,2020-08-09T13:38:13.339000000,False,None,False,True,3510.14,25.4,58.5,1000.8,False,43.6,29,2.1
91.595,18,HARD,2,28.997,37.422,25.176,None,None,None,4,4,1,False,3676.329,HAM,44,None,None,3613.747,3651.169,3676.345,288.0,260.0,247.0,301.0,True,Mercedes,3584.734,2020-08-09T13:39:44.780000000,False,None,False,True,3570.133,25.2,59.1,1001.0,False,43.6,1,2.4
91.602,19,HARD,2,29.002,37.448,25.152,None,None,None,5,3,1,False,3767.931,HAM,44,None,None,3705.347,3742.795,3767.947,289.0,261.0,248.0,304.0,True,Mercedes,3676.329,2020-08-09T13:41:16.375000000,False,None,False,True,3690.124,25.5,58.4,1000.9,False,43.9,6,1.8
92.118,20,HARD,2,28.995,37.88,25.243,None,None,None,6,3,1,False,3860.049,HAM,44,None,None,3796.942,3834.822,3860.065,292.0,259.0,247.0,305.0,True,Mercedes,3767.931,2020-08-09T13:42:47.977000000,False,None,False,True,3810.162,25.5,57.8,1000.9,False,43.6,14,2.5
92.435,21,HARD,2,29.343,37.867,25.225,None,None,None,7,3,1,False,3952.484,HAM,44,None,None,3889.408,3927.275,3952.5,294.0,260.0,247.0,309.0,True,Mercedes,3860.049,2020-08-09T13:44:20.095000000,False,None,False,True,3870.143,25.6,57.9,1000.8,False,44.0,22,2.3
92.213,22,HARD,2,29.157,37.822,25.234,None,None,None,8,3,1,False,4044.697,HAM,44,None,None,3981.657,4019.479,4044.713,293.0,258.0,248.0,305.0,True,Mercedes,3952.484,2020-08-09T13:45:52.530000000,False,None,False,True,3990.133,25.8,56.8,1001.0,False,43.8,13,2.1
92.175,23,HARD,2,29.156,37.676,25.343,None,None,None,9,3,1,False,4136.872,HAM,44,None,None,4073.869,4111.545,4136.888,293.0,257.0,248.0,305.0,True,Mercedes,4044.697,2020-08-09T13:47:24.743000000,False,None,False,True,4050.112,25.9,56.5,1000.9,False,43.8,4,1.0
93.531,24,HARD,2,29.477,38.457,25.597,None,None,None,10,3,1,False,4230.403,HAM,44,None,None,4166.365,4204.822,4230.419,289.0,257.0,247.0,301.0,True,Mercedes,4136.872,2020-08-09T13:48:56.918000000,False,None,False,True,4170.17,26.4,54.7,1000.9,False,44.6,287,1.0
92.658,25,HARD,2,29.451,37.951,25.256,None,None,None,11,3,1,False,4323.061,HAM,44,None,None,4259.87,4297.821,4323.077,292.0,259.0,248.0,306.0,True,Mercedes,4230.403,2020-08-09T13:50:30.449000000,False,None,False,True,4230.187,26.5,54.6,1000.9,False,44.6,33,1.8
92.333,26,HARD,2,29.43,37.638,25.265,None,None,None,12,3,1,False,4415.394,HAM,44,None,None,4352.507,4390.145,4415.41,291.0,259.0,248.0,307.0,True,Mercedes,4323.061,2020-08-09T13:52:03.107000000,False,None,False,True,4350.19,26.6,54.5,1000.9,False,44.8,7,1.4
92.341,27,HARD,2,29.314,37.846,25.181,None,None,None,13,3,1,False,4507.735,HAM,44,None,None,4444.724,4482.57,4507.751,292.0,260.0,248.0,308.0,True,Mercedes,4415.394,2020-08-09T13:53:35.440000000,False,None,False,True,4410.191,26.7,55.0,1000.9,False,44.4,9,3.0
91.643,28,HARD,2,29.261,37.409,24.973,None,None,None,14,3,1,False,4599.378,HAM,44,None,None,4537.012,4574.421,4599.394,290.0,261.0,249.0,308.0,True,Mercedes,4507.735,2020-08-09T13:55:07.781000000,False,None,False,True,4530.212,26.2,56.5,1000.8,False,43.2,23,3.3
91.702,29,HARD,2,29.151,37.395,25.156,None,None,None,15,3,1,False,4691.08,HAM,44,None,None,4628.545,4665.94,4691.096,290.0,261.0,247.0,306.0,True,Mercedes,4599.378,2020-08-09T13:56:39.424000000,False,None,False,True,4650.232,25.9,56.8,1000.8,False,43.6,21,1.1
91.217,30,HARD,2,29.067,37.003,25.147,None,None,None,16,3,1,True,4782.297,HAM,44,None,None,4720.163,4757.166,4782.313,293.0,262.0,248.0,310.0,True,Mercedes,4691.08,2020-08-09T13:58:11.126000000,False,None,False,True,4710.237,25.9,56.5,1000.9,False,43.6,14,1.5
91.325,31,HARD,2,29.099,37.116,25.11,None,None,None,17,3,12,False,4873.622,HAM,44,None,None,4811.412,4848.528,4873.638,290.0,261.0,247.0,308.0,True,Mercedes,4782.297,2020-08-09T13:59:42.343000000,False,None,False,True,4830.313,25.8,57.1,1000.8,False,43.6,38,2.0
90.688,32,HARD,2,28.841,36.906,24.941,None,None,None,18,3,1,True,4964.31,HAM,44,None,None,4902.479,4939.385,4964.326,293.0,261.0,248.0,306.0,True,Mercedes,4873.622,2020-08-09T14:01:13.668000000,False,None,False,True,4890.265,25.8,57.0,1000.7,False,43.6,23,2.2
90.705,33,HARD,2,28.776,36.971,24.958,None,None,None,19,1,1,False,5055.015,HAM,44,None,None,4993.102,5030.073,5055.031,290.0,261.0,248.0,305.0,True,Mercedes,4964.31,2020-08-09T14:02:44.356000000,False,None,False,True,5010.272,25.6,58.2,1000.8,False,43.2,2,2.0
90.701,34,HARD,2,28.866,36.87,24.965,None,None,None,20,1,1,False,5145.716,HAM,44,None,None,5083.897,5120.767,5145.732,295.0,262.0,246.0,309.0,True,Mercedes,5055.015,2020-08-09T14:04:15.061000000,False,None,False,True,5070.281,25.6,57.7,1000.8,False,43.2,14,1.8
91.101,35,HARD,2,29.0,37.012,25.089,None,None,None,21,1,1,False,5236.817,HAM,44,None,None,5174.732,5211.744,5236.833,292.0,259.0,248.0,310.0,True,Mercedes,5145.716,2020-08-09T14:05:45.762000000,False,None,False,True,5190.281,26.0,56.8,1000.7,False,43.7,11,1.5
91.118,36,HARD,2,28.907,37.028,25.183,None,None,None,22,1,1,False,5327.935,HAM,44,None,None,5265.74,5302.768,5327.951,296.0,259.0,247.0,313.0,True,Mercedes,5236.817,2020-08-09T14:07:16.863000000,False,None,False,True,5250.297,26.5,54.8,1000.7,False,45.1,25,2.4
91.045,37,HARD,2,29.012,37.02,25.013,None,None,None,23,1,1,False,5418.98,HAM,44,None,None,5356.963,5393.983,5418.996,293.0,260.0,247.0,306.0,True,Mercedes,5327.935,2020-08-09T14:08:47.981000000,False,None,False,True,5370.329,26.8,54.5,1000.8,False,44.3,17,2.3
90.785,38,HARD,2,28.926,36.902,24.957,None,None,None,24,1,1,False,5509.765,HAM,44,None,None,5447.922,5484.824,5509.781,295.0,261.0,249.0,308.0,True,Mercedes,5418.98,2020-08-09T14:10:19.026000000,False,None,False,True,5430.343,26.6,54.9,1000.7,False,44.0,17,3.4
91.077,39,HARD,2,28.966,37.028,25.083,None,None,None,25,1,1,False,5600.842,HAM,44,None,None,5538.747,5575.775,5600.858,290.0,261.0,249.0,304.0,True,Mercedes,5509.765,2020-08-09T14:11:49.811000000,False,None,False,True,5550.337,26.4,55.3,1000.7,False,43.7,16,1.5
91.348,40,HARD,2,29.094,37.112,25.142,None,None,None,26,1,1,False,5692.19,HAM,44,None,None,5629.952,5667.064,5692.206,292.0,261.0,248.0,309.0,True,Mercedes,5600.842,2020-08-09T14:13:20.888000000,False,None,False,True,5670.376,26.2,56.2,1000.7,False,43.6,2,1.7
91.236,41,HARD,2,29.094,37.193,24.949,None,None,None,27,1,1,False,5783.426,HAM,44,None,5776.99,None,5758.493,5783.442,292.0,261.0,None,312.0,True,Mercedes,5692.19,2020-08-09T14:14:52.236000000,False,None,False,False,5730.374,26.3,55.7,1000.7,False,43.7,4,1.6
109.543,42,HARD,3,49.309,35.923,24.311,None,None,None,1,4,1,False,5892.969,HAM,44,5806.577,None,5832.751,5868.674,5892.985,290.0,265.0,252.0,311.0,True,Mercedes,5783.426,2020-08-09T14:16:23.472000000,False,None,False,False,5850.384,26.4,56.1,1000.7,False,43.7,48,1.8
88.451,43,HARD,3,28.333,35.694,24.424,None,None,None,2,4,1,True,5981.42,HAM,44,None,None,5921.318,5957.012,5981.436,293.0,266.0,254.0,310.0,True,Mercedes,5892.969,2020-08-09T14:18:13.015000000,False,None,False,True,5910.382,26.2,56.5,1000.7,False,44.1,245,2.4
89.625,44,HARD,3,28.403,36.091,25.131,None,None,None,3,4,1,False,6071.045,HAM,44,None,None,6009.839,6045.93,6071.061,295.0,262.0,255.0,310.0,True,Mercedes,5981.42,2020-08-09T14:19:41.466000000,False,None,False,True,6030.377,26.4,55.2,1000.7,False,44.3,15,2.0
89.997,45,HARD,3,28.465,37.123,24.409,None,None,None,4,3,1,False,6161.042,HAM,44,None,None,6099.526,6136.649,6161.058,318.0,269.0,253.0,323.0,True,Mercedes,6071.045,2020-08-09T14:21:11.091000000,False,None,False,True,6090.37,26.2,56.6,1000.8,False,44.3,20,1.4
88.599,46,HARD,3,28.328,35.784,24.487,None,None,None,5,3,1,False,6249.641,HAM,44,None,None,6189.386,6225.17,6249.657,288.0,267.0,251.0,307.0,True,Mercedes,6161.042,2020-08-09T14:22:41.088000000,False,None,False,True,6210.391,26.6,55.6,1000.7,False,43.9,28,1.4
89.363,47,HARD,3,28.492,36.105,24.766,None,None,None,6,3,1,False,6339.004,HAM,44,None,None,6278.149,6314.254,6339.02,291.0,262.0,253.0,319.0,True,Mercedes,6249.641,2020-08-09T14:24:09.687000000,False,None,False,True,6270.377,26.8,54.3,1000.7,False,43.9,357,3.0
88.882,48,HARD,3,28.396,36.062,24.424,None,None,None,7,3,1,False,6427.886,HAM,44,None,None,6367.416,6403.478,6427.902,301.0,265.0,254.0,311.0,True,Mercedes,6339.004,2020-08-09T14:25:39.050000000,False,None,False,True,6330.379,26.3,56.0,1000.6,False,43.7,42,3.1
89.887,49,HARD,3,28.477,36.393,25.017,None,None,None,8,3,1,False,6517.773,HAM,44,None,None,6456.379,6492.772,6517.789,310.0,269.0,255.0,331.0,True,Mercedes,6427.886,2020-08-09T14:27:07.932000000,False,None,False,True,6451.381,26.2,56.4,1000.8,False,43.8,357,2.5
89.795,50,HARD,3,28.78,36.354,24.661,None,None,None,9,2,1,False,6607.568,HAM,44,None,None,6546.569,6582.923,6607.584,305.0,264.0,249.0,303.0,True,Mercedes,6517.773,2020-08-09T14:28:37.819000000,False,None,False,True,6510.37,26.0,56.5,1000.7,False,43.6,349,2.2
90.613,51,HARD,3,28.971,36.796,24.846,None,None,None,10,2,1,False,6698.181,HAM,44,None,None,6636.555,6673.351,6698.197,289.0,263.0,247.0,305.0,True,Mercedes,6607.568,2020-08-09T14:30:07.614000000,False,None,False,True,6630.387,25.9,57.4,1000.7,False,43.2,15,1.8
92.378,52,HARD,3,29.081,38.037,25.26,None,None,None,11,2,1,False,6790.559,HAM,44,None,None,6727.278,6765.315,6790.575,292.0,259.0,245.0,307.0,True,Mercedes,6698.181,2020-08-09T14:31:38.227000000,False,None,False,True,6690.398,26.0,57.4,1000.8,False,43.3,337,1.5
96.138,1,MEDIUM,1,None,38.015,25.423,None,None,None,4,4,12,False,2093.378,HUL,27,None,None,None,2068.044,2093.54,310.0,258.0,249.0,316.0,False,Racing Point,1997.072,2020-08-09T13:13:17.118000000,False,None,False,False,2010.085,24.2,61.2,1001.1,False,42.9,13,3.2
92.833,2,MEDIUM,1,29.231,38.213,25.389,None,None,None,5,4,1,True,2186.211,HUL,27,None,None,2122.631,2160.844,2186.233,296.0,258.0,249.0,307.0,False,Racing Point,2093.378,2020-08-09T13:14:53.424000000,False,None,False,True,2130.084,24.5,61.2,1001.1,False,42.6,5,3.7
92.482,3,MEDIUM,1,29.091,37.899,25.492,None,None,None,6,4,1,True,2278.693,HUL,27,None,None,2215.324,2253.223,2278.715,293.0,258.0,247.0,306.0,False,Racing Point,2186.211,2020-08-09T13:16:26.257000000,False,None,False,True,2191.19,24.9,59.9,1001.2,False,42.8,19,1.9
93.226,4,MEDIUM,1,29.313,38.116,25.797,None,None,None,7,4,1,False,2371.919,HUL,27,None,None,2308.028,2346.144,2371.941,288.0,257.0,247.0,298.0,False,Racing Point,2278.693,2020-08-09T13:17:58.739000000,False,None,False,True,2310.089,24.9,59.4,1001.0,False,43.1,295,2.0
92.868,5,MEDIUM,1,29.195,38.032,25.641,None,None,None,8,4,1,False,2464.787,HUL,27,None,None,2401.136,2439.168,2464.809,292.0,256.0,247.0,303.0,False,Racing Point,2371.919,2020-08-09T13:19:31.965000000,False,None,False,True,2370.085,24.9,59.8,1001.0,False,43.0,11,1.9
92.989,6,MEDIUM,1,29.315,37.91,25.764,None,None,None,9,4,1,False,2557.776,HUL,27,None,None,2494.124,2532.034,2557.798,287.0,257.0,247.0,299.0,False,Racing Point,2464.787,2020-08-09T13:21:04.833000000,False,None,False,True,2490.11,25.1,58.7,1001.0,False,43.3,18,2.4
93.492,7,MEDIUM,1,29.511,38.219,25.762,None,None,None,10,4,1,False,2651.268,HUL,27,None,None,2587.309,2625.528,2651.29,288.0,255.0,246.0,300.0,False,Racing Point,2557.776,2020-08-09T13:22:37.822000000,False,None,False,True,2610.119,25.1,58.3,1001.0,False,43.1,6,3.0
93.277,8,MEDIUM,1,29.549,38.081,25.647,None,None,None,11,4,1,False,2744.545,HUL,27,None,None,2680.839,2718.92,2744.567,289.0,257.0,247.0,307.0,False,Racing Point,2651.268,2020-08-09T13:24:11.314000000,False,None,False,True,2670.103,25.1,58.4,1001.0,False,43.1,285,3.0
93.05,9,MEDIUM,1,29.396,37.952,25.702,None,None,None,12,4,1,False,2837.595,HUL,27,None,None,2773.963,2811.915,2837.617,289.0,256.0,249.0,302.0,False,Racing Point,2744.545,2020-08-09T13:25:44.591000000,False,None,False,True,2790.154,25.4,57.8,1000.9,False,43.4,3,2.3
92.848,10,MEDIUM,1,29.483,37.664,25.701,None,None,None,13,4,1,False,2930.443,HUL,27,None,None,2867.1,2904.764,2930.465,286.0,257.0,249.0,298.0,False,Racing Point,2837.595,2020-08-09T13:27:17.641000000,False,None,False,True,2850.101,25.5,58.3,1001.0,False,43.8,7,2.1
92.493,11,MEDIUM,1,29.301,37.622,25.57,None,None,None,14,4,1,False,3022.936,HUL,27,None,None,2959.766,2997.388,3022.958,289.0,257.0,247.0,302.0,False,Racing Point,2930.443,2020-08-09T13:28:50.489000000,False,None,False,True,2970.13,25.5,58.5,1000.9,False,44.0,22,2.1
92.962,12,MEDIUM,1,29.334,37.926,25.702,None,None,None,15,4,1,False,3115.898,HUL,27,None,None,3052.292,3090.218,3115.92,288.0,256.0,247.0,299.0,False,Racing Point,3022.936,2020-08-09T13:30:22.982000000,False,None,False,True,3030.127,25.7,57.3,1000.9,False,44.0,10,3.0
92.548,13,MEDIUM,1,29.315,37.725,25.508,None,None,None,16,4,1,False,3208.446,HUL,27,None,None,3145.235,3182.96,3208.468,289.0,256.0,247.0,304.0,False,Racing Point,3115.898,2020-08-09T13:31:55.944000000,False,None,False,True,3150.113,25.7,56.8,1000.9,False,43.5,330,1.3
92.339,14,MEDIUM,1,29.247,37.6,25.492,None,None,None,17,3,1,True,3300.785,HUL,27,None,None,3237.715,3275.315,3300.807,289.0,257.0,247.0,303.0,False,Racing Point,3208.446,2020-08-09T13:33:28.492000000,False,None,False,True,3210.123,25.5,57.4,1000.9,False,42.9,343,1.8
91.718,15,MEDIUM,1,29.237,37.406,25.075,None,None,None,18,2,1,False,3392.503,HUL,27,None,3386.686,3330.044,3367.45,3392.525,292.0,258.0,None,305.0,False,Racing Point,3300.785,2020-08-09T13:35:00.831000000,False,None,False,False,3330.18,25.5,58.3,1000.7,False,43.3,28,2.2
111.76,16,HARD,2,49.202,37.337,25.221,None,None,None,1,7,1,False,3504.263,HUL,27,3415.684,None,3441.727,3479.064,3504.285,289.0,261.0,250.0,306.0,True,Racing Point,3392.503,2020-08-09T13:36:32.549000000,False,None,False,False,3390.154,25.4,58.4,1000.9,False,43.5,61,2.3
91.99,17,HARD,2,29.226,37.449,25.315,None,None,None,2,7,1,True,3596.253,HUL,27,None,None,3533.511,3570.96,3596.275,288.0,260.0,251.0,302.0,True,Racing Point,3504.263,2020-08-09T13:38:24.309000000,False,None,False,True,3510.14,25.4,58.5,1000.8,False,43.6,29,2.1
91.996,18,HARD,2,29.046,37.494,25.456,None,None,None,3,7,1,False,3688.249,HUL,27,None,None,3625.321,3662.815,3688.271,291.0,260.0,247.0,303.0,True,Racing Point,3596.253,2020-08-09T13:39:56.299000000,False,None,False,True,3570.133,25.2,59.1,1001.0,False,43.6,1,2.4
92.311,19,HARD,2,29.264,37.563,25.484,None,None,None,4,5,1,False,3780.56,HUL,27,None,None,3717.535,3755.098,3780.582,288.0,259.0,249.0,304.0,True,Racing Point,3688.249,2020-08-09T13:41:28.295000000,False,None,False,True,3690.124,25.5,58.4,1000.9,False,43.9,6,1.8
92.024,20,HARD,2,29.042,37.574,25.408,None,None,None,5,5,1,False,3872.584,HUL,27,None,None,3809.624,3847.198,3872.606,296.0,262.0,249.0,325.0,True,Racing Point,3780.56,2020-08-09T13:43:00.606000000,False,None,False,True,3810.162,25.5,57.8,1000.9,False,43.6,14,2.5
92.539,21,HARD,2,28.999,38.118,25.422,None,None,None,6,5,1,False,3965.123,HUL,27,None,None,3901.605,3939.723,3965.145,310.0,259.0,243.0,325.0,True,Racing Point,3872.584,2020-08-09T13:44:32.630000000,False,None,False,True,3870.143,25.6,57.9,1000.8,False,44.0,22,2.3
92.855,22,HARD,2,29.104,38.176,25.575,None,None,None,7,5,1,False,4057.978,HUL,27,None,None,3994.249,4032.425,4058.0,317.0,263.0,250.0,318.0,True,Racing Point,3965.123,2020-08-09T13:46:05.169000000,False,None,False,True,3990.133,25.8,56.8,1001.0,False,43.8,13,2.1
92.33,23,HARD,2,29.204,37.578,25.548,None,None,None,8,4,1,False,4150.308,HUL,27,None,None,4087.204,4124.782,4150.33,286.0,257.0,249.0,298.0,True,Racing Point,4057.978,2020-08-09T13:47:38.024000000,False,None,False,True,4050.112,25.9,56.5,1000.9,False,43.8,4,1.0
91.987,24,HARD,2,29.224,37.352,25.411,None,None,None,9,4,1,True,4242.295,HUL,27,None,None,4179.554,4216.906,4242.317,292.0,258.0,249.0,303.0,True,Racing Point,4150.308,2020-08-09T13:49:10.354000000,False,None,False,True,4170.17,26.4,54.7,1000.9,False,44.6,287,1.0
92.054,25,HARD,2,29.253,37.472,25.329,None,None,None,10,4,1,False,4334.349,HUL,27,None,None,4271.57,4309.042,4334.371,291.0,258.0,249.0,302.0,True,Racing Point,4242.295,2020-08-09T13:50:42.341000000,False,None,False,True,4230.187,26.5,54.6,1000.9,False,44.6,33,1.8
92.178,26,HARD,2,29.379,37.337,25.462,None,None,None,11,4,1,False,4426.527,HUL,27,None,None,4363.75,4401.087,4426.549,289.0,257.0,249.0,302.0,True,Racing Point,4334.349,2020-08-09T13:52:14.395000000,False,None,False,True,4350.19,26.6,54.5,1000.9,False,44.8,7,1.4
91.489,27,HARD,2,29.194,37.158,25.137,None,None,None,12,4,1,True,4518.016,HUL,27,None,None,4455.743,4492.901,4518.038,292.0,262.0,251.0,309.0,True,Racing Point,4426.527,2020-08-09T13:53:46.573000000,False,None,False,True,4410.191,26.7,55.0,1000.9,False,44.4,9,3.0
91.407,28,HARD,2,29.083,37.055,25.269,None,None,None,13,4,1,True,4609.423,HUL,27,None,None,4547.121,4584.176,4609.445,286.0,261.0,252.0,301.0,True,Racing Point,4518.016,2020-08-09T13:55:18.062000000,False,None,False,True,4530.212,26.2,56.5,1000.8,False,43.2,23,3.3
91.088,29,HARD,2,28.976,36.897,25.215,None,None,None,14,4,1,True,4700.511,HUL,27,None,None,4638.421,4675.318,4700.533,287.0,262.0,250.0,301.0,True,Racing Point,4609.423,2020-08-09T13:56:49.469000000,False,None,False,True,4650.232,25.9,56.8,1000.8,False,43.6,21,1.1
90.474,30,HARD,2,28.889,36.902,24.683,None,None,None,15,4,1,False,4790.985,HUL,27,None,4785.157,4729.422,4766.324,4791.007,290.0,262.0,None,302.0,True,Racing Point,4700.511,2020-08-09T13:58:20.557000000,False,None,False,False,4710.237,25.9,56.5,1000.9,False,43.6,14,1.5
110.153,31,HARD,3,48.438,36.764,24.951,None,None,None,1,6,12,False,4901.138,HUL,27,4813.529,None,4839.445,4876.209,4901.16,290.0,263.0,252.0,303.0,True,Racing Point,4790.985,2020-08-09T13:59:51.031000000,False,None,False,False,4830.313,25.8,57.1,1000.8,False,43.6,38,2.0
90.834,32,HARD,3,28.918,36.814,25.102,None,None,None,2,5,1,True,4991.972,HUL,27,None,None,4930.078,4966.892,4991.994,287.0,262.0,251.0,299.0,True,Racing Point,4901.138,2020-08-09T14:01:41.184000000,False,None,False,True,4890.265,25.8,57.0,1000.7,False,43.6,23,2.2
91.037,33,HARD,3,28.924,36.971,25.142,None,None,None,3,5,1,False,5083.009,HUL,27,None,None,5020.918,5057.889,5083.031,290.0,260.0,249.0,304.0,True,Racing Point,4991.972,2020-08-09T14:03:12.018000000,False,None,False,True,5010.272,25.6,58.2,1000.8,False,43.2,2,2.0
91.155,34,HARD,3,28.86,36.967,25.328,None,None,None,4,5,1,False,5174.164,HUL,27,None,None,5111.891,5148.858,5174.186,289.0,259.0,249.0,303.0,True,Racing Point,5083.009,2020-08-09T14:04:43.055000000,False,None,False,True,5070.281,25.6,57.7,1000.8,False,43.2,14,1.8
90.788,35,HARD,3,28.825,36.888,25.075,None,None,None,5,5,1,True,5264.952,HUL,27,None,None,5203.011,5239.899,5264.974,294.0,261.0,250.0,306.0,True,Racing Point,5174.164,2020-08-09T14:06:14.210000000,False,None,False,True,5190.281,26.0,56.8,1000.7,False,43.7,11,1.5
91.189,36,HARD,3,28.922,37.069,25.198,None,None,None,6,5,1,False,5356.141,HUL,27,None,None,5293.896,5330.965,5356.163,293.0,261.0,249.0,300.0,True,Racing Point,5264.952,2020-08-09T14:07:44.998000000,False,None,False,True,5250.297,26.5,54.8,1000.7,False,45.1,25,2.4
91.643,37,HARD,3,28.948,37.302,25.393,None,None,None,7,5,1,False,5447.784,HUL,27,None,None,5385.111,5422.413,5447.806,290.0,257.0,250.0,300.0,True,Racing Point,5356.141,2020-08-09T14:09:16.187000000,False,None,False,True,5370.329,26.8,54.5,1000.8,False,44.3,17,2.3
91.492,38,HARD,3,29.031,37.144,25.317,None,None,None,8,5,1,False,5539.276,HUL,27,None,None,5476.837,5513.981,5539.298,291.0,260.0,250.0,302.0,True,Racing Point,5447.784,2020-08-09T14:10:47.830000000,False,None,False,True,5430.343,26.6,54.9,1000.7,False,44.0,17,3.4
91.179,39,HARD,3,29.018,36.971,25.19,None,None,None,9,5,1,False,5630.455,HUL,27,None,None,5568.316,5605.287,5630.477,292.0,261.0,250.0,305.0,True,Racing Point,5539.276,2020-08-09T14:12:19.322000000,False,None,False,True,5550.337,26.4,55.3,1000.7,False,43.7,16,1.5
90.939,40,HARD,3,28.891,36.902,25.146,None,None,None,10,5,1,False,5721.394,HUL,27,None,None,5659.368,5696.27,5721.416,291.0,261.0,250.0,305.0,True,Racing Point,5630.455,2020-08-09T14:13:50.501000000,False,None,False,True,5670.376,26.2,56.2,1000.7,False,43.6,2,1.7
91.485,41,HARD,3,28.953,37.277,25.255,None,None,None,11,5,1,False,5812.879,HUL,27,None,None,5750.369,5787.646,5812.901,290.0,259.0,250.0,308.0,True,Racing Point,5721.394,2020-08-09T14:15:21.440000000,False,None,False,True,5730.374,26.3,55.7,1000.7,False,43.7,4,1.6
91.889,42,HARD,3,29.175,37.326,25.388,None,None,None,12,5,1,False,5904.768,HUL,27,None,None,5842.076,5879.402,5904.79,290.0,258.0,249.0,306.0,True,Racing Point,5812.879,2020-08-09T14:16:52.925000000,False,None,False,True,5850.384,26.4,56.1,1000.7,False,43.7,48,1.8
91.363,43,HARD,3,29.088,37.003,25.272,None,None,None,13,5,1,False,5996.131,HUL,27,None,None,5933.878,5970.881,5996.153,292.0,260.0,249.0,308.0,True,Racing Point,5904.768,2020-08-09T14:18:24.814000000,False,None,False,True,5910.382,26.2,56.5,1000.7,False,44.1,245,2.4
91.426,44,HARD,3,29.066,37.547,24.813,None,None,None,14,5,1,False,6087.557,HUL,27,None,6081.72,6025.219,6062.766,6087.579,294.0,258.0,None,304.0,True,Racing Point,5996.131,2020-08-09T14:19:56.177000000,False,None,False,False,6030.377,26.4,55.2,1000.7,False,44.3,15,2.0
110.849,45,SOFT,4,48.75,37.038,25.061,None,None,None,3,7,1,False,6198.406,HUL,27,6110.447,None,6136.329,6173.367,6198.428,291.0,262.0,250.0,307.0,False,Racing Point,6087.557,2020-08-09T14:21:27.603000000,False,None,False,False,6090.37,26.2,56.6,1000.8,False,44.3,20,1.4
90.893,46,SOFT,4,28.849,36.948,25.096,None,None,None,4,7,1,False,6289.299,HUL,27,None,None,6227.277,6264.225,6289.321,289.0,259.0,250.0,304.0,False,Racing Point,6198.406,2020-08-09T14:23:18.452000000,False,None,False,True,6210.391,26.6,55.6,1000.7,False,43.9,28,1.4
91.083,47,SOFT,4,29.056,36.919,25.108,None,None,None,5,7,1,False,6380.382,HUL,27,None,None,6318.377,6355.296,6380.404,287.0,261.0,249.0,304.0,False,Racing Point,6289.299,2020-08-09T14:24:49.345000000,False,None,False,True,6270.377,26.8,54.3,1000.7,False,43.9,357,3.0
90.627,48,SOFT,4,28.806,36.794,25.027,None,None,None,6,7,1,True,6471.009,HUL,27,None,None,6409.21,6446.004,6471.031,287.0,261.0,251.0,299.0,False,Racing Point,6380.382,2020-08-09T14:26:20.428000000,False,None,False,True,6330.379,26.3,56.0,1000.6,False,43.7,42,3.1
90.785,49,SOFT,4,28.981,36.793,25.011,None,None,None,7,7,1,False,6561.794,HUL,27,None,None,6500.012,6536.805,6561.816,287.0,262.0,252.0,302.0,False,Racing Point,6471.009,2020-08-09T14:27:51.055000000,False,None,False,True,6451.381,26.2,56.4,1000.8,False,43.8,357,2.5
90.547,50,SOFT,4,28.875,36.731,24.941,None,None,None,8,7,1,True,6652.341,HUL,27,None,None,6590.691,6627.422,6652.363,287.0,263.0,252.0,302.0,False,Racing Point,6561.794,2020-08-09T14:29:21.840000000,False,None,False,True,6510.37,26.0,56.5,1000.7,False,43.6,349,2.2
92.756,51,SOFT,4,29.058,38.149,25.549,None,None,None,9,7,1,False,6745.097,HUL,27,None,None,6681.421,6719.57,6745.119,288.0,258.0,254.0,306.0,False,Racing Point,6652.341,2020-08-09T14:30:52.387000000,False,None,False,True,6630.387,25.9,57.4,1000.7,False,43.2,15,1.8
90.087,52,SOFT,4,28.597,36.451,25.039,None,None,None,10,7,1,True,6835.184,HUL,27,None,None,6773.716,6810.167,6835.206,290.0,263.0,252.0,300.0,False,Racing Point,6745.097,2020-08-09T14:32:25.143000000,False,None,False,True,6690.398,26.0,57.4,1000.8,False,43.3,337,1.5
102.608,1,HARD,1,None,40.319,26.668,None,None,None,1,14,12,False,2099.848,KVY,26,None,None,None,2073.232,2099.959,271.0,256.0,245.0,323.0,True,AlphaTauri,1997.072,2020-08-09T13:13:17.118000000,False,None,False,False,2010.085,24.2,61.2,1001.1,False,42.9,13,3.2
