time,lap,compound,stint,s1,s2,s3,ms1,ms2,ms3,life,pos,status,pb,sesT,drv,dNum,pout,pin,s1T,s2T,s3T,vi1,vi2,vfl,vst,fresh,team,lST,lSD,del,delR,ff1G,iacc,wT,wAT,wH,wP,wR,wTT,wWD,wWS
99.919,1,MEDIUM,1,None,39.73,26.066,None,None,None,4,9,12,False,2097.159,ALB,23,None,None,None,2071.137,2097.277,307.0,251.0,246.0,318.0,False,Red Bull Racing,1997.072,2020-08-09T13:13:17.118000000,False,None,False,False,2010.085,24.2,61.2,1001.1,False,42.9,13,3.2
94.083,2,MEDIUM,1,29.45,38.533,26.1,None,None,None,5,9,1,True,2191.242,ALB,23,None,None,2126.62,2165.153,2191.253,295.0,256.0,246.0,308.0,False,Red Bull Racing,2097.159,2020-08-09T13:14:57.205000000,False,None,False,True,2130.084,24.5,61.2,1001.1,False,42.6,5,3.7
93.802,3,MEDIUM,1,29.262,38.684,25.856,None,None,None,6,9,1,True,2285.044,ALB,23,None,None,2220.515,2259.199,2285.055,306.0,258.0,246.0,321.0,False,Red Bull Racing,2191.242,2020-08-09T13:16:31.288000000,False,None,False,True,2191.19,24.9,59.9,1001.2,False,42.8,19,1.9
93.617,4,MEDIUM,1,29.175,38.397,26.045,None,None,None,7,9,1,True,2378.661,ALB,23,None,None,2314.23,2352.627,2378.672,303.0,253.0,246.0,314.0,False,Red Bull Racing,2285.044,2020-08-09T13:18:05.090000000,False,None,False,True,2310.089,24.9,59.4,1001.0,False,43.1,295,2.0
93.703,5,MEDIUM,1,29.099,38.591,26.013,None,None,None,8,9,1,False,2472.364,ALB,23,None,None,2407.771,2446.362,2472.375,303.0,255.0,244.0,315.0,False,Red Bull Racing,2378.661,2020-08-09T13:19:38.707000000,False,None,False,True,2370.085,24.9,59.8,1001.0,False,43.0,11,1.9
93.049,6,MEDIUM,1,29.179,38.536,25.334,None,None,None,9,9,1,False,2565.413,ALB,23,None,2559.598,2501.554,2540.09,2565.424,304.0,256.0,None,314.0,False,Red Bull Racing,2472.364,2020-08-09T13:21:12.410000000,False,None,False,False,2490.11,25.1,58.7,1001.0,False,43.3,18,2.4
112.422,7,HARD,2,49.8,37.414,25.208,None,None,None,1,20,1,False,2677.835,ALB,23,2587.968,None,2615.224,2652.638,2677.846,281.0,258.0,247.0,298.0,True,Red Bull Racing,2565.413,2020-08-09T13:22:45.459000000,False,None,False,False,2610.119,25.1,58.3,1001.0,False,43.1,6,3.0
91.989,8,HARD,2,29.057,37.647,25.285,None,None,None,2,19,1,True,2769.824,ALB,23,None,None,2706.903,2744.55,2769.835,285.0,258.0,248.0,311.0,True,Red Bull Racing,2677.835,2020-08-09T13:24:37.881000000,False,None,False,True,2670.103,25.1,58.4,1001.0,False,43.1,285,3.0
93.411,9,HARD,2,28.908,38.808,25.695,None,None,None,3,18,1,False,2863.235,ALB,23,None,None,2798.743,2837.551,2863.246,311.0,257.0,247.0,324.0,True,Red Bull Racing,2769.824,2020-08-09T13:26:09.870000000,False,None,False,True,2790.154,25.4,57.8,1000.9,False,43.4,3,2.3
94.107,10,HARD,2,28.961,38.324,26.822,None,None,None,4,16,1,False,2957.342,ALB,23,None,None,2892.207,2930.531,2957.353,318.0,260.0,244.0,322.0,True,Red Bull Racing,2863.235,2020-08-09T13:27:43.281000000,True,TRACK LIMITS AT TURN 15,False,True,2850.101,25.5,58.3,1001.0,False,43.8,7,2.1
93.877,11,HARD,2,29.437,38.517,25.923,None,None,None,5,16,1,False,3051.219,ALB,23,None,None,2986.79,3025.307,3051.23,309.0,260.0,246.0,333.0,True,Red Bull Racing,2957.342,2020-08-09T13:29:17.388000000,False,None,False,True,2970.13,25.5,58.5,1000.9,False,44.0,22,2.1
94.029,12,HARD,2,29.323,38.785,25.921,None,None,None,6,16,1,False,3145.248,ALB,23,None,None,3080.553,3119.338,3145.259,316.0,256.0,247.0,326.0,True,Red Bull Racing,3051.219,2020-08-09T13:30:51.265000000,False,None,False,True,3030.127,25.7,57.3,1000.9,False,44.0,10,3.0
94.436,13,HARD,2,29.31,39.361,25.765,None,None,None,7,15,1,False,3239.684,ALB,23,None,None,3174.569,3213.93,3239.695,306.0,254.0,247.0,297.0,True,Red Bull Racing,3145.248,2020-08-09T13:32:25.294000000,False,None,False,True,3150.113,25.7,56.8,1000.9,False,43.5,330,1.3
92.244,14,HARD,2,29.326,37.369,25.549,None,None,None,8,15,1,False,3331.928,ALB,23,None,None,3269.021,3306.39,3331.939,285.0,257.0,245.0,300.0,True,Red Bull Racing,3239.684,2020-08-09T13:33:59.730000000,False,None,False,True,3210.123,25.5,57.4,1000.9,False,42.9,343,1.8
92.269,15,HARD,2,29.124,37.632,25.513,None,None,None,9,15,1,False,3424.197,ALB,23,None,None,3361.063,3398.695,3424.208,290.0,258.0,246.0,306.0,True,Red Bull Racing,3331.928,2020-08-09T13:35:31.974000000,False,None,False,True,3330.18,25.5,58.3,1000.7,False,43.3,28,2.2
92.74,16,HARD,2,29.21,37.888,25.642,None,None,None,10,15,1,False,3516.937,ALB,23,None,None,3453.418,3491.306,3516.948,289.0,259.0,247.0,322.0,True,Red Bull Racing,3424.197,2020-08-09T13:37:04.243000000,False,None,False,True,3390.154,25.4,58.4,1000.9,False,43.5,61,2.3
93.676,17,HARD,2,29.225,38.655,25.796,None,None,None,11,15,1,False,3610.613,ALB,23,None,None,3546.173,3584.828,3610.624,304.0,259.0,249.0,328.0,True,Red Bull Racing,3516.937,2020-08-09T13:38:36.983000000,False,None,False,True,3510.14,25.4,58.5,1000.8,False,43.6,29,2.1
93.557,18,HARD,2,29.314,38.474,25.769,None,None,None,12,14,1,False,3704.17,ALB,23,None,None,3639.938,3678.412,3704.181,304.0,257.0,248.0,320.0,True,Red Bull Racing,3610.613,2020-08-09T13:40:10.659000000,False,None,False,True,3570.133,25.2,59.1,1001.0,False,43.6,1,2.4
94.195,19,HARD,2,28.902,39.417,25.876,None,None,None,13,14,1,False,3798.365,ALB,23,None,None,3733.083,3772.5,3798.376,320.0,256.0,246.0,318.0,True,Red Bull Racing,3704.17,2020-08-09T13:41:44.216000000,False,None,False,True,3690.124,25.5,58.4,1000.9,False,43.9,6,1.8
93.35,20,HARD,2,29.306,38.286,25.758,None,None,None,14,13,1,False,3891.715,ALB,23,None,None,3827.682,3865.968,3891.726,301.0,261.0,247.0,322.0,True,Red Bull Racing,3798.365,2020-08-09T13:43:18.411000000,False,None,False,True,3810.162,25.5,57.8,1000.9,False,43.6,14,2.5
92.358,21,HARD,2,28.899,37.926,25.533,None,None,None,15,12,1,False,3984.073,ALB,23,None,None,3920.625,3958.551,3984.084,322.0,259.0,247.0,293.0,True,Red Bull Racing,3891.715,2020-08-09T13:44:51.761000000,False,None,False,True,3870.143,25.6,57.9,1000.8,False,44.0,22,2.3
91.785,22,HARD,2,28.976,37.313,25.496,None,None,None,16,12,1,True,4075.858,ALB,23,None,None,4013.06,4050.373,4075.869,285.0,259.0,248.0,296.0,True,Red Bull Racing,3984.073,2020-08-09T13:46:24.119000000,False,None,False,True,3990.133,25.8,56.8,1001.0,False,43.8,13,2.1
91.376,23,HARD,2,28.953,37.078,25.345,None,None,None,17,9,1,True,4167.234,ALB,23,None,None,4104.822,4141.9,4167.245,288.0,261.0,248.0,299.0,True,Red Bull Racing,4075.858,2020-08-09T13:47:55.904000000,False,None,False,True,4050.112,25.9,56.5,1000.9,False,43.8,4,1.0
91.742,24,HARD,2,29.033,37.212,25.497,None,None,None,18,9,1,False,4258.976,ALB,23,None,None,4196.278,4233.49,4258.987,287.0,259.0,249.0,298.0,True,Red Bull Racing,4167.234,2020-08-09T13:49:27.280000000,False,None,False,True,4170.17,26.4,54.7,1000.9,False,44.6,287,1.0
91.685,25,HARD,2,29.031,37.326,25.328,None,None,None,19,9,1,False,4350.661,ALB,23,None,None,4288.018,4325.344,4350.672,289.0,260.0,249.0,304.0,True,Red Bull Racing,4258.976,2020-08-09T13:50:59.022000000,False,None,False,True,4230.187,26.5,54.6,1000.9,False,44.6,33,1.8
91.728,26,HARD,2,29.088,37.287,25.353,None,None,None,20,9,1,False,4442.389,ALB,23,None,None,4379.76,4417.047,4442.4,292.0,262.0,247.0,322.0,True,Red Bull Racing,4350.661,2020-08-09T13:52:30.707000000,False,None,False,True,4350.19,26.6,54.5,1000.9,False,44.8,7,1.4
92.17,27,HARD,2,28.982,37.744,25.444,None,None,None,21,8,1,False,4534.559,ALB,23,None,None,4471.382,4509.126,4534.57,307.0,260.0,249.0,322.0,True,Red Bull Racing,4442.389,2020-08-09T13:54:02.435000000,False,None,False,True,4410.191,26.7,55.0,1000.9,False,44.4,9,3.0
91.826,28,HARD,2,28.915,37.439,25.472,None,None,None,22,8,1,False,4626.385,ALB,23,None,None,4563.485,4600.924,4626.396,311.0,263.0,248.0,326.0,True,Red Bull Racing,4534.559,2020-08-09T13:55:34.605000000,False,None,False,True,4530.212,26.2,56.5,1000.8,False,43.2,23,3.3
91.133,29,HARD,2,28.591,37.238,25.304,None,None,None,23,7,1,True,4717.518,ALB,23,None,None,4654.987,4692.225,4717.529,319.0,260.0,249.0,300.0,True,Red Bull Racing,4626.385,2020-08-09T13:57:06.431000000,False,None,False,True,4650.232,25.9,56.8,1000.8,False,43.6,21,1.1
90.44,30,HARD,2,28.817,36.741,24.882,None,None,None,24,7,1,False,4807.958,ALB,23,None,4802.127,4746.346,4783.087,4807.969,285.0,262.0,None,297.0,True,Red Bull Racing,4717.518,2020-08-09T13:58:37.564000000,False,None,False,False,4710.237,25.9,56.5,1000.9,False,43.6,14,1.5
111.242,31,HARD,3,48.675,37.272,25.295,None,None,None,1,11,12,False,4919.2,ALB,23,4830.221,None,4856.644,4893.916,4919.211,288.0,263.0,249.0,305.0,True,Red Bull Racing,4807.958,2020-08-09T14:00:08.004000000,False,None,False,False,4830.313,25.8,57.1,1000.8,False,43.6,38,2.0
91.045,32,HARD,3,28.661,36.987,25.397,None,None,None,2,11,1,True,5010.245,ALB,23,None,None,4947.872,4984.859,5010.256,292.0,263.0,250.0,314.0,True,Red Bull Racing,4919.2,2020-08-09T14:01:59.246000000,False,None,False,True,4890.265,25.8,57.0,1000.7,False,43.6,23,2.2
91.852,33,HARD,3,28.553,37.939,25.36,None,None,None,3,11,1,False,5102.097,ALB,23,None,None,5038.809,5076.748,5102.108,322.0,264.0,249.0,348.0,True,Red Bull Racing,5010.245,2020-08-09T14:03:30.291000000,True,TRACK LIMITS AT TURN 15,False,True,5010.272,25.6,58.2,1000.8,False,43.2,2,2.0
91.993,34,HARD,3,28.861,37.699,25.433,None,None,None,4,10,1,False,5194.09,ALB,23,None,None,5130.969,5168.668,5194.101,310.0,261.0,249.0,328.0,True,Red Bull Racing,5102.097,2020-08-09T14:05:02.143000000,False,None,False,True,5070.281,25.6,57.7,1000.8,False,43.2,14,1.8
91.103,35,HARD,3,28.795,37.602,24.706,None,None,None,5,8,1,False,5285.193,ALB,23,None,None,5222.896,5260.498,5285.204,295.0,265.0,249.0,335.0,True,Red Bull Racing,5194.09,2020-08-09T14:06:34.136000000,False,None,False,True,5190.281,26.0,56.8,1000.7,False,43.7,11,1.5
90.548,36,HARD,3,28.819,36.727,25.002,None,None,None,6,7,1,True,5375.741,ALB,23,None,None,5314.023,5350.75,5375.752,285.0,264.0,249.0,294.0,True,Red Bull Racing,5285.193,2020-08-09T14:08:05.239000000,False,None,False,True,5250.297,26.5,54.8,1000.7,False,45.1,25,2.4
90.103,37,HARD,3,28.746,36.468,24.889,None,None,None,7,7,1,True,5465.844,ALB,23,None,None,5404.498,5440.966,5465.855,286.0,263.0,250.0,295.0,True,Red Bull Racing,5375.741,2020-08-09T14:09:35.787000000,False,None,False,True,5370.329,26.8,54.5,1000.8,False,44.3,17,2.3
90.154,38,HARD,3,28.709,36.463,24.982,None,None,None,8,7,1,False,5555.998,ALB,23,None,None,5494.564,5531.027,5556.009,286.0,264.0,250.0,295.0,True,Red Bull Racing,5465.844,2020-08-09T14:11:05.890000000,False,None,False,True,5430.343,26.6,54.9,1000.7,False,44.0,17,3.4
90.36,39,HARD,3,28.839,36.538,24.983,None,None,None,9,7,1,False,5646.358,ALB,23,None,None,5584.848,5621.386,5646.369,285.0,263.0,250.0,295.0,True,Red Bull Racing,5555.998,2020-08-09T14:12:36.044000000,False,None,False,True,5550.337,26.4,55.3,1000.7,False,43.7,16,1.5
90.245,40,HARD,3,28.884,36.392,24.969,None,None,None,10,7,1,False,5736.603,ALB,23,None,None,5675.253,5711.645,5736.614,284.0,264.0,251.0,295.0,True,Red Bull Racing,5646.358,2020-08-09T14:14:06.404000000,False,None,False,True,5670.376,26.2,56.2,1000.7,False,43.6,2,1.7
89.899,41,HARD,3,28.725,36.307,24.867,None,None,None,11,7,1,True,5826.502,ALB,23,None,None,5765.339,5801.646,5826.513,286.0,264.0,252.0,299.0,True,Red Bull Racing,5736.603,2020-08-09T14:15:36.649000000,False,None,False,True,5730.374,26.3,55.7,1000.7,False,43.7,4,1.6
89.986,42,HARD,3,28.716,36.357,24.913,None,None,None,12,7,1,False,5916.488,ALB,23,None,None,5855.229,5891.586,5916.499,285.0,265.0,251.0,297.0,True,Red Bull Racing,5826.502,2020-08-09T14:17:06.548000000,False,None,False,True,5850.384,26.4,56.1,1000.7,False,43.7,48,1.8
89.719,43,HARD,3,28.717,36.184,24.818,None,None,None,13,7,1,True,6006.207,ALB,23,None,None,5945.216,5981.4,6006.218,286.0,266.0,251.0,297.0,True,Red Bull Racing,5916.488,2020-08-09T14:18:36.534000000,False,None,False,True,5910.382,26.2,56.5,1000.7,False,44.1,245,2.4
89.91,44,HARD,3,28.749,36.276,24.885,None,None,None,14,7,1,False,6096.117,ALB,23,None,None,6034.967,6071.243,6096.128,286.0,264.0,252.0,298.0,True,Red Bull Racing,6006.207,2020-08-09T14:20:06.253000000,False,None,False,True,6030.377,26.4,55.2,1000.7,False,44.3,15,2.0
90.004,45,HARD,3,28.804,36.32,24.88,None,None,None,15,6,1,False,6186.121,ALB,23,None,None,6124.932,6161.252,6186.132,289.0,266.0,251.0,303.0,True,Red Bull Racing,6096.117,2020-08-09T14:21:36.163000000,False,None,False,True,6090.37,26.2,56.6,1000.8,False,44.3,20,1.4
89.477,46,HARD,3,28.651,36.18,24.646,None,None,None,16,6,1,True,6275.598,ALB,23,None,None,6214.783,6250.963,6275.609,288.0,264.0,251.0,304.0,True,Red Bull Racing,6186.121,2020-08-09T14:23:06.167000000,False,None,False,True,6210.391,26.6,55.6,1000.7,False,43.9,28,1.4
89.877,47,HARD,3,28.753,36.285,24.839,None,None,None,17,6,1,False,6365.475,ALB,23,None,None,6304.362,6340.647,6365.486,288.0,266.0,251.0,299.0,True,Red Bull Racing,6275.598,2020-08-09T14:24:35.644000000,False,None,False,True,6270.377,26.8,54.3,1000.7,False,43.9,357,3.0
89.949,48,HARD,3,28.537,36.55,24.862,None,None,None,18,6,1,False,6455.424,ALB,23,None,None,6394.023,6430.573,6455.435,289.0,266.0,253.0,300.0,True,Red Bull Racing,6365.475,2020-08-09T14:26:05.521000000,False,None,False,True,6330.379,26.3,56.0,1000.6,False,43.7,42,3.1
90.255,49,HARD,3,28.736,36.642,24.877,None,None,None,19,6,1,False,6545.679,ALB,23,None,None,6484.171,6520.813,6545.69,290.0,266.0,254.0,324.0,True,Red Bull Racing,6455.424,2020-08-09T14:27:35.470000000,False,None,False,True,6451.381,26.2,56.4,1000.8,False,43.8,357,2.5
90.184,50,HARD,3,28.505,36.531,25.148,None,None,None,20,5,1,False,6635.863,ALB,23,None,None,6574.195,6610.726,6635.874,322.0,266.0,251.0,301.0,True,Red Bull Racing,6545.679,2020-08-09T14:29:05.725000000,False,None,False,True,6510.37,26.0,56.5,1000.7,False,43.6,349,2.2
89.832,51,HARD,3,28.802,36.328,24.702,None,None,None,21,5,1,False,6725.695,ALB,23,None,None,6664.676,6701.004,6725.706,287.0,265.0,253.0,301.0,True,Red Bull Racing,6635.863,2020-08-09T14:30:35.909000000,False,None,False,True,6630.387,25.9,57.4,1000.7,False,43.2,15,1.8
92.684,52,HARD,3,29.0,37.43,26.254,None,None,None,22,5,1,False,6818.379,ALB,23,None,None,6754.706,6792.136,6818.39,257.0,265.0,247.0,261.0,True,Red Bull Racing,6725.695,2020-08-09T14:32:05.741000000,False,None,False,True,6690.398,26.0,57.4,1000.8,False,43.3,337,1.5
92.846,1,MEDIUM,1,None,36.878,24.824,None,None,None,4,1,12,False,2090.086,BOT,77,None,None,None,2065.342,2090.274,299.0,262.0,245.0,307.0,False,Mercedes,1997.072,2020-08-09T13:13:17.118000000,False,None,False,False,2010.085,24.2,61.2,1001.1,False,42.9,13,3.2
91.384,2,MEDIUM,1,29.088,37.126,25.17,None,None,None,5,1,1,True,2181.47,BOT,77,None,None,2119.191,2156.317,2181.487,288.0,261.0,247.0,299.0,False,Mercedes,2090.086,2020-08-09T13:14:50.132000000,False,None,False,True,2130.084,24.5,61.2,1001.1,False,42.6,5,3.7
91.656,3,MEDIUM,1,29.02,37.409,25.227,None,None,None,6,1,1,False,2273.126,BOT,77,None,None,2210.507,2247.916,2273.143,287.0,259.0,247.0,303.0,False,Mercedes,2181.47,2020-08-09T13:16:21.516000000,False,None,False,True,2191.19,24.9,59.9,1001.2,False,42.8,19,1.9
91.562,4,MEDIUM,1,29.049,37.241,25.272,None,None,None,7,1,1,False,2364.688,BOT,77,None,None,2302.192,2339.433,2364.705,287.0,259.0,247.0,300.0,False,Mercedes,2273.126,2020-08-09T13:17:53.172000000,False,None,False,True,2310.089,24.9,59.4,1001.0,False,43.1,295,2.0
92.275,5,MEDIUM,1,29.151,37.765,25.359,None,None,None,8,1,1,False,2456.963,BOT,77,None,None,2393.856,2431.621,2456.98,289.0,258.0,246.0,300.0,False,Mercedes,2364.688,2020-08-09T13:19:24.734000000,False,None,False,True,2370.085,24.9,59.8,1001.0,False,43.0,11,1.9
92.752,6,MEDIUM,1,29.362,37.831,25.559,None,None,None,9,1,1,False,2549.715,BOT,77,None,None,2486.342,2524.173,2549.732,287.0,258.0,246.0,298.0,False,Mercedes,2456.963,2020-08-09T13:20:57.009000000,False,None,False,True,2490.11,25.1,58.7,1001.0,False,43.3,18,2.4
92.153,7,MEDIUM,1,29.371,37.469,25.313,None,None,None,10,1,1,False,2641.868,BOT,77,None,None,2579.103,2616.572,2641.885,287.0,257.0,246.0,302.0,False,Mercedes,2549.715,2020-08-09T13:22:29.761000000,False,None,False,True,2610.119,25.1,58.3,1001.0,False,43.1,6,3.0
92.574,8,MEDIUM,1,29.506,37.633,25.435,None,None,None,11,1,1,False,2734.442,BOT,77,None,None,2671.391,2709.024,2734.459,287.0,259.0,246.0,301.0,False,Mercedes,2641.868,2020-08-09T13:24:01.914000000,False,None,False,True,2670.103,25.1,58.4,1001.0,False,43.1,285,3.0
92.636,9,MEDIUM,1,29.339,37.856,25.441,None,None,None,12,1,1,False,2827.078,BOT,77,None,None,2763.798,2801.654,2827.095,289.0,258.0,247.0,304.0,False,Mercedes,2734.442,2020-08-09T13:25:34.488000000,False,None,False,True,2790.154,25.4,57.8,1000.9,False,43.4,3,2.3
92.583,10,MEDIUM,1,29.489,37.643,25.451,None,None,None,13,1,1,False,2919.661,BOT,77,None,None,2856.584,2894.227,2919.678,287.0,259.0,247.0,300.0,False,Mercedes,2827.078,2020-08-09T13:27:07.124000000,False,None,False,True,2850.101,25.5,58.3,1001.0,False,43.8,7,2.1
92.673,11,MEDIUM,1,29.595,37.657,25.421,None,None,None,14,1,1,False,3012.334,BOT,77,None,None,2949.273,2986.93,3012.351,287.0,260.0,244.0,300.0,False,Mercedes,2919.661,2020-08-09T13:28:39.707000000,False,None,False,True,2970.13,25.5,58.5,1000.9,False,44.0,22,2.1
92.503,12,MEDIUM,1,29.403,37.692,25.408,None,None,None,15,1,1,False,3104.837,BOT,77,None,None,3041.754,3079.446,3104.854,287.0,260.0,246.0,299.0,False,Mercedes,3012.334,2020-08-09T13:30:12.380000000,False,None,False,True,3030.127,25.7,57.3,1000.9,False,44.0,10,3.0
91.947,13,MEDIUM,1,29.264,37.724,24.959,None,None,None,16,1,1,False,3196.784,BOT,77,None,3190.876,3134.118,3171.842,3196.801,288.0,257.0,None,303.0,False,Mercedes,3104.837,2020-08-09T13:31:44.883000000,False,None,False,False,3150.113,25.7,56.8,1000.9,False,43.5,330,1.3
111.03,14,HARD,2,48.625,37.391,25.014,None,None,None,1,6,1,False,3307.814,BOT,77,3219.314,None,3245.426,3282.817,3307.831,288.0,262.0,250.0,301.0,True,Mercedes,3196.784,2020-08-09T13:33:16.830000000,False,None,False,False,3210.123,25.5,57.4,1000.9,False,42.9,343,1.8
90.971,15,HARD,2,29.027,36.923,25.021,None,None,None,2,4,1,True,3398.785,BOT,77,None,None,3336.858,3373.781,3398.802,287.0,262.0,249.0,302.0,True,Mercedes,3307.814,2020-08-09T13:35:07.860000000,False,None,False,True,3330.18,25.5,58.3,1000.7,False,43.3,28,2.2
90.85,16,HARD,2,28.85,37.026,24.974,None,None,None,3,3,1,True,3489.635,BOT,77,None,None,3427.652,3464.678,3489.652,289.0,262.0,250.0,305.0,True,Mercedes,3398.785,2020-08-09T13:36:38.831000000,False,None,False,True,3390.154,25.4,58.4,1000.9,False,43.5,61,2.3
91.761,17,HARD,2,29.115,37.402,25.244,None,None,None,4,3,1,False,3581.396,BOT,77,None,None,3518.767,3556.169,3581.413,288.0,262.0,248.0,306.0,True,Mercedes,3489.635,2020-08-09T13:38:09.681000000,False,None,False,True,3510.14,25.4,58.5,1000.8,False,43.6,29,2.1
91.558,18,HARD,2,29.101,37.217,25.24,None,None,None,5,3,1,False,3672.954,BOT,77,None,None,3610.514,3647.731,3672.971,291.0,262.0,247.0,302.0,True,Mercedes,3581.396,2020-08-09T13:39:41.442000000,False,None,False,True,3570.133,25.2,59.1,1001.0,False,43.6,1,2.4
92.038,19,HARD,2,29.089,37.651,25.298,None,None,None,6,2,1,False,3764.992,BOT,77,None,None,3702.06,3739.711,3765.009,288.0,260.0,247.0,304.0,True,Mercedes,3672.954,2020-08-09T13:41:13.000000000,False,None,False,True,3690.124,25.5,58.4,1000.9,False,43.9,6,1.8
91.909,20,HARD,2,29.182,37.499,25.228,None,None,None,7,2,1,False,3856.901,BOT,77,None,None,3794.191,3831.69,3856.918,290.0,261.0,247.0,307.0,True,Mercedes,3764.992,2020-08-09T13:42:45.038000000,False,None,False,True,3810.162,25.5,57.8,1000.9,False,43.6,14,2.5
92.938,21,HARD,2,29.458,38.088,25.392,None,None,None,8,2,1,False,3949.839,BOT,77,None,None,3886.376,3924.464,3949.856,292.0,259.0,247.0,305.0,True,Mercedes,3856.901,2020-08-09T13:44:16.947000000,False,None,False,True,3870.143,25.6,57.9,1000.8,False,44.0,22,2.3
92.544,22,HARD,2,29.269,37.906,25.369,None,None,None,9,2,1,False,4042.383,BOT,77,None,None,3979.125,4017.031,4042.4,291.0,258.0,248.0,304.0,True,Mercedes,3949.839,2020-08-09T13:45:49.885000000,False,None,False,True,3990.133,25.8,56.8,1001.0,False,43.8,13,2.1
92.075,23,HARD,2,29.114,37.623,25.338,None,None,None,10,2,1,False,4134.458,BOT,77,None,None,4071.514,4109.137,4134.475,291.0,258.0,247.0,305.0,True,Mercedes,4042.383,2020-08-09T13:47:22.429000000,False,None,False,True,4050.112,25.9,56.5,1000.9,False,43.8,4,1.0
91.832,24,HARD,2,29.266,37.312,25.254,None,None,None,11,2,1,False,4226.29,BOT,77,None,None,4163.741,4201.053,4226.307,290.0,259.0,246.0,303.0,True,Mercedes,4134.458,2020-08-09T13:48:54.504000000,False,None,False,True,4170.17,26.4,54.7,1000.9,False,44.6,287,1.0
92.044,25,HARD,2,29.263,37.618,25.163,None,None,None,12,2,1,False,4318.334,BOT,77,None,None,4255.57,4293.188,4318.351,292.0,259.0,248.0,305.0,True,Mercedes,4226.29,2020-08-09T13:50:26.336000000,False,None,False,True,4230.187,26.5,54.6,1000.9,False,44.6,33,1.8
92.192,26,HARD,2,29.309,37.687,25.196,None,None,None,13,2,1,False,4410.526,BOT,77,None,None,4347.66,4385.347,4410.543,290.0,257.0,250.0,306.0,True,Mercedes,4318.334,2020-08-09T13:51:58.380000000,False,None,False,True,4350.19,26.6,54.5,1000.9,False,44.8,7,1.4
92.697,27,HARD,2,29.356,38.026,25.315,None,None,None,14,2,1,False,4503.223,BOT,77,None,None,4439.899,4477.925,4503.24,300.0,264.0,248.0,325.0,True,Mercedes,4410.526,2020-08-09T13:53:30.572000000,False,None,False,True,4410.191,26.7,55.0,1000.9,False,44.4,9,3.0
92.31,28,HARD,2,29.541,37.62,25.149,None,None,None,15,2,1,False,4595.533,BOT,77,None,None,4532.781,4570.401,4595.55,289.0,262.0,249.0,306.0,True,Mercedes,4503.223,2020-08-09T13:55:03.269000000,False,None,False,True,4530.212,26.2,56.5,1000.8,False,43.2,23,3.3
90.976,29,HARD,2,29.063,36.887,25.026,None,None,None,16,2,1,False,4686.509,BOT,77,None,None,4624.613,4661.5,4686.526,293.0,261.0,250.0,311.0,True,Mercedes,4595.533,2020-08-09T13:56:35.579000000,False,None,False,True,4650.232,25.9,56.8,1000.8,False,43.6,21,1.1
90.544,30,HARD,2,28.745,36.744,25.055,None,None,None,17,2,1,True,4777.053,BOT,77,None,None,4715.271,4752.015,4777.07,292.0,265.0,251.0,302.0,True,Mercedes,4686.509,2020-08-09T13:58:06.555000000,False,None,False,True,4710.237,25.9,56.5,1000.9,False,43.6,14,1.5
90.437,31,HARD,2,28.708,36.82,24.909,None,None,None,18,2,12,True,4867.49,BOT,77,None,None,4805.778,4842.598,4867.507,297.0,264.0,251.0,308.0,True,Mercedes,4777.053,2020-08-09T13:59:37.099000000,False,None,False,True,4830.313,25.8,57.1,1000.8,False,43.6,38,2.0
90.071,32,HARD,2,28.706,36.745,24.62,None,None,None,19,2,1,False,4957.561,BOT,77,None,4951.72,4896.213,4932.958,4957.578,293.0,262.0,None,308.0,True,Mercedes,4867.49,2020-08-09T14:01:07.536000000,False,None,False,False,4890.265,25.8,57.0,1000.7,False,43.6,23,2.2
110.959,33,HARD,3,48.13,37.697,25.132,None,None,None,1,3,1,False,5068.52,BOT,77,4979.85,None,5005.708,5043.405,5068.537,294.0,261.0,251.0,307.0,True,Mercedes,4957.561,2020-08-09T14:02:37.607000000,False,None,False,False,5010.272,25.6,58.2,1000.8,False,43.2,2,2.0
90.998,34,HARD,3,28.772,37.223,25.003,None,None,None,2,3,1,False,5159.518,BOT,77,None,None,5097.309,5134.532,5159.535,292.0,265.0,251.0,302.0,True,Mercedes,5068.52,2020-08-09T14:04:28.566000000,False,None,False,True,5070.281,25.6,57.7,1000.8,False,43.2,14,1.8
90.966,35,HARD,3,28.786,37.076,25.104,None,None,None,3,3,1,False,5250.484,BOT,77,None,None,5188.321,5225.397,5250.501,295.0,264.0,250.0,309.0,True,Mercedes,5159.518,2020-08-09T14:05:59.564000000,False,None,False,True,5190.281,26.0,56.8,1000.7,False,43.7,11,1.5
90.912,36,HARD,3,28.973,36.969,24.97,None,None,None,4,3,1,False,5341.396,BOT,77,None,None,5279.474,5316.443,5341.413,299.0,263.0,250.0,304.0,True,Mercedes,5250.484,2020-08-09T14:07:30.530000000,False,None,False,True,5250.297,26.5,54.8,1000.7,False,45.1,25,2.4
90.606,37,HARD,3,28.723,37.02,24.863,None,None,None,5,3,1,False,5432.002,BOT,77,None,None,5370.136,5407.156,5432.019,294.0,261.0,249.0,304.0,True,Mercedes,5341.396,2020-08-09T14:09:01.442000000,False,None,False,True,5370.329,26.8,54.5,1000.8,False,44.3,17,2.3
