Time,Driver,DriverNumber,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Season,Round,EventName
0 days 01:58:33.310000,VER,33,20.0,4.0,,0 days 01:58:31.693000,MEDIUM,17.0,True,Red Bull Racing,1,10.0,2021,11,Hungarian Grand Prix
0 days 02:00:14.841000,VER,33,21.0,5.0,0 days 01:58:52.710000,,HARD,1.0,True,Red Bull Racing,1,12.0,2021,11,Hungarian Grand Prix
0 days 02:26:52.345000,VER,33,40.0,5.0,,0 days 02:26:50.701000,HARD,20.0,True,Red Bull Racing,1,11.0,2021,11,Hungarian Grand Prix
0 days 02:28:30.834000,VER,33,41.0,6.0,0 days 02:27:11.534000,,MEDIUM,6.0,False,Red Bull Racing,1,12.0,2021,11,Hungarian Grand Prix
0 days 01:07:24.367000,RAI,7,2.0,1.0,,0 days 01:07:20.484000,INTERMEDIATE,2.0,True,Alfa Romeo Racing,45,9.0,2021,11,Hungarian Grand Prix
0 days 01:33:43.830000,RAI,7,3.0,2.0,0 days 01:31:38.273000,0 days 01:33:42.172000,INTERMEDIATE,1.0,True,Alfa Romeo Racing,1,8.0,2021,11,Hungarian Grand Prix
0 days 01:35:44.814000,RAI,7,4.0,3.0,0 days 01:34:17.658000,,MEDIUM,1.0,True,Alfa Romeo Racing,1,9.0,2021,11,Hungarian Grand Prix
0 days 01:51:28.575000,RAI,7,15.0,3.0,,0 days 01:51:27.392000,MEDIUM,12.0,True,Alfa Romeo Racing,1,9.0,2021,11,Hungarian Grand Prix
0 days 01:53:24.737000,RAI,7,16.0,4.0,0 days 01:52:03.389000,,HARD,1.0,True,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 02:44:59.151000,RAI,7,53.0,4.0,,0 days 02:44:57.493000,HARD,38.0,True,Alfa Romeo Racing,1,12.0,2021,11,Hungarian Grand Prix
0 days 02:46:41.333000,RAI,7,54.0,5.0,0 days 02:45:18.663000,,SOFT,1.0,True,Alfa Romeo Racing,1,12.0,2021,11,Hungarian Grand Prix
0 days 01:07:33.742000,RIC,3,2.0,1.0,,0 days 01:07:28.882000,INTERMEDIATE,2.0,True,McLaren,45,12.0,2021,11,Hungarian Grand Prix
0 days 01:33:45.945000,RIC,3,3.0,2.0,0 days 01:31:46.086000,0 days 01:33:44.318000,INTERMEDIATE,1.0,True,McLaren,1,11.0,2021,11,Hungarian Grand Prix
0 days 01:35:45.631000,RIC,3,4.0,3.0,0 days 01:34:18.804000,,MEDIUM,1.0,True,McLaren,1,10.0,2021,11,Hungarian Grand Prix
0 days 01:58:31.862000,RIC,3,20.0,3.0,,0 days 01:58:30.243000,MEDIUM,17.0,True,McLaren,1,8.0,2021,11,Hungarian Grand Prix
0 days 02:00:13.681000,RIC,3,21.0,4.0,0 days 01:58:51.873000,,HARD,1.0,True,McLaren,1,11.0,2021,11,Hungarian Grand Prix
0 days 01:07:26.577000,MSC,47,2.0,1.0,,0 days 01:07:22.664000,INTERMEDIATE,2.0,True,Haas F1 Team,45,10.0,2021,11,Hungarian Grand Prix
0 days 01:33:44.713000,MSC,47,3.0,2.0,0 days 01:31:39.630000,0 days 01:33:44.889000,INTERMEDIATE,1.0,True,Haas F1 Team,1,9.0,2021,11,Hungarian Grand Prix
0 days 01:35:46.529000,MSC,47,4.0,3.0,0 days 01:34:19.740000,,MEDIUM,1.0,True,Haas F1 Team,1,11.0,2021,11,Hungarian Grand Prix
0 days 02:18:36.470000,MSC,47,34.0,3.0,,0 days 02:18:34.877000,MEDIUM,31.0,True,Haas F1 Team,1,13.0,2021,11,Hungarian Grand Prix
0 days 02:20:18.659000,MSC,47,35.0,4.0,0 days 02:18:56.973000,,HARD,1.0,True,Haas F1 Team,1,13.0,2021,11,Hungarian Grand Prix
0 days 01:04:55.606000,GIO,99,1.0,1.0,0 days 01:02:27.412000,0 days 01:04:53.872000,MEDIUM,1.0,True,Alfa Romeo Racing,124,16.0,2021,11,Hungarian Grand Prix
0 days 01:07:48.390000,GIO,99,2.0,2.0,0 days 01:05:20.440000,0 days 01:07:38.817000,INTERMEDIATE,1.0,True,Alfa Romeo Racing,45,16.0,2021,11,Hungarian Grand Prix
0 days 01:33:49.983000,GIO,99,3.0,3.0,0 days 01:31:55.067000,0 days 01:33:48.404000,INTERMEDIATE,1.0,True,Alfa Romeo Racing,1,15.0,2021,11,Hungarian Grand Prix
0 days 01:35:50.627000,GIO,99,4.0,4.0,0 days 01:34:25.350000,,MEDIUM,2.0,False,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 01:45:55.072000,GIO,99,11.0,4.0,,0 days 01:45:53.470000,MEDIUM,9.0,False,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 01:47:45.097000,GIO,99,12.0,5.0,0 days 01:46:22.624000,,MEDIUM,10.0,False,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 02:17:14.451000,GIO,99,33.0,5.0,,0 days 02:17:12.809000,MEDIUM,31.0,False,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 02:18:56.072000,GIO,99,34.0,6.0,0 days 02:17:34.706000,,HARD,1.0,True,Alfa Romeo Racing,1,14.0,2021,11,Hungarian Grand Prix
0 days 01:04:30.925000,MAZ,9,1.0,1.0,,0 days 01:04:29.136000,INTERMEDIATE,1.0,True,Haas F1 Team,124,13.0,2021,11,Hungarian Grand Prix
0 days 01:07:40.300000,MAZ,9,2.0,2.0,0 days 01:04:52.848000,0 days 01:07:34.466000,INTERMEDIATE,1.0,True,Haas F1 Team,45,14.0,2021,11,Hungarian Grand Prix
0 days 01:33:48.918000,MAZ,9,3.0,3.0,0 days 01:31:51.821000,0 days 01:33:47.196000,INTERMEDIATE,1.0,True,Haas F1 Team,1,14.0,2021,11,Hungarian Grand Prix
0 days 01:04:35.422000,NOR,4,1.0,1.0,,0 days 01:04:35.352000,INTERMEDIATE,1.0,True,McLaren,124,15.0,2021,11,Hungarian Grand Prix
0 days 01:07:42.150000,NOR,4,2.0,2.0,0 days 01:05:11.939000,0 days 01:07:35.720000,INTERMEDIATE,1.0,True,McLaren,45,15.0,2021,11,Hungarian Grand Prix
0 days 01:07:05.818000,VET,5,2.0,1.0,,0 days 01:07:03.380000,INTERMEDIATE,2.0,True,Aston Martin,45,3.0,2021,11,Hungarian Grand Prix
0 days 01:33:33.731000,VET,5,3.0,2.0,0 days 01:31:14.941000,0 days 01:33:32.100000,INTERMEDIATE,1.0,True,Aston Martin,1,2.0,2021,11,Hungarian Grand Prix
0 days 01:35:37.666000,VET,5,4.0,3.0,0 days 01:34:13.292000,,MEDIUM,1.0,True,Aston Martin,1,3.0,2021,11,Hungarian Grand Prix
0 days 02:20:16.837000,VET,5,36.0,3.0,,0 days 02:20:14.751000,MEDIUM,33.0,True,Aston Martin,1,2.0,2021,11,Hungarian Grand Prix
0 days 02:21:55.644000,VET,5,37.0,4.0,0 days 02:20:37.443000,,HARD,1.0,True,Aston Martin,1,3.0,2021,11,Hungarian Grand Prix
0 days 04:19:26.382000,VER,33,1.0,1.0,0 days 04:16:05.434000,,UNKNOWN,1.0,False,Red Bull Racing,1,1.0,2021,12,Belgian Grand Prix
0 days 04:26:08.687000,VER,33,3.0,1.0,,0 days 04:26:04.656000,UNKNOWN,3.0,False,Red Bull Racing,15,1.0,2021,12,Belgian Grand Prix
0 days 04:19:28.437000,RUS,63,1.0,1.0,0 days 04:16:08.396000,,UNKNOWN,1.0,False,Williams,1,2.0,2021,12,Belgian Grand Prix
0 days 04:26:10.546000,RUS,63,3.0,1.0,,0 days 04:26:06.501000,UNKNOWN,3.0,False,Williams,15,2.0,2021,12,Belgian Grand Prix
0 days 04:19:28.918000,HAM,44,1.0,1.0,0 days 04:16:11.245000,,UNKNOWN,1.0,False,Mercedes,1,3.0,2021,12,Belgian Grand Prix
0 days 04:26:13.170000,HAM,44,3.0,1.0,,0 days 04:26:08.180000,UNKNOWN,3.0,False,Mercedes,15,3.0,2021,12,Belgian Grand Prix
0 days 04:19:30.915000,RIC,3,1.0,1.0,0 days 04:16:14.826000,,UNKNOWN,1.0,False,McLaren,1,4.0,2021,12,Belgian Grand Prix
0 days 04:26:16.516000,RIC,3,3.0,1.0,,0 days 04:26:11.601000,UNKNOWN,3.0,False,McLaren,15,4.0,2021,12,Belgian Grand Prix
0 days 04:19:33.809000,VET,5,1.0,1.0,0 days 04:16:19.164000,,UNKNOWN,1.0,False,Aston Martin,1,5.0,2021,12,Belgian Grand Prix
0 days 04:26:20.787000,VET,5,3.0,1.0,,0 days 04:26:14.189000,UNKNOWN,3.0,False,Aston Martin,15,5.0,2021,12,Belgian Grand Prix
0 days 04:19:36.522000,GAS,10,1.0,1.0,0 days 04:16:22.073000,,UNKNOWN,1.0,False,AlphaTauri,1,6.0,2021,12,Belgian Grand Prix
0 days 04:26:25.040000,GAS,10,3.0,1.0,,0 days 04:26:17.408000,UNKNOWN,3.0,False,AlphaTauri,15,6.0,2021,12,Belgian Grand Prix
0 days 04:19:38.002000,OCO,31,1.0,1.0,0 days 04:16:26.148000,,UNKNOWN,1.0,False,Alpine,1,7.0,2021,12,Belgian Grand Prix
0 days 04:26:26.531000,OCO,31,3.0,1.0,,0 days 04:26:18.895000,UNKNOWN,3.0,False,Alpine,15,7.0,2021,12,Belgian Grand Prix
0 days 04:19:39.034000,LEC,16,1.0,1.0,0 days 04:16:29.578000,,UNKNOWN,1.0,False,Ferrari,1,8.0,2021,12,Belgian Grand Prix
0 days 04:26:29.387000,LEC,16,3.0,1.0,,0 days 04:26:20.329000,UNKNOWN,3.0,False,Ferrari,15,8.0,2021,12,Belgian Grand Prix
0 days 04:19:41.919000,LAT,6,1.0,1.0,0 days 04:16:33.050000,,UNKNOWN,1.0,False,Williams,1,9.0,2021,12,Belgian Grand Prix
0 days 04:26:31.077000,LAT,6,3.0,1.0,,0 days 04:26:22.131000,UNKNOWN,3.0,False,Williams,15,9.0,2021,12,Belgian Grand Prix
0 days 04:19:42.539000,SAI,55,1.0,1.0,0 days 04:16:35.238000,,UNKNOWN,1.0,False,Ferrari,1,10.0,2021,12,Belgian Grand Prix
0 days 04:26:32.507000,SAI,55,3.0,1.0,,0 days 04:26:24.348000,UNKNOWN,3.0,False,Ferrari,15,10.0,2021,12,Belgian Grand Prix
0 days 04:19:47.015000,ALO,14,1.0,1.0,0 days 04:16:41.190000,,UNKNOWN,1.0,False,Alpine,1,11.0,2021,12,Belgian Grand Prix
0 days 04:26:36.579000,ALO,14,3.0,1.0,,0 days 04:26:26.782000,UNKNOWN,3.0,False,Alpine,15,11.0,2021,12,Belgian Grand Prix
0 days 04:19:48.805000,BOT,77,1.0,1.0,0 days 04:16:43.184000,,UNKNOWN,1.0,False,Mercedes,1,12.0,2021,12,Belgian Grand Prix
0 days 04:26:38.555000,BOT,77,3.0,1.0,,0 days 04:26:28.946000,UNKNOWN,3.0,False,Mercedes,15,12.0,2021,12,Belgian Grand Prix
0 days 04:19:50.600000,GIO,99,1.0,1.0,0 days 04:16:47.072000,,UNKNOWN,1.0,False,Alfa Romeo Racing,1,13.0,2021,12,Belgian Grand Prix
0 days 04:26:41.307000,GIO,99,3.0,1.0,,0 days 04:26:31.060000,UNKNOWN,3.0,False,Alfa Romeo Racing,15,13.0,2021,12,Belgian Grand Prix
0 days 04:19:53.543000,NOR,4,1.0,1.0,0 days 04:16:56.766000,,UNKNOWN,1.0,False,McLaren,1,14.0,2021,12,Belgian Grand Prix
0 days 04:26:47.804000,NOR,4,3.0,1.0,,0 days 04:26:33.054000,UNKNOWN,3.0,False,McLaren,15,14.0,2021,12,Belgian Grand Prix
0 days 04:19:54.819000,TSU,22,1.0,1.0,0 days 04:16:58.998000,,UNKNOWN,1.0,False,AlphaTauri,1,15.0,2021,12,Belgian Grand Prix
0 days 04:26:54.211000,TSU,22,3.0,1.0,,0 days 04:26:34.955000,UNKNOWN,3.0,False,AlphaTauri,15,15.0,2021,12,Belgian Grand Prix
0 days 04:19:55.956000,MSC,47,1.0,1.0,0 days 04:17:01.700000,,UNKNOWN,1.0,False,Haas F1 Team,1,16.0,2021,12,Belgian Grand Prix
0 days 04:27:04.521000,MSC,47,3.0,1.0,,0 days 04:26:37.027000,UNKNOWN,3.0,False,Haas F1 Team,15,16.0,2021,12,Belgian Grand Prix
0 days 04:19:58.406000,MAZ,9,1.0,1.0,0 days 04:17:04.610000,,UNKNOWN,1.0,False,Haas F1 Team,1,17.0,2021,12,Belgian Grand Prix
0 days 04:27:11.404000,MAZ,9,3.0,1.0,,0 days 04:26:39.604000,UNKNOWN,3.0,False,Haas F1 Team,15,17.0,2021,12,Belgian Grand Prix
0 days 04:20:02.477000,RAI,7,1.0,1.0,0 days 04:17:11.663000,,UNKNOWN,1.0,False,Alfa Romeo Racing,1,19.0,2021,12,Belgian Grand Prix
0 days 04:27:27.443000,RAI,7,3.0,1.0,,0 days 04:26:45.626000,UNKNOWN,3.0,False,Alfa Romeo Racing,15,19.0,2021,12,Belgian Grand Prix
0 days 04:20:04.570000,PER,11,1.0,1.0,0 days 04:17:11.788000,,UNKNOWN,1.0,False,Red Bull Racing,1,20.0,2021,12,Belgian Grand Prix
0 days 04:27:30.402000,PER,11,3.0,1.0,,0 days 04:26:48.509000,UNKNOWN,3.0,False,Red Bull Racing,15,20.0,2021,12,Belgian Grand Prix
0 days 04:20:00.484000,STR,18,1.0,1.0,0 days 04:17:06.785000,,UNKNOWN,1.0,False,Aston Martin,1,18.0,2021,12,Belgian Grand Prix
0 days 04:27:21.159000,STR,18,3.0,1.0,,0 days 04:26:41.724000,UNKNOWN,3.0,False,Aston Martin,15,18.0,2021,12,Belgian Grand Prix
0 days 01:28:32.759000,VER,33,21.0,1.0,,0 days 01:28:31.219000,SOFT,24.0,False,Red Bull Racing,1,1.0,2021,13,Dutch Grand Prix
0 days 01:30:05.333000,VER,33,22.0,2.0,0 days 01:28:50.417000,,MEDIUM,1.0,True,Red Bull Racing,1,2.0,2021,13,Dutch Grand Prix
0 days 01:52:32.582000,VER,33,40.0,2.0,,0 days 01:52:31.067000,MEDIUM,19.0,True,Red Bull Racing,1,1.0,2021,13,Dutch Grand Prix
0 days 01:54:03.853000,VER,33,41.0,3.0,0 days 01:52:49.646000,,HARD,1.0,True,Red Bull Racing,1,1.0,2021,13,Dutch Grand Prix
0 days 01:27:20.912000,HAM,44,20.0,1.0,,0 days 01:27:19.304000,SOFT,24.0,False,Mercedes,1,2.0,2021,13,Dutch Grand Prix
0 days 01:28:53.461000,HAM,44,21.0,2.0,0 days 01:27:39.184000,,MEDIUM,1.0,True,Mercedes,1,3.0,2021,13,Dutch Grand Prix
0 days 01:51:21.429000,HAM,44,39.0,2.0,,0 days 01:51:20.178000,MEDIUM,19.0,True,Mercedes,1,2.0,2021,13,Dutch Grand Prix
0 days 01:52:53.692000,HAM,44,40.0,3.0,0 days 01:51:38.815000,,MEDIUM,6.0,False,Mercedes,1,2.0,2021,13,Dutch Grand Prix
0 days 02:29:51.143000,HAM,44,70.0,3.0,,0 days 02:29:49.858000,MEDIUM,36.0,False,Mercedes,1,2.0,2021,13,Dutch Grand Prix
0 days 02:31:23.872000,HAM,44,71.0,4.0,0 days 02:30:08.858000,,SOFT,2.0,False,Mercedes,1,2.0,2021,13,Dutch Grand Prix
0 days 01:41:26.787000,BOT,77,31.0,1.0,,0 days 01:41:25.185000,SOFT,35.0,False,Mercedes,1,3.0,2021,13,Dutch Grand Prix
0 days 01:42:59.574000,BOT,77,32.0,2.0,0 days 01:41:44.174000,,MEDIUM,1.0,True,Mercedes,1,3.0,2021,13,Dutch Grand Prix
0 days 02:26:37.778000,BOT,77,67.0,2.0,,0 days 02:26:36.190000,MEDIUM,36.0,True,Mercedes,1,3.0,2021,13,Dutch Grand Prix
0 days 02:28:13.546000,BOT,77,68.0,3.0,0 days 02:26:58.016000,,SOFT,2.0,False,Mercedes,1,3.0,2021,13,Dutch Grand Prix
0 days 01:32:52.922000,GAS,10,24.0,1.0,,0 days 01:32:51.368000,SOFT,27.0,False,AlphaTauri,1,5.0,2021,13,Dutch Grand Prix
0 days 01:34:26.116000,GAS,10,25.0,2.0,0 days 01:33:10.615000,,MEDIUM,1.0,True,AlphaTauri,1,7.0,2021,13,Dutch Grand Prix
0 days 01:45:41.739000,LEC,16,34.0,1.0,,0 days 01:45:40.087000,SOFT,37.0,False,Ferrari,1,4.0,2021,13,Dutch Grand Prix
0 days 01:47:16.519000,LEC,16,35.0,2.0,0 days 01:45:59.670000,,HARD,1.0,True,Ferrari,1,5.0,2021,13,Dutch Grand Prix
0 days 01:44:43.007000,ALO,14,33.0,1.0,,0 days 01:44:41.413000,SOFT,36.0,False,Alpine,1,6.0,2021,13,Dutch Grand Prix
0 days 01:46:17.248000,ALO,14,34.0,2.0,0 days 01:45:00.439000,,MEDIUM,1.0,True,Alpine,1,9.0,2021,13,Dutch Grand Prix
0 days 01:42:00.441000,SAI,55,31.0,1.0,,0 days 01:41:59.161000,SOFT,34.0,False,Ferrari,1,5.0,2021,13,Dutch Grand Prix
0 days 01:43:36.263000,SAI,55,32.0,2.0,0 days 01:42:19.162000,,HARD,1.0,True,Ferrari,1,7.0,2021,13,Dutch Grand Prix
0 days 01:03:44.716000,PER,11,1.0,1.0,0 days 01:02:26.446000,,HARD,1.0,True,Red Bull Racing,1,19.0,2021,13,Dutch Grand Prix
0 days 01:12:54.127000,PER,11,8.0,1.0,,0 days 01:12:52.819000,HARD,8.0,True,Red Bull Racing,1,19.0,2021,13,Dutch Grand Prix
0 days 01:14:27.626000,PER,11,9.0,2.0,0 days 01:13:11.883000,,MEDIUM,1.0,True,Red Bull Racing,1,19.0,2021,13,Dutch Grand Prix
0 days 02:02:53.316000,PER,11,47.0,2.0,,0 days 02:02:51.811000,MEDIUM,39.0,True,Red Bull Racing,1,9.0,2021,13,Dutch Grand Prix
0 days 02:04:26.202000,PER,11,48.0,3.0,0 days 02:03:10.401000,,SOFT,1.0,True,Red Bull Racing,1,11.0,2021,13,Dutch Grand Prix
0 days 01:42:14.406000,OCO,31,31.0,1.0,,0 days 01:42:13.152000,SOFT,34.0,False,Alpine,1,8.0,2021,13,Dutch Grand Prix
0 days 01:43:46.995000,OCO,31,32.0,2.0,0 days 01:42:32.040000,,MEDIUM,1.0,True,Alpine,1,10.0,2021,13,Dutch Grand Prix
0 days 01:56:28.154000,NOR,4,42.0,1.0,,0 days 01:56:26.590000,MEDIUM,42.0,True,McLaren,1,8.0,2021,13,Dutch Grand Prix
0 days 01:58:03.404000,NOR,4,43.0,2.0,0 days 01:56:47.023000,,HARD,1.0,True,McLaren,1,11.0,2021,13,Dutch Grand Prix
0 days 01:41:03.257000,RIC,3,30.0,1.0,,0 days 01:41:01.984000,SOFT,33.0,False,McLaren,1,9.0,2021,13,Dutch Grand Prix
0 days 01:42:39.402000,RIC,3,31.0,2.0,0 days 01:41:23.848000,,HARD,1.0,True,McLaren,1,12.0,2021,13,Dutch Grand Prix
0 days 01:37:19.179000,STR,18,27.0,1.0,,0 days 01:37:17.932000,SOFT,27.0,True,Aston Martin,1,14.0,2021,13,Dutch Grand Prix
0 days 01:38:53.752000,STR,18,28.0,2.0,0 days 01:37:37.338000,,HARD,1.0,True,Aston Martin,1,16.0,2021,13,Dutch Grand Prix
0 days 01:15:26.642000,VET,5,10.0,1.0,,0 days 01:15:25.416000,SOFT,10.0,True,Aston Martin,1,16.0,2021,13,Dutch Grand Prix
0 days 01:17:00.547000,VET,5,11.0,2.0,0 days 01:15:44.054000,,HARD,1.0,True,Aston Martin,1,19.0,2021,13,Dutch Grand Prix
0 days 01:59:39.548000,VET,5,44.0,2.0,,0 days 01:59:39.897000,HARD,34.0,True,Aston Martin,1,17.0,2021,13,Dutch Grand Prix
0 days 02:01:12.948000,VET,5,45.0,3.0,0 days 01:59:56.971000,,MEDIUM,1.0,True,Aston Martin,1,18.0,2021,13,Dutch Grand Prix
0 days 01:37:15.700000,GIO,99,27.0,1.0,,0 days 01:37:14.485000,SOFT,30.0,False,Alfa Romeo Racing,1,10.0,2021,13,Dutch Grand Prix
0 days 01:38:49.717000,GIO,99,28.0,2.0,0 days 01:37:33.285000,,MEDIUM,1.0,True,Alfa Romeo Racing,1,14.0,2021,13,Dutch Grand Prix
0 days 01:45:19.523000,GIO,99,33.0,2.0,,0 days 01:45:17.929000,MEDIUM,6.0,True,Alfa Romeo Racing,1,14.0,2021,13,Dutch Grand Prix
0 days 01:46:54.987000,GIO,99,34.0,3.0,0 days 01:45:38.070000,,HARD,1.0,True,Alfa Romeo Racing,1,18.0,2021,13,Dutch Grand Prix
0 days 01:54:31.390000,KUB,88,40.0,1.0,,0 days 01:54:29.784000,MEDIUM,40.0,True,Alfa Romeo Racing,1,18.0,2021,13,Dutch Grand Prix
0 days 01:56:07.739000,KUB,88,41.0,2.0,0 days 01:54:49.623000,,HARD,1.0,True,Alfa Romeo Racing,1,18.0,2021,13,Dutch Grand Prix
0 days 01:03:45.901000,LAT,6,1.0,1.0,0 days 01:02:27.383000,,MEDIUM,1.0,True,Williams,1,20.0,2021,13,Dutch Grand Prix
0 days 01:32:21.373000,LAT,6,23.0,1.0,,0 days 01:32:20.039000,MEDIUM,23.0,True,Williams,1,17.0,2021,13,Dutch Grand Prix
0 days 01:33:56.807000,LAT,6,24.0,2.0,0 days 01:32:40.637000,,HARD,1.0,True,Williams,1,19.0,2021,13,Dutch Grand Prix
0 days 01:37:16.787000,RUS,63,27.0,1.0,,0 days 01:37:15.599000,MEDIUM,27.0,True,Williams,1,11.0,2021,13,Dutch Grand Prix
0 days 01:38:51.550000,RUS,63,28.0,2.0,0 days 01:37:33.886000,,HARD,1.0,True,Williams,1,15.0,2021,13,Dutch Grand Prix
0 days 02:29:59.504000,RUS,63,68.0,2.0,,0 days 02:29:58.257000,HARD,41.0,True,Williams,1,13.0,2021,13,Dutch Grand Prix
0 days 02:32:03.891000,RUS,63,69.0,3.0,0 days 02:30:23.463000,0 days 02:31:58.196000,SOFT,1.0,True,Williams,1,17.0,2021,13,Dutch Grand Prix
0 days 01:07:44.407000,MSC,47,4.0,1.0,,0 days 01:07:42.811000,SOFT,4.0,True,Haas F1 Team,1,20.0,2021,13,Dutch Grand Prix
0 days 01:09:37.204000,MSC,47,5.0,2.0,0 days 01:08:18.407000,,HARD,1.0,True,Haas F1 Team,1,20.0,2021,13,Dutch Grand Prix
0 days 01:42:40.978000,MSC,47,30.0,2.0,,0 days 01:42:39.468000,HARD,26.0,True,Haas F1 Team,1,20.0,2021,13,Dutch Grand Prix
0 days 01:44:22.904000,MSC,47,31.0,3.0,0 days 01:43:03.942000,,MEDIUM,1.0,True,Haas F1 Team,1,20.0,2021,13,Dutch Grand Prix
0 days 01:42:32.874000,TSU,22,31.0,1.0,,0 days 01:42:31.357000,SOFT,31.0,True,AlphaTauri,1,11.0,2021,13,Dutch Grand Prix
0 days 01:44:08.427000,TSU,22,32.0,2.0,0 days 01:42:51.211000,,MEDIUM,1.0,True,AlphaTauri,1,17.0,2021,13,Dutch Grand Prix
0 days 02:04:45.320000,TSU,22,48.0,2.0,,0 days 02:04:44.057000,MEDIUM,17.0,True,AlphaTauri,1,16.0,2021,13,Dutch Grand Prix
0 days 01:45:37.228000,MAZ,9,33.0,1.0,,0 days 01:45:35.970000,MEDIUM,33.0,True,Haas F1 Team,1,19.0,2021,13,Dutch Grand Prix
0 days 01:47:13.749000,MAZ,9,34.0,2.0,0 days 01:45:55.644000,,HARD,1.0,True,Haas F1 Team,1,19.0,2021,13,Dutch Grand Prix
0 days 01:56:15.994000,MAZ,9,41.0,2.0,,0 days 01:56:14.403000,HARD,8.0,True,Haas F1 Team,1,19.0,2021,13,Dutch Grand Prix
0 days 01:04:16.945000,GAS,10,1.0,1.0,0 days 01:02:22.702000,,HARD,1.0,True,AlphaTauri,1267,18.0,2021,14,Italian Grand Prix
0 days 01:07:35.123000,GAS,10,3.0,1.0,,0 days 01:07:31.414000,HARD,3.0,True,AlphaTauri,1,18.0,2021,14,Italian Grand Prix
0 days 01:40:37.374000,PER,11,26.0,1.0,,0 days 01:40:33.698000,MEDIUM,26.0,True,Red Bull Racing,124,2.0,2021,14,Italian Grand Prix
0 days 01:43:21.899000,PER,11,27.0,2.0,0 days 01:40:57.582000,,HARD,1.0,True,Red Bull Racing,4,4.0,2021,14,Italian Grand Prix
0 days 01:39:16.551000,ALO,14,25.0,1.0,,0 days 01:39:12.860000,MEDIUM,25.0,True,Alpine,1,10.0,2021,14,Italian Grand Prix
0 days 01:41:31.041000,ALO,14,26.0,2.0,0 days 01:39:37.631000,,HARD,1.0,True,Alpine,124,11.0,2021,14,Italian Grand Prix
0 days 01:40:32.897000,LEC,16,26.0,1.0,,0 days 01:40:29.227000,MEDIUM,26.0,True,Ferrari,124,1.0,2021,14,Italian Grand Prix
0 days 01:43:17.539000,LEC,16,27.0,2.0,0 days 01:40:54.146000,,HARD,1.0,True,Ferrari,4,2.0,2021,14,Italian Grand Prix
0 days 01:39:11.882000,STR,18,25.0,1.0,,0 days 01:39:08.505000,MEDIUM,27.0,False,Aston Martin,1,9.0,2021,14,Italian Grand Prix
0 days 01:41:26.655000,STR,18,26.0,2.0,0 days 01:39:33.007000,,HARD,3.0,False,Aston Martin,124,10.0,2021,14,Italian Grand Prix
0 days 01:34:21.259000,RIC,3,22.0,1.0,,0 days 01:34:17.595000,MEDIUM,22.0,True,McLaren,1,2.0,2021,14,Italian Grand Prix
0 days 01:36:06.798000,RIC,3,23.0,2.0,0 days 01:34:41.382000,,HARD,1.0,True,McLaren,1,7.0,2021,14,Italian Grand Prix
0 days 01:41:12.516000,OCO,31,26.0,1.0,,0 days 01:41:08.822000,MEDIUM,26.0,True,Alpine,124,7.0,2021,14,Italian Grand Prix
0 days 01:43:34.618000,OCO,31,27.0,2.0,0 days 01:41:39.171000,,HARD,1.0,True,Alpine,4,11.0,2021,14,Italian Grand Prix
0 days 01:35:49.280000,VER,33,23.0,1.0,,0 days 01:35:45.540000,MEDIUM,23.0,True,Red Bull Racing,1,2.0,2021,14,Italian Grand Prix
0 days 01:37:43.349000,VER,33,24.0,2.0,0 days 01:36:18.015000,,HARD,1.0,True,Red Bull Racing,1,9.0,2021,14,Italian Grand Prix
0 days 01:37:21.559000,NOR,4,24.0,1.0,,0 days 01:37:17.918000,MEDIUM,24.0,True,McLaren,1,3.0,2021,14,Italian Grand Prix
0 days 01:39:07.710000,NOR,4,25.0,2.0,0 days 01:37:42.041000,,HARD,1.0,True,McLaren,1,7.0,2021,14,Italian Grand Prix
0 days 01:38:47.009000,HAM,44,25.0,1.0,,0 days 01:38:43.257000,HARD,25.0,True,Mercedes,1,1.0,2021,14,Italian Grand Prix
0 days 01:36:52.330000,MSC,47,23.0,1.0,,0 days 01:36:48.642000,MEDIUM,23.0,True,Haas F1 Team,1,17.0,2021,14,Italian Grand Prix
0 days 01:38:40.139000,MSC,47,24.0,2.0,0 days 01:37:13.321000,,HARD,1.0,True,Haas F1 Team,1,18.0,2021,14,Italian Grand Prix
0 days 01:34:59.244000,VET,5,22.0,1.0,,0 days 01:34:55.848000,MEDIUM,24.0,False,Aston Martin,1,14.0,2021,14,Italian Grand Prix
0 days 01:36:48.420000,VET,5,23.0,2.0,0 days 01:35:20.701000,,HARD,3.0,False,Aston Martin,1,15.0,2021,14,Italian Grand Prix
0 days 01:41:44.154000,VET,5,26.0,2.0,,0 days 01:41:40.772000,HARD,6.0,False,Aston Martin,4,13.0,2021,14,Italian Grand Prix
0 days 01:43:59.471000,VET,5,27.0,3.0,0 days 01:42:06.388000,,MEDIUM,1.0,True,Aston Martin,4,13.0,2021,14,Italian Grand Prix
