Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 00:38:15.981000,LEC,16,,2,1,,,0 days 00:01:03.437000,0 days 00:00:54.258000,0 days 00:00:43.780000,152.0,121.0,130.0,180.0,False,SOFT,5,False,Ferrari,0 days 00:35:34.647000,4,2,2019,16
0 days 00:40:58.214000,LEC,16,,3,1,,,0 days 00:00:57.817000,0 days 00:00:56.135000,0 days 00:00:48.287000,138.0,182.0,161.0,196.0,False,SOFT,6,False,Ferrari,0 days 00:38:15.981000,41,2,2019,16
0 days 00:42:38.235000,LEC,16,0 days 00:01:40.021000,4,1,,,0 days 00:00:35.821000,0 days 00:00:34.665000,0 days 00:00:29.535000,260.0,298.0,164.0,307.0,True,SOFT,7,False,Ferrari,0 days 00:40:58.214000,1,2,2019,16
0 days 00:44:18.019000,LEC,16,0 days 00:01:39.784000,5,1,,,0 days 00:00:35.697000,0 days 00:00:34.453000,0 days 00:00:29.634000,259.0,297.0,162.0,298.0,True,SOFT,8,False,Ferrari,0 days 00:42:38.235000,1,2,2019,16
0 days 00:45:57.395000,LEC,16,0 days 00:01:39.376000,6,1,,,0 days 00:00:35.706000,0 days 00:00:34.404000,0 days 00:00:29.266000,256.0,296.0,161.0,298.0,True,SOFT,9,False,Ferrari,0 days 00:44:18.019000,1,2,2019,16
0 days 00:47:36.787000,LEC,16,0 days 00:01:39.392000,7,1,,,0 days 00:00:35.651000,0 days 00:00:34.292000,0 days 00:00:29.449000,259.0,306.0,161.0,300.0,False,SOFT,10,False,Ferrari,0 days 00:45:57.395000,1,2,2019,16
0 days 00:49:16.322000,LEC,16,0 days 00:01:39.535000,8,1,,,0 days 00:00:35.685000,0 days 00:00:34.399000,0 days 00:00:29.451000,260.0,295.0,161.0,300.0,False,SOFT,11,False,Ferrari,0 days 00:47:36.787000,1,2,2019,16
0 days 00:50:55.601000,LEC,16,0 days 00:01:39.279000,9,1,,,0 days 00:00:35.515000,0 days 00:00:34.389000,0 days 00:00:29.375000,258.0,296.0,162.0,300.0,True,SOFT,12,False,Ferrari,0 days 00:49:16.322000,1,2,2019,16
0 days 00:52:34.863000,LEC,16,0 days 00:01:39.262000,10,1,,,0 days 00:00:35.634000,0 days 00:00:34.508000,0 days 00:00:29.120000,261.0,296.0,164.0,299.0,True,SOFT,13,False,Ferrari,0 days 00:50:55.601000,1,2,2019,16
0 days 00:54:14.269000,LEC,16,0 days 00:01:39.406000,11,1,,,0 days 00:00:35.520000,0 days 00:00:34.561000,0 days 00:00:29.325000,260.0,296.0,160.0,299.0,False,SOFT,14,False,Ferrari,0 days 00:52:34.863000,1,2,2019,16
0 days 00:55:53.522000,LEC,16,0 days 00:01:39.253000,12,1,,,0 days 00:00:35.559000,0 days 00:00:34.494000,0 days 00:00:29.200000,259.0,297.0,161.0,299.0,True,SOFT,15,False,Ferrari,0 days 00:54:14.269000,1,2,2019,16
0 days 00:57:32.390000,LEC,16,0 days 00:01:38.868000,13,1,,,0 days 00:00:35.498000,0 days 00:00:34.348000,0 days 00:00:29.022000,259.0,296.0,162.0,299.0,True,SOFT,16,False,Ferrari,0 days 00:55:53.522000,1,2,2019,16
0 days 00:59:11.112000,LEC,16,0 days 00:01:38.722000,14,1,,,0 days 00:00:35.451000,0 days 00:00:34.246000,0 days 00:00:29.025000,261.0,297.0,162.0,299.0,True,SOFT,17,False,Ferrari,0 days 00:57:32.390000,1,2,2019,16
0 days 01:00:49.637000,LEC,16,0 days 00:01:38.525000,15,1,,,0 days 00:00:35.401000,0 days 00:00:34.161000,0 days 00:00:28.963000,261.0,296.0,161.0,300.0,True,SOFT,18,False,Ferrari,0 days 00:59:11.112000,1,2,2019,16
0 days 01:02:28.209000,LEC,16,0 days 00:01:38.572000,16,1,,,0 days 00:00:35.336000,0 days 00:00:34.212000,0 days 00:00:29.024000,262.0,297.0,161.0,299.0,False,SOFT,19,False,Ferrari,0 days 01:00:49.637000,1,2,2019,16
0 days 01:04:06.741000,LEC,16,0 days 00:01:38.532000,17,1,,,0 days 00:00:35.386000,0 days 00:00:34.169000,0 days 00:00:28.977000,262.0,300.0,161.0,301.0,False,SOFT,20,False,Ferrari,0 days 01:02:28.209000,1,2,2019,16
0 days 01:05:45.182000,LEC,16,0 days 00:01:38.441000,18,1,,,0 days 00:00:35.368000,0 days 00:00:34.129000,0 days 00:00:28.944000,260.0,298.0,162.0,300.0,True,SOFT,21,False,Ferrari,0 days 01:04:06.741000,1,2,2019,16
0 days 01:07:23.951000,LEC,16,0 days 00:01:38.769000,19,1,,,0 days 00:00:35.442000,0 days 00:00:34.318000,0 days 00:00:29.009000,261.0,298.0,161.0,300.0,False,SOFT,22,False,Ferrari,0 days 01:05:45.182000,1,2,2019,16
0 days 01:09:02.661000,LEC,16,0 days 00:01:38.710000,20,1,,,0 days 00:00:35.414000,0 days 00:00:34.216000,0 days 00:00:29.080000,262.0,297.0,161.0,300.0,False,SOFT,23,False,Ferrari,0 days 01:07:23.951000,1,2,2019,16
0 days 01:10:41.437000,LEC,16,0 days 00:01:38.776000,21,1,,,0 days 00:00:35.461000,0 days 00:00:34.151000,0 days 00:00:29.164000,262.0,297.0,158.0,300.0,False,SOFT,24,False,Ferrari,0 days 01:09:02.661000,1,2,2019,16
0 days 01:12:25.697000,LEC,16,0 days 00:01:44.260000,22,1,,0 days 01:12:17.692000,0 days 00:00:35.532000,0 days 00:00:34.470000,0 days 00:00:34.258000,263.0,304.0,,301.0,False,SOFT,25,False,Ferrari,0 days 01:10:41.437000,1,3,2019,16
0 days 01:14:23.483000,LEC,16,0 days 00:01:57.786000,23,2,0 days 01:12:47.123000,,0 days 00:00:55.393000,0 days 00:00:33.924000,0 days 00:00:28.469000,261.0,293.0,167.0,299.0,False,MEDIUM,1,True,Ferrari,0 days 01:12:25.697000,1,4,2019,16
0 days 01:16:01.188000,LEC,16,0 days 00:01:37.705000,24,2,,,0 days 00:00:35.435000,0 days 00:00:33.854000,0 days 00:00:28.416000,259.0,290.0,166.0,294.0,True,MEDIUM,2,True,Ferrari,0 days 01:14:23.483000,1,4,2019,16
0 days 01:17:38.542000,LEC,16,0 days 00:01:37.354000,25,2,,,0 days 00:00:35.178000,0 days 00:00:33.755000,0 days 00:00:28.421000,262.0,295.0,166.0,298.0,True,MEDIUM,3,True,Ferrari,0 days 01:16:01.188000,1,4,2019,16
0 days 01:19:15.863000,LEC,16,0 days 00:01:37.321000,26,2,,,0 days 00:00:35.123000,0 days 00:00:33.752000,0 days 00:00:28.446000,262.0,296.0,164.0,298.0,True,MEDIUM,4,True,Ferrari,0 days 01:17:38.542000,1,4,2019,16
0 days 01:20:53.923000,LEC,16,0 days 00:01:38.060000,27,2,,,0 days 00:00:35.064000,0 days 00:00:34.339000,0 days 00:00:28.657000,264.0,298.0,165.0,304.0,False,MEDIUM,5,True,Ferrari,0 days 01:19:15.863000,12,3,2019,16
0 days 01:23:01.518000,LEC,16,0 days 00:02:07.595000,28,2,,,0 days 00:00:41.267000,0 days 00:00:47.439000,0 days 00:00:38.889000,168.0,215.0,133.0,295.0,False,MEDIUM,6,True,Ferrari,0 days 01:20:53.923000,26,3,2019,16
0 days 01:25:00.972000,LEC,16,0 days 00:01:59.454000,29,2,,,0 days 00:00:47.242000,0 days 00:00:34.697000,0 days 00:00:37.515000,262.0,296.0,138.0,212.0,False,MEDIUM,7,True,Ferrari,0 days 01:23:01.518000,67124,2,2019,16
0 days 01:27:38.188000,LEC,16,,30,2,,0 days 01:27:30.085000,0 days 00:00:56.410000,0 days 00:00:56.404000,0 days 00:00:44.396000,146.0,186.0,,235.0,False,MEDIUM,8,True,Ferrari,0 days 01:25:00.972000,4,3,2019,16
0 days 01:30:22.298000,LEC,16,,31,2,0 days 01:27:59.552000,,0 days 00:01:00.086000,0 days 00:00:57.827000,0 days 00:00:46.174000,111.0,123.0,127.0,288.0,False,MEDIUM,9,True,Ferrari,0 days 01:27:38.188000,4,3,2019,16
0 days 01:33:12.544000,LEC,16,,32,3,,,0 days 00:01:03.546000,0 days 00:01:01.085000,0 days 00:00:45.628000,141.0,54.0,169.0,190.0,False,SOFT,3,False,Ferrari,0 days 01:30:22.298000,41,3,2019,16
0 days 01:34:50.776000,LEC,16,0 days 00:01:38.232000,33,3,,,0 days 00:00:35.339000,0 days 00:00:34.037000,0 days 00:00:28.856000,264.0,300.0,168.0,319.0,False,SOFT,4,False,Ferrari,0 days 01:33:12.544000,1,3,2019,16
0 days 01:36:28.586000,LEC,16,0 days 00:01:37.810000,34,3,,,0 days 00:00:35.147000,0 days 00:00:34.065000,0 days 00:00:28.598000,258.0,295.0,167.0,307.0,False,SOFT,5,False,Ferrari,0 days 01:34:50.776000,1,3,2019,16
0 days 01:38:06.282000,LEC,16,0 days 00:01:37.696000,35,3,,,0 days 00:00:34.914000,0 days 00:00:33.786000,0 days 00:00:28.996000,258.0,310.0,168.0,321.0,False,SOFT,6,False,Ferrari,0 days 01:36:28.586000,1,3,2019,16
0 days 01:39:44.022000,LEC,16,0 days 00:01:37.740000,36,3,,,0 days 00:00:34.955000,0 days 00:00:33.639000,0 days 00:00:29.146000,256.0,311.0,167.0,331.0,False,SOFT,7,False,Ferrari,0 days 01:38:06.282000,1,3,2019,16
0 days 01:41:21.575000,LEC,16,0 days 00:01:37.553000,37,3,,,0 days 00:00:35.009000,0 days 00:00:33.838000,0 days 00:00:28.706000,260.0,297.0,166.0,301.0,False,SOFT,8,False,Ferrari,0 days 01:39:44.022000,1,3,2019,16
0 days 01:42:58.764000,LEC,16,0 days 00:01:37.189000,38,3,,,0 days 00:00:34.969000,0 days 00:00:33.753000,0 days 00:00:28.467000,258.0,302.0,166.0,305.0,True,SOFT,9,False,Ferrari,0 days 01:41:21.575000,1,3,2019,16
0 days 01:44:35.961000,LEC,16,0 days 00:01:37.197000,39,3,,,0 days 00:00:34.896000,0 days 00:00:33.370000,0 days 00:00:28.931000,263.0,322.0,171.0,308.0,False,SOFT,10,False,Ferrari,0 days 01:42:58.764000,1,3,2019,16
0 days 01:46:13.292000,LEC,16,0 days 00:01:37.331000,40,3,,,0 days 00:00:34.902000,0 days 00:00:33.682000,0 days 00:00:28.747000,265.0,320.0,168.0,327.0,False,SOFT,11,False,Ferrari,0 days 01:44:35.961000,1,3,2019,16
0 days 01:47:50.656000,LEC,16,0 days 00:01:37.364000,41,3,,,0 days 00:00:34.847000,0 days 00:00:33.933000,0 days 00:00:28.584000,261.0,298.0,168.0,316.0,False,SOFT,12,False,Ferrari,0 days 01:46:13.292000,1,3,2019,16
0 days 01:49:27.767000,LEC,16,0 days 00:01:37.111000,42,3,,,0 days 00:00:34.822000,0 days 00:00:33.678000,0 days 00:00:28.611000,263.0,303.0,167.0,306.0,True,SOFT,13,False,Ferrari,0 days 01:47:50.656000,1,3,2019,16
0 days 01:51:04.687000,LEC,16,0 days 00:01:36.920000,43,3,,,0 days 00:00:34.800000,0 days 00:00:33.611000,0 days 00:00:28.509000,262.0,303.0,165.0,305.0,True,SOFT,14,False,Ferrari,0 days 01:49:27.767000,1,3,2019,16
0 days 01:52:41.658000,LEC,16,0 days 00:01:36.971000,44,3,,,0 days 00:00:34.880000,0 days 00:00:33.703000,0 days 00:00:28.388000,262.0,304.0,162.0,307.0,False,SOFT,15,False,Ferrari,0 days 01:51:04.687000,1,3,2019,16
0 days 01:54:18.590000,LEC,16,0 days 00:01:36.932000,45,3,,,0 days 00:00:34.801000,0 days 00:00:33.724000,0 days 00:00:28.407000,264.0,304.0,169.0,306.0,False,SOFT,16,False,Ferrari,0 days 01:52:41.658000,1,3,2019,16
0 days 01:55:55.177000,LEC,16,0 days 00:01:36.587000,46,3,,,0 days 00:00:34.757000,0 days 00:00:33.508000,0 days 00:00:28.322000,264.0,301.0,169.0,305.0,True,SOFT,17,False,Ferrari,0 days 01:54:18.590000,1,3,2019,16
0 days 01:57:31.590000,LEC,16,0 days 00:01:36.413000,47,3,,,0 days 00:00:34.611000,0 days 00:00:33.399000,0 days 00:00:28.403000,265.0,307.0,162.0,307.0,True,SOFT,18,False,Ferrari,0 days 01:55:55.177000,1,3,2019,16
0 days 01:59:08.372000,LEC,16,0 days 00:01:36.782000,48,3,,,0 days 00:00:34.655000,0 days 00:00:33.537000,0 days 00:00:28.590000,265.0,306.0,167.0,309.0,False,SOFT,19,False,Ferrari,0 days 01:57:31.590000,1,3,2019,16
0 days 02:00:45.129000,LEC,16,0 days 00:01:36.757000,49,3,,,0 days 00:00:34.740000,0 days 00:00:33.460000,0 days 00:00:28.557000,264.0,303.0,165.0,306.0,False,SOFT,20,False,Ferrari,0 days 01:59:08.372000,1,3,2019,16
0 days 02:02:21.883000,LEC,16,0 days 00:01:36.754000,50,3,,,0 days 00:00:34.746000,0 days 00:00:33.538000,0 days 00:00:28.470000,266.0,304.0,165.0,307.0,False,SOFT,21,False,Ferrari,0 days 02:00:45.129000,1,3,2019,16
0 days 02:03:58.778000,LEC,16,0 days 00:01:36.895000,51,3,,,0 days 00:00:34.789000,0 days 00:00:33.810000,0 days 00:00:28.296000,263.0,303.0,167.0,306.0,False,SOFT,22,False,Ferrari,0 days 02:02:21.883000,1,3,2019,16
0 days 02:05:34.971000,LEC,16,0 days 00:01:36.193000,52,3,,,0 days 00:00:34.602000,0 days 00:00:33.324000,0 days 00:00:28.267000,268.0,306.0,167.0,306.0,True,SOFT,23,False,Ferrari,0 days 02:03:58.778000,1,3,2019,16
0 days 02:07:11.918000,LEC,16,0 days 00:01:36.947000,53,3,,,0 days 00:00:34.723000,0 days 00:00:33.601000,0 days 00:00:28.623000,268.0,308.0,155.0,310.0,False,SOFT,24,False,Ferrari,0 days 02:05:34.971000,1,3,2019,16
0 days 00:35:44.074000,VER,33,0 days 00:02:16.368000,1,1,,,,0 days 00:00:57.912000,0 days 00:00:37.984000,234.0,221.0,140.0,257.0,False,SOFT,4,False,Red Bull Racing,0 days 00:33:27.500000,124,8,2019,16
0 days 00:38:24.213000,VER,33,,2,1,,,0 days 00:01:03.855000,0 days 00:00:52.287000,0 days 00:00:43.999000,142.0,208.0,147.0,229.0,False,SOFT,5,False,Red Bull Racing,0 days 00:35:44.074000,4,8,2019,16
0 days 00:41:01.176000,VER,33,,3,1,,,0 days 00:00:57.512000,0 days 00:00:56.246000,0 days 00:00:43.292000,201.0,83.0,165.0,95.0,False,SOFT,6,False,Red Bull Racing,0 days 00:38:24.213000,41,8,2019,16
0 days 00:42:44.875000,VER,33,0 days 00:01:43.699000,4,1,,,0 days 00:00:37.245000,0 days 00:00:35.783000,0 days 00:00:30.671000,251.0,298.0,164.0,284.0,True,SOFT,7,False,Red Bull Racing,0 days 00:41:01.176000,1,8,2019,16
0 days 00:44:27.565000,VER,33,0 days 00:01:42.690000,5,1,,,0 days 00:00:36.402000,0 days 00:00:35.827000,0 days 00:00:30.461000,235.0,296.0,158.0,290.0,True,SOFT,8,False,Red Bull Racing,0 days 00:42:44.875000,1,8,2019,16
0 days 00:46:09.565000,VER,33,0 days 00:01:42,6,1,,,0 days 00:00:36.091000,0 days 00:00:35.370000,0 days 00:00:30.539000,241.0,316.0,165.0,304.0,True,SOFT,9,False,Red Bull Racing,0 days 00:44:27.565000,1,8,2019,16
0 days 00:47:51.790000,VER,33,0 days 00:01:42.225000,7,1,,,0 days 00:00:36.151000,0 days 00:00:35.324000,0 days 00:00:30.750000,234.0,320.0,163.0,305.0,False,SOFT,10,False,Red Bull Racing,0 days 00:46:09.565000,1,8,2019,16
0 days 00:49:33.536000,VER,33,0 days 00:01:41.746000,8,1,,,0 days 00:00:36.157000,0 days 00:00:35.825000,0 days 00:00:29.764000,246.0,287.0,164.0,305.0,True,SOFT,11,False,Red Bull Racing,0 days 00:47:51.790000,1,7,2019,16
0 days 00:51:14.930000,VER,33,0 days 00:01:41.394000,9,1,,,0 days 00:00:36.183000,0 days 00:00:35.016000,0 days 00:00:30.195000,245.0,293.0,162.0,291.0,True,SOFT,12,False,Red Bull Racing,0 days 00:49:33.536000,1,7,2019,16
0 days 00:52:56.109000,VER,33,0 days 00:01:41.179000,10,1,,,0 days 00:00:36.212000,0 days 00:00:35.253000,0 days 00:00:29.714000,250.0,293.0,166.0,296.0,True,SOFT,13,False,Red Bull Racing,0 days 00:51:14.930000,1,7,2019,16
0 days 00:54:37.150000,VER,33,0 days 00:01:41.041000,11,1,,,0 days 00:00:36.138000,0 days 00:00:34.606000,0 days 00:00:30.297000,247.0,315.0,162.0,308.0,True,SOFT,14,False,Red Bull Racing,0 days 00:52:56.109000,1,7,2019,16
0 days 00:56:17.458000,VER,33,0 days 00:01:40.308000,12,1,,,0 days 00:00:35.888000,0 days 00:00:34.834000,0 days 00:00:29.586000,246.0,290.0,167.0,327.0,True,SOFT,15,False,Red Bull Racing,0 days 00:54:37.150000,1,6,2019,16
0 days 00:57:57.483000,VER,33,0 days 00:01:40.025000,13,1,,,0 days 00:00:36.079000,0 days 00:00:34.746000,0 days 00:00:29.200000,240.0,289.0,165.0,294.0,True,SOFT,16,False,Red Bull Racing,0 days 00:56:17.458000,1,6,2019,16
0 days 00:59:37.580000,VER,33,0 days 00:01:40.097000,14,1,,,0 days 00:00:35.981000,0 days 00:00:34.715000,0 days 00:00:29.401000,247.0,289.0,166.0,286.0,False,SOFT,17,False,Red Bull Racing,0 days 00:57:57.483000,1,6,2019,16
0 days 01:01:18.007000,VER,33,0 days 00:01:40.427000,15,1,,,0 days 00:00:36.015000,0 days 00:00:34.897000,0 days 00:00:29.515000,248.0,290.0,165.0,289.0,False,SOFT,18,False,Red Bull Racing,0 days 00:59:37.580000,1,6,2019,16
0 days 01:02:58.521000,VER,33,0 days 00:01:40.514000,16,1,,,0 days 00:00:35.996000,0 days 00:00:34.389000,0 days 00:00:30.129000,254.0,314.0,160.0,294.0,False,SOFT,19,False,Red Bull Racing,0 days 01:01:18.007000,1,6,2019,16
0 days 01:04:37.970000,VER,33,0 days 00:01:39.449000,17,1,,,0 days 00:00:35.862000,0 days 00:00:34.483000,0 days 00:00:29.104000,249.0,288.0,166.0,327.0,True,SOFT,20,False,Red Bull Racing,0 days 01:02:58.521000,1,5,2019,16
0 days 01:06:17.446000,VER,33,0 days 00:01:39.476000,18,1,,,0 days 00:00:36.016000,0 days 00:00:34.527000,0 days 00:00:28.933000,251.0,287.0,166.0,291.0,False,SOFT,21,False,Red Bull Racing,0 days 01:04:37.970000,1,5,2019,16
0 days 01:07:56.920000,VER,33,0 days 00:01:39.474000,19,1,,,0 days 00:00:35.951000,0 days 00:00:34.567000,0 days 00:00:28.956000,247.0,288.0,166.0,291.0,False,SOFT,22,False,Red Bull Racing,0 days 01:06:17.446000,1,5,2019,16
0 days 01:09:36.328000,VER,33,0 days 00:01:39.408000,20,1,,,0 days 00:00:36.024000,0 days 00:00:34.390000,0 days 00:00:28.994000,247.0,289.0,165.0,291.0,True,SOFT,23,False,Red Bull Racing,0 days 01:07:56.920000,1,5,2019,16
0 days 01:11:15.986000,VER,33,0 days 00:01:39.658000,21,1,,,0 days 00:00:36.099000,0 days 00:00:34.431000,0 days 00:00:29.128000,249.0,289.0,165.0,287.0,False,SOFT,24,False,Red Bull Racing,0 days 01:09:36.328000,1,5,2019,16
0 days 01:12:55.501000,VER,33,0 days 00:01:39.515000,22,1,,,0 days 00:00:36.096000,0 days 00:00:34.270000,0 days 00:00:29.149000,247.0,289.0,164.0,291.0,False,SOFT,25,False,Red Bull Racing,0 days 01:11:15.986000,1,5,2019,16
0 days 01:14:35.106000,VER,33,0 days 00:01:39.605000,23,1,,,0 days 00:00:36.061000,0 days 00:00:34.451000,0 days 00:00:29.093000,249.0,290.0,166.0,289.0,False,SOFT,26,False,Red Bull Racing,0 days 01:12:55.501000,1,5,2019,16
0 days 01:16:14.461000,VER,33,0 days 00:01:39.355000,24,1,,,0 days 00:00:35.963000,0 days 00:00:34.403000,0 days 00:00:28.989000,250.0,290.0,165.0,290.0,True,SOFT,27,False,Red Bull Racing,0 days 01:14:35.106000,1,5,2019,16
0 days 01:17:54.192000,VER,33,0 days 00:01:39.731000,25,1,,,0 days 00:00:35.950000,0 days 00:00:34.506000,0 days 00:00:29.275000,253.0,290.0,163.0,291.0,False,SOFT,28,False,Red Bull Racing,0 days 01:16:14.461000,1,5,2019,16
0 days 01:19:33.711000,VER,33,0 days 00:01:39.519000,26,1,,,0 days 00:00:36.016000,0 days 00:00:34.440000,0 days 00:00:29.063000,253.0,288.0,165.0,289.0,False,SOFT,29,False,Red Bull Racing,0 days 01:17:54.192000,1,5,2019,16
0 days 01:21:14.200000,VER,33,0 days 00:01:40.489000,27,1,,,0 days 00:00:35.944000,0 days 00:00:34.421000,0 days 00:00:30.124000,247.0,290.0,163.0,288.0,False,SOFT,30,False,Red Bull Racing,0 days 01:19:33.711000,12,4,2019,16
0 days 01:23:32.648000,VER,33,0 days 00:02:18.448000,28,1,,0 days 01:23:24.709000,0 days 00:00:48.269000,0 days 00:00:49.612000,0 days 00:00:40.567000,146.0,221.0,,132.0,False,SOFT,31,False,Red Bull Racing,0 days 01:21:14.200000,267,4,2019,16
0 days 01:25:57.330000,VER,33,0 days 00:02:24.682000,29,2,0 days 01:23:54.708000,,0 days 00:00:56.687000,0 days 00:00:50.055000,0 days 00:00:37.940000,250.0,203.0,117.0,291.0,False,MEDIUM,1,True,Red Bull Racing,0 days 01:23:32.648000,7124,4,2019,16
0 days 01:28:13.506000,VER,33,0 days 00:02:16.176000,30,2,,,0 days 00:00:49.500000,0 days 00:00:49.181000,0 days 00:00:37.495000,228.0,258.0,158.0,205.0,False,MEDIUM,2,True,Red Bull Racing,0 days 01:25:57.330000,4,4,2019,16
0 days 01:30:23.944000,VER,33,0 days 00:02:10.438000,31,2,,,0 days 00:00:37.552000,0 days 00:00:46.656000,0 days 00:00:46.230000,245.0,128.0,105.0,271.0,False,MEDIUM,3,True,Red Bull Racing,0 days 01:28:13.506000,4,4,2019,16
0 days 01:33:13.272000,VER,33,,32,2,,,0 days 00:01:03.663000,0 days 00:01:00.139000,0 days 00:00:45.541000,121.0,75.0,166.0,193.0,False,MEDIUM,4,True,Red Bull Racing,0 days 01:30:23.944000,41,4,2019,16
0 days 01:34:52.124000,VER,33,0 days 00:01:38.852000,33,2,,,0 days 00:00:35.736000,0 days 00:00:34.377000,0 days 00:00:28.739000,259.0,293.0,168.0,303.0,True,MEDIUM,5,True,Red Bull Racing,0 days 01:33:13.272000,1,4,2019,16
0 days 01:36:30.379000,VER,33,0 days 00:01:38.255000,34,2,,,0 days 00:00:35.651000,0 days 00:00:33.962000,0 days 00:00:28.642000,257.0,296.0,169.0,299.0,True,MEDIUM,6,True,Red Bull Racing,0 days 01:34:52.124000,1,4,2019,16
0 days 01:38:07.978000,VER,33,0 days 00:01:37.599000,35,2,,,0 days 00:00:35.237000,0 days 00:00:33.807000,0 days 00:00:28.555000,259.0,297.0,169.0,302.0,True,MEDIUM,7,True,Red Bull Racing,0 days 01:36:30.379000,1,4,2019,16
0 days 01:39:45.866000,VER,33,0 days 00:01:37.888000,36,2,,,0 days 00:00:35.306000,0 days 00:00:33.922000,0 days 00:00:28.660000,259.0,295.0,169.0,302.0,False,MEDIUM,8,True,Red Bull Racing,0 days 01:38:07.978000,1,4,2019,16
0 days 01:41:23.496000,VER,33,0 days 00:01:37.630000,37,2,,,0 days 00:00:35.216000,0 days 00:00:33.789000,0 days 00:00:28.625000,260.0,294.0,167.0,298.0,False,MEDIUM,9,True,Red Bull Racing,0 days 01:39:45.866000,1,4,2019,16
0 days 01:43:01.069000,VER,33,0 days 00:01:37.573000,38,2,,,0 days 00:00:35.253000,0 days 00:00:33.778000,0 days 00:00:28.542000,260.0,294.0,168.0,300.0,True,MEDIUM,10,True,Red Bull Racing,0 days 01:41:23.496000,1,4,2019,16
0 days 01:44:38.616000,VER,33,0 days 00:01:37.547000,39,2,,,0 days 00:00:35.269000,0 days 00:00:33.708000,0 days 00:00:28.570000,259.0,295.0,170.0,299.0,True,MEDIUM,11,True,Red Bull Racing,0 days 01:43:01.069000,1,4,2019,16
0 days 01:46:16.236000,VER,33,0 days 00:01:37.620000,40,2,,,0 days 00:00:35.221000,0 days 00:00:33.916000,0 days 00:00:28.483000,257.0,291.0,170.0,301.0,False,MEDIUM,12,True,Red Bull Racing,0 days 01:44:38.616000,1,4,2019,16
0 days 01:47:53.717000,VER,33,0 days 00:01:37.481000,41,2,,,0 days 00:00:35.155000,0 days 00:00:33.892000,0 days 00:00:28.434000,260.0,294.0,169.0,300.0,True,MEDIUM,13,True,Red Bull Racing,0 days 01:46:16.236000,1,4,2019,16
0 days 01:49:31.038000,VER,33,0 days 00:01:37.321000,42,2,,,0 days 00:00:35.137000,0 days 00:00:33.763000,0 days 00:00:28.421000,259.0,295.0,169.0,300.0,True,MEDIUM,14,True,Red Bull Racing,0 days 01:47:53.717000,1,4,2019,16
0 days 01:51:08.430000,VER,33,0 days 00:01:37.392000,43,2,,,0 days 00:00:35.284000,0 days 00:00:33.774000,0 days 00:00:28.334000,260.0,291.0,170.0,297.0,False,MEDIUM,15,True,Red Bull Racing,0 days 01:49:31.038000,1,4,2019,16
0 days 01:52:45.602000,VER,33,0 days 00:01:37.172000,44,2,,,0 days 00:00:35.229000,0 days 00:00:33.735000,0 days 00:00:28.208000,260.0,292.0,169.0,297.0,True,MEDIUM,16,True,Red Bull Racing,0 days 01:51:08.430000,1,4,2019,16
0 days 01:54:22.918000,VER,33,0 days 00:01:37.316000,45,2,,,0 days 00:00:35.256000,0 days 00:00:33.770000,0 days 00:00:28.290000,258.0,292.0,171.0,297.0,False,MEDIUM,17,True,Red Bull Racing,0 days 01:52:45.602000,1,4,2019,16
0 days 01:55:59.909000,VER,33,0 days 00:01:36.991000,46,2,,,0 days 00:00:35.089000,0 days 00:00:33.630000,0 days 00:00:28.272000,259.0,291.0,170.0,297.0,True,MEDIUM,18,True,Red Bull Racing,0 days 01:54:22.918000,1,4,2019,16
0 days 01:57:36.846000,VER,33,0 days 00:01:36.937000,47,2,,,0 days 00:00:35.101000,0 days 00:00:33.628000,0 days 00:00:28.208000,259.0,293.0,170.0,298.0,True,MEDIUM,19,True,Red Bull Racing,0 days 01:55:59.909000,1,4,2019,16
0 days 01:59:13.996000,VER,33,0 days 00:01:37.150000,48,2,,,0 days 00:00:35.186000,0 days 00:00:33.657000,0 days 00:00:28.307000,260.0,292.0,170.0,295.0,False,MEDIUM,20,True,Red Bull Racing,0 days 01:57:36.846000,1,4,2019,16
0 days 02:00:51.136000,VER,33,0 days 00:01:37.140000,49,2,,,0 days 00:00:35.196000,0 days 00:00:33.632000,0 days 00:00:28.312000,259.0,291.0,169.0,296.0,False,MEDIUM,21,True,Red Bull Racing,0 days 01:59:13.996000,1,4,2019,16
0 days 02:02:28.196000,VER,33,0 days 00:01:37.060000,50,2,,,0 days 00:00:35.226000,0 days 00:00:33.706000,0 days 00:00:28.128000,259.0,291.0,169.0,296.0,False,MEDIUM,22,True,Red Bull Racing,0 days 02:00:51.136000,1,4,2019,16
0 days 02:04:05.503000,VER,33,0 days 00:01:37.307000,51,2,,,0 days 00:00:35.232000,0 days 00:00:33.690000,0 days 00:00:28.385000,260.0,290.0,171.0,295.0,False,MEDIUM,23,True,Red Bull Racing,0 days 02:02:28.196000,1,4,2019,16
0 days 02:05:43.102000,VER,33,0 days 00:01:37.599000,52,2,,,0 days 00:00:35.448000,0 days 00:00:33.785000,0 days 00:00:28.366000,255.0,291.0,170.0,293.0,False,MEDIUM,24,True,Red Bull Racing,0 days 02:04:05.503000,1,4,2019,16
