Time,Driver,DriverNumber,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Season,Round,EventName
0 days 02:20:30.886000,TSU,22,52.0,3.0,,0 days 02:20:28.146000,SOFT,23.0,False,AlphaTauri,1,9.0,2022,6,Spanish Grand Prix
0 days 02:22:16.352000,TSU,22,53.0,4.0,0 days 02:20:50.483000,,SOFT,4.0,False,AlphaTauri,1,11.0,2022,6,Spanish Grand Prix
0 days 01:34:09.752000,VET,5,21.0,1.0,,0 days 01:34:07.096000,SOFT,24.0,False,Aston Martin,1,10.0,2022,6,Spanish Grand Prix
0 days 01:35:57.384000,VET,5,22.0,2.0,0 days 01:34:29.565000,,SOFT,4.0,False,Aston Martin,1,17.0,2022,6,Spanish Grand Prix
0 days 02:05:45.177000,VET,5,42.0,2.0,,0 days 02:05:42.480000,SOFT,24.0,False,Aston Martin,1,11.0,2022,6,Spanish Grand Prix
0 days 02:07:32.429000,VET,5,43.0,3.0,0 days 02:06:04.955000,,MEDIUM,2.0,False,Aston Martin,1,14.0,2022,6,Spanish Grand Prix
0 days 01:18:57.619000,RIC,3,11.0,1.0,,0 days 01:18:54.906000,SOFT,14.0,False,McLaren,1,10.0,2022,6,Spanish Grand Prix
0 days 01:20:45.432000,RIC,3,12.0,2.0,0 days 01:19:17.024000,,SOFT,4.0,False,McLaren,1,15.0,2022,6,Spanish Grand Prix
0 days 01:49:21.493000,RIC,3,31.0,2.0,,0 days 01:49:18.815000,SOFT,23.0,False,McLaren,1,11.0,2022,6,Spanish Grand Prix
0 days 01:51:08.857000,RIC,3,32.0,3.0,0 days 01:49:41.205000,,MEDIUM,1.0,True,McLaren,1,13.0,2022,6,Spanish Grand Prix
0 days 02:14:53.814000,RIC,3,48.0,3.0,,0 days 02:14:51.101000,MEDIUM,17.0,True,McLaren,1,13.0,2022,6,Spanish Grand Prix
0 days 02:16:40.972000,RIC,3,49.0,4.0,0 days 02:15:13.235000,,SOFT,4.0,False,McLaren,1,13.0,2022,6,Spanish Grand Prix
0 days 01:17:30.319000,GAS,10,10.0,1.0,,0 days 01:17:27.680000,SOFT,10.0,True,AlphaTauri,1,14.0,2022,6,Spanish Grand Prix
0 days 01:19:17.209000,GAS,10,11.0,2.0,0 days 01:17:49.566000,,MEDIUM,1.0,True,AlphaTauri,1,17.0,2022,6,Spanish Grand Prix
0 days 01:46:26.965000,GAS,10,29.0,2.0,,0 days 01:46:24.252000,MEDIUM,19.0,True,AlphaTauri,1,14.0,2022,6,Spanish Grand Prix
0 days 01:48:19.110000,GAS,10,30.0,3.0,0 days 01:46:52.176000,,SOFT,4.0,False,AlphaTauri,1,14.0,2022,6,Spanish Grand Prix
0 days 02:12:03.714000,GAS,10,46.0,3.0,,0 days 02:12:00.983000,SOFT,20.0,False,AlphaTauri,1,14.0,2022,6,Spanish Grand Prix
0 days 02:13:49.996000,GAS,10,47.0,4.0,0 days 02:12:22.899000,,SOFT,4.0,False,AlphaTauri,1,14.0,2022,6,Spanish Grand Prix
0 days 01:20:26.340000,MSC,47,12.0,1.0,,0 days 01:20:23.599000,SOFT,14.0,False,Haas F1 Team,1,8.0,2022,6,Spanish Grand Prix
0 days 01:22:15.402000,MSC,47,13.0,2.0,0 days 01:20:47.171000,,SOFT,4.0,False,Haas F1 Team,1,14.0,2022,6,Spanish Grand Prix
0 days 01:47:48.979000,MSC,47,30.0,2.0,,0 days 01:47:46.261000,SOFT,21.0,False,Haas F1 Team,1,11.0,2022,6,Spanish Grand Prix
0 days 01:49:35.891000,MSC,47,31.0,3.0,0 days 01:48:09.360000,,MEDIUM,1.0,True,Haas F1 Team,1,13.0,2022,6,Spanish Grand Prix
0 days 01:23:37.233000,STR,18,14.0,1.0,,0 days 01:23:34.514000,SOFT,17.0,False,Aston Martin,1,9.0,2022,6,Spanish Grand Prix
0 days 01:25:26.305000,STR,18,15.0,2.0,0 days 01:23:57.372000,,SOFT,4.0,False,Aston Martin,1,18.0,2022,6,Spanish Grand Prix
0 days 01:43:36.389000,STR,18,27.0,2.0,,0 days 01:43:33.664000,SOFT,16.0,False,Aston Martin,1,17.0,2022,6,Spanish Grand Prix
0 days 01:45:26.790000,STR,18,28.0,3.0,0 days 01:43:57.062000,,MEDIUM,2.0,False,Aston Martin,1,17.0,2022,6,Spanish Grand Prix
0 days 02:12:21.727000,STR,18,46.0,3.0,,0 days 02:12:19.019000,MEDIUM,20.0,False,Aston Martin,1,15.0,2022,6,Spanish Grand Prix
0 days 02:14:09.367000,STR,18,47.0,4.0,0 days 02:12:42.818000,,SOFT,1.0,False,Aston Martin,1,17.0,2022,6,Spanish Grand Prix
0 days 01:20:41.239000,LAT,6,12.0,1.0,,0 days 01:20:38.530000,SOFT,12.0,True,Williams,1,12.0,2022,6,Spanish Grand Prix
0 days 01:22:30.364000,LAT,6,13.0,2.0,0 days 01:21:01.800000,,MEDIUM,1.0,True,Williams,1,19.0,2022,6,Spanish Grand Prix
0 days 01:42:12.979000,LAT,6,26.0,2.0,,0 days 01:42:10.287000,MEDIUM,14.0,True,Williams,1,18.0,2022,6,Spanish Grand Prix
0 days 01:44:01.099000,LAT,6,27.0,3.0,0 days 01:42:32.589000,,SOFT,1.0,True,Williams,1,19.0,2022,6,Spanish Grand Prix
0 days 02:18:33.111000,LAT,6,50.0,3.0,,0 days 02:18:30.410000,SOFT,24.0,True,Williams,1,15.0,2022,6,Spanish Grand Prix
0 days 02:20:21.870000,LAT,6,51.0,4.0,0 days 02:18:53.167000,,SOFT,4.0,False,Williams,1,17.0,2022,6,Spanish Grand Prix
0 days 01:04:29.032000,MAG,20,1.0,1.0,,0 days 01:04:26.287000,SOFT,3.0,False,Haas F1 Team,12,20.0,2022,6,Spanish Grand Prix
0 days 01:06:22.865000,MAG,20,2.0,2.0,0 days 01:04:55.906000,,MEDIUM,1.0,True,Haas F1 Team,1,20.0,2022,6,Spanish Grand Prix
0 days 01:47:02.578000,MAG,20,29.0,2.0,,0 days 01:46:59.867000,MEDIUM,28.0,True,Haas F1 Team,1,17.0,2022,6,Spanish Grand Prix
0 days 01:48:52.835000,MAG,20,30.0,3.0,0 days 01:47:23.706000,,HARD,1.0,True,Haas F1 Team,1,18.0,2022,6,Spanish Grand Prix
0 days 01:19:08.385000,ALB,23,11.0,1.0,,0 days 01:19:05.671000,SOFT,11.0,True,Williams,1,14.0,2022,6,Spanish Grand Prix
0 days 01:20:56.831000,ALB,23,12.0,2.0,0 days 01:19:29.077000,,MEDIUM,1.0,True,Williams,1,19.0,2022,6,Spanish Grand Prix
0 days 01:40:45.729000,ALB,23,25.0,2.0,,0 days 01:40:43.056000,MEDIUM,14.0,True,Williams,1,19.0,2022,6,Spanish Grand Prix
0 days 01:42:34.022000,ALB,23,26.0,3.0,0 days 01:41:05.711000,,SOFT,1.0,True,Williams,1,20.0,2022,6,Spanish Grand Prix
0 days 02:11:19.761000,ALB,23,45.0,3.0,,0 days 02:11:17.107000,SOFT,20.0,True,Williams,1,18.0,2022,6,Spanish Grand Prix
0 days 02:13:09.508000,ALB,23,46.0,4.0,0 days 02:11:40.358000,,MEDIUM,1.0,True,Williams,1,18.0,2022,6,Spanish Grand Prix
0 days 02:25:10.706000,ALB,23,54.0,4.0,,0 days 02:25:08.011000,MEDIUM,9.0,True,Williams,1,18.0,2022,6,Spanish Grand Prix
0 days 02:27:00.467000,ALB,23,55.0,5.0,0 days 02:25:31.453000,,SOFT,4.0,False,Williams,1,18.0,2022,6,Spanish Grand Prix
0 days 01:17:32.729000,ZHO,24,10.0,1.0,,0 days 01:17:30.004000,SOFT,10.0,True,Alfa Romeo,1,16.0,2022,6,Spanish Grand Prix
0 days 01:19:20.176000,ZHO,24,11.0,2.0,0 days 01:17:53.146000,,MEDIUM,1.0,True,Alfa Romeo,1,18.0,2022,6,Spanish Grand Prix
0 days 01:45:08.715000,ZHO,24,28.0,2.0,,0 days 01:45:05.988000,MEDIUM,18.0,True,Alfa Romeo,1,15.0,2022,6,Spanish Grand Prix
0 days 01:33:11.320000,LEC,16,21.0,1.0,,0 days 01:33:08.653000,SOFT,21.0,True,Ferrari,1,1.0,2022,6,Spanish Grand Prix
0 days 01:34:57.007000,LEC,16,22.0,2.0,0 days 01:33:30.392000,,MEDIUM,1.0,True,Ferrari,1,1.0,2022,6,Spanish Grand Prix
0 days 01:42:34.802000,LEC,16,27.0,2.0,,0 days 01:42:32.020000,MEDIUM,6.0,True,Ferrari,1,4.0,2022,6,Spanish Grand Prix
0 days 02:06:36.960000,VER,1,1.0,1.0,0 days 02:04:19.299000,,WET,1.0,True,Red Bull Racing,12,4.0,2022,7,Monaco Grand Prix
0 days 02:35:00.023000,VER,1,18.0,1.0,,0 days 02:34:33.977000,WET,18.0,True,Red Bull Racing,12,4.0,2022,7,Monaco Grand Prix
0 days 02:36:28.690000,VER,1,19.0,2.0,0 days 02:35:00.749000,,INTERMEDIATE,,False,Red Bull Racing,1,4.0,2022,7,Monaco Grand Prix
0 days 02:41:05.442000,VER,1,22.0,2.0,,0 days 02:40:39.261000,INTERMEDIATE,,False,Red Bull Racing,1,3.0,2022,7,Monaco Grand Prix
0 days 02:42:36.726000,VER,1,23.0,3.0,0 days 02:41:06.156000,,HARD,1.0,True,Red Bull Racing,1,3.0,2022,7,Monaco Grand Prix
0 days 03:14:19.146000,VER,1,30.0,3.0,,0 days 02:54:44.142000,HARD,8.0,True,Red Bull Racing,451,3.0,2022,7,Monaco Grand Prix
0 days 03:16:53.648000,VER,1,31.0,4.0,0 days 03:14:19.704000,,MEDIUM,1.0,True,Red Bull Racing,1,3.0,2022,7,Monaco Grand Prix
0 days 02:07:03.058000,GAS,10,1.0,1.0,0 days 02:05:07.203000,,INTERMEDIATE,1.0,True,AlphaTauri,12,17.0,2022,7,Monaco Grand Prix
0 days 02:09:37.932000,GAS,10,2.0,1.0,,0 days 02:09:03.411000,INTERMEDIATE,2.0,True,AlphaTauri,14,18.0,2022,7,Monaco Grand Prix
0 days 02:11:21.926000,GAS,10,3.0,2.0,0 days 02:09:38.569000,,INTERMEDIATE,1.0,True,AlphaTauri,1,18.0,2022,7,Monaco Grand Prix
0 days 02:42:10.556000,GAS,10,22.0,2.0,,0 days 02:41:42.519000,INTERMEDIATE,20.0,True,AlphaTauri,1,13.0,2022,7,Monaco Grand Prix
0 days 02:43:42.871000,GAS,10,23.0,3.0,0 days 02:42:11.221000,,HARD,,False,AlphaTauri,1,13.0,2022,7,Monaco Grand Prix
0 days 03:15:00.315000,GAS,10,30.0,3.0,,0 days 02:55:31.802000,HARD,,False,AlphaTauri,451,12.0,2022,7,Monaco Grand Prix
0 days 03:17:13.678000,GAS,10,31.0,4.0,0 days 03:15:00.942000,,HARD,9.0,False,AlphaTauri,1,12.0,2022,7,Monaco Grand Prix
0 days 02:06:35.759000,PER,11,1.0,1.0,0 days 02:04:16.197000,,WET,1.0,True,Red Bull Racing,12,3.0,2022,7,Monaco Grand Prix
0 days 02:31:53.359000,PER,11,16.0,1.0,,0 days 02:31:29.730000,WET,16.0,True,Red Bull Racing,1,5.0,2022,7,Monaco Grand Prix
0 days 02:33:25.500000,PER,11,17.0,2.0,0 days 02:31:54.001000,,INTERMEDIATE,,False,Red Bull Racing,12,4.0,2022,7,Monaco Grand Prix
0 days 02:40:59.284000,PER,11,22.0,2.0,,0 days 02:40:35.537000,INTERMEDIATE,,False,Red Bull Racing,1,1.0,2022,7,Monaco Grand Prix
0 days 02:42:33.433000,PER,11,23.0,3.0,0 days 02:41:00.089000,,HARD,1.0,True,Red Bull Racing,1,1.0,2022,7,Monaco Grand Prix
0 days 03:14:12.964000,PER,11,30.0,3.0,,0 days 02:54:41.500000,HARD,8.0,True,Red Bull Racing,451,1.0,2022,7,Monaco Grand Prix
0 days 03:16:51.232000,PER,11,31.0,4.0,0 days 03:14:13.572000,,MEDIUM,1.0,True,Red Bull Racing,1,1.0,2022,7,Monaco Grand Prix
0 days 02:06:44.882000,ALO,14,1.0,1.0,0 days 02:04:33.030000,,WET,1.0,True,Alpine,12,7.0,2022,7,Monaco Grand Prix
0 days 02:39:57.810000,ALO,14,21.0,1.0,,0 days 02:39:34.056000,WET,21.0,True,Alpine,1,7.0,2022,7,Monaco Grand Prix
0 days 02:41:31.272000,ALO,14,22.0,2.0,0 days 02:39:58.557000,,HARD,,False,Alpine,1,7.0,2022,7,Monaco Grand Prix
0 days 03:14:42.954000,ALO,14,30.0,2.0,,0 days 02:55:01.575000,HARD,,False,Alpine,451,7.0,2022,7,Monaco Grand Prix
0 days 03:17:03.804000,ALO,14,31.0,3.0,0 days 03:14:43.680000,,MEDIUM,1.0,True,Alpine,1,7.0,2022,7,Monaco Grand Prix
0 days 02:06:32.391000,LEC,16,1.0,1.0,0 days 02:04:10.602000,,WET,1.0,True,Ferrari,12,1.0,2022,7,Monaco Grand Prix
0 days 02:34:51.640000,LEC,16,18.0,1.0,,0 days 02:34:26.704000,WET,18.0,True,Ferrari,12,3.0,2022,7,Monaco Grand Prix
0 days 02:36:21.789000,LEC,16,19.0,2.0,0 days 02:34:52.380000,,INTERMEDIATE,,False,Ferrari,1,3.0,2022,7,Monaco Grand Prix
0 days 02:39:36.505000,LEC,16,21.0,2.0,,0 days 02:39:09.221000,INTERMEDIATE,,False,Ferrari,12,4.0,2022,7,Monaco Grand Prix
0 days 02:41:09.094000,LEC,16,22.0,3.0,0 days 02:39:37.266000,,HARD,1.0,True,Ferrari,1,4.0,2022,7,Monaco Grand Prix
0 days 03:14:24.405000,LEC,16,30.0,3.0,,0 days 02:54:48.137000,HARD,9.0,True,Ferrari,451,4.0,2022,7,Monaco Grand Prix
0 days 03:16:56.721000,LEC,16,31.0,4.0,0 days 03:14:24.986000,,HARD,10.0,False,Ferrari,1,4.0,2022,7,Monaco Grand Prix
0 days 02:07:25.585000,STR,18,1.0,1.0,0 days 02:05:09.278000,0 days 02:06:59.591000,WET,1.0,True,Aston Martin,124,19.0,2022,7,Monaco Grand Prix
0 days 02:09:42.219000,STR,18,2.0,2.0,0 days 02:07:26.308000,0 days 02:09:10.276000,WET,2.0,False,Aston Martin,41,19.0,2022,7,Monaco Grand Prix
0 days 02:11:30.398000,STR,18,3.0,3.0,0 days 02:09:43.006000,,INTERMEDIATE,1.0,True,Aston Martin,1,19.0,2022,7,Monaco Grand Prix
0 days 02:45:10.389000,STR,18,24.0,3.0,,0 days 02:44:45.482000,INTERMEDIATE,22.0,True,Aston Martin,1,14.0,2022,7,Monaco Grand Prix
0 days 02:46:46.828000,STR,18,25.0,4.0,0 days 02:45:11.121000,,HARD,2.0,False,Aston Martin,126,14.0,2022,7,Monaco Grand Prix
0 days 03:14:20.817000,STR,18,29.0,4.0,,0 days 02:54:46.485000,HARD,6.0,False,Aston Martin,451,14.0,2022,7,Monaco Grand Prix
0 days 03:16:04.650000,STR,18,30.0,5.0,0 days 03:14:21.506000,,None,7.0,False,Aston Martin,1,14.0,2022,7,Monaco Grand Prix
0 days 02:06:56.001000,MAG,20,1.0,1.0,0 days 02:04:50.335000,,WET,1.0,True,Haas F1 Team,12,13.0,2022,7,Monaco Grand Prix
0 days 02:38:41.004000,MAG,20,20.0,1.0,,0 days 02:38:41.046000,WET,20.0,True,Haas F1 Team,12,10.0,2022,7,Monaco Grand Prix
0 days 02:06:52.307000,TSU,22,1.0,1.0,0 days 02:04:46.590000,,WET,1.0,True,AlphaTauri,12,11.0,2022,7,Monaco Grand Prix
0 days 02:16:25.454000,TSU,22,6.0,1.0,,0 days 02:16:01.347000,WET,6.0,True,AlphaTauri,12,17.0,2022,7,Monaco Grand Prix
0 days 02:18:09.226000,TSU,22,7.0,2.0,0 days 02:16:26.123000,,INTERMEDIATE,1.0,True,AlphaTauri,1,18.0,2022,7,Monaco Grand Prix
0 days 02:40:55.692000,TSU,22,21.0,2.0,,0 days 02:40:30.407000,INTERMEDIATE,15.0,True,AlphaTauri,1,15.0,2022,7,Monaco Grand Prix
0 days 02:42:29.440000,TSU,22,22.0,3.0,0 days 02:40:56.359000,,HARD,,False,AlphaTauri,1,15.0,2022,7,Monaco Grand Prix
0 days 03:14:25.208000,TSU,22,29.0,3.0,,0 days 02:54:51.718000,HARD,,False,AlphaTauri,451,15.0,2022,7,Monaco Grand Prix
0 days 03:16:06.487000,TSU,22,30.0,4.0,0 days 03:14:25.866000,,MEDIUM,1.0,True,AlphaTauri,1,15.0,2022,7,Monaco Grand Prix
0 days 03:51:48.359000,TSU,22,56.0,4.0,,0 days 03:51:23.871000,MEDIUM,27.0,True,AlphaTauri,12,17.0,2022,7,Monaco Grand Prix
0 days 03:53:13.355000,TSU,22,57.0,5.0,0 days 03:51:48.960000,,SOFT,1.0,True,AlphaTauri,1,17.0,2022,7,Monaco Grand Prix
0 days 02:07:01.524000,ALB,23,1.0,1.0,0 days 02:05:02.991000,,WET,1.0,True,Williams,12,16.0,2022,7,Monaco Grand Prix
0 days 02:36:16.153000,ALB,23,18.0,1.0,,0 days 02:35:49.908000,WET,18.0,True,Williams,1,19.0,2022,7,Monaco Grand Prix
0 days 02:37:49.620000,ALB,23,19.0,2.0,0 days 02:36:16.856000,,HARD,,False,Williams,1,18.0,2022,7,Monaco Grand Prix
0 days 02:43:07.954000,ALB,23,22.0,2.0,,0 days 02:42:37.406000,HARD,,False,Williams,1,19.0,2022,7,Monaco Grand Prix
0 days 02:44:41.765000,ALB,23,23.0,3.0,0 days 02:43:08.722000,,MEDIUM,1.0,True,Williams,1,19.0,2022,7,Monaco Grand Prix
0 days 03:14:50.225000,ALB,23,29.0,3.0,,0 days 02:55:05.506000,MEDIUM,7.0,True,Williams,451,18.0,2022,7,Monaco Grand Prix
0 days 03:16:43.789000,ALB,23,30.0,4.0,0 days 03:14:50.891000,,MEDIUM,8.0,False,Williams,1,18.0,2022,7,Monaco Grand Prix
0 days 03:42:20.620000,ALB,23,49.0,4.0,,0 days 03:42:20.643000,MEDIUM,27.0,False,Williams,1,18.0,2022,7,Monaco Grand Prix
0 days 02:07:13.238000,ZHO,24,1.0,1.0,0 days 02:05:13.517000,,WET,1.0,True,Alfa Romeo,12,18.0,2022,7,Monaco Grand Prix
0 days 02:37:48.458000,ZHO,24,19.0,1.0,,0 days 02:37:23.605000,WET,19.0,True,Alfa Romeo,1,17.0,2022,7,Monaco Grand Prix
0 days 02:39:27.909000,ZHO,24,20.0,2.0,0 days 02:37:49.205000,,HARD,,False,Alfa Romeo,12,17.0,2022,7,Monaco Grand Prix
0 days 03:14:26.542000,ZHO,24,29.0,2.0,,0 days 02:54:53.002000,HARD,,False,Alfa Romeo,451,16.0,2022,7,Monaco Grand Prix
0 days 03:16:12.086000,ZHO,24,30.0,3.0,0 days 03:14:27.279000,,MEDIUM,1.0,True,Alfa Romeo,1,16.0,2022,7,Monaco Grand Prix
0 days 02:06:58.256000,RIC,3,1.0,1.0,0 days 02:04:54.667000,,WET,1.0,True,McLaren,12,14.0,2022,7,Monaco Grand Prix
0 days 02:37:47.818000,RIC,3,19.0,1.0,,0 days 02:37:22.500000,WET,19.0,True,McLaren,1,16.0,2022,7,Monaco Grand Prix
0 days 02:39:26.858000,RIC,3,20.0,2.0,0 days 02:37:48.550000,,HARD,,False,McLaren,12,16.0,2022,7,Monaco Grand Prix
0 days 03:15:02.180000,RIC,3,30.0,2.0,,0 days 02:55:34.190000,HARD,,False,McLaren,451,13.0,2022,7,Monaco Grand Prix
0 days 03:17:15.048000,RIC,3,31.0,3.0,0 days 03:15:02.925000,,HARD,12.0,False,McLaren,1,13.0,2022,7,Monaco Grand Prix
0 days 02:06:50.449000,OCO,31,1.0,1.0,0 days 02:04:43.385000,,WET,1.0,True,Alpine,12,10.0,2022,7,Monaco Grand Prix
0 days 02:40:14.735000,OCO,31,21.0,1.0,,0 days 02:39:50.635000,WET,21.0,True,Alpine,1,9.0,2022,7,Monaco Grand Prix
0 days 02:41:52.110000,OCO,31,22.0,2.0,0 days 02:40:15.471000,,HARD,,False,Alpine,1,10.0,2022,7,Monaco Grand Prix
0 days 03:14:52.582000,OCO,31,30.0,2.0,,0 days 02:55:06.751000,HARD,,False,Alpine,451,9.0,2022,7,Monaco Grand Prix
0 days 03:17:08.074000,OCO,31,31.0,3.0,0 days 03:14:53.279000,,MEDIUM,1.0,True,Alpine,1,9.0,2022,7,Monaco Grand Prix
0 days 02:06:39.696000,NOR,4,1.0,1.0,0 days 02:04:23.693000,,WET,1.0,True,McLaren,12,5.0,2022,7,Monaco Grand Prix
0 days 02:33:41.712000,NOR,4,17.0,1.0,,0 days 02:33:17.847000,WET,17.0,True,McLaren,12,7.0,2022,7,Monaco Grand Prix
0 days 02:35:12.917000,NOR,4,18.0,2.0,0 days 02:33:42.394000,,INTERMEDIATE,,False,McLaren,1,7.0,2022,7,Monaco Grand Prix
0 days 02:41:23.286000,NOR,4,22.0,2.0,,0 days 02:40:59.274000,INTERMEDIATE,,False,McLaren,1,5.0,2022,7,Monaco Grand Prix
0 days 02:42:52.548000,NOR,4,23.0,3.0,0 days 02:41:23.981000,,HARD,1.0,True,McLaren,1,6.0,2022,7,Monaco Grand Prix
0 days 03:14:39.044000,NOR,4,30.0,3.0,,0 days 02:54:56.777000,HARD,8.0,True,McLaren,451,6.0,2022,7,Monaco Grand Prix
0 days 03:17:01.646000,NOR,4,31.0,4.0,0 days 03:14:39.788000,,HARD,9.0,False,McLaren,1,6.0,2022,7,Monaco Grand Prix
0 days 03:44:08.010000,NOR,4,51.0,4.0,,0 days 03:43:44.140000,HARD,29.0,False,McLaren,1,6.0,2022,7,Monaco Grand Prix
0 days 03:45:31.566000,NOR,4,52.0,5.0,0 days 03:44:08.720000,,MEDIUM,1.0,True,McLaren,1,6.0,2022,7,Monaco Grand Prix
0 days 02:06:46.273000,HAM,44,1.0,1.0,0 days 02:04:38.157000,,WET,1.0,False,Mercedes,12,8.0,2022,7,Monaco Grand Prix
0 days 02:30:46.575000,HAM,44,15.0,1.0,,0 days 02:30:22.523000,WET,15.0,False,Mercedes,1,9.0,2022,7,Monaco Grand Prix
0 days 02:32:18.727000,HAM,44,16.0,2.0,0 days 02:30:47.214000,,INTERMEDIATE,,True,Mercedes,1,9.0,2022,7,Monaco Grand Prix
0 days 02:41:43.726000,HAM,44,22.0,2.0,,0 days 02:41:19.985000,INTERMEDIATE,,True,Mercedes,1,8.0,2022,7,Monaco Grand Prix
0 days 02:43:13.452000,HAM,44,23.0,3.0,0 days 02:41:44.382000,,HARD,1.0,True,Mercedes,1,8.0,2022,7,Monaco Grand Prix
0 days 03:14:48.811000,HAM,44,30.0,3.0,,0 days 02:55:03.189000,HARD,8.0,True,Mercedes,451,8.0,2022,7,Monaco Grand Prix
0 days 03:17:06.955000,HAM,44,31.0,4.0,0 days 03:14:49.394000,,MEDIUM,1.0,True,Mercedes,1,8.0,2022,7,Monaco Grand Prix
0 days 02:06:59.318000,MSC,47,1.0,1.0,0 days 02:04:56.217000,,WET,1.0,True,Haas F1 Team,12,15.0,2022,7,Monaco Grand Prix
0 days 02:13:03.400000,MSC,47,4.0,1.0,,0 days 02:12:36.741000,WET,4.0,True,Haas F1 Team,1,17.0,2022,7,Monaco Grand Prix
0 days 02:14:46.739000,MSC,47,5.0,2.0,0 days 02:13:04.162000,,INTERMEDIATE,1.0,True,Haas F1 Team,12,18.0,2022,7,Monaco Grand Prix
0 days 02:34:52.456000,MSC,47,17.0,2.0,,0 days 02:34:16.357000,INTERMEDIATE,13.0,True,Haas F1 Team,12,20.0,2022,7,Monaco Grand Prix
0 days 02:36:30.480000,MSC,47,18.0,3.0,0 days 02:34:53.197000,,HARD,,False,Haas F1 Team,1,20.0,2022,7,Monaco Grand Prix
0 days 02:06:48.136000,VET,5,1.0,1.0,0 days 02:04:40.502000,,WET,1.0,True,Aston Martin,12,9.0,2022,7,Monaco Grand Prix
0 days 02:16:22.931000,VET,5,6.0,1.0,,0 days 02:15:58.727000,WET,6.0,True,Aston Martin,12,16.0,2022,7,Monaco Grand Prix
0 days 02:18:06.281000,VET,5,7.0,2.0,0 days 02:16:23.672000,,INTERMEDIATE,1.0,True,Aston Martin,1,16.0,2022,7,Monaco Grand Prix
0 days 02:43:34.248000,VET,5,23.0,2.0,,0 days 02:43:09.861000,INTERMEDIATE,17.0,True,Aston Martin,1,12.0,2022,7,Monaco Grand Prix
0 days 02:45:05.320000,VET,5,24.0,3.0,0 days 02:43:34.975000,,HARD,2.0,False,Aston Martin,1,11.0,2022,7,Monaco Grand Prix
0 days 03:14:57.518000,VET,5,30.0,3.0,,0 days 02:55:28.732000,HARD,8.0,False,Aston Martin,451,11.0,2022,7,Monaco Grand Prix
0 days 03:17:11.660000,VET,5,31.0,4.0,0 days 03:14:58.240000,,HARD,9.0,False,Aston Martin,1,11.0,2022,7,Monaco Grand Prix
0 days 02:06:34,SAI,55,1.0,1.0,0 days 02:04:13.515000,,WET,1.0,True,Ferrari,12,2.0,2022,7,Monaco Grand Prix
0 days 02:39:30.039000,SAI,55,21.0,1.0,,0 days 02:39:06.161000,WET,21.0,True,Ferrari,12,3.0,2022,7,Monaco Grand Prix
0 days 02:41:04.112000,SAI,55,22.0,2.0,0 days 02:39:30.765000,,HARD,,False,Ferrari,1,2.0,2022,7,Monaco Grand Prix
0 days 03:14:16.690000,SAI,55,30.0,2.0,,0 days 02:54:42.727000,HARD,,False,Ferrari,451,2.0,2022,7,Monaco Grand Prix
0 days 03:16:52.541000,SAI,55,31.0,3.0,0 days 03:14:17.524000,,HARD,10.0,False,Ferrari,1,2.0,2022,7,Monaco Grand Prix
0 days 02:07:46.739000,LAT,6,1.0,1.0,0 days 02:05:11.753000,0 days 02:07:10.940000,WET,1.0,True,Williams,124,20.0,2022,7,Monaco Grand Prix
0 days 02:09:56.157000,LAT,6,2.0,2.0,0 days 02:07:47.462000,0 days 02:09:20.790000,INTERMEDIATE,1.0,True,Williams,41,20.0,2022,7,Monaco Grand Prix
0 days 02:11:41.291000,LAT,6,3.0,3.0,0 days 02:09:56.917000,,HARD,1.0,True,Williams,1,20.0,2022,7,Monaco Grand Prix
0 days 02:37:52.600000,LAT,6,19.0,3.0,,0 days 02:37:26.686000,HARD,17.0,True,Williams,1,19.0,2022,7,Monaco Grand Prix
0 days 02:39:32.700000,LAT,6,20.0,3.0,0 days 02:37:53.316000,,HARD,18.0,True,Williams,12,20.0,2022,7,Monaco Grand Prix
0 days 03:14:40.108000,LAT,6,29.0,4.0,,0 days 02:54:59.229000,MEDIUM,,False,Williams,451,17.0,2022,7,Monaco Grand Prix
0 days 03:16:23.108000,LAT,6,30.0,4.0,0 days 03:14:40.810000,,MEDIUM,,False,Williams,1,17.0,2022,7,Monaco Grand Prix
0 days 02:06:41.527000,RUS,63,1.0,1.0,0 days 02:04:29.643000,,WET,1.0,False,Mercedes,12,6.0,2022,7,Monaco Grand Prix
0 days 02:39:54.584000,RUS,63,21.0,1.0,,0 days 02:39:30.008000,WET,21.0,False,Mercedes,1,6.0,2022,7,Monaco Grand Prix
0 days 02:41:26.504000,RUS,63,22.0,2.0,0 days 02:39:55.311000,,HARD,,True,Mercedes,1,6.0,2022,7,Monaco Grand Prix
0 days 03:14:32.060000,RUS,63,30.0,2.0,,0 days 02:54:55.256000,HARD,,True,Mercedes,451,5.0,2022,7,Monaco Grand Prix
0 days 03:16:58.998000,RUS,63,31.0,3.0,0 days 03:14:32.777000,,MEDIUM,1.0,True,Mercedes,1,5.0,2022,7,Monaco Grand Prix
0 days 02:06:54.033000,BOT,77,1.0,1.0,0 days 02:04:49.206000,,WET,1.0,True,Alfa Romeo,12,12.0,2022,7,Monaco Grand Prix
